rt,stimulus,button_pressed,trial_type,trial_index,time_elapsed,internal_node_id,subject,list,ppt_race,ppt_gender,url,first_guess,correct,key_press,responses,image_type,phrase_type,test_part
1474,Welcome to the experiment. Press Continue to begin.,0,html-button-response,0,1476,0.0-0.0,44163,List2A,black,woman,,,,,,,,
8815,,,external-html,1,11323,0.0-1.0,44163,List2A,black,woman,consent.html,,,,,,,
15667,"<p>On the next page, you will see portraits of 8 people and their names.</p><p>Your first task is to take a few minutes to memorise the names of these people.</p><p>You will have to recall their names during the rest of the experiment, so it is</p><p>essential that you try to memorise these people and their names as best as you can.</p><br><p><strong>You will then be tested on your memory of these names and portraits.</strong></p><br><p>The experiment will start after you have completed this memory test.</p><br><p>Ready?</p>",0,html-button-response,2,26991,0.0-2.0,44163,List2A,black,woman,,,,,,,,
107254,"<img src='img/portrait_matrix_list2.jpg' style='width:900px;height:500px;''></img><p>If you have memorised all the portraits and names and are ready to start, press Continue.</p><p><strong>Please note: Your memory of these faces will be tested 4 times during this experiment.</strong></p>",0,html-button-response,3,135259,0.0-3.0-0.0,44163,List2A,black,woman,,,,,,,,
3240,"<img src=""portrait/BW2.jpg""style=""height:400px;""></img>",2,html-button-response,4,139515,0.0-3.0-1.0,44163,List2A,black,woman,,TRUE,2,,,,,
null,CORRECT,,html-keyboard-response,5,141040,0.0-3.0-2.0-0.0,44163,List2A,black,woman,,,,null,,,,
2373,"<img src=""portrait/WM1.jpg""style=""height:400px;""></img>",6,html-button-response,6,143415,0.0-3.0-4.0,44163,List2A,black,woman,,TRUE,6,,,,,
null,CORRECT,,html-keyboard-response,7,144928,0.0-3.0-5.0-0.0,44163,List2A,black,woman,,,,null,,,,
2951,"<img src=""portrait/BW1.jpg""style=""height:400px;""></img>",0,html-button-response,8,147881,0.0-3.0-7.0,44163,List2A,black,woman,,TRUE,0,,,,,
null,CORRECT,,html-keyboard-response,9,149395,0.0-3.0-8.0-0.0,44163,List2A,black,woman,,,,null,,,,
2606,"<img src=""portrait/WM2.jpg""style=""height:400px;""></img>",7,html-button-response,10,152002,0.0-3.0-10.0,44163,List2A,black,woman,,TRUE,7,,,,,
null,CORRECT,,html-keyboard-response,11,153509,0.0-3.0-11.0-0.0,44163,List2A,black,woman,,,,null,,,,
1851,"<img src=""portrait/BM2.jpg""style=""height:400px;""></img>",5,html-button-response,12,155360,0.0-3.0-13.0,44163,List2A,black,woman,,TRUE,5,,,,,
null,CORRECT,,html-keyboard-response,13,156887,0.0-3.0-14.0-0.0,44163,List2A,black,woman,,,,null,,,,
3299,"<img src=""portrait/WW1.jpg""style=""height:400px;""></img>",1,html-button-response,14,160187,0.0-3.0-16.0,44163,List2A,black,woman,,TRUE,1,,,,,
null,CORRECT,,html-keyboard-response,15,161703,0.0-3.0-17.0-0.0,44163,List2A,black,woman,,,,null,,,,
2261,"<img src=""portrait/BM1.jpg""style=""height:400px;""></img>",4,html-button-response,16,163965,0.0-3.0-19.0,44163,List2A,black,woman,,TRUE,4,,,,,
null,CORRECT,,html-keyboard-response,17,165478,0.0-3.0-20.0-0.0,44163,List2A,black,woman,,,,null,,,,
2217,"<img src=""portrait/WW2.jpg""style=""height:400px;""></img>",3,html-button-response,18,167696,0.0-3.0-22.0,44163,List2A,black,woman,,TRUE,3,,,,,
null,CORRECT,,html-keyboard-response,19,169208,0.0-3.0-23.0-0.0,44163,List2A,black,woman,,,,null,,,,
2312,<p>You got 8 out of 8 right first time. Press Continue.</p>,0,html-button-response,20,171521,0.0-3.0-25.0,44163,List2A,black,woman,,,,,,,,
30273,"<p>In this experiment, you will view photographs of the people from the memory game interacting.</p><p>By using the <strong>exact</strong> phrase given <i>after</i> the photograph appears and recalling the correct names of the people in the photographs, form a sentence describing the interaction. You do not need to capitalise names.</p><p>Type your answer in the space provided. Please complete every sentence before moving onto the next trial.</p><p>You will only have a few seconds to memorise each given photograph and phrase before you can respond, so try your best to focus.</p><p>An example is given below. Press 'Continue' when you are ready.</p><img src='img/speaking_example.jpg' style='width:800px;height:460px;''></img>",0,html-button-response,21,202799,0.0-4.0,44163,List2A,black,woman,,,,,,,,
2310,"<p>Before the experiment starts, you will watch two example trials. Press 'Continue'.</p>",0,html-button-response,22,206111,0.0-5.0,44163,List2A,black,woman,,,,,,,,
null,<img src='img/meet_eg.gif' style='height:400px;''></img>,,html-keyboard-response,23,209121,0.0-6.0,44163,List2A,black,woman,,,,null,,,,
null,<p>is meeting</p>,,html-keyboard-response,24,211131,0.0-7.0,44163,List2A,black,woman,,,,null,,,,
8088,<p><b>Answer:</b> jane is meeting ruth</p>,0,html-button-response,25,219222,0.0-8.0,44163,List2A,black,woman,,,,,,,,
null,<img src='img/look_eg.gif' style='height:400px;''></img>,,html-keyboard-response,26,222229,0.0-9.0,44163,List2A,black,woman,,,,null,,,,
null,<p>are looking at each other</p>,,html-keyboard-response,27,224240,0.0-10.0,44163,List2A,black,woman,,,,null,,,,
3386,<p><b>Answer:</b> fred and mike are looking at each other</p>,0,html-button-response,28,227627,0.0-11.0,44163,List2A,black,woman,,,,,,,,
2712,"<p>Ready to start the experiment?</p><br><p><strong>Remember to describe the picture using a full sentence,</strong></p><p><strong>that combines the names of the people with the <i>exact</i> phrase given.</strong></p><p><strong>To receive full payment you must do this correctly.</strong></p><p><strong> You do not need to capitalise names or use punctuation.</strong></p><br><p>Press 'Continue' to begin.</p>",0,html-button-response,29,231343,0.0-12.0,44163,List2A,black,woman,,,,,,,,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,30,232864,0.0-13.0-0.0,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/touch6.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,31,234867,0.0-13.0-1.0,44163,List2A,black,woman,,,,null,,,,
null,are touching each other,,html-keyboard-response,32,236873,0.0-13.0-2.0,44163,List2A,black,woman,,,,null,,,,
12073,,,survey-text,33,248948,0.0-13.0-3.0,44163,List2A,black,woman,,,,,"{""Q0"":""luke and fred are touching each other""}","<img src=""stim_listA/touch6.gif""style=""height:400px;""></stim_listA>",are touching each other,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,34,249453,0.0-13.0-0.1,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/marry7.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,35,251455,0.0-13.0-1.1,44163,List2A,black,woman,,,,null,,,,
null,is marrying,,html-keyboard-response,36,253459,0.0-13.0-2.1,44163,List2A,black,woman,,,,null,,,,
10518,,,survey-text,37,263978,0.0-13.0-3.1,44163,List2A,black,woman,,,,,"{""Q0"":""beth is marrying jane""}","<img src=""stim_listA/marry7.gif""style=""height:400px;""></stim_listA>",is marrying,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,38,264479,0.0-13.0-0.2,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/shout4.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,39,266492,0.0-13.0-1.2,44163,List2A,black,woman,,,,null,,,,
null,are shouting at each other,,html-keyboard-response,40,268506,0.0-13.0-2.2,44163,List2A,black,woman,,,,null,,,,
12334,,,survey-text,41,280840,0.0-13.0-3.2,44163,List2A,black,woman,,,,,"{""Q0"":""kate and mike are shouting at each other""}","<img src=""stim_listA/shout4.gif""style=""height:400px;""></stim_listA>",are shouting at each other,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,42,281346,0.0-13.0-0.3,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/kiss2.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,43,283353,0.0-13.0-1.3,44163,List2A,black,woman,,,,null,,,,
null,are kissing each other,,html-keyboard-response,44,285359,0.0-13.0-2.3,44163,List2A,black,woman,,,,null,,,,
11730,,,survey-text,45,297091,0.0-13.0-3.3,44163,List2A,black,woman,,,,,"{""Q0"":""jane and dave are kissing each other""}","<img src=""stim_listA/kiss2.gif""style=""height:400px;""></stim_listA>",are kissing each other,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,46,297604,0.0-13.0-0.4,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/shout1.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,47,299606,0.0-13.0-1.4,44163,List2A,black,woman,,,,null,,,,
null,is shouting at,,html-keyboard-response,48,301612,0.0-13.0-2.4,44163,List2A,black,woman,,,,null,,,,
15076,,,survey-text,49,316690,0.0-13.0-3.4,44163,List2A,black,woman,,,,,"{""Q0"":""luke is shouting at ruth""}","<img src=""stim_listA/shout1.gif""style=""height:400px;""></stim_listA>",is shouting at,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,50,317197,0.0-13.0-0.5,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/touch8.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,51,319198,0.0-13.0-1.5,44163,List2A,black,woman,,,,null,,,,
null,are touching each other,,html-keyboard-response,52,321205,0.0-13.0-2.5,44163,List2A,black,woman,,,,null,,,,
11582,,,survey-text,53,332788,0.0-13.0-3.5,44163,List2A,black,woman,,,,,"{""Q0"":""ruth and beth are touching each other""}","<img src=""stim_listA/touch8.gif""style=""height:400px;""></stim_listA>",are touching each other,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,54,333304,0.0-13.0-0.6,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/fight1.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,55,335311,0.0-13.0-1.6,44163,List2A,black,woman,,,,null,,,,
null,is fighting,,html-keyboard-response,56,337317,0.0-13.0-2.6,44163,List2A,black,woman,,,,null,,,,
10332,,,survey-text,57,347650,0.0-13.0-3.6,44163,List2A,black,woman,,,,,"{""Q0"":""jane is fighting dave""}","<img src=""stim_listA/fight1.gif""style=""height:400px;""></stim_listA>",is fighting,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,58,348167,0.0-13.0-0.7,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/flirt1.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,59,350168,0.0-13.0-1.7,44163,List2A,black,woman,,,,null,,,,
null,is flirting with,,html-keyboard-response,60,352172,0.0-13.0-2.7,44163,List2A,black,woman,,,,null,,,,
11753,,,survey-text,61,363927,0.0-13.0-3.7,44163,List2A,black,woman,,,,,"{""Q0"":""luke is flirting with jane""}","<img src=""stim_listA/flirt1.gif""style=""height:400px;""></stim_listA>",is flirting with,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,62,364442,0.0-13.0-0.8,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/shout5.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,63,366447,0.0-13.0-1.8,44163,List2A,black,woman,,,,null,,,,
null,is shouting at,,html-keyboard-response,64,368456,0.0-13.0-2.8,44163,List2A,black,woman,,,,null,,,,
9736,,,survey-text,65,378193,0.0-13.0-3.8,44163,List2A,black,woman,,,,,"{""Q0"":""luke is shouting at fred""}","<img src=""stim_listA/shout5.gif""style=""height:400px;""></stim_listA>",is shouting at,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,66,378697,0.0-13.0-0.9,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/kiss7.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,67,380698,0.0-13.0-1.9,44163,List2A,black,woman,,,,null,,,,
null,is kissing,,html-keyboard-response,68,382710,0.0-13.0-2.9,44163,List2A,black,woman,,,,null,,,,
7395,,,survey-text,69,390106,0.0-13.0-3.9,44163,List2A,black,woman,,,,,"{""Q0"":""beth is kissing ruth""}","<img src=""stim_listA/kiss7.gif""style=""height:400px;""></stim_listA>",is kissing,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,70,390612,0.0-13.0-0.10,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/dance8.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,71,392614,0.0-13.0-1.10,44163,List2A,black,woman,,,,null,,,,
null,are dancing with each other,,html-keyboard-response,72,394625,0.0-13.0-2.10,44163,List2A,black,woman,,,,null,,,,
11814,,,survey-text,73,406440,0.0-13.0-3.10,44163,List2A,black,woman,,,,,"{""Q0"":""jane and beth are dancing with each other""}","<img src=""stim_listA/dance8.gif""style=""height:400px;""></stim_listA>",are dancing with each other,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,74,406955,0.0-13.0-0.11,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/talk4.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,75,408957,0.0-13.0-1.11,44163,List2A,black,woman,,,,null,,,,
null,are talking to each other,,html-keyboard-response,76,410966,0.0-13.0-2.11,44163,List2A,black,woman,,,,null,,,,
11936,,,survey-text,77,422902,0.0-13.0-3.11,44163,List2A,black,woman,,,,,"{""Q0"":""beth and mike are talking to each other""}","<img src=""stim_listA/talk4.gif""style=""height:400px;""></stim_listA>",are talking to each other,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,78,423410,0.0-13.0-0.12,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/fight4.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,79,425414,0.0-13.0-1.12,44163,List2A,black,woman,,,,null,,,,
null,are fighting each other,,html-keyboard-response,80,427421,0.0-13.0-2.12,44163,List2A,black,woman,,,,null,,,,
11356,,,survey-text,81,438779,0.0-13.0-3.12,44163,List2A,black,woman,,,,,"{""Q0"":""beth and fred are fighting each other""}","<img src=""stim_listA/fight4.gif""style=""height:400px;""></stim_listA>",are fighting each other,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,82,439284,0.0-13.0-0.13,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/argue2.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,83,441286,0.0-13.0-1.13,44163,List2A,black,woman,,,,null,,,,
null,are arguing with each other,,html-keyboard-response,84,443291,0.0-13.0-2.13,44163,List2A,black,woman,,,,null,,,,
11359,,,survey-text,85,454651,0.0-13.0-3.13,44163,List2A,black,woman,,,,,"{""Q0"":""luke and jane are arguing with each other""}","<img src=""stim_listA/argue2.gif""style=""height:400px;""></stim_listA>",are arguing with each other,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,86,455164,0.0-13.0-0.14,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/marry8.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,87,457165,0.0-13.0-1.14,44163,List2A,black,woman,,,,null,,,,
null,are marrying each other,,html-keyboard-response,88,459174,0.0-13.0-2.14,44163,List2A,black,woman,,,,null,,,,
9407,,,survey-text,89,468582,0.0-13.0-3.14,44163,List2A,black,woman,,,,,"{""Q0"":""kate and ruth are marrying each other""}","<img src=""stim_listA/marry8.gif""style=""height:400px;""></stim_listA>",are marrying each other,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,90,469091,0.0-13.0-0.15,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/talk5.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,91,471092,0.0-13.0-1.15,44163,List2A,black,woman,,,,null,,,,
null,is talking to,,html-keyboard-response,92,473110,0.0-13.0-2.15,44163,List2A,black,woman,,,,null,,,,
10225,,,survey-text,93,483336,0.0-13.0-3.15,44163,List2A,black,woman,,,,,"{""Q0"":""mike is talking to luke""}","<img src=""stim_listA/talk5.gif""style=""height:400px;""></stim_listA>",is talking to,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,94,483838,0.0-13.0-0.16,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/touch7.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,95,485840,0.0-13.0-1.16,44163,List2A,black,woman,,,,null,,,,
null,is touching,,html-keyboard-response,96,487856,0.0-13.0-2.16,44163,List2A,black,woman,,,,null,,,,
6801,,,survey-text,97,494658,0.0-13.0-3.16,44163,List2A,black,woman,,,,,"{""Q0"":""kate is touching jane""}","<img src=""stim_listA/touch7.gif""style=""height:400px;""></stim_listA>",is touching,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,98,495173,0.0-13.0-0.17,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/kiss4.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,99,497175,0.0-13.0-1.17,44163,List2A,black,woman,,,,null,,,,
null,are kissing each other,,html-keyboard-response,100,499183,0.0-13.0-2.17,44163,List2A,black,woman,,,,null,,,,
12166,,,survey-text,101,511349,0.0-13.0-3.17,44163,List2A,black,woman,,,,,"{""Q0"":""mike and kate are kissing each other""}","<img src=""stim_listA/kiss4.gif""style=""height:400px;""></stim_listA>",are kissing each other,
null,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,102,511853,0.0-13.0-0.18,44163,List2A,black,woman,,,,null,,,,
null,"<img src=""stim_listA/touch5.gif""style=""height:400px;""></stim_listA>",,html-keyboard-response,103,513855,0.0-13.0-1.18,44163,List2A,black,woman,,,,null,,,,
null,is touching,,html-keyboard-response,104,515871,0.0-13.0-2.18,44163,List2A,black,woman,,,,null,,,,
