"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","condition","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"1880.869999999959","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","1885","0.0-0.0","18132","3A","conjoined","woman","","","","","","","","",""
"27258.06999999986","","","external-html","1","30191","0.0-1.0","18132","3A","conjoined","woman","consent.html","","","","","","","",""
"7093.845000000099","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","37287","0.0-2.0","18132","3A","conjoined","woman","","","","","","","","",""
"25427.085000000036","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","63732","0.0-3.0","18132","3A","conjoined","woman","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","66744","0.0-4.0","18132","3A","conjoined","woman","","null","","","","","","",""
"25185.36500000005","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","91932","0.0-5.0","18132","3A","conjoined","woman","","","","","","","","",""
"5914.019999999931","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","98854","0.0-6.0","18132","3A","conjoined","woman","","","","","","","","",""
"null","Luke and Kate are flirting with each other","","html-keyboard-response","7","101871","0.0-7.0-0.0","18132","3A","conjoined","woman","","null","M1 and W3 are flirting with each other","flirt3","sentence","","","",""
"7808.944999999992","","","survey-likert-extra-labels","8","109687","0.0-7.0-1.0-0.0","18132","3A","conjoined","woman","","","M1 and W3 are flirting with each other","flirt3","rating_causation","{""Q0"":3}","[0]","W3 started flirting with M1 first","M1 started flirting with W3 first"
"4660.320000000182","","","survey-likert-extra-labels","9","114349","0.0-7.0-2.0","18132","3A","conjoined","woman","","","M1 and W3 are flirting with each other","flirt3","rating_volition","{""Q0"":3}","[0]","W3 wanted to flirt with M1","M1 wanted to flirt with W3"
"null","Dave and Mike are playing with each other","","html-keyboard-response","10","116366","0.0-8.0-0.0","18132","3A","conjoined","woman","","null","M4 and M2 are playing with each other","play2","sentence","","","",""
"5748.2250000000495","","","survey-likert-extra-labels","11","122116","0.0-8.0-2.0","18132","3A","conjoined","woman","","","M4 and M2 are playing with each other","play2","rating_volition","{""Q0"":3}","[0]","M2 wanted to play with M4","M4 wanted to play with M2"
"5580.969999999987","","","survey-likert-extra-labels","12","127700","0.0-8.0-3.0-0.0","18132","3A","conjoined","woman","","","M4 and M2 are playing with each other","play2","rating_causation","{""Q0"":3}","[0]","M2 asked to play with M4","M4 asked to play with M2"
"null","Luke is driving Fred","","html-keyboard-response","13","129714","0.0-9.0-0.0","18132","3A","conjoined","woman","","null","M1 is driving M3","drive","sentence","","","",""
"9786.524999999994","","","survey-likert-extra-labels","14","139503","0.0-9.0-2.0","18132","3A","conjoined","woman","","","M1 is driving M3","drive","rating_volition","{""Q0"":0}","[0]","M3 is M1's passenger","M1 is M3's passenger"
"7432.749999999942","","","survey-likert-extra-labels","15","146937","0.0-9.0-3.0-0.0","18132","3A","conjoined","woman","","","M1 is driving M3","drive","rating_causation","{""Q0"":6}","[0]","M3 is taking M1 somewhere","M1 is taking M3 somewhere"
"null","Beth and Jane are flirting with each other","","html-keyboard-response","16","148943","0.0-10.0-0.0","18132","3A","conjoined","woman","","null","W4 and W2 are flirting with each other","flirt1","sentence","","","",""
"4991.610000000044","","","survey-likert-extra-labels","17","153937","0.0-10.0-2.0","18132","3A","conjoined","woman","","","W4 and W2 are flirting with each other","flirt1","rating_volition","{""Q0"":3}","[0]","W2 wanted to flirt with W4","W4 wanted to flirt with W2"
"6070.764999999956","","","survey-likert-extra-labels","18","160010","0.0-10.0-3.0-0.0","18132","3A","conjoined","woman","","","W4 and W2 are flirting with each other","flirt1","rating_causation","{""Q0"":3}","[0]","W2 started flirting with W4 first","W4 started flirting with W2 first"
"null","Dave and Mike are touching each other","","html-keyboard-response","19","162018","0.0-11.0-0.0","18132","3A","conjoined","woman","","null","M4 and M2 are touching each other","touch2","sentence","","","",""
"3964.96499999988","","","survey-likert-extra-labels","20","165985","0.0-11.0-2.0","18132","3A","conjoined","woman","","","M4 and M2 are touching each other","touch2","rating_volition","{""Q0"":3}","[0]","M2 wanted to touch M4","M4 wanted to touch M2"
"5601.004999999976","","","survey-likert-extra-labels","21","171588","0.0-11.0-3.0-0.0","18132","3A","conjoined","woman","","","M4 and M2 are touching each other","touch2","rating_causation","{""Q0"":3}","[0]","M2 asked to touch M4","M4 asked to touch M2"
"null","Jane and Beth are fighting each other","","html-keyboard-response","22","173592","0.0-12.0-0.0","18132","3A","conjoined","woman","","null","W2 and W4 are fighting each other","fight1","sentence","","","",""
"7058.669999999896","","","survey-likert-extra-labels","23","180653","0.0-12.0-1.0-0.0","18132","3A","conjoined","woman","","","W2 and W4 are fighting each other","fight1","rating_causation","{""Q0"":3}","[0]","W2 started the fight with W4","W4 started the fight with W2"
