"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","condition","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"1540.6550001353025","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","1543","0.0-0.0","69951","1B","conjoined","woman","","","","","","","","",""
"11519.444999983534","","","external-html","1","14190","0.0-1.0","69951","1B","conjoined","woman","consent.html","","","","","","","",""
"7414.749999996275","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","21606","0.0-2.0","69951","1B","conjoined","woman","","","","","","","","",""
"1991.1550001706928","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","24598","0.0-3.0","69951","1B","conjoined","woman","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","27616","0.0-4.0","69951","1B","conjoined","woman","","null","","","","","","",""
"9861.1099999398","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","37479","0.0-5.0","69951","1B","conjoined","woman","","","","","","","","",""
"4292.97999991104","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","42774","0.0-6.0","69951","1B","conjoined","woman","","","","","","","","",""
"null","Mike and Luke are marrying each other","","html-keyboard-response","7","45803","0.0-7.0-0.0","69951","1B","conjoined","woman","","null","M4 and M2 are marrying each other","marry2","sentence","","","",""
"8074.704999802634","","","survey-likert-extra-labels","8","53879","0.0-7.0-1.0-0.0","69951","1B","conjoined","woman","","","M4 and M2 are marrying each other","marry2","rating_causation","{""Q0"":3}","[0]","M2 asked to marry M4","M4 asked to marry M2"
"5668.204999994487","","","survey-likert-extra-labels","9","59550","0.0-7.0-2.0","69951","1B","conjoined","woman","","","M4 and M2 are marrying each other","marry2","rating_volition","{""Q0"":3}","[0]","M2 wanted to marry M4","M4 wanted to marry M2"
