"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","condition","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"2303.7250000015774","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","2307","0.0-0.0","64963","2B","conjoined","man","","","","","","","","",""
"17257.31999999698","","","external-html","1","20849","0.0-1.0","64963","2B","conjoined","man","consent.html","","","","","","","",""
"10820.030000002589","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","31671","0.0-2.0","64963","2B","conjoined","man","","","","","","","","",""
"3270.010000000184","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","35947","0.0-3.0","64963","2B","conjoined","man","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","38950","0.0-4.0","64963","2B","conjoined","man","","null","","","","","","",""
"15333.965000001626","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","54285","0.0-5.0","64963","2B","conjoined","man","","","","","","","","",""
"2707.5850000001083","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","58002","0.0-6.0","64963","2B","conjoined","man","","","","","","","","",""
"null","Kate and Beth are kissing each other","","html-keyboard-response","7","61031","0.0-7.0-0.0","64963","2B","conjoined","man","","null","W1 and W3 are kissing each other","kiss1","sentence","","","",""
"8661.785000000236","","","survey-likert-extra-labels","8","69695","0.0-7.0-2.0","64963","2B","conjoined","man","","","W1 and W3 are kissing each other","kiss1","rating_volition","{""Q0"":3}","[0]","W3 wanted to kiss W1","W1 wanted to kiss W3"
"6571.184999997058","","","survey-likert-extra-labels","9","76269","0.0-7.0-3.0-0.0","64963","2B","conjoined","man","","","W1 and W3 are kissing each other","kiss1","rating_causation","{""Q0"":3}","[0]","W3 asked to kiss W1","W1 asked to kiss W3"
