"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","condition","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"9987.770000007004","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","9993","0.0-0.0","2688","3B","conjoined","man","","","","","","","","",""
"12929.824999999255","","","external-html","1","24033","0.0-1.0","2688","3B","conjoined","man","consent.html","","","","","","","",""
"14308.850000001257","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","38344","0.0-2.0","2688","3B","conjoined","man","","","","","","","","",""
"3221.0550000017975","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","42570","0.0-3.0","2688","3B","conjoined","man","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","46233","0.0-4.0","2688","3B","conjoined","man","","null","","","","","","",""
"21188.80000000354","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","67424","0.0-5.0","2688","3B","conjoined","man","","","","","","","","",""
"7517.034999997122","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","75945","0.0-6.0","2688","3B","conjoined","man","","","","","","","","",""
"null","Jane and Ruth are flirting with each other","","html-keyboard-response","7","78949","0.0-7.0-0.0","2688","3B","conjoined","man","","null","W4 and W2 are flirting with each other","flirt1","sentence","","","",""
"9247.8800000099","","","survey-likert-extra-labels","8","88201","0.0-7.0-2.0","2688","3B","conjoined","man","","","W4 and W2 are flirting with each other","flirt1","rating_volition","{""Q0"":4}","[0]","W2 wanted to flirt with W4","W4 wanted to flirt with W2"
"9611.304999998538","","","survey-likert-extra-labels","9","97817","0.0-7.0-3.0-0.0","2688","3B","conjoined","man","","","W4 and W2 are flirting with each other","flirt1","rating_causation","{""Q0"":6}","[0]","W2 started flirting with W4 first","W4 started flirting with W2 first"
"null","Dave and Kate are fighting each other","","html-keyboard-response","10","99821","0.0-8.0-0.0","2688","3B","conjoined","man","","null","M3 and W1 are fighting each other","fight4","sentence","","","",""
"9160.900000002584","","","survey-likert-extra-labels","11","108984","0.0-8.0-2.0","2688","3B","conjoined","man","","","M3 and W1 are fighting each other","fight4","rating_volition","{""Q0"":2}","[0]","M3 wanted to fight W1","W1 wanted to fight M3"
"5004.000000000815","","","survey-likert-extra-labels","12","113992","0.0-8.0-3.0-0.0","2688","3B","conjoined","man","","","M3 and W1 are fighting each other","fight4","rating_causation","{""Q0"":3}","[0]","M3 started the fight with W1","W1 started the fight with M3"
"null","Mike and Luke are playing with each other","","html-keyboard-response","13","115996","0.0-9.0-0.0","2688","3B","conjoined","man","","null","M4 and M2 are playing with each other","play2","sentence","","","",""
"12418.265000000247","","","survey-likert-extra-labels","14","128416","0.0-9.0-1.0-0.0","2688","3B","conjoined","man","","","M4 and M2 are playing with each other","play2","rating_causation","{""Q0"":1}","[0]","M2 asked to play with M4","M4 asked to play with M2"
"3867.8800000052433","","","survey-likert-extra-labels","15","132288","0.0-9.0-2.0","2688","3B","conjoined","man","","","M4 and M2 are playing with each other","play2","rating_volition","{""Q0"":2}","[0]","M2 wanted to play with M4","M4 wanted to play with M2"
"null","Fred and Dave are arguing with each other","","html-keyboard-response","16","134291","0.0-10.0-0.0","2688","3B","conjoined","man","","null","M1 and M3 are arguing with each other","argue2","sentence","","","",""
