rt,stimulus,button_pressed,trial_type,trial_index,time_elapsed,internal_node_id,subject,list,condition,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part
9403.82,Welcome to the experiment. Press Continue to begin.,0,html-button-response,0,9415,0.0-0.0,77180,4B,conjoined,woman,,,,,,,,,
32465.57,,,external-html,1,43057,0.0-1.0,77180,4B,conjoined,woman,consent.html,,,,,,,,
10733.88,"<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>",0,html-button-response,2,53794,0.0-2.0,77180,4B,conjoined,woman,,,,,,,,,
3402.46,"<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>",0,html-button-response,3,58205,0.0-3.0,77180,4B,conjoined,woman,,,,,,,,,
null,The police officer is arresting the robber,,html-keyboard-response,4,61216,0.0-4.0,77180,4B,conjoined,woman,,null,,,,,,,
13131.915,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,html-button-response,5,74353,0.0-5.0,77180,4B,conjoined,woman,,,,,,,,,
5426.565,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,html-button-response,6,80786,0.0-6.0,77180,4B,conjoined,woman,,,,,,,,,
null,Kate is chasing Beth,,html-keyboard-response,7,83808,0.0-7.0-0.0,77180,4B,conjoined,woman,,null,W1 is chasing W3,chase,sentence,,,,
7036.255,,,survey-likert-extra-labels,8,90849,0.0-7.0-2.0,77180,4B,conjoined,woman,,,W1 is chasing W3,chase,rating_volition,"{""Q0"":0}",[0],W1 is behind W3,W3 is behind W1
13176.935,,,survey-likert-extra-labels,9,104043,0.0-7.0-3.0-0.0,77180,4B,conjoined,woman,,,W1 is chasing W3,chase,rating_causation,"{""Q0"":6}",[0],W1 is running away from W3,W3 is running away from W1
null,Dave is playing with Kate,,html-keyboard-response,10,106071,0.0-8.0-0.0,77180,4B,conjoined,woman,,null,M3 is playing with W1,play3,sentence,,,,
10133.455,,,survey-likert-extra-labels,11,116207,0.0-8.0-2.0,77180,4B,conjoined,woman,,,M3 is playing with W1,play3,rating_volition,"{""Q0"":3}",[0],W1 wanted to play with M3,M3 wanted to play with W1
7461.34,,,survey-likert-extra-labels,12,123690,0.0-8.0-3.0-0.0,77180,4B,conjoined,woman,,,M3 is playing with W1,play3,rating_causation,"{""Q0"":3}",[0],W1 asked to play with M3,M3 asked to play with W1
null,Beth is talking to Kate,,html-keyboard-response,13,125706,0.0-9.0-0.0,77180,4B,conjoined,woman,,null,W3 is talking to W1,talk1,sentence,,,,
14260.28,,,survey-likert-extra-labels,14,139969,0.0-9.0-1.0-0.0,77180,4B,conjoined,woman,,,W3 is talking to W1,talk1,rating_causation,"{""Q0"":2}",[0],W3 started a conversation with W1,W1 started a conversation with W3
8308.95,,,survey-likert-extra-labels,15,148297,0.0-9.0-2.0,77180,4B,conjoined,woman,,,W3 is talking to W1,talk1,rating_volition,"{""Q0"":2}",[0],W3 wanted to talk to W1,W1 wanted to talk to W3
null,Mike is talking to Ruth,,html-keyboard-response,16,150323,0.0-10.0-0.0,77180,4B,conjoined,woman,,null,M4 is talking to W2,talk3,sentence,,,,
6028.455,,,survey-likert-extra-labels,17,156361,0.0-10.0-2.0,77180,4B,conjoined,woman,,,M4 is talking to W2,talk3,rating_volition,"{""Q0"":2}",[0],M4 wanted to talk to W2,W2 wanted to talk to M4
6963.45,,,survey-likert-extra-labels,18,163343,0.0-10.0-3.0-0.0,77180,4B,conjoined,woman,,,M4 is talking to W2,talk3,rating_causation,"{""Q0"":2}",[0],M4 started a conversation with W2,W2 started a conversation with M4
null,Kate is flirting with Dave,,html-keyboard-response,19,165361,0.0-11.0-0.0,77180,4B,conjoined,woman,,null,W1 is flirting with M3,flirt4,sentence,,,,
7128.655,,,survey-likert-extra-labels,20,172493,0.0-11.0-2.0,77180,4B,conjoined,woman,,,W1 is flirting with M3,flirt4,rating_volition,"{""Q0"":0}",[0],W1 wanted to flirt with M3,M3 wanted to flirt with W1
9711,,,survey-likert-extra-labels,21,182223,0.0-11.0-3.0-0.0,77180,4B,conjoined,woman,,,W1 is flirting with M3,flirt4,rating_causation,"{""Q0"":2}",[0],W1 started flirting with M3 first,M3 started flirting with W1 first
null,Jane is touching Ruth,,html-keyboard-response,22,184253,0.0-12.0-0.0,77180,4B,conjoined,woman,,null,W4 is touching W2,touch1,sentence,,,,
13330.92,,,survey-likert-extra-labels,23,197588,0.0-12.0-1.0-0.0,77180,4B,conjoined,woman,,,W4 is touching W2,touch1,rating_causation,"{""Q0"":2}",[0],W4 asked to touch W2,W2 asked to touch W4
8172.91,,,survey-likert-extra-labels,24,205784,0.0-12.0-2.0,77180,4B,conjoined,woman,,,W4 is touching W2,touch1,rating_volition,"{""Q0"":0}",[0],W4 wanted to touch W2,W2 wanted to touch W4
null,Mike is kissing Ruth,,html-keyboard-response,25,207811,0.0-13.0-0.0,77180,4B,conjoined,woman,,null,M4 is kissing W2,kiss4,sentence,,,,
5871.135,,,survey-likert-extra-labels,26,213685,0.0-13.0-1.0-0.0,77180,4B,conjoined,woman,,,M4 is kissing W2,kiss4,rating_causation,"{""Q0"":2}",[0],M4 asked to kiss W2,W2 asked to kiss M4
8008.17,,,survey-likert-extra-labels,27,221718,0.0-13.0-2.0,77180,4B,conjoined,woman,,,M4 is kissing W2,kiss4,rating_volition,"{""Q0"":0}",[0],M4 wanted to kiss W2,W2 wanted to kiss M4
null,Dave is dancing with Fred,,html-keyboard-response,28,223745,0.0-14.0-0.0,77180,4B,conjoined,woman,,null,M3 is dancing with M1,dance2,sentence,,,,
12077.56,,,survey-likert-extra-labels,29,235827,0.0-14.0-2.0,77180,4B,conjoined,woman,,,M3 is dancing with M1,dance2,rating_volition,"{""Q0"":3}",[0],M3 wanted to dance with M1,M1 wanted to dance with M3
8604.205,,,survey-likert-extra-labels,30,244455,0.0-14.0-3.0-0.0,77180,4B,conjoined,woman,,,M3 is dancing with M1,dance2,rating_causation,"{""Q0"":3}",[0],M3 asked M1 to dance,M1 asked M3 to dance
null,Fred is flirting with Beth,,html-keyboard-response,31,246481,0.0-15.0-0.0,77180,4B,conjoined,woman,,null,M1 is flirting with W3,flirt3,sentence,,,,
4487.015,,,survey-likert-extra-labels,32,250971,0.0-15.0-1.0-0.0,77180,4B,conjoined,woman,,,M1 is flirting with W3,flirt3,rating_causation,"{""Q0"":0}",[0],M1 started flirting with W3 first,W3 started flirting with M1 first
3558.485,,,survey-likert-extra-labels,33,254556,0.0-15.0-2.0,77180,4B,conjoined,woman,,,M1 is flirting with W3,flirt3,rating_volition,"{""Q0"":0}",[0],M1 wanted to flirt with W3,W3 wanted to flirt with M1
null,Fred is driving Dave,,html-keyboard-response,34,256580,0.0-16.0-0.0,77180,4B,conjoined,woman,,null,M1 is driving M3,drive,sentence,,,,
8082.92,,,survey-likert-extra-labels,35,264667,0.0-16.0-1.0-0.0,77180,4B,conjoined,woman,,,M1 is driving M3,drive,rating_causation,"{""Q0"":6}",[0],M3 is taking M1 somewhere,M1 is taking M3 somewhere
7511.075,,,survey-likert-extra-labels,36,272198,0.0-16.0-2.0,77180,4B,conjoined,woman,,,M1 is driving M3,drive,rating_volition,"{""Q0"":0}",[0],M3 is M1's passenger,M1 is M3's passenger
null,Kate is touching Dave,,html-keyboard-response,37,274230,0.0-17.0-0.0,77180,4B,conjoined,woman,,null,W1 is touching M3,touch4,sentence,,,,
7795.435,,,survey-likert-extra-labels,38,282028,0.0-17.0-2.0,77180,4B,conjoined,woman,,,W1 is touching M3,touch4,rating_volition,"{""Q0"":3}",[0],W1 wanted to touch M3,M3 wanted to touch W1
10530.33,,,survey-likert-extra-labels,39,292578,0.0-17.0-3.0-0.0,77180,4B,conjoined,woman,,,W1 is touching M3,touch4,rating_causation,"{""Q0"":0}",[0],W1 asked to touch M3,M3 asked to touch W1
null,Jane is flirting with Ruth,,html-keyboard-response,40,294604,0.0-18.0-0.0,77180,4B,conjoined,woman,,null,W4 is flirting with W2,flirt1,sentence,,,,
6950.135,,,survey-likert-extra-labels,41,301557,0.0-18.0-1.0-0.0,77180,4B,conjoined,woman,,,W4 is flirting with W2,flirt1,rating_causation,"{""Q0"":0}",[0],W4 started flirting with W2 first,W2 started flirting with W4 first
3963.975,,,survey-likert-extra-labels,42,305540,0.0-18.0-2.0,77180,4B,conjoined,woman,,,W4 is flirting with W2,flirt1,rating_volition,"{""Q0"":0}",[0],W4 wanted to flirt with W2,W2 wanted to flirt with W4
null,Kate is shouting at Beth,,html-keyboard-response,43,307562,0.0-19.0-0.0,77180,4B,conjoined,woman,,null,W1 is shouting at W3,shout1,sentence,,,,
9105.71,,,survey-likert-extra-labels,44,316672,0.0-19.0-2.0,77180,4B,conjoined,woman,,,W1 is shouting at W3,shout1,rating_volition,"{""Q0"":4}",[0],W3 wanted to shout at W1,W1 wanted to shout at W3
6837.93,,,survey-likert-extra-labels,45,323536,0.0-19.0-3.0-0.0,77180,4B,conjoined,woman,,,W1 is shouting at W3,shout1,rating_causation,"{""Q0"":3}",[0],W3 shouted at W1 first,W1 shouted at W3 first
null,Beth is feeding Fred,,html-keyboard-response,46,325560,0.0-20.0-0.0,77180,4B,conjoined,woman,,null,W3 is feeding M1,feed,sentence,,,,
8269.99,,,survey-likert-extra-labels,47,333833,0.0-20.0-2.0,77180,4B,conjoined,woman,,,W3 is feeding M1,feed,rating_volition,"{""Q0"":0}",[0],W3 is giving M1 food,M1 is giving W3 food
7759.71,,,survey-likert-extra-labels,48,341618,0.0-20.0-3.0-0.0,77180,4B,conjoined,woman,,,W3 is feeding M1,feed,rating_causation,"{""Q0"":3}",[0],W3 is eating M1's food,M1 is eating W3's food
null,Beth is kissing Kate,,html-keyboard-response,49,343640,0.0-21.0-0.0,77180,4B,conjoined,woman,,null,W3 is kissing W1,kiss1,sentence,,,,
4751.28,,,survey-likert-extra-labels,50,348397,0.0-21.0-1.0-0.0,77180,4B,conjoined,woman,,,W3 is kissing W1,kiss1,rating_causation,"{""Q0"":3}",[0],W3 asked to kiss W1,W1 asked to kiss W3
6174.925,,,survey-likert-extra-labels,51,354594,0.0-21.0-2.0,77180,4B,conjoined,woman,,,W3 is kissing W1,kiss1,rating_volition,"{""Q0"":0}",[0],W3 wanted to kiss W1,W1 wanted to kiss W3
null,Kate is arguing with Beth,,html-keyboard-response,52,356620,0.0-22.0-0.0,77180,4B,conjoined,woman,,null,W1 is arguing with W3,argue1,sentence,,,,
4385.535,,,survey-likert-extra-labels,53,361010,0.0-22.0-2.0,77180,4B,conjoined,woman,,,W1 is arguing with W3,argue1,rating_volition,"{""Q0"":3}",[0],W3 wanted to argue with W1,W1 wanted to argue with W3
6243.645,,,survey-likert-extra-labels,54,367275,0.0-22.0-3.0-0.0,77180,4B,conjoined,woman,,,W1 is arguing with W3,argue1,rating_causation,"{""Q0"":3}",[0],W3 started an argument with W1,W1 started an argument with W3
null,Ruth is shouting at Mike,,html-keyboard-response,55,369301,0.0-23.0-0.0,77180,4B,conjoined,woman,,null,W2 is shouting at M4,shout4,sentence,,,,
10215.22,,,survey-likert-extra-labels,56,379520,0.0-23.0-2.0,77180,4B,conjoined,woman,,,W2 is shouting at M4,shout4,rating_volition,"{""Q0"":5}",[0],M4 wanted to shout at W2,W2 wanted to shout at M4
3282.895,,,survey-likert-extra-labels,57,382819,0.0-23.0-3.0-0.0,77180,4B,conjoined,woman,,,W2 is shouting at M4,shout4,rating_causation,"{""Q0"":3}",[0],M4 shouted at W2 first,W2 shouted at M4 first
null,Dave is hiring Kate,,html-keyboard-response,58,384838,0.0-24.0-0.0,77180,4B,conjoined,woman,,null,M3 is hiring W1,hire,sentence,,,,
4178.68,,,survey-likert-extra-labels,59,389020,0.0-24.0-2.0,77180,4B,conjoined,woman,,,M3 is hiring W1,hire,rating_volition,"{""Q0"":0}",[0],M3 is employing W1,W1 is employing M3
7805.43,,,survey-likert-extra-labels,60,396849,0.0-24.0-3.0-0.0,77180,4B,conjoined,woman,,,M3 is hiring W1,hire,rating_causation,"{""Q0"":6}",[0],M3 will work for W1,W1 will work for M3
null,Fred is touching Beth,,html-keyboard-response,61,398873,0.0-25.0-0.0,77180,4B,conjoined,woman,,null,M1 is touching W3,touch3,sentence,,,,
3768.39,,,survey-likert-extra-labels,62,402646,0.0-25.0-2.0,77180,4B,conjoined,woman,,,M1 is touching W3,touch3,rating_volition,"{""Q0"":3}",[0],M1 wanted to touch W3,W3 wanted to touch M1
4417.385,,,survey-likert-extra-labels,63,407078,0.0-25.0-3.0-0.0,77180,4B,conjoined,woman,,,M1 is touching W3,touch3,rating_causation,"{""Q0"":3}",[0],M1 asked to touch W3,W3 asked to touch M1
