"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","condition","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"2345.7997586349224","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","2354","0.0-0.0","87843","2A","conjoined","woman","","","","","","","","",""
"16515.69984416256","","","external-html","1","19972","0.0-1.0","87843","2A","conjoined","woman","consent.html","","","","","","","",""
"2493.699988475484","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","22472","0.0-2.0","87843","2A","conjoined","woman","","","","","","","","",""
"2046.1001141850356","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","25529","0.0-3.0","87843","2A","conjoined","woman","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","28554","0.0-4.0","87843","2A","conjoined","woman","","null","","","","","","",""
"10938.000157991875","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","39495","0.0-5.0","87843","2A","conjoined","woman","","","","","","","","",""
"1360.499842521087","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","41862","0.0-6.0","87843","2A","conjoined","woman","","","","","","","","",""
"null","Dave and Jane are arguing with each other","","html-keyboard-response","7","44885","0.0-7.0-0.0","87843","2A","conjoined","woman","","null","M4 and W2 are arguing with each other","argue3","sentence","","","",""
"4191.4998319199","","","survey-likert-extra-labels","8","49086","0.0-7.0-2.0","87843","2A","conjoined","woman","","","M4 and W2 are arguing with each other","argue3","rating_volition","{""Q0"":3}","[0]","M4 wanted to argue with W2","W2 wanted to argue with M4"
"4634.100049893968","","","survey-likert-extra-labels","9","53728","0.0-7.0-3.0-0.0","87843","2A","conjoined","woman","","","M4 and W2 are arguing with each other","argue3","rating_causation","{""Q0"":3}","[0]","M4 started an argument with W2","W2 started an argument with M4"
"null","Ruth is chasing Kate","","html-keyboard-response","10","55738","0.0-8.0-0.0","87843","2A","conjoined","woman","","null","W1 is chasing W3","chase","sentence","","","",""
"4383.10020412413","","","survey-likert-extra-labels","11","60126","0.0-8.0-2.0","87843","2A","conjoined","woman","","","W1 is chasing W3","chase","rating_volition","{""Q0"":0}","[0]","W1 is behind W3","W3 is behind W1"
"4317.400206073384","","","survey-likert-extra-labels","12","64450","0.0-8.0-3.0-0.0","87843","2A","conjoined","woman","","","W1 is chasing W3","chase","rating_causation","{""Q0"":6}","[0]","W1 is running away from W3","W3 is running away from W1"
"null","Mike and Beth are talking to each other","","html-keyboard-response","13","66472","0.0-9.0-0.0","87843","2A","conjoined","woman","","null","M2 and W4 are talking to each other","talk4","sentence","","","",""
"2609.1000584433204","","","survey-likert-extra-labels","14","69085","0.0-9.0-1.0-0.0","87843","2A","conjoined","woman","","","M2 and W4 are talking to each other","talk4","rating_causation","{""Q0"":3}","[0]","W4 started a conversation with M2","M2 started a conversation with W4"
"3424.299834382109","","","survey-likert-extra-labels","15","72517","0.0-9.0-2.0","87843","2A","conjoined","woman","","","M2 and W4 are talking to each other","talk4","rating_volition","{""Q0"":3}","[0]","W4 wanted to talk to M2","M2 wanted to talk to W4"
"null","Fred and Luke are shouting at each other","","html-keyboard-response","16","74523","0.0-10.0-0.0","87843","2A","conjoined","woman","","null","M3 and M1 are shouting at each other","shout2","sentence","","","",""
"2482.5000059845333","","","survey-likert-extra-labels","17","77011","0.0-10.0-2.0","87843","2A","conjoined","woman","","","M3 and M1 are shouting at each other","shout2","rating_volition","{""Q0"":3}","[0]","M3 wanted to shout at M1","M1 wanted to shout at M3"
"2496.799980575888","","","survey-likert-extra-labels","18","79518","0.0-10.0-3.0-0.0","87843","2A","conjoined","woman","","","M3 and M1 are shouting at each other","shout2","rating_causation","{""Q0"":3}","[0]","M3 shouted at M1 first","M1 shouted at M3 first"
"null","Ruth and Kate are talking to each other","","html-keyboard-response","19","81535","0.0-11.0-0.0","87843","2A","conjoined","woman","","null","W1 and W3 are talking to each other","talk1","sentence","","","",""
"2958.3000621366373","","","survey-likert-extra-labels","20","84499","0.0-11.0-1.0-0.0","87843","2A","conjoined","woman","","","W1 and W3 are talking to each other","talk1","rating_causation","{""Q0"":3}","[0]","W3 started a conversation with W1","W1 started a conversation with W3"
"3950.900092025142","","","survey-likert-extra-labels","21","88457","0.0-11.0-2.0","87843","2A","conjoined","woman","","","W1 and W3 are talking to each other","talk1","rating_volition","{""Q0"":3}","[0]","W3 wanted to talk to W1","W1 wanted to talk to W3"
"null","Kate is feeding Luke","","html-keyboard-response","22","90465","0.0-12.0-0.0","87843","2A","conjoined","woman","","null","W3 is feeding M1","feed","sentence","","","",""
"5101.599719034362","","","survey-likert-extra-labels","23","95573","0.0-12.0-2.0","87843","2A","conjoined","woman","","","W3 is feeding M1","feed","rating_volition","{""Q0"":0}","[0]","W3 is giving M1 food","M1 is giving W3 food"
"4772.400050475335","","","survey-likert-extra-labels","24","100354","0.0-12.0-3.0-0.0","87843","2A","conjoined","woman","","","W3 is feeding M1","feed","rating_causation","{""Q0"":6}","[0]","W3 is eating M1's food","M1 is eating W3's food"
"null","Ruth and Fred are fighting each other","","html-keyboard-response","25","102359","0.0-13.0-0.0","87843","2A","conjoined","woman","","null","W1 and M3 are fighting each other","fight4","sentence","","","",""
"4229.700010361805","","","survey-likert-extra-labels","26","106593","0.0-13.0-1.0-0.0","87843","2A","conjoined","woman","","","W1 and M3 are fighting each other","fight4","rating_causation","{""Q0"":3}","[0]","W1 started the fight with M3","M3 started the fight with W1"
"15543.699971376801","","","survey-likert-extra-labels","27","122146","0.0-13.0-2.0","87843","2A","conjoined","woman","","","W1 and M3 are fighting each other","fight4","rating_volition","{""Q0"":3}","[0]","W1 wanted to fight M3","M3 wanted to fight W1"
"null","Luke and Fred are dancing with each other","","html-keyboard-response","28","124154","0.0-14.0-0.0","87843","2A","conjoined","woman","","null","M1 and M3 are dancing with each other","dance2","sentence","","","",""
"3071.1999619725247","","","survey-likert-extra-labels","29","127230","0.0-14.0-1.0-0.0","87843","2A","conjoined","woman","","","M1 and M3 are dancing with each other","dance2","rating_causation","{""Q0"":3}","[0]","M3 asked M1 to dance","M1 asked M3 to dance"
"3571.29998929624","","","survey-likert-extra-labels","30","130811","0.0-14.0-2.0","87843","2A","conjoined","woman","","","M1 and M3 are dancing with each other","dance2","rating_volition","{""Q0"":3}","[0]","M3 wanted to dance with M1","M1 wanted to dance with M3"
"null","Mike and Beth are kissing each other","","html-keyboard-response","31","132828","0.0-15.0-0.0","87843","2A","conjoined","woman","","null","M2 and W4 are kissing each other","kiss3","sentence","","","",""
"2210.1001264961087","","","survey-likert-extra-labels","32","135044","0.0-15.0-2.0","87843","2A","conjoined","woman","","","M2 and W4 are kissing each other","kiss3","rating_volition","{""Q0"":3}","[0]","W4 wanted to kiss M2","M2 wanted to kiss W4"
"2340.7997603447875","","","survey-likert-extra-labels","33","137393","0.0-15.0-3.0-0.0","87843","2A","conjoined","woman","","","M2 and W4 are kissing each other","kiss3","rating_causation","{""Q0"":3}","[0]","W4 asked to kiss M2","M2 asked to kiss W4"
"null","Fred and Ruth are touching each other","","html-keyboard-response","34","139404","0.0-16.0-0.0","87843","2A","conjoined","woman","","null","M3 and W1 are touching each other","touch4","sentence","","","",""
"4128.500058648497","","","survey-likert-extra-labels","35","143539","0.0-16.0-1.0-0.0","87843","2A","conjoined","woman","","","M3 and W1 are touching each other","touch4","rating_causation","{""Q0"":3}","[0]","W1 asked to touch M3","M3 asked to touch W1"
"5533.400063812325","","","survey-likert-extra-labels","36","149081","0.0-16.0-2.0","87843","2A","conjoined","woman","","","M3 and W1 are touching each other","touch4","rating_volition","{""Q0"":3}","[0]","W1 wanted to touch M3","M3 wanted to touch W1"
"null","Ruth and Fred are playing with each other","","html-keyboard-response","37","151097","0.0-17.0-0.0","87843","2A","conjoined","woman","","null","W1 and M3 are playing with each other","play3","sentence","","","",""
"1487.9001135694852","","","survey-likert-extra-labels","38","152590","0.0-17.0-1.0-0.0","87843","2A","conjoined","woman","","","W1 and M3 are playing with each other","play3","rating_causation","{""Q0"":3}","[0]","W1 asked to play with M3","M3 asked to play with W1"
"7062.600005950342","","","survey-likert-extra-labels","39","159663","0.0-17.0-2.0","87843","2A","conjoined","woman","","","W1 and M3 are playing with each other","play3","rating_volition","{""Q0"":3}","[0]","W1 wanted to play with M3","M3 wanted to play with W1"
"null","Jane and Dave are kissing each other","","html-keyboard-response","40","161683","0.0-18.0-0.0","87843","2A","conjoined","woman","","null","W2 and M4 are kissing each other","kiss4","sentence","","","",""
"2620.199842623668","","","survey-likert-extra-labels","41","164306","0.0-18.0-1.0-0.0","87843","2A","conjoined","woman","","","W2 and M4 are kissing each other","kiss4","rating_causation","{""Q0"":3}","[0]","M4 asked to kiss W2","W2 asked to kiss M4"
"2237.3000351207156","","","survey-likert-extra-labels","42","166553","0.0-18.0-2.0","87843","2A","conjoined","woman","","","W2 and M4 are kissing each other","kiss4","rating_volition","{""Q0"":3}","[0]","M4 wanted to kiss W2","W2 wanted to kiss M4"
"null","Luke and Kate are playing with each other","","html-keyboard-response","43","168575","0.0-19.0-0.0","87843","2A","conjoined","woman","","null","M1 and W3 are playing with each other","play4","sentence","","","",""
"3877.600069215492","","","survey-likert-extra-labels","44","172459","0.0-19.0-2.0","87843","2A","conjoined","woman","","","M1 and W3 are playing with each other","play4","rating_volition","{""Q0"":3}","[0]","M1 wanted to play with W3","W3 wanted to play with M1"
"1826.9000660351303","","","survey-likert-extra-labels","45","174293","0.0-19.0-3.0-0.0","87843","2A","conjoined","woman","","","M1 and W3 are playing with each other","play4","rating_causation","{""Q0"":3}","[0]","M1 asked to play with W3","W3 asked to play with M1"
"null","Jane and Beth are touching each other","","html-keyboard-response","46","176306","0.0-20.0-0.0","87843","2A","conjoined","woman","","null","W2 and W4 are touching each other","touch1","sentence","","","",""
"1419.0002670815156","","","survey-likert-extra-labels","47","177732","0.0-20.0-1.0-0.0","87843","2A","conjoined","woman","","","W2 and W4 are touching each other","touch1","rating_causation","{""Q0"":3}","[0]","W4 asked to touch W2","W2 asked to touch W4"
