"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","condition","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"91695.23499999195","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","91706","0.0-0.0","56062","4B","conjoined","man","","","","","","","","",""
"13769.785000011325","","","external-html","1","106599","0.0-1.0","56062","4B","conjoined","man","consent.html","","","","","","","",""
"13957.769999979064","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","120561","0.0-2.0","56062","4B","conjoined","man","","","","","","","","",""
"3434.264999930747","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","125009","0.0-3.0","56062","4B","conjoined","man","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","128025","0.0-4.0","56062","4B","conjoined","man","","null","","","","","","",""
"48228.95000001881","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","176261","0.0-5.0","56062","4B","conjoined","man","","","","","","","","",""
"159180.2499999758","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","336448","0.0-6.0","56062","4B","conjoined","man","","","","","","","","",""
"null","Kate and Dave are flirting with each other","","html-keyboard-response","7","339483","0.0-7.0-0.0","56062","4B","conjoined","man","","null","W1 and M3 are flirting with each other","flirt4","sentence","","","",""
"87633.03000002634","","","survey-likert-extra-labels","8","427140","0.0-7.0-2.0","56062","4B","conjoined","man","","","W1 and M3 are flirting with each other","flirt4","rating_volition","{""Q0"":3}","[0]","W1 wanted to flirt with M3","M3 wanted to flirt with W1"
"4703.840000089258","","","survey-likert-extra-labels","9","431851","0.0-7.0-3.0-0.0","56062","4B","conjoined","man","","","W1 and M3 are flirting with each other","flirt4","rating_causation","{""Q0"":3}","[0]","W1 started flirting with M3 first","M3 started flirting with W1 first"
"null","Kate is chasing Beth","","html-keyboard-response","10","433857","0.0-8.0-0.0","56062","4B","conjoined","man","","null","W1 is chasing W3","chase","sentence","","","",""
"4912.829999928363","","","survey-likert-extra-labels","11","438783","0.0-8.0-1.0-0.0","56062","4B","conjoined","man","","","W1 is chasing W3","chase","rating_causation","{""Q0"":6}","[0]","W1 is running away from W3","W3 is running away from W1"
"52177.419999963604","","","survey-likert-extra-labels","12","490968","0.0-8.0-2.0","56062","4B","conjoined","man","","","W1 is chasing W3","chase","rating_volition","{""Q0"":6}","[0]","W1 is behind W3","W3 is behind W1"
"null","Luke is reminding Jane","","html-keyboard-response","13","492974","0.0-9.0-0.0","56062","4B","conjoined","man","","null","M2 is reminding W4","remind","sentence","","","",""
"92665.80499999691","","","survey-likert-extra-labels","14","585651","0.0-9.0-1.0-0.0","56062","4B","conjoined","man","","","M2 is reminding W4","remind","rating_causation","{""Q0"":6}","[0]","M2 is remembering","W4 is remembering"
"21536.515000043437","","","survey-likert-extra-labels","15","607195","0.0-9.0-2.0","56062","4B","conjoined","man","","","M2 is reminding W4","remind","rating_volition","{""Q0"":0}","[0]","M2 is telling W4 again","W4 is telling M2 again"
"null","Beth and Fred are playing with each other","","html-keyboard-response","16","609201","0.0-10.0-0.0","56062","4B","conjoined","man","","null","W3 and M1 are playing with each other","play4","sentence","","","",""
"4771.719999960624","","","survey-likert-extra-labels","17","613983","0.0-10.0-1.0-0.0","56062","4B","conjoined","man","","","W3 and M1 are playing with each other","play4","rating_causation","{""Q0"":3}","[0]","M1 asked to play with W3","W3 asked to play with M1"
"3753.1299999682233","","","survey-likert-extra-labels","18","617742","0.0-10.0-2.0","56062","4B","conjoined","man","","","W3 and M1 are playing with each other","play4","rating_volition","{""Q0"":3}","[0]","M1 wanted to play with W3","W3 wanted to play with M1"
"null","Dave and Kate are fighting each other","","html-keyboard-response","19","619750","0.0-11.0-0.0","56062","4B","conjoined","man","","null","M3 and W1 are fighting each other","fight4","sentence","","","",""
"4033.43000006862","","","survey-likert-extra-labels","20","623792","0.0-11.0-2.0","56062","4B","conjoined","man","","","M3 and W1 are fighting each other","fight4","rating_volition","{""Q0"":3}","[0]","W1 wanted to fight M3","M3 wanted to fight W1"
"4655.535000027157","","","survey-likert-extra-labels","21","628455","0.0-11.0-3.0-0.0","56062","4B","conjoined","man","","","M3 and W1 are fighting each other","fight4","rating_causation","{""Q0"":3}","[0]","W1 started the fight with M3","M3 started the fight with W1"
"null","Jane and Luke are dancing with each other","","html-keyboard-response","22","630461","0.0-12.0-0.0","56062","4B","conjoined","man","","null","W4 and M2 are dancing with each other","dance4","sentence","","","",""
"4211.050000041723","","","survey-likert-extra-labels","23","634683","0.0-12.0-1.0-0.0","56062","4B","conjoined","man","","","W4 and M2 are dancing with each other","dance4","rating_causation","{""Q0"":3}","[0]","W4 asked M2 to dance","M2 asked W4 to dance"
"2981.0500000603497","","","survey-likert-extra-labels","24","637671","0.0-12.0-2.0","56062","4B","conjoined","man","","","W4 and M2 are dancing with each other","dance4","rating_volition","{""Q0"":3}","[0]","W4 wanted to dance with M2","M2 wanted to dance with W4"
"null","Beth and Kate are kissing each other","","html-keyboard-response","25","639677","0.0-13.0-0.0","56062","4B","conjoined","man","","null","W3 and W1 are kissing each other","kiss1","sentence","","","",""
"3985.755000030622","","","survey-likert-extra-labels","26","643672","0.0-13.0-2.0","56062","4B","conjoined","man","","","W3 and W1 are kissing each other","kiss1","rating_volition","{""Q0"":3}","[0]","W3 wanted to kiss W1","W1 wanted to kiss W3"
"2445.285000023432","","","survey-likert-extra-labels","27","646124","0.0-13.0-3.0-0.0","56062","4B","conjoined","man","","","W3 and W1 are kissing each other","kiss1","rating_causation","{""Q0"":3}","[0]","W3 asked to kiss W1","W1 asked to kiss W3"
"null","Kate and Dave are marrying each other","","html-keyboard-response","28","648129","0.0-14.0-0.0","56062","4B","conjoined","man","","null","W1 and M3 are marrying each other","marry3","sentence","","","",""
"3361.3550000591204","","","survey-likert-extra-labels","29","651500","0.0-14.0-1.0-0.0","56062","4B","conjoined","man","","","W1 and M3 are marrying each other","marry3","rating_causation","{""Q0"":3}","[0]","W1 asked to marry M3","M3 asked to marry W1"
"7815.2850000187755","","","survey-likert-extra-labels","30","659323","0.0-14.0-2.0","56062","4B","conjoined","man","","","W1 and M3 are marrying each other","marry3","rating_volition","{""Q0"":3}","[0]","W1 wanted to marry M3","M3 wanted to marry W1"
"null","Jane and Luke are kissing each other","","html-keyboard-response","31","661330","0.0-15.0-0.0","56062","4B","conjoined","man","","null","W4 and M2 are kissing each other","kiss3","sentence","","","",""
"19696.16000005044","","","survey-likert-extra-labels","32","681036","0.0-15.0-1.0-0.0","56062","4B","conjoined","man","","","W4 and M2 are kissing each other","kiss3","rating_causation","{""Q0"":3}","[0]","W4 asked to kiss M2","M2 asked to kiss W4"
"1963.6999999638647","","","survey-likert-extra-labels","33","683007","0.0-15.0-2.0","56062","4B","conjoined","man","","","W4 and M2 are kissing each other","kiss3","rating_volition","{""Q0"":3}","[0]","W4 wanted to kiss M2","M2 wanted to kiss W4"
"null","Ruth is teaching Mike","","html-keyboard-response","34","685012","0.0-16.0-0.0","56062","4B","conjoined","man","","null","W2 is teaching M4","teach","sentence","","","",""
"224596.87499993015","","","survey-likert-extra-labels","35","909616","0.0-16.0-2.0","56062","4B","conjoined","man","","","W2 is teaching M4","teach","rating_volition","{""Q0"":0}","[0]","W2 is educating M4","M4 is educating W2"
"5768.359999987297","","","survey-likert-extra-labels","36","915392","0.0-16.0-3.0-0.0","56062","4B","conjoined","man","","","W2 is teaching M4","teach","rating_causation","{""Q0"":6}","[0]","W2 is learning from M4","M4 is learning from W2"
"null","Luke and Mike are fighting each other","","html-keyboard-response","37","917399","0.0-17.0-0.0","56062","4B","conjoined","man","","null","M2 and M4 are fighting each other","fight2","sentence","","","",""
"7334.094999940135","","","survey-likert-extra-labels","38","924739","0.0-17.0-1.0-0.0","56062","4B","conjoined","man","","","M2 and M4 are fighting each other","fight2","rating_causation","{""Q0"":3}","[0]","M4 started the fight with M2","M2 started the fight with M4"
"19140.429999912158","","","survey-likert-extra-labels","39","943886","0.0-17.0-2.0","56062","4B","conjoined","man","","","M2 and M4 are fighting each other","fight2","rating_volition","{""Q0"":3}","[0]","M4 wanted to fight M2","M2 wanted to fight M4"
"null","Jane and Ruth are marrying each other","","html-keyboard-response","40","945892","0.0-18.0-0.0","56062","4B","conjoined","man","","null","W4 and W2 are marrying each other","marry1","sentence","","","",""
"24903.330000001006","","","survey-likert-extra-labels","41","970804","0.0-18.0-2.0","56062","4B","conjoined","man","","","W4 and W2 are marrying each other","marry1","rating_volition","{""Q0"":3}","[0]","W4 wanted to marry W2","W2 wanted to marry W4"
"2388.7800000375137","","","survey-likert-extra-labels","42","973200","0.0-18.0-3.0-0.0","56062","4B","conjoined","man","","","W4 and W2 are marrying each other","marry1","rating_causation","{""Q0"":3}","[0]","W4 asked to marry W2","W2 asked to marry W4"
"null","Kate and Dave are touching each other","","html-keyboard-response","43","975206","0.0-19.0-0.0","56062","4B","conjoined","man","","null","W1 and M3 are touching each other","touch4","sentence","","","",""
"25378.850000095554","","","survey-likert-extra-labels","44","1000600","0.0-19.0-2.0","56062","4B","conjoined","man","","","W1 and M3 are touching each other","touch4","rating_volition","{""Q0"":3}","[0]","W1 wanted to touch M3","M3 wanted to touch W1"
