"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","condition","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"1657.469999998284","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","1663","0.0-0.0","39816","4A","conjoined","man","","","","","","","","",""
"17010.46000000133","","","external-html","1","19753","0.0-1.0","39816","4A","conjoined","man","consent.html","","","","","","","",""
"13537.045000000944","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","33292","0.0-2.0","39816","4A","conjoined","man","","","","","","","","",""
"1929.0399999990768","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","36232","0.0-3.0","39816","4A","conjoined","man","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","39247","0.0-4.0","39816","4A","conjoined","man","","null","","","","","","",""
"10639.474999999948","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","49892","0.0-5.0","39816","4A","conjoined","man","","","","","","","","",""
"4608.564999998634","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","55505","0.0-6.0","39816","4A","conjoined","man","","","","","","","","",""
"null","Luke and Fred are arguing with each other","","html-keyboard-response","7","58517","0.0-7.0-0.0","39816","4A","conjoined","man","","null","M1 and M3 are arguing with each other","argue2","sentence","","","",""
"11508.395000000746","","","survey-likert-extra-labels","8","70030","0.0-7.0-2.0","39816","4A","conjoined","man","","","M1 and M3 are arguing with each other","argue2","rating_volition","{""Q0"":3}","[0]","M3 wanted to argue with M1","M1 wanted to argue with M3"
"5559.045000001788","","","survey-likert-extra-labels","9","75593","0.0-7.0-3.0-0.0","39816","4A","conjoined","man","","","M1 and M3 are arguing with each other","argue2","rating_causation","{""Q0"":3}","[0]","M3 started an argument with M1","M1 started an argument with M3"
