"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","condition","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"1886","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","1889","0.0-0.0","70603","1A","conjoined","man","","","","","","","","",""
"7295","","","external-html","1","10218","0.0-1.0","70603","1A","conjoined","man","consent.html","","","","","","","",""
"7732","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","17954","0.0-2.0","70603","1A","conjoined","man","","","","","","","","",""
"4429","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","23384","0.0-3.0","70603","1A","conjoined","man","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","26388","0.0-4.0","70603","1A","conjoined","man","","null","","","","","","",""
"7034","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","33425","0.0-5.0","70603","1A","conjoined","man","","","","","","","","",""
"2653","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","37081","0.0-6.0","70603","1A","conjoined","man","","","","","","","","",""
"null","Dave and Jane are arguing with each other","","html-keyboard-response","7","40085","0.0-7.0-0.0","70603","1A","conjoined","man","","null","M4 and W2 are arguing with each other","argue3","sentence","","","",""
"6684","","","survey-likert-extra-labels","8","46770","0.0-7.0-1.0-0.0","70603","1A","conjoined","man","","","M4 and W2 are arguing with each other","argue3","rating_causation","{""Q0"":3}","[0]","W2 started an argument with M4","M4 started an argument with W2"
"4468","","","survey-likert-extra-labels","9","51241","0.0-7.0-2.0","70603","1A","conjoined","man","","","M4 and W2 are arguing with each other","argue3","rating_volition","{""Q0"":3}","[0]","W2 wanted to argue with M4","M4 wanted to argue with W2"
"null","Fred and Luke are arguing with each other","","html-keyboard-response","10","53246","0.0-8.0-0.0","70603","1A","conjoined","man","","null","M3 and M1 are arguing with each other","argue2","sentence","","","",""
"7393","","","survey-likert-extra-labels","11","60641","0.0-8.0-1.0-0.0","70603","1A","conjoined","man","","","M3 and M1 are arguing with each other","argue2","rating_causation","{""Q0"":3}","[0]","M1 started an argument with M3","M3 started an argument with M1"
"2646","","","survey-likert-extra-labels","12","63290","0.0-8.0-2.0","70603","1A","conjoined","man","","","M3 and M1 are arguing with each other","argue2","rating_volition","{""Q0"":3}","[0]","M1 wanted to argue with M3","M3 wanted to argue with M1"
"null","Fred and Ruth are playing with each other","","html-keyboard-response","13","65293","0.0-9.0-0.0","70603","1A","conjoined","man","","null","M3 and W1 are playing with each other","play3","sentence","","","",""
"4234","","","survey-likert-extra-labels","14","69529","0.0-9.0-1.0-0.0","70603","1A","conjoined","man","","","M3 and W1 are playing with each other","play3","rating_causation","{""Q0"":3}","[0]","M3 asked to play with W1","W1 asked to play with M3"
"2992","","","survey-likert-extra-labels","15","72523","0.0-9.0-2.0","70603","1A","conjoined","man","","","M3 and W1 are playing with each other","play3","rating_volition","{""Q0"":3}","[0]","M3 wanted to play with W1","W1 wanted to play with M3"
