"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","condition","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"9281","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","9283","0.0-0.0","20221","1A","conjoined","woman","","","","","","","","",""
"48509","","","external-html","1","58888","0.0-1.0","20221","1A","conjoined","woman","consent.html","","","","","","","",""
"15793","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","74682","0.0-2.0","20221","1A","conjoined","woman","","","","","","","","",""
"3944","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","79632","0.0-3.0","20221","1A","conjoined","woman","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","82668","0.0-4.0","20221","1A","conjoined","woman","","null","","","","","","",""
"14283","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","96952","0.0-5.0","20221","1A","conjoined","woman","","","","","","","","",""
"3498","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","101456","0.0-6.0","20221","1A","conjoined","woman","","","","","","","","",""
"null","Kate and Ruth are kissing each other","","html-keyboard-response","7","104478","0.0-7.0-0.0","20221","1A","conjoined","woman","","null","W3 and W1 are kissing each other","kiss1","sentence","","","",""
"10910","","","survey-likert-extra-labels","8","115390","0.0-7.0-2.0","20221","1A","conjoined","woman","","","W3 and W1 are kissing each other","kiss1","rating_volition","{""Q0"":3}","[0]","W1 wanted to kiss W3","W3 wanted to kiss W1"
"10818","","","survey-likert-extra-labels","9","126209","0.0-7.0-3.0-0.0","20221","1A","conjoined","woman","","","W3 and W1 are kissing each other","kiss1","rating_causation","{""Q0"":3}","[0]","W1 asked to kiss W3","W3 asked to kiss W1"
"null","Jane and Dave are dancing with each other","","html-keyboard-response","10","128228","0.0-8.0-0.0","20221","1A","conjoined","woman","","null","W2 and M4 are dancing with each other","dance3","sentence","","","",""
"11665","","","survey-likert-extra-labels","11","139895","0.0-8.0-1.0-0.0","20221","1A","conjoined","woman","","","W2 and M4 are dancing with each other","dance3","rating_causation","{""Q0"":3}","[0]","W2 asked M4 to dance","M4 asked W2 to dance"
"6923","","","survey-likert-extra-labels","12","146821","0.0-8.0-2.0","20221","1A","conjoined","woman","","","W2 and M4 are dancing with each other","dance3","rating_volition","{""Q0"":3}","[0]","W2 wanted to dance with M4","M4 wanted to dance with W2"
"null","Luke and Fred are dancing with each other","","html-keyboard-response","13","148828","0.0-9.0-0.0","20221","1A","conjoined","woman","","null","M1 and M3 are dancing with each other","dance2","sentence","","","",""
"6507","","","survey-likert-extra-labels","14","155337","0.0-9.0-2.0","20221","1A","conjoined","woman","","","M1 and M3 are dancing with each other","dance2","rating_volition","{""Q0"":3}","[0]","M1 wanted to dance with M3","M3 wanted to dance with M1"
"11204","","","survey-likert-extra-labels","15","166543","0.0-9.0-3.0-0.0","20221","1A","conjoined","woman","","","M1 and M3 are dancing with each other","dance2","rating_causation","{""Q0"":3}","[0]","M1 asked M3 to dance","M3 asked M1 to dance"
"null","Mike is reminding Beth","","html-keyboard-response","16","168558","0.0-10.0-0.0","20221","1A","conjoined","woman","","null","M2 is reminding W4","remind","sentence","","","",""
"9893","","","survey-likert-extra-labels","17","178453","0.0-10.0-2.0","20221","1A","conjoined","woman","","","M2 is reminding W4","remind","rating_volition","{""Q0"":0}","[0]","M2 is telling W4 again","W4 is telling M2 again"
