"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","condition","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"26120","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","26122","0.0-0.0","29167","2A","conjoined","woman","","","","","","","","",""
"37612","","","external-html","1","64846","0.0-1.0","29167","2A","conjoined","woman","consent.html","","","","","","","",""
"11117","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","75968","0.0-2.0","29167","2A","conjoined","woman","","","","","","","","",""
"4147","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","81118","0.0-3.0","29167","2A","conjoined","woman","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","84136","0.0-4.0","29167","2A","conjoined","woman","","null","","","","","","",""
"25143","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","109280","0.0-5.0","29167","2A","conjoined","woman","","","","","","","","",""
"4578","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","114875","0.0-6.0","29167","2A","conjoined","woman","","","","","","","","",""
"null","Jane and Beth are flirting with each other","","html-keyboard-response","7","117897","0.0-7.0-0.0","29167","2A","conjoined","woman","","null","W2 and W4 are flirting with each other","flirt1","sentence","","","",""
"8417","","","survey-likert-extra-labels","8","126319","0.0-7.0-1.0-0.0","29167","2A","conjoined","woman","","","W2 and W4 are flirting with each other","flirt1","rating_causation","{""Q0"":3}","[0]","W4 started flirting with W2 first","W2 started flirting with W4 first"
"7067","","","survey-likert-extra-labels","9","133387","0.0-7.0-2.0","29167","2A","conjoined","woman","","","W2 and W4 are flirting with each other","flirt1","rating_volition","{""Q0"":3}","[0]","W4 wanted to flirt with W2","W2 wanted to flirt with W4"
"null","Fred and Luke are arguing with each other","","html-keyboard-response","10","135395","0.0-8.0-0.0","29167","2A","conjoined","woman","","null","M3 and M1 are arguing with each other","argue2","sentence","","","",""
"8405","","","survey-likert-extra-labels","11","143804","0.0-8.0-1.0-0.0","29167","2A","conjoined","woman","","","M3 and M1 are arguing with each other","argue2","rating_causation","{""Q0"":3}","[0]","M3 started an argument with M1","M1 started an argument with M3"
"7684","","","survey-likert-extra-labels","12","151492","0.0-8.0-2.0","29167","2A","conjoined","woman","","","M3 and M1 are arguing with each other","argue2","rating_volition","{""Q0"":3}","[0]","M3 wanted to argue with M1","M1 wanted to argue with M3"
"null","Fred and Luke are shouting at each other","","html-keyboard-response","13","153506","0.0-9.0-0.0","29167","2A","conjoined","woman","","null","M3 and M1 are shouting at each other","shout2","sentence","","","",""
"5544","","","survey-likert-extra-labels","14","159054","0.0-9.0-1.0-0.0","29167","2A","conjoined","woman","","","M3 and M1 are shouting at each other","shout2","rating_causation","{""Q0"":3}","[0]","M3 shouted at M1 first","M1 shouted at M3 first"
"6717","","","survey-likert-extra-labels","15","165772","0.0-9.0-2.0","29167","2A","conjoined","woman","","","M3 and M1 are shouting at each other","shout2","rating_volition","{""Q0"":3}","[0]","M3 wanted to shout at M1","M1 wanted to shout at M3"
"null","Beth and Mike are arguing with each other","","html-keyboard-response","16","167783","0.0-10.0-0.0","29167","2A","conjoined","woman","","null","W4 and M2 are arguing with each other","argue4","sentence","","","",""
"5502","","","survey-likert-extra-labels","17","173288","0.0-10.0-2.0","29167","2A","conjoined","woman","","","W4 and M2 are arguing with each other","argue4","rating_volition","{""Q0"":3}","[0]","W4 wanted to argue with M2","M2 wanted to argue with W4"
"6097","","","survey-likert-extra-labels","18","179386","0.0-10.0-3.0-0.0","29167","2A","conjoined","woman","","","W4 and M2 are arguing with each other","argue4","rating_causation","{""Q0"":3}","[0]","W4 started an argument with M2","M2 started an argument with W4"
"null","Jane and Dave are dancing with each other","","html-keyboard-response","19","181402","0.0-11.0-0.0","29167","2A","conjoined","woman","","null","W2 and M4 are dancing with each other","dance3","sentence","","","",""
"7347","","","survey-likert-extra-labels","20","188753","0.0-11.0-2.0","29167","2A","conjoined","woman","","","W2 and M4 are dancing with each other","dance3","rating_volition","{""Q0"":3}","[0]","M4 wanted to dance with W2","W2 wanted to dance with M4"
"10859","","","survey-likert-extra-labels","21","199615","0.0-11.0-3.0-0.0","29167","2A","conjoined","woman","","","W2 and M4 are dancing with each other","dance3","rating_causation","{""Q0"":2}","[0]","M4 asked W2 to dance","W2 asked M4 to dance"
"null","Mike and Beth are talking to each other","","html-keyboard-response","22","201625","0.0-12.0-0.0","29167","2A","conjoined","woman","","null","M2 and W4 are talking to each other","talk4","sentence","","","",""
"8793","","","survey-likert-extra-labels","23","210421","0.0-12.0-1.0-0.0","29167","2A","conjoined","woman","","","M2 and W4 are talking to each other","talk4","rating_causation","{""Q0"":2}","[0]","W4 started a conversation with M2","M2 started a conversation with W4"
"4457","","","survey-likert-extra-labels","24","214883","0.0-12.0-2.0","29167","2A","conjoined","woman","","","M2 and W4 are talking to each other","talk4","rating_volition","{""Q0"":3}","[0]","W4 wanted to talk to M2","M2 wanted to talk to W4"
"null","Ruth and Kate are kissing each other","","html-keyboard-response","25","216895","0.0-13.0-0.0","29167","2A","conjoined","woman","","null","W1 and W3 are kissing each other","kiss1","sentence","","","",""
"7364","","","survey-likert-extra-labels","26","224265","0.0-13.0-1.0-0.0","29167","2A","conjoined","woman","","","W1 and W3 are kissing each other","kiss1","rating_causation","{""Q0"":3}","[0]","W3 asked to kiss W1","W1 asked to kiss W3"
