"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","condition","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"1934","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","1939","0.0-0.0","44567","1B","conjoined","woman","","","","","","","","",""
"14822","","","external-html","1","17817","0.0-1.0","44567","1B","conjoined","woman","consent.html","","","","","","","",""
"7017","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","24838","0.0-2.0","44567","1B","conjoined","woman","","","","","","","","",""
"2394","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","28237","0.0-3.0","44567","1B","conjoined","woman","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","31244","0.0-4.0","44567","1B","conjoined","woman","","null","","","","","","",""
"12393.000000000004","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","43640","0.0-5.0","44567","1B","conjoined","woman","","","","","","","","",""
"1793","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","46438","0.0-6.0","44567","1B","conjoined","woman","","","","","","","","",""
"null","Dave and Kate are touching each other","","html-keyboard-response","7","49444","0.0-7.0-0.0","44567","1B","conjoined","woman","","null","M3 and W1 are touching each other","touch4","sentence","","","",""
"8854","","","survey-likert-extra-labels","8","58309","0.0-7.0-1.0-0.0","44567","1B","conjoined","woman","","","M3 and W1 are touching each other","touch4","rating_causation","{""Q0"":3}","[0]","M3 asked to touch W1","W1 asked to touch M3"
"10843.999999999993","","","survey-likert-extra-labels","9","69156","0.0-7.0-2.0","44567","1B","conjoined","woman","","","M3 and W1 are touching each other","touch4","rating_volition","{""Q0"":3}","[0]","M3 wanted to touch W1","W1 wanted to touch M3"
"null","Kate and Beth are talking to each other","","html-keyboard-response","10","71162","0.0-8.0-0.0","44567","1B","conjoined","woman","","null","W1 and W3 are talking to each other","talk1","sentence","","","",""
"4952","","","survey-likert-extra-labels","11","76120","0.0-8.0-1.0-0.0","44567","1B","conjoined","woman","","","W1 and W3 are talking to each other","talk1","rating_causation","{""Q0"":3}","[0]","W1 started a conversation with W3","W3 started a conversation with W1"
"5678.000000000015","","","survey-likert-extra-labels","12","81803","0.0-8.0-2.0","44567","1B","conjoined","woman","","","W1 and W3 are talking to each other","talk1","rating_volition","{""Q0"":3}","[0]","W1 wanted to talk to W3","W3 wanted to talk to W1"
"null","Jane and Luke are kissing each other","","html-keyboard-response","13","83808","0.0-9.0-0.0","44567","1B","conjoined","woman","","null","W4 and M2 are kissing each other","kiss3","sentence","","","",""
"6053","","","survey-likert-extra-labels","14","89868","0.0-9.0-2.0","44567","1B","conjoined","woman","","","W4 and M2 are kissing each other","kiss3","rating_volition","{""Q0"":3}","[0]","M2 wanted to kiss W4","W4 wanted to kiss M2"
"2864","","","survey-likert-extra-labels","15","92736","0.0-9.0-3.0-0.0","44567","1B","conjoined","woman","","","W4 and M2 are kissing each other","kiss3","rating_causation","{""Q0"":3}","[0]","M2 asked to kiss W4","W4 asked to kiss M2"
"null","Dave and Fred are arguing with each other","","html-keyboard-response","16","94741","0.0-10.0-0.0","44567","1B","conjoined","woman","","null","M3 and M1 are arguing with each other","argue2","sentence","","","",""
"2021","","","survey-likert-extra-labels","17","96767","0.0-10.0-2.0","44567","1B","conjoined","woman","","","M3 and M1 are arguing with each other","argue2","rating_volition","{""Q0"":3}","[0]","M1 wanted to argue with M3","M3 wanted to argue with M1"
"2297","","","survey-likert-extra-labels","18","99069","0.0-10.0-3.0-0.0","44567","1B","conjoined","woman","","","M3 and M1 are arguing with each other","argue2","rating_causation","{""Q0"":3}","[0]","M1 started an argument with M3","M3 started an argument with M1"
"null","Jane and Ruth are fighting each other","","html-keyboard-response","19","101074","0.0-11.0-0.0","44567","1B","conjoined","woman","","null","W4 and W2 are fighting each other","fight1","sentence","","","",""
"1769.9999999999854","","","survey-likert-extra-labels","20","102850","0.0-11.0-1.0-0.0","44567","1B","conjoined","woman","","","W4 and W2 are fighting each other","fight1","rating_causation","{""Q0"":3}","[0]","W2 started the fight with W4","W4 started the fight with W2"
"2030","","","survey-likert-extra-labels","21","104886","0.0-11.0-2.0","44567","1B","conjoined","woman","","","W4 and W2 are fighting each other","fight1","rating_volition","{""Q0"":3}","[0]","W2 wanted to fight W4","W4 wanted to fight W2"
"null","Dave and Kate are playing with each other","","html-keyboard-response","22","106890","0.0-12.0-0.0","44567","1B","conjoined","woman","","null","M3 and W1 are playing with each other","play3","sentence","","","",""
"1857","","","survey-likert-extra-labels","23","108753","0.0-12.0-2.0","44567","1B","conjoined","woman","","","M3 and W1 are playing with each other","play3","rating_volition","{""Q0"":3}","[0]","M3 wanted to play with W1","W1 wanted to play with M3"
"1696","","","survey-likert-extra-labels","24","110454","0.0-12.0-3.0-0.0","44567","1B","conjoined","woman","","","M3 and W1 are playing with each other","play3","rating_causation","{""Q0"":3}","[0]","M3 asked to play with W1","W1 asked to play with M3"
"null","Beth and Fred are touching each other","","html-keyboard-response","25","112459","0.0-13.0-0.0","44567","1B","conjoined","woman","","null","W3 and M1 are touching each other","touch3","sentence","","","",""
"1504","","","survey-likert-extra-labels","26","113969","0.0-13.0-2.0","44567","1B","conjoined","woman","","","W3 and M1 are touching each other","touch3","rating_volition","{""Q0"":3}","[0]","W3 wanted to touch M1","M1 wanted to touch W3"
"1662","","","survey-likert-extra-labels","27","115636","0.0-13.0-3.0-0.0","44567","1B","conjoined","woman","","","W3 and M1 are touching each other","touch3","rating_causation","{""Q0"":3}","[0]","W3 asked to touch M1","M1 asked to touch W3"
"null","Beth and Kate are arguing with each other","","html-keyboard-response","28","117642","0.0-14.0-0.0","44567","1B","conjoined","woman","","null","W3 and W1 are arguing with each other","argue1","sentence","","","",""
"1587","","","survey-likert-extra-labels","29","119235","0.0-14.0-2.0","44567","1B","conjoined","woman","","","W3 and W1 are arguing with each other","argue1","rating_volition","{""Q0"":3}","[0]","W1 wanted to argue with W3","W3 wanted to argue with W1"
"1577","","","survey-likert-extra-labels","30","120818","0.0-14.0-3.0-0.0","44567","1B","conjoined","woman","","","W3 and W1 are arguing with each other","argue1","rating_causation","{""Q0"":3}","[0]","W1 started an argument with W3","W3 started an argument with W1"
"null","Mike and Ruth are kissing each other","","html-keyboard-response","31","122823","0.0-15.0-0.0","44567","1B","conjoined","woman","","null","M4 and W2 are kissing each other","kiss4","sentence","","","",""
"1594","","","survey-likert-extra-labels","32","124423","0.0-15.0-1.0-0.0","44567","1B","conjoined","woman","","","M4 and W2 are kissing each other","kiss4","rating_causation","{""Q0"":3}","[0]","W2 asked to kiss M4","M4 asked to kiss W2"
"1620.9999999999854","","","survey-likert-extra-labels","33","126049","0.0-15.0-2.0","44567","1B","conjoined","woman","","","M4 and W2 are kissing each other","kiss4","rating_volition","{""Q0"":3}","[0]","W2 wanted to kiss M4","M4 wanted to kiss W2"
"null","Beth and Kate are kissing each other","","html-keyboard-response","34","128054","0.0-16.0-0.0","44567","1B","conjoined","woman","","null","W3 and W1 are kissing each other","kiss1","sentence","","","",""
"1694.9999999999854","","","survey-likert-extra-labels","35","129756","0.0-16.0-2.0","44567","1B","conjoined","woman","","","W3 and W1 are kissing each other","kiss1","rating_volition","{""Q0"":3}","[0]","W1 wanted to kiss W3","W3 wanted to kiss W1"
"1591.9999999999854","","","survey-likert-extra-labels","36","131354","0.0-16.0-3.0-0.0","44567","1B","conjoined","woman","","","W3 and W1 are kissing each other","kiss1","rating_causation","{""Q0"":3}","[0]","W1 asked to kiss W3","W3 asked to kiss W1"
"null","Luke and Mike are flirting with each other","","html-keyboard-response","37","133360","0.0-17.0-0.0","44567","1B","conjoined","woman","","null","M2 and M4 are flirting with each other","flirt2","sentence","","","",""
"1589","","","survey-likert-extra-labels","38","134954","0.0-17.0-2.0","44567","1B","conjoined","woman","","","M2 and M4 are flirting with each other","flirt2","rating_volition","{""Q0"":3}","[0]","M2 wanted to flirt with M4","M4 wanted to flirt with M2"
