"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","condition","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"1425.6949999980861","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","1429","0.0-0.0","78805","3B","conjoined","woman","","","","","","","","",""
"13537.229999994452","","","external-html","1","16020","0.0-1.0","78805","3B","conjoined","woman","consent.html","","","","","","","",""
"9397.284999999101","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","25419","0.0-2.0","78805","3B","conjoined","woman","","","","","","","","",""
"2945.319999998901","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","29379","0.0-3.0","78805","3B","conjoined","woman","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","32402","0.0-4.0","78805","3B","conjoined","woman","","null","","","","","","",""
"15877.44499999826","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","48283","0.0-5.0","78805","3B","conjoined","woman","","","","","","","","",""
"2404.149999994843","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","51691","0.0-6.0","78805","3B","conjoined","woman","","","","","","","","",""
"null","Kate and Dave are touching each other","","html-keyboard-response","7","54718","0.0-7.0-0.0","78805","3B","conjoined","woman","","null","W1 and M3 are touching each other","touch4","sentence","","","",""
"10002.439999996568","","","survey-likert-extra-labels","8","64723","0.0-7.0-1.0-0.0","78805","3B","conjoined","woman","","","W1 and M3 are touching each other","touch4","rating_causation","{""Q0"":3}","[0]","M3 asked to touch W1","W1 asked to touch M3"
"5276.814999997441","","","survey-likert-extra-labels","9","70003","0.0-7.0-2.0","78805","3B","conjoined","woman","","","W1 and M3 are touching each other","touch4","rating_volition","{""Q0"":3}","[0]","M3 wanted to touch W1","W1 wanted to touch M3"
