"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","condition","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"3371.099999996659","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","3377","0.0-0.0","94805","2A","conjoined","woman","","","","","","","","",""
"18346.299999997427","","","external-html","1","22809","0.0-1.0","94805","2A","conjoined","woman","consent.html","","","","","","","",""
"15994.599999998172","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","38807","0.0-2.0","94805","2A","conjoined","woman","","","","","","","","",""
"4244.700000002922","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","44056","0.0-3.0","94805","2A","conjoined","woman","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","47065","0.0-4.0","94805","2A","conjoined","woman","","null","","","","","","",""
"120427.30000000302","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","167497","0.0-5.0","94805","2A","conjoined","woman","","","","","","","","",""
"5163.000000000466","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","173665","0.0-6.0","94805","2A","conjoined","woman","","","","","","","","",""
"null","Beth and Mike are shouting at each other","","html-keyboard-response","7","176677","0.0-7.0-0.0","94805","2A","conjoined","woman","","null","W4 and M2 are shouting at each other","shout3","sentence","","","",""
"24403.700000002573","","","survey-likert-extra-labels","8","201086","0.0-7.0-2.0","94805","2A","conjoined","woman","","","W4 and M2 are shouting at each other","shout3","rating_volition","{""Q0"":3}","[0]","W4 wanted to shout at M2","M2 wanted to shout at W4"
"10146.800000002258","","","survey-likert-extra-labels","9","211239","0.0-7.0-3.0-0.0","94805","2A","conjoined","woman","","","W4 and M2 are shouting at each other","shout3","rating_causation","{""Q0"":3}","[0]","W4 shouted at M2 first","M2 shouted at W4 first"
"null","Kate and Luke are marrying each other","","html-keyboard-response","10","213244","0.0-8.0-0.0","94805","2A","conjoined","woman","","null","W3 and M1 are marrying each other","marry4","sentence","","","",""
"9826.100000005681","","","survey-likert-extra-labels","11","223073","0.0-8.0-2.0","94805","2A","conjoined","woman","","","W3 and M1 are marrying each other","marry4","rating_volition","{""Q0"":3}","[0]","M1 wanted to marry W3","W3 wanted to marry M1"
"10660.400000000664","","","survey-likert-extra-labels","12","233739","0.0-8.0-3.0-0.0","94805","2A","conjoined","woman","","","W3 and M1 are marrying each other","marry4","rating_causation","{""Q0"":0}","[0]","M1 asked to marry W3","W3 asked to marry M1"
"null","Mike and Dave are flirting with each other","","html-keyboard-response","13","235744","0.0-9.0-0.0","94805","2A","conjoined","woman","","null","M2 and M4 are flirting with each other","flirt2","sentence","","","",""
"9735.200000002806","","","survey-likert-extra-labels","14","245484","0.0-9.0-2.0","94805","2A","conjoined","woman","","","M2 and M4 are flirting with each other","flirt2","rating_volition","{""Q0"":3}","[0]","M4 wanted to flirt with M2","M2 wanted to flirt with M4"
"6974.300000001676","","","survey-likert-extra-labels","15","252464","0.0-9.0-3.0-0.0","94805","2A","conjoined","woman","","","M2 and M4 are flirting with each other","flirt2","rating_causation","{""Q0"":5}","[0]","M4 started flirting with M2 first","M2 started flirting with M4 first"
"null","Jane and Dave are kissing each other","","html-keyboard-response","16","254468","0.0-10.0-0.0","94805","2A","conjoined","woman","","null","W2 and M4 are kissing each other","kiss4","sentence","","","",""
"30845.99999999773","","","survey-likert-extra-labels","17","285321","0.0-10.0-1.0-0.0","94805","2A","conjoined","woman","","","W2 and M4 are kissing each other","kiss4","rating_causation","{""Q0"":3}","[0]","M4 asked to kiss W2","W2 asked to kiss M4"
"6209.69999999943","","","survey-likert-extra-labels","18","291536","0.0-10.0-2.0","94805","2A","conjoined","woman","","","W2 and M4 are kissing each other","kiss4","rating_volition","{""Q0"":3}","[0]","M4 wanted to kiss W2","W2 wanted to kiss M4"
"null","Fred and Ruth are marrying each other","","html-keyboard-response","19","293543","0.0-11.0-0.0","94805","2A","conjoined","woman","","null","M3 and W1 are marrying each other","marry3","sentence","","","",""
"6534.599999999045","","","survey-likert-extra-labels","20","300083","0.0-11.0-1.0-0.0","94805","2A","conjoined","woman","","","M3 and W1 are marrying each other","marry3","rating_causation","{""Q0"":6}","[0]","W1 asked to marry M3","M3 asked to marry W1"
"5104.700000003504","","","survey-likert-extra-labels","21","305194","0.0-11.0-2.0","94805","2A","conjoined","woman","","","M3 and W1 are marrying each other","marry3","rating_volition","{""Q0"":6}","[0]","W1 wanted to marry M3","M3 wanted to marry W1"
"null","Luke and Kate are playing with each other","","html-keyboard-response","22","307198","0.0-12.0-0.0","94805","2A","conjoined","woman","","null","M1 and W3 are playing with each other","play4","sentence","","","",""
"10226.399999999558","","","survey-likert-extra-labels","23","317427","0.0-12.0-2.0","94805","2A","conjoined","woman","","","M1 and W3 are playing with each other","play4","rating_volition","{""Q0"":0}","[0]","M1 wanted to play with W3","W3 wanted to play with M1"
"8303.399999997055","","","survey-likert-extra-labels","24","325737","0.0-12.0-3.0-0.0","94805","2A","conjoined","woman","","","M1 and W3 are playing with each other","play4","rating_causation","{""Q0"":0}","[0]","M1 asked to play with W3","W3 asked to play with M1"
"null","Kate and Luke are flirting with each other","","html-keyboard-response","25","327743","0.0-13.0-0.0","94805","2A","conjoined","woman","","null","W3 and M1 are flirting with each other","flirt3","sentence","","","",""
