"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","condition","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"5495","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","5508","0.0-0.0","21773","4B","conjoined","man","","","","","","","","",""
"121903.99999999999","","","external-html","1","128557","0.0-1.0","21773","4B","conjoined","man","consent.html","","","","","","","",""
"27891.999999999985","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","156455","0.0-2.0","21773","4B","conjoined","man","","","","","","","","",""
"6278","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","163736","0.0-3.0","21773","4B","conjoined","man","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","166740","0.0-4.0","21773","4B","conjoined","man","","null","","","","","","",""
"28308","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","195050","0.0-5.0","21773","4B","conjoined","man","","","","","","","","",""
"6395.000000000029","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","202455","0.0-6.0","21773","4B","conjoined","man","","","","","","","","",""
"null","Jane and Ruth are touching each other","","html-keyboard-response","7","205461","0.0-7.0-0.0","21773","4B","conjoined","man","","null","W4 and W2 are touching each other","touch1","sentence","","","",""
"29272.99999999997","","","survey-likert-extra-labels","8","234752","0.0-7.0-2.0","21773","4B","conjoined","man","","","W4 and W2 are touching each other","touch1","rating_volition","{""Q0"":3}","[0]","W4 wanted to touch W2","W2 wanted to touch W4"
"11668","","","survey-likert-extra-labels","9","246426","0.0-7.0-3.0-0.0","21773","4B","conjoined","man","","","W4 and W2 are touching each other","touch1","rating_causation","{""Q0"":0}","[0]","W4 asked to touch W2","W2 asked to touch W4"
"null","Ruth and Mike are shouting at each other","","html-keyboard-response","10","248432","0.0-8.0-0.0","21773","4B","conjoined","man","","null","W2 and M4 are shouting at each other","shout4","sentence","","","",""
"16057","","","survey-likert-extra-labels","11","264496","0.0-8.0-2.0","21773","4B","conjoined","man","","","W2 and M4 are shouting at each other","shout4","rating_volition","{""Q0"":0}","[0]","M4 wanted to shout at W2","W2 wanted to shout at M4"
"15216","","","survey-likert-extra-labels","12","279720","0.0-8.0-3.0-0.0","21773","4B","conjoined","man","","","W2 and M4 are shouting at each other","shout4","rating_causation","{""Q0"":3}","[0]","M4 shouted at W2 first","W2 shouted at M4 first"
"null","Dave and Fred are talking to each other","","html-keyboard-response","13","281728","0.0-9.0-0.0","21773","4B","conjoined","man","","null","M3 and M1 are talking to each other","talk2","sentence","","","",""
"12752","","","survey-likert-extra-labels","14","294486","0.0-9.0-1.0-0.0","21773","4B","conjoined","man","","","M3 and M1 are talking to each other","talk2","rating_causation","{""Q0"":3}","[0]","M3 started a conversation with M1","M1 started a conversation with M3"
"2726","","","survey-likert-extra-labels","15","297219","0.0-9.0-2.0","21773","4B","conjoined","man","","","M3 and M1 are talking to each other","talk2","rating_volition","{""Q0"":3}","[0]","M3 wanted to talk to M1","M1 wanted to talk to M3"
"null","Dave and Fred are dancing with each other","","html-keyboard-response","16","299226","0.0-10.0-0.0","21773","4B","conjoined","man","","null","M3 and M1 are dancing with each other","dance2","sentence","","","",""
"19269","","","survey-likert-extra-labels","17","318503","0.0-10.0-1.0-0.0","21773","4B","conjoined","man","","","M3 and M1 are dancing with each other","dance2","rating_causation","{""Q0"":3}","[0]","M3 asked M1 to dance","M1 asked M3 to dance"
"1672","","","survey-likert-extra-labels","18","320183","0.0-10.0-2.0","21773","4B","conjoined","man","","","M3 and M1 are dancing with each other","dance2","rating_volition","{""Q0"":3}","[0]","M3 wanted to dance with M1","M1 wanted to dance with M3"
"null","Jane and Luke are talking to each other","","html-keyboard-response","19","322188","0.0-11.0-0.0","21773","4B","conjoined","man","","null","W4 and M2 are talking to each other","talk4","sentence","","","",""
"35292.99999999994","","","survey-likert-extra-labels","20","357485","0.0-11.0-1.0-0.0","21773","4B","conjoined","man","","","W4 and M2 are talking to each other","talk4","rating_causation","{""Q0"":6}","[0]","W4 started a conversation with M2","M2 started a conversation with W4"
"6779.999999999942","","","survey-likert-extra-labels","21","364274","0.0-11.0-2.0","21773","4B","conjoined","man","","","W4 and M2 are talking to each other","talk4","rating_volition","{""Q0"":6}","[0]","W4 wanted to talk to M2","M2 wanted to talk to W4"
"null","Luke and Jane are arguing with each other","","html-keyboard-response","22","366279","0.0-12.0-0.0","21773","4B","conjoined","man","","null","M2 and W4 are arguing with each other","argue4","sentence","","","",""
"30705","","","survey-likert-extra-labels","23","396989","0.0-12.0-2.0","21773","4B","conjoined","man","","","M2 and W4 are arguing with each other","argue4","rating_volition","{""Q0"":6}","[0]","W4 wanted to argue with M2","M2 wanted to argue with W4"
"5464","","","survey-likert-extra-labels","24","402461","0.0-12.0-3.0-0.0","21773","4B","conjoined","man","","","M2 and W4 are arguing with each other","argue4","rating_causation","{""Q0"":6}","[0]","W4 started an argument with M2","M2 started an argument with W4"
"null","Kate and Beth are shouting at each other","","html-keyboard-response","25","404466","0.0-13.0-0.0","21773","4B","conjoined","man","","null","W1 and W3 are shouting at each other","shout1","sentence","","","",""
"41386","","","survey-likert-extra-labels","26","445856","0.0-13.0-2.0","21773","4B","conjoined","man","","","W1 and W3 are shouting at each other","shout1","rating_volition","{""Q0"":6}","[0]","W3 wanted to shout at W1","W1 wanted to shout at W3"
"3767","","","survey-likert-extra-labels","27","449629","0.0-13.0-3.0-0.0","21773","4B","conjoined","man","","","W1 and W3 are shouting at each other","shout1","rating_causation","{""Q0"":6}","[0]","W3 shouted at W1 first","W1 shouted at W3 first"
"null","Dave and Kate are fighting each other","","html-keyboard-response","28","451635","0.0-14.0-0.0","21773","4B","conjoined","man","","null","M3 and W1 are fighting each other","fight4","sentence","","","",""
"12607","","","survey-likert-extra-labels","29","464247","0.0-14.0-2.0","21773","4B","conjoined","man","","","M3 and W1 are fighting each other","fight4","rating_volition","{""Q0"":3}","[0]","W1 wanted to fight M3","M3 wanted to fight W1"
"2923","","","survey-likert-extra-labels","30","467179","0.0-14.0-3.0-0.0","21773","4B","conjoined","man","","","M3 and W1 are fighting each other","fight4","rating_causation","{""Q0"":3}","[0]","W1 started the fight with M3","M3 started the fight with W1"
"null","Kate and Dave are touching each other","","html-keyboard-response","31","469184","0.0-15.0-0.0","21773","4B","conjoined","man","","null","W1 and M3 are touching each other","touch4","sentence","","","",""
