rt,stimulus,button_pressed,trial_type,trial_index,time_elapsed,internal_node_id,subject,list,condition,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part
1850,Welcome to the experiment. Press Continue to begin.,0,html-button-response,0,1853,0.0-0.0,54675,4B,conjoined,woman,,,,,,,,,
5895,,,external-html,1,8847,0.0-1.0,54675,4B,conjoined,woman,consent.html,,,,,,,,
4731,"<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>",0,html-button-response,2,13583,0.0-2.0,54675,4B,conjoined,woman,,,,,,,,,
8483,"<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>",0,html-button-response,3,23083,0.0-3.0,54675,4B,conjoined,woman,,,,,,,,,
null,The police officer is arresting the robber,,html-keyboard-response,4,26108,0.0-4.0,54675,4B,conjoined,woman,,null,,,,,,,
9597,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,html-button-response,5,35707,0.0-5.0,54675,4B,conjoined,woman,,,,,,,,,
1994,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,html-button-response,6,38718,0.0-6.0,54675,4B,conjoined,woman,,,,,,,,,
null,Mike is marrying Luke,,html-keyboard-response,7,41737,0.0-7.0-0.0,54675,4B,conjoined,woman,,null,M4 is marrying M2,marry2,sentence,,,,
14033,,,survey-likert-extra-labels,8,55778,0.0-7.0-1.0-0.0,54675,4B,conjoined,woman,,,M4 is marrying M2,marry2,rating_causation,"{""Q0"":1}",[0],M4 asked to marry M2,M2 asked to marry M4
11617,,,survey-likert-extra-labels,9,67398,0.0-7.0-2.0,54675,4B,conjoined,woman,,,M4 is marrying M2,marry2,rating_volition,"{""Q0"":0}",[0],M4 wanted to marry M2,M2 wanted to marry M4
null,Dave is talking to Fred,,html-keyboard-response,10,69401,0.0-8.0-0.0,54675,4B,conjoined,woman,,null,M3 is talking to M1,talk2,sentence,,,,
5425,,,survey-likert-extra-labels,11,74830,0.0-8.0-1.0-0.0,54675,4B,conjoined,woman,,,M3 is talking to M1,talk2,rating_causation,"{""Q0"":0}",[0],M3 started a conversation with M1,M1 started a conversation with M3
9627,,,survey-likert-extra-labels,12,84464,0.0-8.0-2.0,54675,4B,conjoined,woman,,,M3 is talking to M1,talk2,rating_volition,"{""Q0"":3}",[0],M3 wanted to talk to M1,M1 wanted to talk to M3
null,Jane is marrying Ruth,,html-keyboard-response,13,86480,0.0-9.0-0.0,54675,4B,conjoined,woman,,null,W4 is marrying W2,marry1,sentence,,,,
6082,,,survey-likert-extra-labels,14,92565,0.0-9.0-2.0,54675,4B,conjoined,woman,,,W4 is marrying W2,marry1,rating_volition,"{""Q0"":3}",[0],W4 wanted to marry W2,W2 wanted to marry W4
5676,,,survey-likert-extra-labels,15,98243,0.0-9.0-3.0-0.0,54675,4B,conjoined,woman,,,W4 is marrying W2,marry1,rating_causation,"{""Q0"":3}",[0],W4 asked to marry W2,W2 asked to marry W4
null,Beth is fighting with Fred,,html-keyboard-response,16,100246,0.0-10.0-0.0,54675,4B,conjoined,woman,,null,W3 is fighting with M1,fight3,sentence,,,,
4786,,,survey-likert-extra-labels,17,105036,0.0-10.0-1.0-0.0,54675,4B,conjoined,woman,,,W3 is fighting with M1,fight3,rating_causation,"{""Q0"":4}",[0],M1 started the fight with W3,W3 started the fight with M1
5119,,,survey-likert-extra-labels,18,110158,0.0-10.0-2.0,54675,4B,conjoined,woman,,,W3 is fighting with M1,fight3,rating_volition,"{""Q0"":4}",[0],M1 wanted to fight W3,W3 wanted to fight M1
null,Ruth is shouting at Mike,,html-keyboard-response,19,112176,0.0-11.0-0.0,54675,4B,conjoined,woman,,null,W2 is shouting at M4,shout4,sentence,,,,
7087,,,survey-likert-extra-labels,20,119269,0.0-11.0-1.0-0.0,54675,4B,conjoined,woman,,,W2 is shouting at M4,shout4,rating_causation,"{""Q0"":5}",[0],M4 shouted at W2 first,W2 shouted at M4 first
6081,,,survey-likert-extra-labels,21,125351,0.0-11.0-2.0,54675,4B,conjoined,woman,,,W2 is shouting at M4,shout4,rating_volition,"{""Q0"":5}",[0],M4 wanted to shout at W2,W2 wanted to shout at M4
null,Mike is kissing Ruth,,html-keyboard-response,22,127358,0.0-12.0-0.0,54675,4B,conjoined,woman,,null,M4 is kissing W2,kiss4,sentence,,,,
3642,,,survey-likert-extra-labels,23,131003,0.0-12.0-2.0,54675,4B,conjoined,woman,,,M4 is kissing W2,kiss4,rating_volition,"{""Q0"":1}",[0],M4 wanted to kiss W2,W2 wanted to kiss M4
4246,,,survey-likert-extra-labels,24,135251,0.0-12.0-3.0-0.0,54675,4B,conjoined,woman,,,M4 is kissing W2,kiss4,rating_causation,"{""Q0"":1}",[0],M4 asked to kiss W2,W2 asked to kiss M4
null,Luke is fighting with Mike,,html-keyboard-response,25,137257,0.0-13.0-0.0,54675,4B,conjoined,woman,,null,M2 is fighting with M4,fight2,sentence,,,,
5139,,,survey-likert-extra-labels,26,142401,0.0-13.0-1.0-0.0,54675,4B,conjoined,woman,,,M2 is fighting with M4,fight2,rating_causation,"{""Q0"":5}",[0],M4 started the fight with M2,M2 started the fight with M4
7374,,,survey-likert-extra-labels,27,149776,0.0-13.0-2.0,54675,4B,conjoined,woman,,,M2 is fighting with M4,fight2,rating_volition,"{""Q0"":3}",[0],M4 wanted to fight M2,M2 wanted to fight M4
null,Luke is playing with Mike,,html-keyboard-response,28,151785,0.0-14.0-0.0,54675,4B,conjoined,woman,,null,M2 is playing with M4,play2,sentence,,,,
8052,,,survey-likert-extra-labels,29,159840,0.0-14.0-2.0,54675,4B,conjoined,woman,,,M2 is playing with M4,play2,rating_volition,"{""Q0"":5}",[0],M4 wanted to play with M2,M2 wanted to play with M4
