"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","condition","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"1340","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","1343","0.0-0.0","40967","4A","conjoined","woman","","","","","","","","",""
"24882","","","external-html","1","27253","0.0-1.0","40967","4A","conjoined","woman","consent.html","","","","","","","",""
"7236","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","34490","0.0-2.0","40967","4A","conjoined","woman","","","","","","","","",""
"2118.0000000000073","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","37610","0.0-3.0","40967","4A","conjoined","woman","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","40614","0.0-4.0","40967","4A","conjoined","woman","","null","","","","","","",""
"9160","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","49775","0.0-5.0","40967","4A","conjoined","woman","","","","","","","","",""
"1245","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","52022","0.0-6.0","40967","4A","conjoined","woman","","","","","","","","",""
"null","Dave and Jane are dancing with each other","","html-keyboard-response","7","55025","0.0-7.0-0.0","40967","4A","conjoined","woman","","null","M4 and W2 are dancing with each other","dance3","sentence","","","",""
"4686","","","survey-likert-extra-labels","8","59714","0.0-7.0-2.0","40967","4A","conjoined","woman","","","M4 and W2 are dancing with each other","dance3","rating_volition","{""Q0"":3}","[0]","M4 wanted to dance with W2","W2 wanted to dance with M4"
"5142","","","survey-likert-extra-labels","9","64859","0.0-7.0-3.0-0.0","40967","4A","conjoined","woman","","","M4 and W2 are dancing with each other","dance3","rating_causation","{""Q0"":3}","[0]","M4 asked W2 to dance","W2 asked M4 to dance"
