"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","condition","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"2558.294999998907","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","2561","0.0-0.0","20351","4A","conjoined","man","","","","","","","","",""
"108635.53499999762","","","external-html","1","112247","0.0-1.0","20351","4A","conjoined","man","consent.html","","","","","","","",""
"30444.274999998015","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","142692","0.0-2.0","20351","4A","conjoined","man","","","","","","","","",""
"4818.054999999731","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","148524","0.0-3.0","20351","4A","conjoined","man","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","151530","0.0-4.0","20351","4A","conjoined","man","","null","","","","","","",""
"45715.635000000475","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","197248","0.0-5.0","20351","4A","conjoined","man","","","","","","","","",""
"6750.2000000022235","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","205017","0.0-6.0","20351","4A","conjoined","man","","","","","","","","",""
"null","Fred and Luke are dancing with each other","","html-keyboard-response","7","208028","0.0-7.0-0.0","20351","4A","conjoined","man","","null","M3 and M1 are dancing with each other","dance2","sentence","","","",""
"15480.845000001864","","","survey-likert-extra-labels","8","223513","0.0-7.0-1.0-0.0","20351","4A","conjoined","man","","","M3 and M1 are dancing with each other","dance2","rating_causation","{""Q0"":3}","[0]","M3 asked M1 to dance","M1 asked M3 to dance"
"9417.13499999969","","","survey-likert-extra-labels","9","232932","0.0-7.0-2.0","20351","4A","conjoined","man","","","M3 and M1 are dancing with each other","dance2","rating_volition","{""Q0"":3}","[0]","M3 wanted to dance with M1","M1 wanted to dance with M3"
