"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","condition","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"2129","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","2134","0.0-0.0","99651","4A","conjoined","woman","","","","","","","","",""
"8718","","","external-html","1","11891","0.0-1.0","99651","4A","conjoined","woman","consent.html","","","","","","","",""
"6612","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","18505","0.0-2.0","99651","4A","conjoined","woman","","","","","","","","",""
"2190","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","21697","0.0-3.0","99651","4A","conjoined","woman","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","24700","0.0-4.0","99651","4A","conjoined","woman","","null","","","","","","",""
"9826","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","34527","0.0-5.0","99651","4A","conjoined","woman","","","","","","","","",""
"1592","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","37120","0.0-6.0","99651","4A","conjoined","woman","","","","","","","","",""
"null","Dave and Mike are marrying each other","","html-keyboard-response","7","40124","0.0-7.0-0.0","99651","4A","conjoined","woman","","null","M4 and M2 are marrying each other","marry2","sentence","","","",""
"9773","","","survey-likert-extra-labels","8","49900","0.0-7.0-1.0-0.0","99651","4A","conjoined","woman","","","M4 and M2 are marrying each other","marry2","rating_causation","{""Q0"":3}","[0]","M4 asked to marry M2","M2 asked to marry M4"
"4637","","","survey-likert-extra-labels","9","54540","0.0-7.0-2.0","99651","4A","conjoined","woman","","","M4 and M2 are marrying each other","marry2","rating_volition","{""Q0"":3}","[0]","M4 wanted to marry M2","M2 wanted to marry M4"
"null","Mike is posing for Dave","","html-keyboard-response","10","56544","0.0-8.0-0.0","99651","4A","conjoined","woman","","null","M2 is posing for M4","pose","sentence","","","",""
"6543","","","survey-likert-extra-labels","11","63089","0.0-8.0-2.0","99651","4A","conjoined","woman","","","M2 is posing for M4","pose","rating_volition","{""Q0"":0}","[0]","M2 is modelling for M4","M4 is modelling for M2"
"10286","","","survey-likert-extra-labels","12","73378","0.0-8.0-3.0-0.0","99651","4A","conjoined","woman","","","M2 is posing for M4","pose","rating_causation","{""Q0"":4}","[0]","M2 is photographing M4","M4 is photographing M2"
"null","Dave and Jane are talking to each other","","html-keyboard-response","13","75382","0.0-9.0-0.0","99651","4A","conjoined","woman","","null","M4 and W2 are talking to each other","talk3","sentence","","","",""
"4893","","","survey-likert-extra-labels","14","80278","0.0-9.0-1.0-0.0","99651","4A","conjoined","woman","","","M4 and W2 are talking to each other","talk3","rating_causation","{""Q0"":3}","[0]","M4 started a conversation with W2","W2 started a conversation with M4"
"4074.0000000000146","","","survey-likert-extra-labels","15","84355","0.0-9.0-2.0","99651","4A","conjoined","woman","","","M4 and W2 are talking to each other","talk3","rating_volition","{""Q0"":3}","[0]","M4 wanted to talk to W2","W2 wanted to talk to M4"
"null","Dave and Jane are kissing each other","","html-keyboard-response","16","86359","0.0-10.0-0.0","99651","4A","conjoined","woman","","null","M4 and W2 are kissing each other","kiss4","sentence","","","",""
"3240","","","survey-likert-extra-labels","17","89600","0.0-10.0-2.0","99651","4A","conjoined","woman","","","M4 and W2 are kissing each other","kiss4","rating_volition","{""Q0"":3}","[0]","M4 wanted to kiss W2","W2 wanted to kiss M4"
"2778","","","survey-likert-extra-labels","18","92381","0.0-10.0-3.0-0.0","99651","4A","conjoined","woman","","","M4 and W2 are kissing each other","kiss4","rating_causation","{""Q0"":3}","[0]","M4 asked to kiss W2","W2 asked to kiss M4"
"null","Beth and Mike are dancing with each other","","html-keyboard-response","19","94385","0.0-11.0-0.0","99651","4A","conjoined","woman","","null","W4 and M2 are dancing with each other","dance4","sentence","","","",""
"3705","","","survey-likert-extra-labels","20","98091","0.0-11.0-2.0","99651","4A","conjoined","woman","","","W4 and M2 are dancing with each other","dance4","rating_volition","{""Q0"":3}","[0]","W4 wanted to dance with M2","M2 wanted to dance with W4"
"2282.0000000000146","","","survey-likert-extra-labels","21","100377","0.0-11.0-3.0-0.0","99651","4A","conjoined","woman","","","W4 and M2 are dancing with each other","dance4","rating_causation","{""Q0"":3}","[0]","W4 asked M2 to dance","M2 asked W4 to dance"
"null","Fred and Luke are kissing each other","","html-keyboard-response","22","102380","0.0-12.0-0.0","99651","4A","conjoined","woman","","null","M3 and M1 are kissing each other","kiss2","sentence","","","",""
"2306","","","survey-likert-extra-labels","23","104688","0.0-12.0-2.0","99651","4A","conjoined","woman","","","M3 and M1 are kissing each other","kiss2","rating_volition","{""Q0"":3}","[0]","M3 wanted to kiss M1","M1 wanted to kiss M3"
"1924.0000000000146","","","survey-likert-extra-labels","24","106614","0.0-12.0-3.0-0.0","99651","4A","conjoined","woman","","","M3 and M1 are kissing each other","kiss2","rating_causation","{""Q0"":3}","[0]","M3 asked to kiss M1","M1 asked to kiss M3"
"null","Kate and Ruth are talking to each other","","html-keyboard-response","25","108618","0.0-13.0-0.0","99651","4A","conjoined","woman","","null","W3 and W1 are talking to each other","talk1","sentence","","","",""
"2571","","","survey-likert-extra-labels","26","111191","0.0-13.0-1.0-0.0","99651","4A","conjoined","woman","","","W3 and W1 are talking to each other","talk1","rating_causation","{""Q0"":3}","[0]","W3 started a conversation with W1","W1 started a conversation with W3"
"1593","","","survey-likert-extra-labels","27","112787","0.0-13.0-2.0","99651","4A","conjoined","woman","","","W3 and W1 are talking to each other","talk1","rating_volition","{""Q0"":3}","[0]","W3 wanted to talk to W1","W1 wanted to talk to W3"
"null","Mike is reminding Beth","","html-keyboard-response","28","114790","0.0-14.0-0.0","99651","4A","conjoined","woman","","null","M2 is reminding W4","remind","sentence","","","",""
"10133","","","survey-likert-extra-labels","29","124925","0.0-14.0-1.0-0.0","99651","4A","conjoined","woman","","","M2 is reminding W4","remind","rating_causation","{""Q0"":5}","[0]","M2 is remembering","W4 is remembering"
"6230.000000000029","","","survey-likert-extra-labels","30","131159","0.0-14.0-2.0","99651","4A","conjoined","woman","","","M2 is reminding W4","remind","rating_volition","{""Q0"":0}","[0]","M2 is telling W4 again","W4 is telling M2 again"
"null","Jane and Dave are arguing with each other","","html-keyboard-response","31","133161","0.0-15.0-0.0","99651","4A","conjoined","woman","","null","W2 and M4 are arguing with each other","argue3","sentence","","","",""
"4387","","","survey-likert-extra-labels","32","137550","0.0-15.0-2.0","99651","4A","conjoined","woman","","","W2 and M4 are arguing with each other","argue3","rating_volition","{""Q0"":3}","[0]","M4 wanted to argue with W2","W2 wanted to argue with M4"
"2133","","","survey-likert-extra-labels","33","139687","0.0-15.0-3.0-0.0","99651","4A","conjoined","woman","","","W2 and M4 are arguing with each other","argue3","rating_causation","{""Q0"":3}","[0]","M4 started an argument with W2","W2 started an argument with M4"
"null","Ruth and Kate are shouting at each other","","html-keyboard-response","34","141690","0.0-16.0-0.0","99651","4A","conjoined","woman","","null","W1 and W3 are shouting at each other","shout1","sentence","","","",""
"5044","","","survey-likert-extra-labels","35","146735","0.0-16.0-1.0-0.0","99651","4A","conjoined","woman","","","W1 and W3 are shouting at each other","shout1","rating_causation","{""Q0"":3}","[0]","W3 shouted at W1 first","W1 shouted at W3 first"
"3046","","","survey-likert-extra-labels","36","149785","0.0-16.0-2.0","99651","4A","conjoined","woman","","","W1 and W3 are shouting at each other","shout1","rating_volition","{""Q0"":3}","[0]","W3 wanted to shout at W1","W1 wanted to shout at W3"
"null","Ruth and Fred are marrying each other","","html-keyboard-response","37","151787","0.0-17.0-0.0","99651","4A","conjoined","woman","","null","W1 and M3 are marrying each other","marry3","sentence","","","",""
