rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part
9521,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,9536,0.0-0.0,anomymised,6560c12449ad4f4ac5122a81,6565e6c1020888e1f0657f53,75432,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA
42859,NA,NA,NA,NA,external-html,1,53567,0.0-1.0,anomymised,6560c12449ad4f4ac5122a81,6565e6c1020888e1f0657f53,75432,1A,man,consent.html,NA,NA,NA,NA,NA,NA,NA,NA
17613,"<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,71183,0.0-2.0,anomymised,6560c12449ad4f4ac5122a81,6565e6c1020888e1f0657f53,75432,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA
14030,"<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,86215,0.0-3.0,anomymised,6560c12449ad4f4ac5122a81,6565e6c1020888e1f0657f53,75432,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,The police officer is arresting the robber,NA,NA,NA,html-keyboard-response,4,89299,0.0-4.0,anomymised,6560c12449ad4f4ac5122a81,6565e6c1020888e1f0657f53,75432,1A,man,NA,null,NA,NA,NA,NA,NA,NA,NA
21500,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,110799,0.0-5.0,anomymised,6560c12449ad4f4ac5122a81,6565e6c1020888e1f0657f53,75432,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA
4460,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,116264,0.0-6.0,anomymised,6560c12449ad4f4ac5122a81,6565e6c1020888e1f0657f53,75432,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Fred is being touched by Ruth,NA,NA,NA,html-keyboard-response,7,119288,0.0-7.0-0.0,anomymised,6560c12449ad4f4ac5122a81,6565e6c1020888e1f0657f53,75432,1A,man,NA,null,M3 is being touched by W1,touch4,sentence,NA,NA,NA,NA
19812,NA,NA,NA,NA,survey-likert-extra-labels,8,139101,0.0-7.0-2.0,anomymised,6560c12449ad4f4ac5122a81,6565e6c1020888e1f0657f53,75432,1A,man,NA,NA,M3 is being touched by W1,touch4,rating_volition,"{""Q0"":5}",[0],M3 wanted to touch W1,W1 wanted to touch M3
25074,NA,NA,NA,NA,survey-likert-extra-labels,9,164177,0.0-7.0-3.0-0.0,anomymised,6560c12449ad4f4ac5122a81,6565e6c1020888e1f0657f53,75432,1A,man,NA,NA,M3 is being touched by W1,touch4,rating_causation,"{""Q0"":5}",[0],M3 asked to touch W1,W1 asked to touch M3
null,Fred is being looked at by Luke,NA,NA,NA,html-keyboard-response,10,166183,0.0-8.0-0.0,anomymised,6560c12449ad4f4ac5122a81,6565e6c1020888e1f0657f53,75432,1A,man,NA,null,M3 is being looked at by M1,look2,sentence,NA,NA,NA,NA
33088,NA,NA,NA,NA,survey-likert-extra-labels,11,199273,0.0-8.0-2.0,anomymised,6560c12449ad4f4ac5122a81,6565e6c1020888e1f0657f53,75432,1A,man,NA,NA,M3 is being looked at by M1,look2,rating_volition,"{""Q0"":0}",[0],M1 wanted to look at M3,M3 wanted to look at M1
54,NA,NA,NA,NA,survey-likert-extra-labels,12,199328,0.0-8.0-3.0-0.0,anomymised,6560c12449ad4f4ac5122a81,6565e6c1020888e1f0657f53,75432,1A,man,NA,NA,M3 is being looked at by M1,look2,rating_causation,"{""Q0"":""""}",[0],M1 looked at M3 first,M3 looked at M1 first
null,Dave is being looked at by Jane,NA,NA,NA,html-keyboard-response,13,201335,0.0-9.0-0.0,anomymised,6560c12449ad4f4ac5122a81,6565e6c1020888e1f0657f53,75432,1A,man,NA,null,M4 is being looked at by W2,look3,sentence,NA,NA,NA,NA
10848,NA,NA,NA,NA,survey-likert-extra-labels,14,212185,0.0-9.0-2.0,anomymised,6560c12449ad4f4ac5122a81,6565e6c1020888e1f0657f53,75432,1A,man,NA,NA,M4 is being looked at by W2,look3,rating_volition,"{""Q0"":0}",[0],W2 wanted to look at M4,M4 wanted to look at W2
1799,NA,NA,NA,NA,survey-likert-extra-labels,15,213985,0.0-9.0-3.0-0.0,anomymised,6560c12449ad4f4ac5122a81,6565e6c1020888e1f0657f53,75432,1A,man,NA,NA,M4 is being looked at by W2,look3,rating_causation,"{""Q0"":""""}",[0],W2 looked at M4 first,M4 looked at W2 first
null,Jane is carrying Beth,NA,NA,NA,html-keyboard-response,16,216092,0.0-10.0-0.0,anomymised,6560c12449ad4f4ac5122a81,6565e6c1020888e1f0657f53,75432,1A,man,NA,null,W2 is carrying W4,carry,sentence,NA,NA,NA,NA
8868,NA,NA,NA,NA,survey-likert-extra-labels,17,224962,0.0-10.0-2.0,anomymised,6560c12449ad4f4ac5122a81,6565e6c1020888e1f0657f53,75432,1A,man,NA,NA,W2 is carrying W4,carry,rating_volition,"{""Q0"":0}",[0],W2 is transporting W4,W4 is transporting W2
