rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part
1823.3999999761581,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,1826,0.0-0.0,anomymised,6565831db6b8903cc398def3,656766b5dddb719fc45bc983,81477,2C,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA
10407.299999952316,NA,NA,NA,NA,external-html,1,13297,0.0-1.0,anomymised,6565831db6b8903cc398def3,656766b5dddb719fc45bc983,81477,2C,woman,consent.html,NA,NA,NA,NA,NA,NA,NA,NA
3911,"<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,17209,0.0-2.0,anomymised,6565831db6b8903cc398def3,656766b5dddb719fc45bc983,81477,2C,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA
1822.1999999284744,"<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,20041,0.0-3.0,anomymised,6565831db6b8903cc398def3,656766b5dddb719fc45bc983,81477,2C,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,The police officer is arresting the robber,NA,NA,NA,html-keyboard-response,4,23055,0.0-4.0,anomymised,6565831db6b8903cc398def3,656766b5dddb719fc45bc983,81477,2C,woman,NA,null,NA,NA,NA,NA,NA,NA,NA
13855.899999976158,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,36913,0.0-5.0,anomymised,6565831db6b8903cc398def3,656766b5dddb719fc45bc983,81477,2C,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA
5292,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,43208,0.0-6.0,anomymised,6565831db6b8903cc398def3,656766b5dddb719fc45bc983,81477,2C,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Dave is being looked at by Ruth,NA,NA,NA,html-keyboard-response,7,46219,0.0-7.0-0.0,anomymised,6565831db6b8903cc398def3,656766b5dddb719fc45bc983,81477,2C,woman,NA,null,M2 is being looked at by W4,look4,sentence,NA,NA,NA,NA
13450.900000095367,NA,NA,NA,NA,survey-likert-extra-labels,8,59683,0.0-7.0-2.0,anomymised,6565831db6b8903cc398def3,656766b5dddb719fc45bc983,81477,2C,woman,NA,NA,M2 is being looked at by W4,look4,rating_volition,"{""Q0"":6}",[0],M2 wanted to look at W4,W4 wanted to look at M2
14885.900000095367,NA,NA,NA,NA,survey-likert-extra-labels,9,74570,0.0-7.0-3.0-0.0,anomymised,6565831db6b8903cc398def3,656766b5dddb719fc45bc983,81477,2C,woman,NA,NA,M2 is being looked at by W4,look4,rating_causation,"{""Q0"":6}",[0],M2 looked at W4 first,W4 looked at M2 first
