rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part
2719,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,2728,0.0-0.0,anomymised,65658117cda9c2da75aaa191,656609d2700b111cf0ffdf2c,4537,2A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA
13500.799999713898,NA,NA,NA,NA,external-html,1,17698,0.0-1.0,anomymised,65658117cda9c2da75aaa191,656609d2700b111cf0ffdf2c,4537,2A,man,consent.html,NA,NA,NA,NA,NA,NA,NA,NA
10333.5,"<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,28063,0.0-2.0,anomymised,65658117cda9c2da75aaa191,656609d2700b111cf0ffdf2c,4537,2A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA
3801,"<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,32870,0.0-3.0,anomymised,65658117cda9c2da75aaa191,656609d2700b111cf0ffdf2c,4537,2A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,The police officer is arresting the robber,NA,NA,NA,html-keyboard-response,4,35887,0.0-4.0,anomymised,65658117cda9c2da75aaa191,656609d2700b111cf0ffdf2c,4537,2A,man,NA,null,NA,NA,NA,NA,NA,NA,NA
19175.5,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,55065,0.0-5.0,anomymised,65658117cda9c2da75aaa191,656609d2700b111cf0ffdf2c,4537,2A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA
3824.3999996185303,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,59893,0.0-6.0,anomymised,65658117cda9c2da75aaa191,656609d2700b111cf0ffdf2c,4537,2A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Jane is being challenged by Fred,NA,NA,NA,html-keyboard-response,7,62919,0.0-7.0-0.0,anomymised,65658117cda9c2da75aaa191,656609d2700b111cf0ffdf2c,4537,2A,man,NA,null,W3 is being challenged by M1,challenge4,sentence,NA,NA,NA,NA
5284.299999713898,NA,NA,NA,NA,survey-likert-extra-labels,8,68215,0.0-7.0-2.0,anomymised,65658117cda9c2da75aaa191,656609d2700b111cf0ffdf2c,4537,2A,man,NA,NA,W3 is being challenged by M1,challenge4,rating_volition,"{""Q0"":6}",[0],W3 wanted to challenge M1,M1 wanted to challenge W3
8915.200000286102,NA,NA,NA,NA,survey-likert-extra-labels,9,77138,0.0-7.0-3.0-0.0,anomymised,65658117cda9c2da75aaa191,656609d2700b111cf0ffdf2c,4537,2A,man,NA,NA,W3 is being challenged by M1,challenge4,rating_causation,"{""Q0"":6}",[0],W3 started challenging M1 first,M1 started challenging W3 first
null,Jane is being kissed by Beth,NA,NA,NA,html-keyboard-response,10,79153,0.0-8.0-0.0,anomymised,65658117cda9c2da75aaa191,656609d2700b111cf0ffdf2c,4537,2A,man,NA,null,W3 is being kissed by W1,kiss1,sentence,NA,NA,NA,NA
5397.599999904633,NA,NA,NA,NA,survey-likert-extra-labels,11,84554,0.0-8.0-2.0,anomymised,65658117cda9c2da75aaa191,656609d2700b111cf0ffdf2c,4537,2A,man,NA,NA,W3 is being kissed by W1,kiss1,rating_volition,"{""Q0"":0}",[0],W1 wanted to kiss W3,W3 wanted to kiss W1
6913.599999904633,NA,NA,NA,NA,survey-likert-extra-labels,12,91476,0.0-8.0-3.0-0.0,anomymised,65658117cda9c2da75aaa191,656609d2700b111cf0ffdf2c,4537,2A,man,NA,NA,W3 is being kissed by W1,kiss1,rating_causation,"{""Q0"":0}",[0],W1 asked to kiss W3,W3 asked to kiss W1
null,Fred is being hugged by Luke,NA,NA,NA,html-keyboard-response,13,93485,0.0-9.0-0.0,anomymised,65658117cda9c2da75aaa191,656609d2700b111cf0ffdf2c,4537,2A,man,NA,null,M1 is being hugged by M3,hug2,sentence,NA,NA,NA,NA
5772.199999809265,NA,NA,NA,NA,survey-likert-extra-labels,14,99261,0.0-9.0-1.0-0.0,anomymised,65658117cda9c2da75aaa191,656609d2700b111cf0ffdf2c,4537,2A,man,NA,NA,M1 is being hugged by M3,hug2,rating_causation,"{""Q0"":6}",[0],M1 asked to hug M3,M3 asked to hug M1
9890.5,NA,NA,NA,NA,survey-likert-extra-labels,15,109159,0.0-9.0-2.0,anomymised,65658117cda9c2da75aaa191,656609d2700b111cf0ffdf2c,4537,2A,man,NA,NA,M1 is being hugged by M3,hug2,rating_volition,"{""Q0"":6}",[0],M1 wanted to hug M3,M3 wanted to hug M1
null,Fred is being opposed by Luke,NA,NA,NA,html-keyboard-response,16,111170,0.0-10.0-0.0,anomymised,65658117cda9c2da75aaa191,656609d2700b111cf0ffdf2c,4537,2A,man,NA,null,M1 is being opposed by M3,oppose2,sentence,NA,NA,NA,NA
6840.599999904633,NA,NA,NA,NA,survey-likert-extra-labels,17,118014,0.0-10.0-1.0-0.0,anomymised,65658117cda9c2da75aaa191,656609d2700b111cf0ffdf2c,4537,2A,man,NA,NA,M1 is being opposed by M3,oppose2,rating_causation,"{""Q0"":6}",[0],M1 started opposing M3,M3 started opposing M1
