rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part
1362.5,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,1365,0.0-0.0,anomymised,65658173739efdc811fa7bc3,65676741f01ad871960f70ef,75873,2C,man,NA,NA,NA,NA,NA,NA,NA,NA,NA
4966.5,NA,NA,NA,NA,external-html,1,7485,0.0-1.0,anomymised,65658173739efdc811fa7bc3,65676741f01ad871960f70ef,75873,2C,man,consent.html,NA,NA,NA,NA,NA,NA,NA,NA
2878.800000190735,"<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,10364,0.0-2.0,anomymised,65658173739efdc811fa7bc3,65676741f01ad871960f70ef,75873,2C,man,NA,NA,NA,NA,NA,NA,NA,NA,NA
1379.6999998092651,"<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,12757,0.0-3.0,anomymised,65658173739efdc811fa7bc3,65676741f01ad871960f70ef,75873,2C,man,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,The police officer is arresting the robber,NA,NA,NA,html-keyboard-response,4,15776,0.0-4.0,anomymised,65658173739efdc811fa7bc3,65676741f01ad871960f70ef,75873,2C,man,NA,null,NA,NA,NA,NA,NA,NA,NA
10243.10000038147,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,26020,0.0-5.0,anomymised,65658173739efdc811fa7bc3,65676741f01ad871960f70ef,75873,2C,man,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494.3999996185303,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,28524,0.0-6.0,anomymised,65658173739efdc811fa7bc3,65676741f01ad871960f70ef,75873,2C,man,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Jane is being copied by Fred,NA,NA,NA,html-keyboard-response,7,31549,0.0-7.0-0.0,anomymised,65658173739efdc811fa7bc3,65676741f01ad871960f70ef,75873,2C,man,NA,null,W3 is being copied by M1,copy3,sentence,NA,NA,NA,NA
5672.099999427795,NA,NA,NA,NA,survey-likert-extra-labels,8,37222,0.0-7.0-2.0,anomymised,65658173739efdc811fa7bc3,65676741f01ad871960f70ef,75873,2C,man,NA,NA,W3 is being copied by M1,copy3,rating_volition,"{""Q0"":5}",[0],W3 wanted to copy M1,M1 wanted to copy W3
7885.800000190735,NA,NA,NA,NA,survey-likert-extra-labels,9,45109,0.0-7.0-3.0-0.0,anomymised,65658173739efdc811fa7bc3,65676741f01ad871960f70ef,75873,2C,man,NA,NA,W3 is being copied by M1,copy3,rating_causation,"{""Q0"":4}",[0],W3 started copying M1 first,M1 started copying W3 first
null,Luke is being copied by Beth,NA,NA,NA,html-keyboard-response,10,47123,0.0-8.0-0.0,anomymised,65658173739efdc811fa7bc3,65676741f01ad871960f70ef,75873,2C,man,NA,null,M3 is being copied by W1,copy4,sentence,NA,NA,NA,NA
