rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part
9869,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,9902,0.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA
10870,NA,NA,NA,NA,external-html,1,21931,0.0-1.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,consent.html,NA,NA,NA,NA,NA,NA,NA,NA
16790,"<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,38729,0.0-2.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA
1824,"<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,41556,0.0-3.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,The police officer is arresting the robber,NA,NA,NA,html-keyboard-response,4,44564,0.0-4.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,null,NA,NA,NA,NA,NA,NA,NA
13130,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,57696,0.0-5.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA
2992,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,61693,0.0-6.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Luke is being kissed by Fred,NA,NA,NA,html-keyboard-response,7,64697,0.0-7.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,null,M3 is being kissed by M1,kiss2,sentence,NA,NA,NA,NA
12790,NA,NA,NA,NA,survey-likert-extra-labels,8,77494,0.0-7.0-2.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,M3 is being kissed by M1,kiss2,rating_volition,"{""Q0"":0}",[0],M1 wanted to kiss M3,M3 wanted to kiss M1
12078,NA,NA,NA,NA,survey-likert-extra-labels,9,89578,0.0-7.0-3.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,M3 is being kissed by M1,kiss2,rating_causation,"{""Q0"":1}",[0],M1 asked to kiss M3,M3 asked to kiss M1
null,Luke is being challenged by Beth,NA,NA,NA,html-keyboard-response,10,91585,0.0-8.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,null,M3 is being challenged by W1,challenge3,sentence,NA,NA,NA,NA
6162,NA,NA,NA,NA,survey-likert-extra-labels,11,97751,0.0-8.0-2.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,M3 is being challenged by W1,challenge3,rating_volition,"{""Q0"":6}",[0],M3 wanted to challenge W1,W1 wanted to challenge M3
6850,NA,NA,NA,NA,survey-likert-extra-labels,12,104608,0.0-8.0-3.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,M3 is being challenged by W1,challenge3,rating_causation,"{""Q0"":5}",[0],M3 started challenging W1 first,W1 started challenging M3 first
null,Fred is being opposed by Luke,NA,NA,NA,html-keyboard-response,13,106613,0.0-9.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,null,M1 is being opposed by M3,oppose2,sentence,NA,NA,NA,NA
6713,NA,NA,NA,NA,survey-likert-extra-labels,14,113329,0.0-9.0-2.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,M1 is being opposed by M3,oppose2,rating_volition,"{""Q0"":6}",[0],M1 wanted to oppose M3,M3 wanted to oppose M1
9987,NA,NA,NA,NA,survey-likert-extra-labels,15,123324,0.0-9.0-3.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,M1 is being opposed by M3,oppose2,rating_causation,"{""Q0"":4}",[0],M1 started opposing M3,M3 started opposing M1
null,Dave is being touched by Mike,NA,NA,NA,html-keyboard-response,16,125330,0.0-10.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,null,M2 is being touched by M4,touch2,sentence,NA,NA,NA,NA
4437,NA,NA,NA,NA,survey-likert-extra-labels,17,129769,0.0-10.0-2.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,M2 is being touched by M4,touch2,rating_volition,"{""Q0"":6}",[0],M2 wanted to touch M4,M4 wanted to touch M2
23570,NA,NA,NA,NA,survey-likert-extra-labels,18,153347,0.0-10.0-3.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,M2 is being touched by M4,touch2,rating_causation,"{""Q0"":4}",[0],M2 asked to touch M4,M4 asked to touch M2
null,Jane is feeding Fred,NA,NA,NA,html-keyboard-response,19,155354,0.0-11.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,null,W3 is feeding M1,feed,sentence,NA,NA,NA,NA
6143,NA,NA,NA,NA,survey-likert-extra-labels,20,161498,0.0-11.0-2.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,W3 is feeding M1,feed,rating_volition,"{""Q0"":1}",[0],W3 cooked for M1,M1 cooked for W3
5434,NA,NA,NA,NA,survey-likert-extra-labels,21,166935,0.0-11.0-3.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,W3 is feeding M1,feed,rating_causation,"{""Q0"":5}",[0],W3 is eating M1's food,M1 is eating W3's food
null,Mike is being looked at by Kate,NA,NA,NA,html-keyboard-response,22,168940,0.0-12.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,null,M4 is being looked at by W2,look3,sentence,NA,NA,NA,NA
11386,NA,NA,NA,NA,survey-likert-extra-labels,23,180331,0.0-12.0-1.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,M4 is being looked at by W2,look3,rating_causation,"{""Q0"":3}",[0],W2 looked at M4 first,M4 looked at W2 first
8169,NA,NA,NA,NA,survey-likert-extra-labels,24,188509,0.0-12.0-2.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,M4 is being looked at by W2,look3,rating_volition,"{""Q0"":""""}",[0],W2 wanted to look at M4,M4 wanted to look at W2
null,Dave is posing for Mike,NA,NA,NA,html-keyboard-response,25,190515,0.0-13.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,null,M2 is posing for M4,pose,sentence,NA,NA,NA,NA
8858,NA,NA,NA,NA,survey-likert-extra-labels,26,199377,0.0-13.0-1.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,M2 is posing for M4,pose,rating_causation,"{""Q0"":4}",[0],M2 is photographing M4,M4 is photographing M2
38498,NA,NA,NA,NA,survey-likert-extra-labels,27,237879,0.0-13.0-2.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,M2 is posing for M4,pose,rating_volition,"{""Q0"":1}",[0],M2 is modelling for M4,M4 is modelling for M2
null,Mike is being kissed by Kate,NA,NA,NA,html-keyboard-response,28,239885,0.0-14.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,null,M4 is being kissed by W2,kiss4,sentence,NA,NA,NA,NA
12912,NA,NA,NA,NA,survey-likert-extra-labels,29,252800,0.0-14.0-1.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,M4 is being kissed by W2,kiss4,rating_causation,"{""Q0"":1}",[0],W2 asked to kiss M4,M4 asked to kiss W2
4902,NA,NA,NA,NA,survey-likert-extra-labels,30,257708,0.0-14.0-2.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,M4 is being kissed by W2,kiss4,rating_volition,"{""Q0"":1}",[0],W2 wanted to kiss M4,M4 wanted to kiss W2
null,Beth is being hugged by Jane,NA,NA,NA,html-keyboard-response,31,259714,0.0-15.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,null,W1 is being hugged by W3,hug1,sentence,NA,NA,NA,NA
7375,NA,NA,NA,NA,survey-likert-extra-labels,32,267092,0.0-15.0-1.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,W1 is being hugged by W3,hug1,rating_causation,"{""Q0"":5}",[0],W1 asked to hug W3,W3 asked to hug W1
13202,NA,NA,NA,NA,survey-likert-extra-labels,33,280297,0.0-15.0-2.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,W1 is being hugged by W3,hug1,rating_volition,"{""Q0"":5}",[0],W1 wanted to hug W3,W3 wanted to hug W1
null,Dave is being challenged by Mike,NA,NA,NA,html-keyboard-response,34,282300,0.0-16.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,null,M2 is being challenged by M4,challenge2,sentence,NA,NA,NA,NA
17995,NA,NA,NA,NA,survey-likert-extra-labels,35,300296,0.0-16.0-2.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,M2 is being challenged by M4,challenge2,rating_volition,"{""Q0"":6}",[0],M2 wanted to challenge M4,M4 wanted to challenge M2
12842,NA,NA,NA,NA,survey-likert-extra-labels,36,313144,0.0-16.0-3.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,M2 is being challenged by M4,challenge2,rating_causation,"{""Q0"":4}",[0],M2 started challenging M4 first,M4 started challenging M2 first
null,Kate is being challenged by Ruth,NA,NA,NA,html-keyboard-response,37,315146,0.0-17.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,null,W2 is being challenged by W4,challenge1,sentence,NA,NA,NA,NA
5627,NA,NA,NA,NA,survey-likert-extra-labels,38,320778,0.0-17.0-2.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,W2 is being challenged by W4,challenge1,rating_volition,"{""Q0"":5}",[0],W2 wanted to challenge W4,W4 wanted to challenge W2
19756,NA,NA,NA,NA,survey-likert-extra-labels,39,340537,0.0-17.0-3.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,W2 is being challenged by W4,challenge1,rating_causation,"{""Q0"":5}",[0],W2 started challenging W4 first,W4 started challenging W2 first
null,Ruth is being copied by Kate,NA,NA,NA,html-keyboard-response,40,342542,0.0-18.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,null,W4 is being copied by W2,copy1,sentence,NA,NA,NA,NA
25024,NA,NA,NA,NA,survey-likert-extra-labels,41,367571,0.0-18.0-1.0-0.0,anomymised,656582bcfaaa3e760f369b3c,656608ad05d073b3a3e45479,55774,2A,woman,NA,NA,W4 is being copied by W2,copy1,rating_causation,"{""Q0"":0}",[0],W2 started copying W4 first,W4 started copying W2 first
