rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part
2925.300000011921,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,2927,0.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA
22051.100000023842,NA,NA,NA,NA,external-html,1,26031,0.0-1.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,consent.html,NA,NA,NA,NA,NA,NA,NA,NA
14614.100000023842,"<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,40663,0.0-2.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA
7077,"<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,48742,0.0-3.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,The police officer is arresting the robber,NA,NA,NA,html-keyboard-response,4,51769,0.0-4.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,null,NA,NA,NA,NA,NA,NA,NA
21618.80000001192,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,73390,0.0-5.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA
7889.899999976158,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,82294,0.0-6.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Mike is being greeted by Dave,NA,NA,NA,html-keyboard-response,7,85319,0.0-7.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,null,M2 is being greeted by M4,greet2,sentence,NA,NA,NA,NA
20475.69999998808,NA,NA,NA,NA,survey-likert-extra-labels,8,105799,0.0-7.0-1.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,M2 is being greeted by M4,greet2,rating_causation,"{""Q0"":0}",[0],M4 started greeting M2 first,M2 started greeting M4 first
14925.199999988079,NA,NA,NA,NA,survey-likert-extra-labels,9,120726,0.0-7.0-2.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,M2 is being greeted by M4,greet2,rating_volition,"{""Q0"":0}",[0],M4 wanted to greet M2,M2 wanted to greet M4
null,Dave is being seduced by Mike,NA,NA,NA,html-keyboard-response,10,122734,0.0-8.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,null,M4 is being seduced by M2,seduce2,sentence,NA,NA,NA,NA
18142.100000023842,NA,NA,NA,NA,survey-likert-extra-labels,11,140878,0.0-8.0-2.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,M4 is being seduced by M2,seduce2,rating_volition,"{""Q0"":6}",[0],M4 wanted to seduce M2,M2 wanted to seduce M4
18021.899999976158,NA,NA,NA,NA,survey-likert-extra-labels,12,158903,0.0-8.0-3.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,M4 is being seduced by M2,seduce2,rating_causation,"{""Q0"":6}",[0],M4 started seducing M2 first,M2 started seducing M4 first
null,Kate is feeding Luke,NA,NA,NA,html-keyboard-response,13,160904,0.0-9.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,null,W3 is feeding M1,feed,sentence,NA,NA,NA,NA
8964,NA,NA,NA,NA,survey-likert-extra-labels,14,169870,0.0-9.0-2.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,W3 is feeding M1,feed,rating_volition,"{""Q0"":0}",[0],W3 cooked for M1,M1 cooked for W3
10237.5,NA,NA,NA,NA,survey-likert-extra-labels,15,180110,0.0-9.0-3.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,W3 is feeding M1,feed,rating_causation,"{""Q0"":6}",[0],W3 is eating M1's food,M1 is eating W3's food
null,Ruth is being challenged by Fred,NA,NA,NA,html-keyboard-response,16,182122,0.0-10.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,null,W1 is being challenged by M3,challenge3,sentence,NA,NA,NA,NA
11234.399999976158,NA,NA,NA,NA,survey-likert-extra-labels,17,193358,0.0-10.0-1.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,W1 is being challenged by M3,challenge3,rating_causation,"{""Q0"":6}",[0],W1 started challenging M3 first,M3 started challenging W1 first
9965.899999976158,NA,NA,NA,NA,survey-likert-extra-labels,18,203326,0.0-10.0-2.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,W1 is being challenged by M3,challenge3,rating_volition,"{""Q0"":6}",[0],W1 wanted to challenge M3,M3 wanted to challenge W1
null,Dave is being shouted at by Jane,NA,NA,NA,html-keyboard-response,19,205337,0.0-11.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,null,M4 is being shouted at by W2,shout4,sentence,NA,NA,NA,NA
7379.199999988079,NA,NA,NA,NA,survey-likert-extra-labels,20,212718,0.0-11.0-2.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,M4 is being shouted at by W2,shout4,rating_volition,"{""Q0"":6}",[0],M4 wanted to shout at W2,W2 wanted to shout at M4
10725.5,NA,NA,NA,NA,survey-likert-extra-labels,21,223447,0.0-11.0-3.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,M4 is being shouted at by W2,shout4,rating_causation,"{""Q0"":6}",[0],M4 shouted at W2 first,W2 shouted at M4 first
null,Mike is being kissed by Beth,NA,NA,NA,html-keyboard-response,22,225449,0.0-12.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,null,M2 is being kissed by W4,kiss3,sentence,NA,NA,NA,NA
5708.300000011921,NA,NA,NA,NA,survey-likert-extra-labels,23,231159,0.0-12.0-2.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,M2 is being kissed by W4,kiss3,rating_volition,"{""Q0"":0}",[0],W4 wanted to kiss M2,M2 wanted to kiss W4
32486.19999998808,NA,NA,NA,NA,survey-likert-extra-labels,24,263647,0.0-12.0-3.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,M2 is being kissed by W4,kiss3,rating_causation,"{""Q0"":0}",[0],W4 asked to kiss M2,M2 asked to kiss W4
null,Jane is being kissed by Dave,NA,NA,NA,html-keyboard-response,25,265648,0.0-13.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,null,W2 is being kissed by M4,kiss4,sentence,NA,NA,NA,NA
15581.199999988079,NA,NA,NA,NA,survey-likert-extra-labels,26,281231,0.0-13.0-1.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,W2 is being kissed by M4,kiss4,rating_causation,"{""Q0"":1}",[0],M4 asked to kiss W2,W2 asked to kiss M4
11926.100000023842,NA,NA,NA,NA,survey-likert-extra-labels,27,293159,0.0-13.0-2.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,W2 is being kissed by M4,kiss4,rating_volition,"{""Q0"":0}",[0],M4 wanted to kiss W2,W2 wanted to kiss M4
null,Dave is being opposed by Jane,NA,NA,NA,html-keyboard-response,28,295169,0.0-14.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,null,M4 is being opposed by W2,oppose3,sentence,NA,NA,NA,NA
7171.600000023842,NA,NA,NA,NA,survey-likert-extra-labels,29,302343,0.0-14.0-1.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,M4 is being opposed by W2,oppose3,rating_causation,"{""Q0"":6}",[0],M4 started opposing W2,W2 started opposing M4
9493.800000011921,NA,NA,NA,NA,survey-likert-extra-labels,30,311839,0.0-14.0-2.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,M4 is being opposed by W2,oppose3,rating_volition,"{""Q0"":6}",[0],M4 wanted to oppose W2,W2 wanted to oppose M4
null,Luke is being touched by Kate,NA,NA,NA,html-keyboard-response,31,313845,0.0-15.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,null,M1 is being touched by W3,touch3,sentence,NA,NA,NA,NA
13551.300000011921,NA,NA,NA,NA,survey-likert-extra-labels,32,327399,0.0-15.0-1.0-0.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,M1 is being touched by W3,touch3,rating_causation,"{""Q0"":5}",[0],M1 asked to touch W3,W3 asked to touch M1
18029.599999964237,NA,NA,NA,NA,survey-likert-extra-labels,33,345431,0.0-15.0-2.0,anomymised,656582f39349a91f9e20cf14,6567381efd348ca2d0c89d11,38957,1,woman,NA,NA,M1 is being touched by W3,touch3,rating_volition,"{""Q0"":6}",[0],M1 wanted to touch W3,W3 wanted to touch M1
