"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_race","ppt_gender","url","first_guess","correct","key_press","responses","image_type","phrase_type","test_part","response","stimulus1","stimulus2","question_type","survey_item"
"1700","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","1701","0.0-0.0","46182","List2A","black","man","","","","","","","","","","","","",""
"57634.39999997616","","","external-html","1","60460","0.0-1.0","46182","List2A","black","man","consent.html","","","","","","","","","","","",""
"19039.100000023842","<p>On the next page, you will see portraits of 8 people and their names.</p><p>Your first task is to take a few minutes to memorise the names of these people.</p><p>You will have to recall their names during the rest of the experiment, so it is</p><p>essential that you try to memorise these people and their names as best as you can.</p><br><p><strong>You will then be tested on your memory of these names and portraits.</strong></p><br><p>The experiment will start after you have completed this memory test.</p><br><p>Ready?</p>","0","html-button-response","2","79500","0.0-2.0","46182","List2A","black","man","","","","","","","","","","","","",""
"34581.800000071526","<img src='img/portrait_matrix_list2.jpg' style='width:900px;height:500px;''></img><p>If you have memorised all the portraits and names and are ready to start, press Continue.</p><p><strong>Please note: Your memory of these faces will be tested 4 times during this experiment.</strong></p>","0","html-button-response","3","115085","0.0-3.0-0.0","46182","List2A","black","man","","","","","","","","","","","","",""
"4043.899999976158","<img src=""portrait/BW1.jpg""style=""height:400px;""></img>","0","html-button-response","4","120142","0.0-3.0-1.0","46182","List2A","black","man","","true","0","","","","","","","","","",""
"null","CORRECT","","html-keyboard-response","5","121645","0.0-3.0-2.0-0.0","46182","List2A","black","man","","","","null","","","","","","","","",""
"3823","<img src=""portrait/WW1.jpg""style=""height:400px;""></img>","1","html-button-response","6","125469","0.0-3.0-4.0","46182","List2A","black","man","","true","1","","","","","","","","","",""
"null","CORRECT","","html-keyboard-response","7","126974","0.0-3.0-5.0-0.0","46182","List2A","black","man","","","","null","","","","","","","","",""
"3245","<img src=""portrait/WM2.jpg""style=""height:400px;""></img>","7","html-button-response","8","130221","0.0-3.0-7.0","46182","List2A","black","man","","true","7","","","","","","","","","",""
"null","CORRECT","","html-keyboard-response","9","131724","0.0-3.0-8.0-0.0","46182","List2A","black","man","","","","null","","","","","","","","",""
"4775.200000047684","<img src=""portrait/WW2.jpg""style=""height:400px;""></img>","3","html-button-response","10","136501","0.0-3.0-10.0","46182","List2A","black","man","","true","3","","","","","","","","","",""
"null","CORRECT","","html-keyboard-response","11","138005","0.0-3.0-11.0-0.0","46182","List2A","black","man","","","","null","","","","","","","","",""
"7990.399999976158","<img src=""portrait/BM2.jpg""style=""height:400px;""></img>","5","html-button-response","12","145998","0.0-3.0-13.0","46182","List2A","black","man","","true","5","","","","","","","","","",""
"null","CORRECT","","html-keyboard-response","13","147502","0.0-3.0-14.0-0.0","46182","List2A","black","man","","","","null","","","","","","","","",""
"7470.5","<img src=""portrait/BM1.jpg""style=""height:400px;""></img>","4","html-button-response","14","154973","0.0-3.0-16.0","46182","List2A","black","man","","true","4","","","","","","","","","",""
"null","CORRECT","","html-keyboard-response","15","156476","0.0-3.0-17.0-0.0","46182","List2A","black","man","","","","null","","","","","","","","",""
"5040","<img src=""portrait/WM1.jpg""style=""height:400px;""></img>","6","html-button-response","16","161517","0.0-3.0-19.0","46182","List2A","black","man","","true","6","","","","","","","","","",""
"null","CORRECT","","html-keyboard-response","17","163020","0.0-3.0-20.0-0.0","46182","List2A","black","man","","","","null","","","","","","","","",""
"4047.399999976158","<img src=""portrait/BW2.jpg""style=""height:400px;""></img>","2","html-button-response","18","167069","0.0-3.0-22.0","46182","List2A","black","man","","true","2","","","","","","","","","",""
"null","CORRECT","","html-keyboard-response","19","168572","0.0-3.0-23.0-0.0","46182","List2A","black","man","","","","null","","","","","","","","",""
"1719","<p>You got 8 out of 8 right first time. Press Continue.</p>","0","html-button-response","20","170293","0.0-3.0-25.0","46182","List2A","black","man","","","","","","","","","","","","",""
"45123.200000047684","<p>In this experiment, you will view photographs of the people from the memory game interacting.</p><p>By using the <strong>exact</strong> phrase given <i>after</i> the photograph appears and recalling the correct names of the people in the photographs, form a sentence describing the interaction. You do not need to capitalise names.</p><p>Type your answer in the space provided. Please complete every sentence before moving onto the next trial.</p><p>You will only have a few seconds to memorise each given photograph and phrase before you can respond, so try your best to focus.</p><p>An example is given below. Press 'Continue' when you are ready.</p><img src='img/speaking_example.jpg' style='width:800px;height:460px;''></img>","0","html-button-response","21","216420","0.0-4.0","46182","List2A","black","man","","","","","","","","","","","","",""
"5541.799999952316","<p>Before the experiment starts, you will watch two example trials. Press 'Continue'.</p>","0","html-button-response","22","222964","0.0-5.0","46182","List2A","black","man","","","","","","","","","","","","",""
"null","<img src='img/play_eg.gif' style='height:400px;''></img>","","html-keyboard-response","23","225966","0.0-6.0","46182","List2A","black","man","","","","null","","","","","","","","",""
"null","<p>is playing with</p>","","html-keyboard-response","24","227967","0.0-7.0","46182","List2A","black","man","","","","null","","","","","","","","",""
"4116.400000095367","<p><b>Answer:</b> jane is playing with ruth</p>","0","html-button-response","25","232084","0.0-8.0","46182","List2A","black","man","","","","","","","","","","","","",""
"null","<img src='img/dance_eg.gif' style='height:400px;''></img>","","html-keyboard-response","26","235086","0.0-9.0","46182","List2A","black","man","","","","null","","","","","","","","",""
"null","<p>is being entertained by</p>","","html-keyboard-response","27","237087","0.0-10.0","46182","List2A","black","man","","","","null","","","","","","","","",""
"11860.200000047684","<p><b>Answer:</b> fred is being entertained by mike</p>","0","html-button-response","28","248949","0.0-11.0","46182","List2A","black","man","","","","","","","","","","","","",""
"33293.39999997616","<p>Ready to start the experiment?</p><br><p><strong>Remember to describe the picture using a full sentence,</strong></p><p><strong>that combines the names of the people with the <i>exact</i> phrase given.</strong></p><p><strong>To receive full payment you must do this correctly.</strong></p><p><strong> You do not need to capitalise names or use punctuation.</strong></p><br><p>Press 'Continue' to begin.</p>","0","html-button-response","29","283244","0.0-12.0","46182","List2A","black","man","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","30","284748","0.0-13.0-0.0","46182","List2A","black","man","","","","null","","","","","","","","",""
"null","<img src=""stim_listA/touch2.gif""style=""height:400px;""></stim_listA>","","html-keyboard-response","31","286750","0.0-13.0-1.0","46182","List2A","black","man","","","","null","","","","","","","","",""
"null","is being touched by","","html-keyboard-response","32","288751","0.0-13.0-2.0","46182","List2A","black","man","","","","null","","","","","","","","",""
"22620.100000023842","","","survey-text","33","311373","0.0-13.0-3.0","46182","List2A","black","man","","","","","{""Q0"":""Luke is being touched by Ruth""}","<img src=""stim_listA/touch2.gif""style=""height:400px;""></stim_listA>","is being touched by","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","34","311875","0.0-13.0-0.1","46182","List2A","black","man","","","","null","","","","","","","","",""
"null","<img src=""stim_listA/copy5.gif""style=""height:400px;""></stim_listA>","","html-keyboard-response","35","313877","0.0-13.0-1.1","46182","List2A","black","man","","","","null","","","","","","","","",""
"null","is copying","","html-keyboard-response","36","315878","0.0-13.0-2.1","46182","List2A","black","man","","","","null","","","","","","","","",""
"12396.099999904633","","","survey-text","37","328277","0.0-13.0-3.1","46182","List2A","black","man","","","","","{""Q0"":""Dave is copying Fred""}","<img src=""stim_listA/copy5.gif""style=""height:400px;""></stim_listA>","is copying","","","","","",""
