"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","ppt_language","url","first_guess","correct","key_press","responses","image","verb","phrase","condition","test_part"
"834696","Welcome to the experiment. Press Continue to begin.",0,"html-button-response",0,1364564,"0.0-0.0",11298,"ListB","woman","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33946.00000000012",NA,NA,"external-html",1,1400743,"0.0-1.0",11298,"ListB","woman","english","consent.html",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32435.999999999884","<p>On the next page, you will see portraits of 8 people and their names.</p><p>Your first task is to take a few minutes to memorise the names of these people.</p><p>You will have to recall their names during the rest of the experiment, so it is</p><p>essential that you try to memorise these people and their names as best as you can.</p><p><strong>You will then be tested on your memory of these names and portraits.</strong></p><p>The experiment will start after you have completed this memory test.</p><p>Ready?</p>",0,"html-button-response",2,1433178,"0.0-2.0",11298,"ListB","woman","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64432.00000000012","<img src='img/portrait_matrix_listB.jpg' style='width:900px;height:500px;''></img><p>If you have memorised all the portraits and names and are ready to start, press Continue.</p><p><strong>Please note: Your memory of these faces will be tested 5 times during this experiment.</strong></p>",0,"html-button-response",3,1498612,"0.0-3.0-0.0",11298,"ListB","woman","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21265","<img src=""portrait/BW2.jpg""style=""height:400px;""></img>",2,"html-button-response",4,1520878,"0.0-3.0-1.0",11298,"ListB","woman","english",NA,"true",2,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",5,1522385,"0.0-3.0-2.0-0.0",11298,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"2309","<img src=""portrait/WW2.jpg""style=""height:400px;""></img>",3,"html-button-response",6,1524696,"0.0-3.0-4.0",11298,"ListB","woman","english",NA,"true",3,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",7,1526198,"0.0-3.0-5.0-0.0",11298,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"2845","<img src=""portrait/WM2.jpg""style=""height:400px;""></img>",6,"html-button-response",8,1529045,"0.0-3.0-7.0",11298,"ListB","woman","english",NA,"true",7,NA,NA,NA,NA,NA,NA,NA
"4831","<img src=""portrait/WM2.jpg""style=""height:400px;""></img>",7,"html-button-response",9,1534879,"0.0-3.0-9.0-0.0",11298,"ListB","woman","english",NA,"false",7,NA,NA,NA,NA,NA,NA,NA
