"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","ppt_language","url","first_guess","correct","key_press","responses","image","verb","phrase","condition","test_part"
"2089","Welcome to the experiment. Press Continue to begin.",0,"html-button-response",0,2094,"0.0-0.0",52558,"ListB","woman","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240717",NA,NA,"external-html",1,243866,"0.0-1.0",52558,"ListB","woman","english","consent.html",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34325","<p>On the next page, you will see portraits of 8 people and their names.</p><p>Your first task is to take a few minutes to memorise the names of these people.</p><p>You will have to recall their names during the rest of the experiment, so it is</p><p>essential that you try to memorise these people and their names as best as you can.</p><p><strong>You will then be tested on your memory of these names and portraits.</strong></p><p>The experiment will start after you have completed this memory test.</p><p>Ready?</p>",0,"html-button-response",2,278192,"0.0-2.0",52558,"ListB","woman","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37796","<img src='img/portrait_matrix_listB.jpg' style='width:900px;height:500px;''></img><p>If you have memorised all the portraits and names and are ready to start, press Continue.</p><p><strong>Please note: Your memory of these faces will be tested 5 times during this experiment.</strong></p>",0,"html-button-response",3,316989,"0.0-3.0-0.0",52558,"ListB","woman","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3543","<img src=""portrait/WM1.jpg""style=""height:400px;""></img>",7,"html-button-response",4,321535,"0.0-3.0-1.0",52558,"ListB","woman","english",NA,TRUE,6,NA,NA,NA,NA,NA,NA,NA
"3367","<img src=""portrait/WM1.jpg""style=""height:400px;""></img>",6,"html-button-response",5,325907,"0.0-3.0-3.0-0.0",52558,"ListB","woman","english",NA,FALSE,6,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",6,327413,"0.0-3.0-3.0-1.0-0.0",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"4473","<img src=""portrait/BW2.jpg""style=""height:400px;""></img>",2,"html-button-response",7,331889,"0.0-3.0-4.0",52558,"ListB","woman","english",NA,TRUE,2,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",8,333394,"0.0-3.0-5.0-0.0",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"1706","<img src=""portrait/WW2.jpg""style=""height:400px;""></img>",3,"html-button-response",9,335103,"0.0-3.0-7.0",52558,"ListB","woman","english",NA,TRUE,3,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",10,336605,"0.0-3.0-8.0-0.0",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"3160","<img src=""portrait/WW1.jpg""style=""height:400px;""></img>",1,"html-button-response",11,339768,"0.0-3.0-10.0",52558,"ListB","woman","english",NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",12,341272,"0.0-3.0-11.0-0.0",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"6876","<img src=""portrait/BM1.jpg""style=""height:400px;""></img>",4,"html-button-response",13,348150,"0.0-3.0-13.0",52558,"ListB","woman","english",NA,TRUE,4,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",14,349653,"0.0-3.0-14.0-0.0",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"2396.000000000060","<img src=""portrait/WM2.jpg""style=""height:400px;""></img>",7,"html-button-response",15,352052,"0.0-3.0-16.0",52558,"ListB","woman","english",NA,TRUE,7,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",16,353554,"0.0-3.0-17.0-0.0",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"2331","<img src=""portrait/BW1.jpg""style=""height:400px;""></img>",0,"html-button-response",17,355887,"0.0-3.0-19.0",52558,"ListB","woman","english",NA,TRUE,0,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",18,357390,"0.0-3.0-20.0-0.0",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"1683.000000000060","<img src=""portrait/BM2.jpg""style=""height:400px;""></img>",5,"html-button-response",19,359076,"0.0-3.0-22.0",52558,"ListB","woman","english",NA,TRUE,5,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",20,360579,"0.0-3.0-23.0-0.0",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"1831","<p>You got 7 out of 8 right first time. Press Continue.</p>",0,"html-button-response",21,362412,"0.0-3.0-25.0",52558,"ListB","woman","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4066","As you did not score 100%, the memory game will repeat. Press Continue.",0,"html-button-response",22,367480,"0.0-3.0-26.0-0.0",52558,"ListB","woman","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6289.000000000060","<img src='img/portrait_matrix_listB.jpg' style='width:900px;height:500px;''></img><p>If you have memorised all the portraits and names and are ready to start, press Continue.</p><p><strong>Please note: Your memory of these faces will be tested 5 times during this experiment.</strong></p>",0,"html-button-response",23,374772,"0.0-3.1-0.1",52558,"ListB","woman","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410","<img src=""portrait/WM1.jpg""style=""height:400px;""></img>",6,"html-button-response",24,377185,"0.0-3.1-1.1",52558,"ListB","woman","english",NA,TRUE,6,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",25,378690,"0.0-3.1-2.1-0.1",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"4725","<img src=""portrait/BW2.jpg""style=""height:400px;""></img>",2,"html-button-response",26,383417,"0.0-3.1-4.1",52558,"ListB","woman","english",NA,TRUE,2,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",27,384922,"0.0-3.1-5.1-0.1",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"1187","<img src=""portrait/WW2.jpg""style=""height:400px;""></img>",3,"html-button-response",28,386112,"0.0-3.1-7.1",52558,"ListB","woman","english",NA,TRUE,3,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",29,387617,"0.0-3.1-8.1-0.1",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"1535","<img src=""portrait/WW1.jpg""style=""height:400px;""></img>",1,"html-button-response",30,389154,"0.0-3.1-10.1",52558,"ListB","woman","english",NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",31,390656,"0.0-3.1-11.1-0.1",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"3521.999999999940","<img src=""portrait/BM1.jpg""style=""height:400px;""></img>",4,"html-button-response",32,394180,"0.0-3.1-13.1",52558,"ListB","woman","english",NA,TRUE,4,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",33,395684,"0.0-3.1-14.1-0.1",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"1196","<img src=""portrait/WM2.jpg""style=""height:400px;""></img>",7,"html-button-response",34,396882,"0.0-3.1-16.1",52558,"ListB","woman","english",NA,TRUE,7,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",35,398384,"0.0-3.1-17.1-0.1",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"1682","<img src=""portrait/BW1.jpg""style=""height:400px;""></img>",0,"html-button-response",36,400067,"0.0-3.1-19.1",52558,"ListB","woman","english",NA,TRUE,0,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",37,401572,"0.0-3.1-20.1-0.1",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"1269.999999999940","<img src=""portrait/BM2.jpg""style=""height:400px;""></img>",5,"html-button-response",38,402844,"0.0-3.1-22.1",52558,"ListB","woman","english",NA,TRUE,5,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",39,404347,"0.0-3.1-23.1-0.1",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"1061","<p>You got 8 out of 8 right first time. Press Continue.</p>",0,"html-button-response",40,405410,"0.0-3.1-25.1",52558,"ListB","woman","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37480","<p>In this experiment, you will view photographs of the people from the memory game.</p><p>By using the <strong>exact</strong> phrase given <i>after</i> the photograph appears and recalling the correct names of the people in the photographs, form a sentence describing an interaction. You do not need to capitalise names.</p><p>Type your answer in the space provided. Please complete every sentence before moving onto the next trial.</p><p>You will only have a few seconds to memorise each given photograph and phrase before you can respond, so try your best to focus.</p><p>An example is given below. Press 'Continue' when you are ready.</p><img src='img/speaking_example.jpg' style='width:800px;height:460px;''></img>",0,"html-button-response",41,443894,"0.0-4.0",52558,"ListB","woman","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2428","<p>Before the experiment starts, you will watch two example trials. Press 'Continue'.</p>",0,"html-button-response",42,447324,"0.0-5.0",52558,"ListB","woman","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"null","<img src='img/meet.gif' style='height:400px;''></img>",NA,"html-keyboard-response",43,450325,"0.0-6.0",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<p>is meeting</p>",NA,"html-keyboard-response",44,452326,"0.0-7.0",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"1615.000000000060","<p><b>Answer:</b> jane is meeting ruth</p>",0,"html-button-response",45,453942,"0.0-8.0",52558,"ListB","woman","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"null","<img src='img/spy.gif' style='height:400px;''></img>",NA,"html-keyboard-response",46,456944,"0.0-9.0",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<p>is being spied on by</p>",NA,"html-keyboard-response",47,458948,"0.0-10.0",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"3460","<p><b>Answer:</b> fred is being spied on by mike</p>",0,"html-button-response",48,462409,"0.0-11.0",52558,"ListB","woman","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33281","<p>Ready to start the experiment?</p><br><p><strong>Remember to describe the picture using a full sentence,</strong></p><p><strong>that combines the names of the people with the <i>exact</i> phrase given.</strong></p><p><strong>To receive full payment you must do this correctly.</strong></p><p><strong> You do not need to capitalise names or use punctuation.</strong></p><br><p>Press 'Continue' to begin.</p>",0,"html-button-response",49,496693,"0.0-12.0",52558,"ListB","woman","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",50,498196,"0.0-13.0-0.0",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/ChineseGender3b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",51,500197,"0.0-13.0-1.0",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","is following",NA,"html-keyboard-response",52,503198,"0.0-13.0-2.0",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"12891",NA,NA,"survey-text",53,516103,"0.0-13.0-3.0",52558,"ListB","woman","english",NA,NA,NA,NA,"{""Q0"":""ruth is following dave""}","<img src='gifs/ChineseGender3b.gif' style='height:400px;''></img>","following","is following","english",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",54,516608,"0.0-13.0-0.1",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/ChineseGender3b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",55,518611,"0.0-13.0-1.1",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","is walking towards",NA,"html-keyboard-response",56,521613,"0.0-13.0-2.1",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"11146",NA,NA,"survey-text",57,532769,"0.0-13.0-3.1",52558,"ListB","woman","english",NA,NA,NA,NA,"{""Q0"":""dave is walking towards ruth""}","<img src='gifs/ChineseGender3b.gif' style='height:400px;''></img>","walking towards","is walking towards","english",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",58,533272,"0.0-13.0-0.2",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/FemaleRace2b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",59,535275,"0.0-13.0-1.2",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","is facing",NA,"html-keyboard-response",60,538278,"0.0-13.0-2.2",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"10372",NA,NA,"survey-text",61,548659,"0.0-13.0-3.2",52558,"ListB","woman","english",NA,NA,NA,NA,"{""Q0"":""jane is facing kate""}","<img src='gifs/FemaleRace2b.gif' style='height:400px;''></img>","facing","is facing","english",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",62,549161,"0.0-13.0-0.3",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/MaleRace4b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",63,551163,"0.0-13.0-1.3",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","is approaching",NA,"html-keyboard-response",64,554168,"0.0-13.0-2.3",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"10693",NA,NA,"survey-text",65,564869,"0.0-13.0-3.3",52558,"ListB","woman","english",NA,NA,NA,NA,"{""Q0"":""mike is approaching dave""}","<img src='gifs/MaleRace4b.gif' style='height:400px;''></img>","approaching","is approaching","english",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",66,565371,"0.0-13.0-0.4",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/MaleRace3a.gif' style='height:400px;''></img>",NA,"html-keyboard-response",67,567374,"0.0-13.0-1.4",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","is promising",NA,"html-keyboard-response",68,570375,"0.0-13.0-2.4",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"11200",NA,NA,"survey-text",69,581581,"0.0-13.0-3.4",52558,"ListB","woman","english",NA,NA,NA,NA,"{""Q0"":""dave is promising fred""}","<img src='gifs/MaleRace3a.gif' style='height:400px;''></img>","promising","is promising","english",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",70,582083,"0.0-13.0-0.5",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/ChineseGender1b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",71,584085,"0.0-13.0-1.5",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","is facing",NA,"html-keyboard-response",72,587087,"0.0-13.0-2.5",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"8790.999999999880",NA,NA,"survey-text",73,595884,"0.0-13.0-3.5",52558,"ListB","woman","english",NA,NA,NA,NA,"{""Q0"":""luke is facing jane""}","<img src='gifs/ChineseGender1b.gif' style='height:400px;''></img>","facing","is facing","english",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",74,596386,"0.0-13.0-0.6",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/BlackGender4b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",75,598388,"0.0-13.0-1.6",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","is walking towards",NA,"html-keyboard-response",76,601393,"0.0-13.0-2.6",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"12014.0000000001",NA,NA,"survey-text",77,613415,"0.0-13.0-3.6",52558,"ListB","woman","english",NA,NA,NA,NA,"{""Q0"":""mike is walking towards kate""}","<img src='gifs/BlackGender4b.gif' style='height:400px;''></img>","walking towards","is walking towards","english",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",78,613916,"0.0-13.0-0.7",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/ChineseGender3a.gif' style='height:400px;''></img>",NA,"html-keyboard-response",79,615919,"0.0-13.0-1.7",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","is approaching",NA,"html-keyboard-response",80,618922,"0.0-13.0-2.7",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"10052",NA,NA,"survey-text",81,628982,"0.0-13.0-3.7",52558,"ListB","woman","english",NA,NA,NA,NA,"{""Q0"":""ruth is approaching dave""}","<img src='gifs/ChineseGender3a.gif' style='height:400px;''></img>","approaching","is approaching","english",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",82,629486,"0.0-13.0-0.8",52558,"ListB","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
