"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","ppt_language","url","first_guess","correct","key_press","responses","image","verb","phrase","condition","test_part"
"2360","Welcome to the experiment. Press Continue to begin.",0,"html-button-response",0,2367,"0.0-0.0",89813,"ListA","woman","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46730",NA,NA,"external-html",1,50150,"0.0-1.0",89813,"ListA","woman","english","consent.html",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3426","<p>On the next page, you will see portraits of 8 people and their names.</p><p>Your first task is to take a few minutes to memorise the names of these people.</p><p>You will have to recall their names during the rest of the experiment, so it is</p><p>essential that you try to memorise these people and their names as best as you can.</p><p><strong>You will then be tested on your memory of these names and portraits.</strong></p><p>The experiment will start after you have completed this memory test.</p><p>Ready?</p>",0,"html-button-response",2,53587,"0.0-2.0",89813,"ListA","woman","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70282","<img src='img/portrait_matrix_listA.jpg' style='width:900px;height:500px;''></img><p>If you have memorised all the portraits and names and are ready to start, press Continue.</p><p><strong>Please note: Your memory of these faces will be tested 5 times during this experiment.</strong></p>",0,"html-button-response",3,124881,"0.0-3.0-0.0",89813,"ListA","woman","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5360","<img src=""portrait/BW1.jpg""style=""height:400px;""></img>",0,"html-button-response",4,131256,"0.0-3.0-1.0",89813,"ListA","woman","english",NA,TRUE,0,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",5,132764,"0.0-3.0-2.0-0.0",89813,"ListA","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"11565","<img src=""portrait/BM2.jpg""style=""height:400px;""></img>",5,"html-button-response",6,144333,"0.0-3.0-4.0",89813,"ListA","woman","english",NA,TRUE,5,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",7,145836,"0.0-3.0-5.0-0.0",89813,"ListA","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"12159","<img src=""portrait/BW2.jpg""style=""height:400px;""></img>",2,"html-button-response",8,157998,"0.0-3.0-7.0",89813,"ListA","woman","english",NA,TRUE,2,NA,NA,NA,NA,NA,NA,NA
"null","CORRECT",NA,"html-keyboard-response",9,159502,"0.0-3.0-8.0-0.0",89813,"ListA","woman","english",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
