"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","ppt_race","url","first_guess","correct","key_press","responses","image","verb","phrase","condition","test_part"
"null","正在接近",NA,"html-keyboard-response",158,704038,"0.0-15.0-2.9",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"6839",NA,NA,"survey-text",159,710885,"0.0-15.0-3.9",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""贝斯正在接近弗雷""}","<img src='gifs/ChineseGender2b.gif' style='height:400px;''></img>","接近","正在接近","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",160,711387,"0.0-15.0-0.10",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/BlackGender4b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",161,713391,"0.0-15.0-1.10",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在陪伴",NA,"html-keyboard-response",162,716394,"0.0-15.0-2.10",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"8992",NA,NA,"survey-text",163,725393,"0.0-15.0-3.10",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""霍普正在陪伴戴夫""}","<img src='gifs/BlackGender4b.gif' style='height:400px;''></img>","陪伴","正在陪伴","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",164,725895,"0.0-15.0-0.11",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/MaleRace3b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",165,727898,"0.0-15.0-1.11",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在答应",NA,"html-keyboard-response",166,730904,"0.0-15.0-2.11",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"5798",NA,NA,"survey-text",167,736707,"0.0-15.0-3.11",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""卢克正在答应麦克""}","<img src='gifs/MaleRace3b.gif' style='height:400px;''></img>","答应","正在答应","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",168,737209,"0.0-15.0-0.12",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/MaleRace2a.gif' style='height:400px;''></img>",NA,"html-keyboard-response",169,739212,"0.0-15.0-1.12",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在看着",NA,"html-keyboard-response",170,742219,"0.0-15.0-2.12",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"7030",NA,NA,"survey-text",171,749253,"0.0-15.0-3.12",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""弗雷正在看着戴夫""}","<img src='gifs/MaleRace2a.gif' style='height:400px;''></img>","看着","正在看着","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",172,749755,"0.0-15.0-0.13",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/BlackGender4a.gif' style='height:400px;''></img>",NA,"html-keyboard-response",173,751758,"0.0-15.0-1.13",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在走向",NA,"html-keyboard-response",174,754764,"0.0-15.0-2.13",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"6069",NA,NA,"survey-text",175,760838,"0.0-15.0-3.13",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""戴夫正在走向霍普""}","<img src='gifs/BlackGender4a.gif' style='height:400px;''></img>","走向","正在走向","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",176,761341,"0.0-15.0-0.14",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/FemaleRace1b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",177,763343,"0.0-15.0-1.14",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在面向",NA,"html-keyboard-response",178,766346,"0.0-15.0-2.14",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"6879",NA,NA,"survey-text",179,773230,"0.0-15.0-3.14",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""露丝正在面向凯特""}","<img src='gifs/FemaleRace1b.gif' style='height:400px;''></img>","面向","正在面向","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",180,773733,"0.0-15.0-0.15",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/BlackGender2a.gif' style='height:400px;''></img>",NA,"html-keyboard-response",181,775735,"0.0-15.0-1.15",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在答应",NA,"html-keyboard-response",182,778738,"0.0-15.0-2.15",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"6024",NA,NA,"survey-text",183,784767,"0.0-15.0-3.15",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""戴夫正在答应露丝""}","<img src='gifs/BlackGender2a.gif' style='height:400px;''></img>","答应","正在答应","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",184,785273,"0.0-15.0-0.16",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/MaleRace3b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",185,787276,"0.0-15.0-1.16",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在说服",NA,"html-keyboard-response",186,790278,"0.0-15.0-2.16",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"6735",NA,NA,"survey-text",187,797017,"0.0-15.0-3.16",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""麦克正在说服露丝""}","<img src='gifs/MaleRace3b.gif' style='height:400px;''></img>","说服","正在说服","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",188,797518,"0.0-15.0-0.17",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/MaleRace4a.gif' style='height:400px;''></img>",NA,"html-keyboard-response",189,799521,"0.0-15.0-1.17",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在接近",NA,"html-keyboard-response",190,802524,"0.0-15.0-2.17",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"6347.000000000120",NA,NA,"survey-text",191,808876,"0.0-15.0-3.17",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""麦克正在接近戴夫""}","<img src='gifs/MaleRace4a.gif' style='height:400px;''></img>","接近","正在接近","chinese",NA
"5228","<img src='img/portrait_matrix_listA_chinese.jpg' style='width:900px;height:500px;''></img><p>如果您已经记住了所有的人物和名字，请点击继续。</p><p><strong>请注意：您对先前记忆的面孔将在本实验中被测试5次。</strong></p>",0,"html-button-response",192,814105,"0.0-16.0-0.0",35039,"ListA","man","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3207","<img src=""portrait/WW2.jpg""style=""height:400px;""></img>",3,"html-button-response",193,818315,"0.0-16.0-1.0",35039,"ListA","man","black",NA,TRUE,3,NA,NA,NA,NA,NA,NA,NA
"null","正确",NA,"html-keyboard-response",194,819819,"0.0-16.0-2.0-0.0",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"4903","<img src=""portrait/WM1.jpg""style=""height:400px;""></img>",6,"html-button-response",195,824724,"0.0-16.0-4.0",35039,"ListA","man","black",NA,TRUE,6,NA,NA,NA,NA,NA,NA,NA
"null","正确",NA,"html-keyboard-response",196,826228,"0.0-16.0-5.0-0.0",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"3016","<img src=""portrait/BW2.jpg""style=""height:400px;""></img>",2,"html-button-response",197,829247,"0.0-16.0-7.0",35039,"ListA","man","black",NA,TRUE,2,NA,NA,NA,NA,NA,NA,NA
"null","正确",NA,"html-keyboard-response",198,830750,"0.0-16.0-8.0-0.0",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"4311","<img src=""portrait/WM2.jpg""style=""height:400px;""></img>",7,"html-button-response",199,835063,"0.0-16.0-10.0",35039,"ListA","man","black",NA,TRUE,7,NA,NA,NA,NA,NA,NA,NA
"null","正确",NA,"html-keyboard-response",200,836567,"0.0-16.0-11.0-0.0",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"1901","<img src=""portrait/BM2.jpg""style=""height:400px;""></img>",5,"html-button-response",201,838471,"0.0-16.0-13.0",35039,"ListA","man","black",NA,TRUE,5,NA,NA,NA,NA,NA,NA,NA
"null","正确",NA,"html-keyboard-response",202,839975,"0.0-16.0-14.0-0.0",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"2136","<img src=""portrait/BW1.jpg""style=""height:400px;""></img>",0,"html-button-response",203,842114,"0.0-16.0-16.0",35039,"ListA","man","black",NA,TRUE,0,NA,NA,NA,NA,NA,NA,NA
"null","正确",NA,"html-keyboard-response",204,843618,"0.0-16.0-17.0-0.0",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"4579.999999999880","<img src=""portrait/WW1.jpg""style=""height:400px;""></img>",1,"html-button-response",205,848200,"0.0-16.0-19.0",35039,"ListA","man","black",NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA
"null","正确",NA,"html-keyboard-response",206,849704,"0.0-16.0-20.0-0.0",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"1787","<img src=""portrait/BM1.jpg""style=""height:400px;""></img>",4,"html-button-response",207,851493,"0.0-16.0-22.0",35039,"ListA","man","black",NA,TRUE,4,NA,NA,NA,NA,NA,NA,NA
"null","正确",NA,"html-keyboard-response",208,852997,"0.0-16.0-23.0-0.0",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"1305","<p>您第一次在8题里答对了 8 题。 请点击继续</p>",0,"html-button-response",209,854304,"0.0-16.0-25.0",35039,"ListA","man","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",210,855809,"0.0-17.0-0.0",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/BlackGender4a.gif' style='height:400px;''></img>",NA,"html-keyboard-response",211,857813,"0.0-17.0-1.0",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在加入",NA,"html-keyboard-response",212,860815,"0.0-17.0-2.0",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"7349",NA,NA,"survey-text",213,868169,"0.0-17.0-3.0",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""戴夫正在加入霍普""}","<img src='gifs/BlackGender4a.gif' style='height:400px;''></img>","加入","正在加入","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",214,868671,"0.0-17.0-0.1",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/ChineseGender1a.gif' style='height:400px;''></img>",NA,"html-keyboard-response",215,870675,"0.0-17.0-1.1",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在答应",NA,"html-keyboard-response",216,873680,"0.0-17.0-2.1",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"6709",NA,NA,"survey-text",217,880395,"0.0-17.0-3.1",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""麦克正在答应凯特""}","<img src='gifs/ChineseGender1a.gif' style='height:400px;''></img>","答应","正在答应","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",218,880897,"0.0-17.0-0.2",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/ChineseGender1b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",219,882900,"0.0-17.0-1.2",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在聆听",NA,"html-keyboard-response",220,885903,"0.0-17.0-2.2",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"8870",NA,NA,"survey-text",221,894777,"0.0-17.0-3.2",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""弗雷正在聆听凯特""}","<img src='gifs/ChineseGender1b.gif' style='height:400px;''></img>","聆听","正在聆听","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",222,895279,"0.0-17.0-0.3",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/ChineseGender3b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",223,897282,"0.0-17.0-1.3",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在聘用",NA,"html-keyboard-response",224,900285,"0.0-17.0-2.3",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"8306",NA,NA,"survey-text",225,908600,"0.0-17.0-3.3",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""麦克正在聘用贝斯""}","<img src='gifs/ChineseGender3b.gif' style='height:400px;''></img>","聘用","正在聘用","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",226,909102,"0.0-17.0-0.4",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/ChineseGender2a.gif' style='height:400px;''></img>",NA,"html-keyboard-response",227,911105,"0.0-17.0-1.4",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在触摸",NA,"html-keyboard-response",228,914112,"0.0-17.0-2.4",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"5961",NA,NA,"survey-text",229,920077,"0.0-17.0-3.4",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""弗雷正在触摸贝斯""}","<img src='gifs/ChineseGender2a.gif' style='height:400px;''></img>","触摸","正在触摸","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",230,920579,"0.0-17.0-0.5",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/BlackGender4b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",231,922581,"0.0-17.0-1.5",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在表扬",NA,"html-keyboard-response",232,925584,"0.0-17.0-2.5",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"5928.999999999880",NA,NA,"survey-text",233,931517,"0.0-17.0-3.5",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""霍普正在表扬戴夫""}","<img src='gifs/BlackGender4b.gif' style='height:400px;''></img>","表扬","正在表扬","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",234,932018,"0.0-17.0-0.6",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/ChineseGender2a.gif' style='height:400px;''></img>",NA,"html-keyboard-response",235,934020,"0.0-17.0-1.6",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在表扬",NA,"html-keyboard-response",236,937026,"0.0-17.0-2.6",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"6525",NA,NA,"survey-text",237,943556,"0.0-17.0-3.6",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""弗雷正在表扬贝斯""}","<img src='gifs/ChineseGender2a.gif' style='height:400px;''></img>","表扬","正在表扬","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",238,944058,"0.0-17.0-0.7",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/ChineseGender4b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",239,946061,"0.0-17.0-1.7",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在介绍",NA,"html-keyboard-response",240,949063,"0.0-17.0-2.7",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"6266.999999999880",NA,NA,"survey-text",241,955335,"0.0-17.0-3.7",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""麦克正在介绍凯特""}","<img src='gifs/ChineseGender4b.gif' style='height:400px;''></img>","介绍","正在介绍","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",242,955838,"0.0-17.0-0.8",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/FemaleRace4b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",243,957841,"0.0-17.0-1.8",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在走向",NA,"html-keyboard-response",244,960844,"0.0-17.0-2.8",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"8562",NA,NA,"survey-text",245,969414,"0.0-17.0-3.8",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""霍普正在走向贝斯""}","<img src='gifs/FemaleRace4b.gif' style='height:400px;''></img>","走向","正在走向","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",246,969916,"0.0-17.0-0.9",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/ChineseGender4a.gif' style='height:400px;''></img>",NA,"html-keyboard-response",247,971919,"0.0-17.0-1.9",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在聘用",NA,"html-keyboard-response",248,974926,"0.0-17.0-2.9",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"6142.000000000120",NA,NA,"survey-text",249,981072,"0.0-17.0-3.9",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""凯特正在聘用麦克""}","<img src='gifs/ChineseGender4a.gif' style='height:400px;''></img>","聘用","正在聘用","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",250,981574,"0.0-17.0-0.10",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/MaleRace1b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",251,983577,"0.0-17.0-1.10",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在聆听",NA,"html-keyboard-response",252,986580,"0.0-17.0-2.10",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"9539",NA,NA,"survey-text",253,996126,"0.0-17.0-3.10",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""弗雷正在聆听卢克""}","<img src='gifs/MaleRace1b.gif' style='height:400px;''></img>","聆听","正在聆听","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",254,996628,"0.0-17.0-0.11",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/ChineseGender3a.gif' style='height:400px;''></img>",NA,"html-keyboard-response",255,998630,"0.0-17.0-1.11",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在加入",NA,"html-keyboard-response",256,1001638,"0.0-17.0-2.11",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"7803",NA,NA,"survey-text",257,1009446,"0.0-17.0-3.11",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""贝斯正在加入麦克""}","<img src='gifs/ChineseGender3a.gif' style='height:400px;''></img>","加入","正在加入","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",258,1009949,"0.0-17.0-0.12",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/ChineseGender3b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",259,1011952,"0.0-17.0-1.12",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在触摸",NA,"html-keyboard-response",260,1014955,"0.0-17.0-2.12",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"5993.999999999880",NA,NA,"survey-text",261,1020959,"0.0-17.0-3.12",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""麦克正在触摸贝斯""}","<img src='gifs/ChineseGender3b.gif' style='height:400px;''></img>","触摸","正在触摸","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",262,1021461,"0.0-17.0-0.13",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/MaleRace4b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",263,1023464,"0.0-17.0-1.13",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在看着",NA,"html-keyboard-response",264,1026470,"0.0-17.0-2.13",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"5789",NA,NA,"survey-text",265,1032265,"0.0-17.0-3.13",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""麦克正在看着戴夫""}","<img src='gifs/MaleRace4b.gif' style='height:400px;''></img>","看着","正在看着","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",266,1032766,"0.0-17.0-0.14",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/FemaleRace2a.gif' style='height:400px;''></img>",NA,"html-keyboard-response",267,1034769,"0.0-17.0-1.14",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在跟随",NA,"html-keyboard-response",268,1037773,"0.0-17.0-2.14",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"5660.999999999770",NA,NA,"survey-text",269,1043439,"0.0-17.0-3.14",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""霍普正在跟随凯特""}","<img src='gifs/FemaleRace2a.gif' style='height:400px;''></img>","跟随","正在跟随","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",270,1043942,"0.0-17.0-0.15",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/BlackGender2b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",271,1045945,"0.0-17.0-1.15",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在看着",NA,"html-keyboard-response",272,1048948,"0.0-17.0-2.15",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"8145",NA,NA,"survey-text",273,1057101,"0.0-17.0-3.15",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""露丝正在看着戴夫""}","<img src='gifs/BlackGender2b.gif' style='height:400px;''></img>","看着","正在看着","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",274,1057603,"0.0-17.0-0.16",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/MaleRace2b.gif' style='height:400px;''></img>",NA,"html-keyboard-response",275,1059606,"0.0-17.0-1.16",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在提到",NA,"html-keyboard-response",276,1062609,"0.0-17.0-2.16",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"5861",NA,NA,"survey-text",277,1068479,"0.0-17.0-3.16",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""戴夫正在提到弗雷""}","<img src='gifs/MaleRace2b.gif' style='height:400px;''></img>","提到","正在提到","chinese",NA
"null","<div style=""font-size:60px;"">+</div>",NA,"html-keyboard-response",278,1068981,"0.0-17.0-0.17",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","<img src='gifs/FemaleRace4a.gif' style='height:400px;''></img>",NA,"html-keyboard-response",279,1070983,"0.0-17.0-1.17",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"null","正在联系",NA,"html-keyboard-response",280,1073986,"0.0-17.0-2.17",35039,"ListA","man","black",NA,NA,NA,"null",NA,NA,NA,NA,NA,NA
"7691",NA,NA,"survey-text",281,1081682,"0.0-17.0-3.17",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""霍普正在联系贝斯""}","<img src='gifs/FemaleRace4a.gif' style='height:400px;''></img>","联系","正在联系","chinese",NA
"5588","<p>Thank you for completing that task.</p><p>The final part of this session is a short questionnaire.</p><p>Press Continue.</p>",0,"html-button-response",282,1087271,"0.0-18.0",35039,"ListA","man","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101373",NA,NA,"survey-text",283,1189649,"0.0-19.0",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""22"",""Q1"":""Chinese"",""Q2"":""Chinese"",""Q3"":""canada"",""Q4"":""china"",""Q5"":""yellow"",""Q6"":""female""}",NA,NA,NA,NA,"demographics"
"5613.000000000230","<p>Have you lived in the UK for the last 5 years or more?</p>",1,"html-button-response",284,1195263,"0.0-20.0",35039,"ListA","man","black",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fiveyears"
"34370",NA,NA,"external-html",285,1231215,"0.0-21.0",35039,"ListA","man","black","debrief.html",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25716",NA,NA,"survey-text",286,1256935,"0.0-22.0",35039,"ListA","man","black",NA,NA,NA,NA,"{""Q0"":""CFA7""}",NA,NA,NA,NA,"worker_id"
