"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"41204.6149999951","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","41209","0.0-0.0","66474","2B","woman","","","","","","","","",""
"24953.68000000599","","","external-html","1","67270","0.0-1.0","66474","2B","woman","consent.html","","","","","","","",""
"9265.099999989616","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","76537","0.0-2.0","66474","2B","woman","","","","","","","","",""
"2882.6549999939743","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","80422","0.0-3.0","66474","2B","woman","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","83426","0.0-4.0","66474","2B","woman","","null","","","","","","",""
"19098.45999997924","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","102526","0.0-5.0","66474","2B","woman","","","","","","","","",""
"3528.2399999850895","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","107058","0.0-6.0","66474","2B","woman","","","","","","","","",""
"null","Mike is shouting at Ruth","","html-keyboard-response","7","110065","0.0-7.0-0.0","66474","2B","woman","","null","M4 is shouting at W2","shout4","sentence","","","",""
"11263.864999986254","","","survey-likert-extra-labels","8","121333","0.0-7.0-1.0-0.0","66474","2B","woman","","","M4 is shouting at W2","shout4","rating_causation","{""Q0"":0}","[0]","M4 shouted at W2 first","W2 shouted at M4 first"
"6468.909999995958","","","survey-likert-extra-labels","9","127806","0.0-7.0-2.0","66474","2B","woman","","","M4 is shouting at W2","shout4","rating_volition","{""Q0"":0}","[0]","M4 wanted to shout at W2","W2 wanted to shout at M4"
"null","Kate is chasing Beth","","html-keyboard-response","10","129808","0.0-8.0-0.0","66474","2B","woman","","null","W1 is chasing W3","chase","sentence","","","",""
"6978.71500000474","","","survey-likert-extra-labels","11","136789","0.0-8.0-1.0-0.0","66474","2B","woman","","","W1 is chasing W3","chase","rating_causation","{""Q0"":6}","[0]","W1 is running away from W3","W3 is running away from W1"
"5488.959999987856","","","survey-likert-extra-labels","12","142281","0.0-8.0-2.0","66474","2B","woman","","","W1 is chasing W3","chase","rating_volition","{""Q0"":0}","[0]","W1 is behind W3","W3 is behind W1"
"null","Luke is touching Mike","","html-keyboard-response","13","144284","0.0-9.0-0.0","66474","2B","woman","","null","M2 is touching M4","touch2","sentence","","","",""
"8485.060000006342","","","survey-likert-extra-labels","14","152771","0.0-9.0-2.0","66474","2B","woman","","","M2 is touching M4","touch2","rating_volition","{""Q0"":6}","[0]","M4 wanted to touch M2","M2 wanted to touch M4"
"7371.125000005122","","","survey-likert-extra-labels","15","160145","0.0-9.0-3.0-0.0","66474","2B","woman","","","M2 is touching M4","touch2","rating_causation","{""Q0"":3}","[0]","M4 asked to touch M2","M2 asked to touch M4"
"null","Ruth is touching Jane","","html-keyboard-response","16","162149","0.0-10.0-0.0","66474","2B","woman","","null","W2 is touching W4","touch1","sentence","","","",""
"6542.2599999874365","","","survey-likert-extra-labels","17","168693","0.0-10.0-1.0-0.0","66474","2B","woman","","","W2 is touching W4","touch1","rating_causation","{""Q0"":3}","[0]","W4 asked to touch W2","W2 asked to touch W4"
"10496.16499998956","","","survey-likert-extra-labels","18","179193","0.0-10.0-2.0","66474","2B","woman","","","W2 is touching W4","touch1","rating_volition","{""Q0"":4}","[0]","W4 wanted to touch W2","W2 wanted to touch W4"
