"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"3665.8649999881163","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","3668","0.0-0.0","33118","4B","man","","","","","","","","",""
"30762.73499999661","","","external-html","1","35572","0.0-1.0","33118","4B","man","consent.html","","","","","","","",""
"7506.875000020955","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","43080","0.0-2.0","33118","4B","man","","","","","","","","",""
"2268.564999976661","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","46350","0.0-3.0","33118","4B","man","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","49353","0.0-4.0","33118","4B","man","","null","","","","","","",""
"15670.59000005247","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","65025","0.0-5.0","33118","4B","man","","","","","","","","",""
"2312.6249999622814","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","68339","0.0-6.0","33118","4B","man","","","","","","","","",""
"null","Mike is kissing Ruth","","html-keyboard-response","7","71342","0.0-7.0-0.0","33118","4B","man","","null","M4 is kissing W2","kiss4","sentence","","","",""
"13588.105000031646","","","survey-likert-extra-labels","8","84932","0.0-7.0-2.0","33118","4B","man","","","M4 is kissing W2","kiss4","rating_volition","{""Q0"":3}","[0]","M4 wanted to kiss W2","W2 wanted to kiss M4"
"9036.084999970626","","","survey-likert-extra-labels","9","93970","0.0-7.0-3.0-0.0","33118","4B","man","","","M4 is kissing W2","kiss4","rating_causation","{""Q0"":3}","[0]","M4 asked to kiss W2","W2 asked to kiss M4"
"null","Mike is touching Luke","","html-keyboard-response","10","95972","0.0-8.0-0.0","33118","4B","man","","null","M4 is touching M2","touch2","sentence","","","",""
"6431.4850000082515","","","survey-likert-extra-labels","11","102405","0.0-8.0-2.0","33118","4B","man","","","M4 is touching M2","touch2","rating_volition","{""Q0"":1}","[0]","M4 wanted to touch M2","M2 wanted to touch M4"
