"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"1698.4550000051968","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","1702","0.0-0.0","18401","2B","woman","","","","","","","","",""
"9417.134999996051","","","external-html","1","12165","0.0-1.0","18401","2B","woman","consent.html","","","","","","","",""
"5021.164999983739","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","17189","0.0-2.0","18401","2B","woman","","","","","","","","",""
"2334.085000009509","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","20534","0.0-3.0","18401","2B","woman","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","23555","0.0-4.0","18401","2B","woman","","null","","","","","","",""
"5783.360000001267","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","29340","0.0-5.0","18401","2B","woman","","","","","","","","",""
"2760.4250000149477","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","33117","0.0-6.0","18401","2B","woman","","","","","","","","",""
"null","Luke is kissing Jane","","html-keyboard-response","7","36157","0.0-7.0-0.0","18401","2B","woman","","null","M2 is kissing W4","kiss3","sentence","","","",""
"10404.624999995576","","","survey-likert-extra-labels","8","46565","0.0-7.0-1.0-0.0","18401","2B","woman","","","M2 is kissing W4","kiss3","rating_causation","{""Q0"":3}","[0]","W4 asked to kiss M2","M2 asked to kiss W4"
"6627.009999996517","","","survey-likert-extra-labels","9","53197","0.0-7.0-2.0","18401","2B","woman","","","M2 is kissing W4","kiss3","rating_volition","{""Q0"":5}","[0]","W4 wanted to kiss M2","M2 wanted to kiss W4"
"null","Beth is marrying Fred","","html-keyboard-response","10","55210","0.0-8.0-0.0","18401","2B","woman","","null","W3 is marrying M1","marry4","sentence","","","",""
"3488.500000006752","","","survey-likert-extra-labels","11","58701","0.0-8.0-2.0","18401","2B","woman","","","W3 is marrying M1","marry4","rating_volition","{""Q0"":3}","[0]","M1 wanted to marry W3","W3 wanted to marry M1"
"2891.6599999938626","","","survey-likert-extra-labels","12","61596","0.0-8.0-3.0-0.0","18401","2B","woman","","","W3 is marrying M1","marry4","rating_causation","{""Q0"":3}","[0]","M1 asked to marry W3","W3 asked to marry M1"
"null","Kate is talking to Beth","","html-keyboard-response","13","63615","0.0-9.0-0.0","18401","2B","woman","","null","W1 is talking to W3","talk1","sentence","","","",""
"4276.225000008708","","","survey-likert-extra-labels","14","67893","0.0-9.0-2.0","18401","2B","woman","","","W1 is talking to W3","talk1","rating_volition","{""Q0"":3}","[0]","W3 wanted to talk to W1","W1 wanted to talk to W3"
