"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"863.5900000226684","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","866","0.0-0.0","88394","1B","man","","","","","","","","",""
"3426.4449999900535","","","external-html","1","5331","0.0-1.0","88394","1B","man","consent.html","","","","","","","",""
"9593.5499999905","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","14922","0.0-2.0","88394","1B","man","","","","","","","","",""
"1677.384999988135","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","17604","0.0-3.0","88394","1B","man","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","20608","0.0-4.0","88394","1B","man","","null","","","","","","",""
"13690.714999975171","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","34297","0.0-5.0","88394","1B","man","","","","","","","","",""
"2035.3699999977835","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","37333","0.0-6.0","88394","1B","man","","","","","","","","",""
"null","Kate is marrying Dave","","html-keyboard-response","7","40340","0.0-7.0-0.0","88394","1B","man","","null","W1 is marrying M3","marry3","sentence","","","",""
"5780.575000040699","","","survey-likert-extra-labels","8","46122","0.0-7.0-1.0-0.0","88394","1B","man","","","W1 is marrying M3","marry3","rating_causation","{""Q0"":1}","[0]","M3 asked to marry W1","W1 asked to marry M3"
"5197.225000010803","","","survey-likert-extra-labels","9","51321","0.0-7.0-2.0","88394","1B","man","","","W1 is marrying M3","marry3","rating_volition","{""Q0"":2}","[0]","M3 wanted to marry W1","W1 wanted to marry M3"
"null","Dave is hiring Kate","","html-keyboard-response","10","53324","0.0-8.0-0.0","88394","1B","man","","null","M3 is hiring W1","hire","sentence","","","",""
"11387.370000011288","","","survey-likert-extra-labels","11","64712","0.0-8.0-1.0-0.0","88394","1B","man","","","M3 is hiring W1","hire","rating_causation","{""Q0"":6}","[0]","M3 will work for W1","W1 will work for M3"
"4409.459999995306","","","survey-likert-extra-labels","12","69124","0.0-8.0-2.0","88394","1B","man","","","M3 is hiring W1","hire","rating_volition","{""Q0"":0}","[0]","M3 is employing W1","W1 is employing M3"
"null","Beth is arguing with Kate","","html-keyboard-response","13","71129","0.0-9.0-0.0","88394","1B","man","","null","W3 is arguing with W1","argue1","sentence","","","",""
"5349.150000023656","","","survey-likert-extra-labels","14","76479","0.0-9.0-1.0-0.0","88394","1B","man","","","W3 is arguing with W1","argue1","rating_causation","{""Q0"":5}","[0]","W1 started an argument with W3","W3 started an argument with W1"
"5841.490000020713","","","survey-likert-extra-labels","15","82323","0.0-9.0-2.0","88394","1B","man","","","W3 is arguing with W1","argue1","rating_volition","{""Q0"":4}","[0]","W1 wanted to argue with W3","W3 wanted to argue with W1"
"null","Ruth is carrying Jane","","html-keyboard-response","16","84325","0.0-10.0-0.0","88394","1B","man","","null","W2 is carrying W4","carry","sentence","","","",""
"5476.3549999915995","","","survey-likert-extra-labels","17","89802","0.0-10.0-1.0-0.0","88394","1B","man","","","W2 is carrying W4","carry","rating_causation","{""Q0"":2}","[0]","W2 is being moved by W4","W4 is being moved by W2"
"3361.734999984037","","","survey-likert-extra-labels","18","93165","0.0-10.0-2.0","88394","1B","man","","","W2 is carrying W4","carry","rating_volition","{""Q0"":0}","[0]","W2 is transporting W4","W4 is transporting W2"
"null","Mike is marrying Luke","","html-keyboard-response","19","95168","0.0-11.0-0.0","88394","1B","man","","null","M4 is marrying M2","marry2","sentence","","","",""
"5017.740000039339","","","survey-likert-extra-labels","20","100187","0.0-11.0-2.0","88394","1B","man","","","M4 is marrying M2","marry2","rating_volition","{""Q0"":4}","[0]","M2 wanted to marry M4","M4 wanted to marry M2"
"7709.809999971185","","","survey-likert-extra-labels","21","107899","0.0-11.0-3.0-0.0","88394","1B","man","","","M4 is marrying M2","marry2","rating_causation","{""Q0"":4}","[0]","M2 asked to marry M4","M4 asked to marry M2"
"null","Luke is reminding Jane","","html-keyboard-response","22","109901","0.0-12.0-0.0","88394","1B","man","","null","M2 is reminding W4","remind","sentence","","","",""
"5750.369999965187","","","survey-likert-extra-labels","23","115652","0.0-12.0-2.0","88394","1B","man","","","M2 is reminding W4","remind","rating_volition","{""Q0"":0}","[0]","M2 is telling W4 again","W4 is telling M2 again"
"4807.165000005625","","","survey-likert-extra-labels","24","120461","0.0-12.0-3.0-0.0","88394","1B","man","","","M2 is reminding W4","remind","rating_causation","{""Q0"":6}","[0]","M2 is remembering","W4 is remembering"
"null","Ruth is dancing with Mike","","html-keyboard-response","25","122468","0.0-13.0-0.0","88394","1B","man","","null","W2 is dancing with M4","dance3","sentence","","","",""
"4166.429999982938","","","survey-likert-extra-labels","26","126635","0.0-13.0-2.0","88394","1B","man","","","W2 is dancing with M4","dance3","rating_volition","{""Q0"":2}","[0]","W2 wanted to dance with M4","M4 wanted to dance with W2"
"8017.534999991767","","","survey-likert-extra-labels","27","134654","0.0-13.0-3.0-0.0","88394","1B","man","","","W2 is dancing with M4","dance3","rating_causation","{""Q0"":3}","[0]","W2 asked M4 to dance","M4 asked W2 to dance"
"null","Fred is fighting with Beth","","html-keyboard-response","28","136656","0.0-14.0-0.0","88394","1B","man","","null","M1 is fighting with W3","fight3","sentence","","","",""
