"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"2310","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","2318","0.0-0.0","4281","4A","woman","","","","","","","","",""
"26889.000000000004","","","external-html","1","30270","0.0-1.0","4281","4A","woman","consent.html","","","","","","","",""
"11617.000000000007","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","41889","0.0-2.0","4281","4A","woman","","","","","","","","",""
"4018","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","46911","0.0-3.0","4281","4A","woman","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","49917","0.0-4.0","4281","4A","woman","","null","","","","","","",""
"13995","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","63916","0.0-5.0","4281","4A","woman","","","","","","","","",""
"18079","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","82999","0.0-6.0","4281","4A","woman","","","","","","","","",""
"null","Mike is fighting with Dave","","html-keyboard-response","7","86005","0.0-7.0-0.0","4281","4A","woman","","null","M2 is fighting with M4","fight2","sentence","","","",""
"18058","","","survey-likert-extra-labels","8","104075","0.0-7.0-1.0-0.0","4281","4A","woman","","","M2 is fighting with M4","fight2","rating_causation","{""Q0"":4}","[0]","M4 started the fight with M2","M2 started the fight with M4"
"10834","","","survey-likert-extra-labels","9","114912","0.0-7.0-2.0","4281","4A","woman","","","M2 is fighting with M4","fight2","rating_volition","{""Q0"":5}","[0]","M4 wanted to fight M2","M2 wanted to fight M4"
"null","Luke is touching Kate","","html-keyboard-response","10","116917","0.0-8.0-0.0","4281","4A","woman","","null","M1 is touching W3","touch3","sentence","","","",""
"8707","","","survey-likert-extra-labels","11","125630","0.0-8.0-1.0-0.0","4281","4A","woman","","","M1 is touching W3","touch3","rating_causation","{""Q0"":3}","[0]","M1 asked to touch W3","W3 asked to touch M1"
"5777","","","survey-likert-extra-labels","12","131413","0.0-8.0-2.0","4281","4A","woman","","","M1 is touching W3","touch3","rating_volition","{""Q0"":1}","[0]","M1 wanted to touch W3","W3 wanted to touch M1"
"null","Kate is playing with Luke","","html-keyboard-response","13","133418","0.0-9.0-0.0","4281","4A","woman","","null","W3 is playing with M1","play4","sentence","","","",""
"5157","","","survey-likert-extra-labels","14","138580","0.0-9.0-2.0","4281","4A","woman","","","W3 is playing with M1","play4","rating_volition","{""Q0"":6}","[0]","M1 wanted to play with W3","W3 wanted to play with M1"
"4244","","","survey-likert-extra-labels","15","142830","0.0-9.0-3.0-0.0","4281","4A","woman","","","W3 is playing with M1","play4","rating_causation","{""Q0"":5}","[0]","M1 asked to play with W3","W3 asked to play with M1"
"null","Luke is shouting at Fred","","html-keyboard-response","16","144835","0.0-10.0-0.0","4281","4A","woman","","null","M1 is shouting at M3","shout2","sentence","","","",""
"6055","","","survey-likert-extra-labels","17","150896","0.0-10.0-2.0","4281","4A","woman","","","M1 is shouting at M3","shout2","rating_volition","{""Q0"":6}","[0]","M3 wanted to shout at M1","M1 wanted to shout at M3"
"14596","","","survey-likert-extra-labels","18","165496","0.0-10.0-3.0-0.0","4281","4A","woman","","","M1 is shouting at M3","shout2","rating_causation","{""Q0"":3}","[0]","M3 shouted at M1 first","M1 shouted at M3 first"
"null","Beth is touching Jane","","html-keyboard-response","19","167500","0.0-11.0-0.0","4281","4A","woman","","null","W4 is touching W2","touch1","sentence","","","",""
"7701","","","survey-likert-extra-labels","20","175207","0.0-11.0-1.0-0.0","4281","4A","woman","","","W4 is touching W2","touch1","rating_causation","{""Q0"":3}","[0]","W4 asked to touch W2","W2 asked to touch W4"
"10453","","","survey-likert-extra-labels","21","185663","0.0-11.0-2.0","4281","4A","woman","","","W4 is touching W2","touch1","rating_volition","{""Q0"":1}","[0]","W4 wanted to touch W2","W2 wanted to touch W4"
"null","Mike is arguing with Beth","","html-keyboard-response","22","187668","0.0-12.0-0.0","4281","4A","woman","","null","M2 is arguing with W4","argue4","sentence","","","",""
"10031","","","survey-likert-extra-labels","23","197705","0.0-12.0-2.0","4281","4A","woman","","","M2 is arguing with W4","argue4","rating_volition","{""Q0"":6}","[0]","W4 wanted to argue with M2","M2 wanted to argue with W4"
"7305.000000000029","","","survey-likert-extra-labels","24","205016","0.0-12.0-3.0-0.0","4281","4A","woman","","","M2 is arguing with W4","argue4","rating_causation","{""Q0"":4}","[0]","W4 started an argument with M2","M2 started an argument with W4"
"null","Ruth is chasing Kate","","html-keyboard-response","25","207021","0.0-13.0-0.0","4281","4A","woman","","null","W1 is chasing W3","chase","sentence","","","",""
"7239.000000000029","","","survey-likert-extra-labels","26","214266","0.0-13.0-2.0","4281","4A","woman","","","W1 is chasing W3","chase","rating_volition","{""Q0"":0}","[0]","W1 is behind W3","W3 is behind W1"
"8860.99999999997","","","survey-likert-extra-labels","27","223133","0.0-13.0-3.0-0.0","4281","4A","woman","","","W1 is chasing W3","chase","rating_causation","{""Q0"":6}","[0]","W1 is running away from W3","W3 is running away from W1"
"null","Beth is flirting with Jane","","html-keyboard-response","28","225138","0.0-14.0-0.0","4281","4A","woman","","null","W4 is flirting with W2","flirt1","sentence","","","",""
"6988","","","survey-likert-extra-labels","29","232132","0.0-14.0-2.0","4281","4A","woman","","","W4 is flirting with W2","flirt1","rating_volition","{""Q0"":0}","[0]","W4 wanted to flirt with W2","W2 wanted to flirt with W4"
"3765.000000000029","","","survey-likert-extra-labels","30","235903","0.0-14.0-3.0-0.0","4281","4A","woman","","","W4 is flirting with W2","flirt1","rating_causation","{""Q0"":3}","[0]","W4 started flirting with W2 first","W2 started flirting with W4 first"
"null","Fred is fighting with Ruth","","html-keyboard-response","31","237907","0.0-15.0-0.0","4281","4A","woman","","null","M3 is fighting with W1","fight4","sentence","","","",""
"8545","","","survey-likert-extra-labels","32","246458","0.0-15.0-2.0","4281","4A","woman","","","M3 is fighting with W1","fight4","rating_volition","{""Q0"":5}","[0]","W1 wanted to fight M3","M3 wanted to fight W1"
"8339","","","survey-likert-extra-labels","33","254803","0.0-15.0-3.0-0.0","4281","4A","woman","","","M3 is fighting with W1","fight4","rating_causation","{""Q0"":3}","[0]","W1 started the fight with M3","M3 started the fight with W1"
"null","Ruth is touching Fred","","html-keyboard-response","34","256808","0.0-16.0-0.0","4281","4A","woman","","null","W1 is touching M3","touch4","sentence","","","",""
"14022.99999999997","","","survey-likert-extra-labels","35","270837","0.0-16.0-1.0-0.0","4281","4A","woman","","","W1 is touching M3","touch4","rating_causation","{""Q0"":1}","[0]","W1 asked to touch M3","M3 asked to touch W1"
"10915","","","survey-likert-extra-labels","36","281756","0.0-16.0-2.0","4281","4A","woman","","","W1 is touching M3","touch4","rating_volition","{""Q0"":0}","[0]","W1 wanted to touch M3","M3 wanted to touch W1"
"null","Jane is fighting with Beth","","html-keyboard-response","37","283761","0.0-17.0-0.0","4281","4A","woman","","null","W2 is fighting with W4","fight1","sentence","","","",""
"8739","","","survey-likert-extra-labels","38","292506","0.0-17.0-1.0-0.0","4281","4A","woman","","","W2 is fighting with W4","fight1","rating_causation","{""Q0"":5}","[0]","W4 started the fight with W2","W2 started the fight with W4"
"10411","","","survey-likert-extra-labels","39","302923","0.0-17.0-2.0","4281","4A","woman","","","W2 is fighting with W4","fight1","rating_volition","{""Q0"":5}","[0]","W4 wanted to fight W2","W2 wanted to fight W4"
"null","Kate is dancing with Ruth","","html-keyboard-response","40","304927","0.0-18.0-0.0","4281","4A","woman","","null","W3 is dancing with W1","dance1","sentence","","","",""
"5654","","","survey-likert-extra-labels","41","310587","0.0-18.0-1.0-0.0","4281","4A","woman","","","W3 is dancing with W1","dance1","rating_causation","{""Q0"":3}","[0]","W3 asked W1 to dance","W1 asked W3 to dance"
