"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"1713","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","1715","0.0-0.0","73176","2A","man","","","","","","","","",""
"17401","","","external-html","1","20148","0.0-1.0","73176","2A","man","consent.html","","","","","","","",""
"1758","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","21907","0.0-2.0","73176","2A","man","","","","","","","","",""
"2466","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","25379","0.0-3.0","73176","2A","man","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","28413","0.0-4.0","73176","2A","man","","null","","","","","","",""
"16525","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","44939","0.0-5.0","73176","2A","man","","","","","","","","",""
"1674","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","47620","0.0-6.0","73176","2A","man","","","","","","","","",""
"null","Beth is arguing with Mike","","html-keyboard-response","7","50643","0.0-7.0-0.0","73176","2A","man","","null","W4 is arguing with M2","argue4","sentence","","","",""
"9877","","","survey-likert-extra-labels","8","60524","0.0-7.0-1.0-0.0","73176","2A","man","","","W4 is arguing with M2","argue4","rating_causation","{""Q0"":3}","[0]","W4 started an argument with M2","M2 started an argument with W4"
"4798","","","survey-likert-extra-labels","9","65324","0.0-7.0-2.0","73176","2A","man","","","W4 is arguing with M2","argue4","rating_volition","{""Q0"":3}","[0]","W4 wanted to argue with M2","M2 wanted to argue with W4"
"null","Luke is talking to Fred","","html-keyboard-response","10","67332","0.0-8.0-0.0","73176","2A","man","","null","M1 is talking to M3","talk2","sentence","","","",""
"7774","","","survey-likert-extra-labels","11","75108","0.0-8.0-2.0","73176","2A","man","","","M1 is talking to M3","talk2","rating_volition","{""Q0"":3}","[0]","M3 wanted to talk to M1","M1 wanted to talk to M3"
"4581","","","survey-likert-extra-labels","12","79692","0.0-8.0-3.0-0.0","73176","2A","man","","","M1 is talking to M3","talk2","rating_causation","{""Q0"":3}","[0]","M3 started a conversation with M1","M1 started a conversation with M3"
"null","Jane is touching Beth","","html-keyboard-response","13","81712","0.0-9.0-0.0","73176","2A","man","","null","W2 is touching W4","touch1","sentence","","","",""
"7905","","","survey-likert-extra-labels","14","89620","0.0-9.0-2.0","73176","2A","man","","","W2 is touching W4","touch1","rating_volition","{""Q0"":6}","[0]","W4 wanted to touch W2","W2 wanted to touch W4"
"17437","","","survey-likert-extra-labels","15","107059","0.0-9.0-3.0-0.0","73176","2A","man","","","W2 is touching W4","touch1","rating_causation","{""Q0"":4}","[0]","W4 asked to touch W2","W2 asked to touch W4"
"null","Jane is marrying Beth","","html-keyboard-response","16","109072","0.0-10.0-0.0","73176","2A","man","","null","W2 is marrying W4","marry1","sentence","","","",""
"6320","","","survey-likert-extra-labels","17","115396","0.0-10.0-1.0-0.0","73176","2A","man","","","W2 is marrying W4","marry1","rating_causation","{""Q0"":3}","[0]","W4 asked to marry W2","W2 asked to marry W4"
"14582","","","survey-likert-extra-labels","18","129979","0.0-10.0-2.0","73176","2A","man","","","W2 is marrying W4","marry1","rating_volition","{""Q0"":3}","[0]","W4 wanted to marry W2","W2 wanted to marry W4"
"null","Luke is fighting with Kate","","html-keyboard-response","19","131983","0.0-11.0-0.0","73176","2A","man","","null","M1 is fighting with W3","fight3","sentence","","","",""
"9026","","","survey-likert-extra-labels","20","141011","0.0-11.0-2.0","73176","2A","man","","","M1 is fighting with W3","fight3","rating_volition","{""Q0"":0}","[0]","M1 wanted to fight W3","W3 wanted to fight M1"
"6550","","","survey-likert-extra-labels","21","147564","0.0-11.0-3.0-0.0","73176","2A","man","","","M1 is fighting with W3","fight3","rating_causation","{""Q0"":3}","[0]","M1 started the fight with W3","W3 started the fight with M1"
"null","Kate is marrying Luke","","html-keyboard-response","22","149566","0.0-12.0-0.0","73176","2A","man","","null","W3 is marrying M1","marry4","sentence","","","",""
"6348","","","survey-likert-extra-labels","23","155916","0.0-12.0-1.0-0.0","73176","2A","man","","","W3 is marrying M1","marry4","rating_causation","{""Q0"":3}","[0]","M1 asked to marry W3","W3 asked to marry M1"
"4983","","","survey-likert-extra-labels","24","160900","0.0-12.0-2.0","73176","2A","man","","","W3 is marrying M1","marry4","rating_volition","{""Q0"":3}","[0]","M1 wanted to marry W3","W3 wanted to marry M1"
"null","Ruth is chasing Kate","","html-keyboard-response","25","162912","0.0-13.0-0.0","73176","2A","man","","null","W1 is chasing W3","chase","sentence","","","",""
"5975","","","survey-likert-extra-labels","26","168892","0.0-13.0-2.0","73176","2A","man","","","W1 is chasing W3","chase","rating_volition","{""Q0"":0}","[0]","W1 is behind W3","W3 is behind W1"
