"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"1806.6199999302626","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","1807","0.0-0.0","98314","3A","man","","","","","","","","",""
"17691.669999971054","","","external-html","1","20522","0.0-1.0","98314","3A","man","consent.html","","","","","","","",""
"3726.699999999255","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","24249","0.0-2.0","98314","3A","man","","","","","","","","",""
"20632.42999999784","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","45883","0.0-3.0","98314","3A","man","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","48892","0.0-4.0","98314","3A","man","","null","","","","","","",""
"17440.59999997262","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","66334","0.0-5.0","98314","3A","man","","","","","","","","",""
"2032.825000002049","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","69371","0.0-6.0","98314","3A","man","","","","","","","","",""
"null","Ruth is touching Fred","","html-keyboard-response","7","72378","0.0-7.0-0.0","98314","3A","man","","null","W1 is touching M3","touch4","sentence","","","",""
"6406.279999995604","","","survey-likert-extra-labels","8","78787","0.0-7.0-2.0","98314","3A","man","","","W1 is touching M3","touch4","rating_volition","{""Q0"":6}","[0]","M3 wanted to touch W1","W1 wanted to touch M3"
"4076.2249999679625","","","survey-likert-extra-labels","9","82865","0.0-7.0-3.0-0.0","98314","3A","man","","","W1 is touching M3","touch4","rating_causation","{""Q0"":3}","[0]","M3 asked to touch W1","W1 asked to touch M3"
"null","Ruth is arguing with Kate","","html-keyboard-response","10","84868","0.0-8.0-0.0","98314","3A","man","","null","W1 is arguing with W3","argue1","sentence","","","",""
"3800.450000097044","","","survey-likert-extra-labels","11","88670","0.0-8.0-1.0-0.0","98314","3A","man","","","W1 is arguing with W3","argue1","rating_causation","{""Q0"":3}","[0]","W1 started an argument with W3","W3 started an argument with W1"
"3106.764999916777","","","survey-likert-extra-labels","12","91778","0.0-8.0-2.0","98314","3A","man","","","W1 is arguing with W3","argue1","rating_volition","{""Q0"":3}","[0]","W1 wanted to argue with W3","W3 wanted to argue with W1"
"null","Ruth is chasing Kate","","html-keyboard-response","13","93780","0.0-9.0-0.0","98314","3A","man","","null","W1 is chasing W3","chase","sentence","","","",""
"4301.979999989271","","","survey-likert-extra-labels","14","98083","0.0-9.0-2.0","98314","3A","man","","","W1 is chasing W3","chase","rating_volition","{""Q0"":0}","[0]","W1 is behind W3","W3 is behind W1"
"4272.815000033006","","","survey-likert-extra-labels","15","102358","0.0-9.0-3.0-0.0","98314","3A","man","","","W1 is chasing W3","chase","rating_causation","{""Q0"":6}","[0]","W1 is running away from W3","W3 is running away from W1"
"null","Jane is carrying Beth","","html-keyboard-response","16","104363","0.0-10.0-0.0","98314","3A","man","","null","W2 is carrying W4","carry","sentence","","","",""
"5658.945000031963","","","survey-likert-extra-labels","17","110023","0.0-10.0-2.0","98314","3A","man","","","W2 is carrying W4","carry","rating_volition","{""Q0"":0}","[0]","W2 is transporting W4","W4 is transporting W2"
"6358.175000059418","","","survey-likert-extra-labels","18","116383","0.0-10.0-3.0-0.0","98314","3A","man","","","W2 is carrying W4","carry","rating_causation","{""Q0"":6}","[0]","W2 is being moved by W4","W4 is being moved by W2"
"null","Dave is flirting with Mike","","html-keyboard-response","19","118385","0.0-11.0-0.0","98314","3A","man","","null","M4 is flirting with M2","flirt2","sentence","","","",""
"4054.2200000490993","","","survey-likert-extra-labels","20","122441","0.0-11.0-1.0-0.0","98314","3A","man","","","M4 is flirting with M2","flirt2","rating_causation","{""Q0"":3}","[0]","M2 started flirting with M4 first","M4 started flirting with M2 first"
"3955.764999962412","","","survey-likert-extra-labels","21","126398","0.0-11.0-2.0","98314","3A","man","","","M4 is flirting with M2","flirt2","rating_volition","{""Q0"":6}","[0]","M2 wanted to flirt with M4","M4 wanted to flirt with M2"
"null","Luke is playing with Kate","","html-keyboard-response","22","128403","0.0-12.0-0.0","98314","3A","man","","null","M1 is playing with W3","play4","sentence","","","",""
"3120.8049999549985","","","survey-likert-extra-labels","23","131525","0.0-12.0-1.0-0.0","98314","3A","man","","","M1 is playing with W3","play4","rating_causation","{""Q0"":3}","[0]","W3 asked to play with M1","M1 asked to play with W3"
"4509.740000008605","","","survey-likert-extra-labels","24","136037","0.0-12.0-2.0","98314","3A","man","","","M1 is playing with W3","play4","rating_volition","{""Q0"":3}","[0]","W3 wanted to play with M1","M1 wanted to play with W3"
"null","Luke is arguing with Fred","","html-keyboard-response","25","138040","0.0-13.0-0.0","98314","3A","man","","null","M1 is arguing with M3","argue2","sentence","","","",""
"3143.7800000421703","","","survey-likert-extra-labels","26","141185","0.0-13.0-1.0-0.0","98314","3A","man","","","M1 is arguing with M3","argue2","rating_causation","{""Q0"":3}","[0]","M1 started an argument with M3","M3 started an argument with M1"
"2251.71500002034","","","survey-likert-extra-labels","27","143438","0.0-13.0-2.0","98314","3A","man","","","M1 is arguing with M3","argue2","rating_volition","{""Q0"":3}","[0]","M1 wanted to argue with M3","M3 wanted to argue with M1"
"null","Beth is playing with Jane","","html-keyboard-response","28","145444","0.0-14.0-0.0","98314","3A","man","","null","W4 is playing with W2","play1","sentence","","","",""
"4965.739999897778","","","survey-likert-extra-labels","29","150411","0.0-14.0-2.0","98314","3A","man","","","W4 is playing with W2","play1","rating_volition","{""Q0"":3}","[0]","W2 wanted to play with W4","W4 wanted to play with W2"
"1930.640000035055","","","survey-likert-extra-labels","30","152343","0.0-14.0-3.0-0.0","98314","3A","man","","","W4 is playing with W2","play1","rating_causation","{""Q0"":3}","[0]","W2 asked to play with W4","W4 asked to play with W2"
"null","Fred is dancing with Luke","","html-keyboard-response","31","154348","0.0-15.0-0.0","98314","3A","man","","null","M3 is dancing with M1","dance2","sentence","","","",""
"3549.8549999902025","","","survey-likert-extra-labels","32","157899","0.0-15.0-2.0","98314","3A","man","","","M3 is dancing with M1","dance2","rating_volition","{""Q0"":3}","[0]","M1 wanted to dance with M3","M3 wanted to dance with M1"
"1458.394999965094","","","survey-likert-extra-labels","33","159359","0.0-15.0-3.0-0.0","98314","3A","man","","","M3 is dancing with M1","dance2","rating_causation","{""Q0"":3}","[0]","M1 asked M3 to dance","M3 asked M1 to dance"
"null","Kate is talking to Ruth","","html-keyboard-response","34","161365","0.0-16.0-0.0","98314","3A","man","","null","W3 is talking to W1","talk1","sentence","","","",""
"2266.300000017509","","","survey-likert-extra-labels","35","163632","0.0-16.0-2.0","98314","3A","man","","","W3 is talking to W1","talk1","rating_volition","{""Q0"":3}","[0]","W1 wanted to talk to W3","W3 wanted to talk to W1"
"2562.04499991145","","","survey-likert-extra-labels","36","166196","0.0-16.0-3.0-0.0","98314","3A","man","","","W3 is talking to W1","talk1","rating_causation","{""Q0"":3}","[0]","W1 started a conversation with W3","W3 started a conversation with W1"
"null","Fred is shouting at Luke","","html-keyboard-response","37","168200","0.0-17.0-0.0","98314","3A","man","","null","M3 is shouting at M1","shout2","sentence","","","",""
"7517.1250000130385","","","survey-likert-extra-labels","38","175719","0.0-17.0-2.0","98314","3A","man","","","M3 is shouting at M1","shout2","rating_volition","{""Q0"":4}","[0]","M1 wanted to shout at M3","M3 wanted to shout at M1"
"2765.7699999399483","","","survey-likert-extra-labels","39","178486","0.0-17.0-3.0-0.0","98314","3A","man","","","M3 is shouting at M1","shout2","rating_causation","{""Q0"":3}","[0]","M1 shouted at M3 first","M3 shouted at M1 first"
"null","Jane is arguing with Dave","","html-keyboard-response","40","180489","0.0-18.0-0.0","98314","3A","man","","null","W2 is arguing with M4","argue3","sentence","","","",""
"2538.884999928996","","","survey-likert-extra-labels","41","183029","0.0-18.0-2.0","98314","3A","man","","","W2 is arguing with M4","argue3","rating_volition","{""Q0"":3}","[0]","W2 wanted to argue with M4","M4 wanted to argue with W2"
"1532.5200000079349","","","survey-likert-extra-labels","42","184563","0.0-18.0-3.0-0.0","98314","3A","man","","","W2 is arguing with M4","argue3","rating_causation","{""Q0"":3}","[0]","W2 started an argument with M4","M4 started an argument with W2"
"null","Dave is touching Mike","","html-keyboard-response","43","186568","0.0-19.0-0.0","98314","3A","man","","null","M4 is touching M2","touch2","sentence","","","",""
