"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"3440.7999999821186","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","3526","0.0-0.0","5449","2A","woman","","","","","","","","",""
"24855.899999965914","","","external-html","1","29479","0.0-1.0","5449","2A","woman","consent.html","","","","","","","",""
"16036.100000026636","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","45531","0.0-2.0","5449","2A","woman","","","","","","","","",""
"5141.1999999545515","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","51686","0.0-3.0","5449","2A","woman","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","54715","0.0-4.0","5449","2A","woman","","null","","","","","","",""
"28430.000000051223","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","83179","0.0-5.0","5449","2A","woman","","","","","","","","",""
"3730.8999999659136","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","87922","0.0-6.0","5449","2A","woman","","","","","","","","",""
"null","Fred is shouting at Luke","","html-keyboard-response","7","90958","0.0-7.0-0.0","5449","2A","woman","","null","M3 is shouting at M1","shout2","sentence","","","",""
"10981.000000028871","","","survey-likert-extra-labels","8","101980","0.0-7.0-1.0-0.0","5449","2A","woman","","","M3 is shouting at M1","shout2","rating_causation","{""Q0"":1}","[0]","M3 shouted at M1 first","M1 shouted at M3 first"
"15099.700000020675","","","survey-likert-extra-labels","9","117097","0.0-7.0-2.0","5449","2A","woman","","","M3 is shouting at M1","shout2","rating_volition","{""Q0"":4}","[0]","M3 wanted to shout at M1","M1 wanted to shout at M3"
"null","Fred is touching Ruth","","html-keyboard-response","10","119106","0.0-8.0-0.0","5449","2A","woman","","null","M3 is touching W1","touch4","sentence","","","",""
"10071.200000005774","","","survey-likert-extra-labels","11","129194","0.0-8.0-2.0","5449","2A","woman","","","M3 is touching W1","touch4","rating_volition","{""Q0"":3}","[0]","W1 wanted to touch M3","M3 wanted to touch W1"
"9803.000000072643","","","survey-likert-extra-labels","12","139016","0.0-8.0-3.0-0.0","5449","2A","woman","","","M3 is touching W1","touch4","rating_causation","{""Q0"":0}","[0]","W1 asked to touch M3","M3 asked to touch W1"
"null","Luke is talking to Fred","","html-keyboard-response","13","141030","0.0-9.0-0.0","5449","2A","woman","","null","M1 is talking to M3","talk2","sentence","","","",""
"12114.000000059605","","","survey-likert-extra-labels","14","153158","0.0-9.0-2.0","5449","2A","woman","","","M1 is talking to M3","talk2","rating_volition","{""Q0"":6}","[0]","M3 wanted to talk to M1","M1 wanted to talk to M3"
"5899.500000057742","","","survey-likert-extra-labels","15","159073","0.0-9.0-3.0-0.0","5449","2A","woman","","","M1 is talking to M3","talk2","rating_causation","{""Q0"":6}","[0]","M3 started a conversation with M1","M1 started a conversation with M3"
"null","Luke is kissing Fred","","html-keyboard-response","16","161084","0.0-10.0-0.0","5449","2A","woman","","null","M1 is kissing M3","kiss2","sentence","","","",""
"9862.49999993015","","","survey-likert-extra-labels","17","170958","0.0-10.0-1.0-0.0","5449","2A","woman","","","M1 is kissing M3","kiss2","rating_causation","{""Q0"":2}","[0]","M3 asked to kiss M1","M1 asked to kiss M3"
"8059.100000071339","","","survey-likert-extra-labels","18","179030","0.0-10.0-2.0","5449","2A","woman","","","M1 is kissing M3","kiss2","rating_volition","{""Q0"":6}","[0]","M3 wanted to kiss M1","M1 wanted to kiss M3"
"null","Luke is fighting with Kate","","html-keyboard-response","19","181041","0.0-11.0-0.0","5449","2A","woman","","null","M1 is fighting with W3","fight3","sentence","","","",""
"3940.2000000700355","","","survey-likert-extra-labels","20","185003","0.0-11.0-2.0","5449","2A","woman","","","M1 is fighting with W3","fight3","rating_volition","{""Q0"":0}","[0]","M1 wanted to fight W3","W3 wanted to fight M1"
"7109.10000000149","","","survey-likert-extra-labels","21","192125","0.0-11.0-3.0-0.0","5449","2A","woman","","","M1 is fighting with W3","fight3","rating_causation","{""Q0"":2}","[0]","M1 started the fight with W3","W3 started the fight with M1"
"null","Fred is arguing with Luke","","html-keyboard-response","22","194135","0.0-12.0-0.0","5449","2A","woman","","null","M3 is arguing with M1","argue2","sentence","","","",""
"10541.300000040792","","","survey-likert-extra-labels","23","204689","0.0-12.0-1.0-0.0","5449","2A","woman","","","M3 is arguing with M1","argue2","rating_causation","{""Q0"":0}","[0]","M3 started an argument with M1","M1 started an argument with M3"
"5963.299999944866","","","survey-likert-extra-labels","24","210666","0.0-12.0-2.0","5449","2A","woman","","","M3 is arguing with M1","argue2","rating_volition","{""Q0"":2}","[0]","M3 wanted to argue with M1","M1 wanted to argue with M3"
"null","Kate is marrying Luke","","html-keyboard-response","25","212681","0.0-13.0-0.0","5449","2A","woman","","null","W3 is marrying M1","marry4","sentence","","","",""
"7499.900000053458","","","survey-likert-extra-labels","26","220196","0.0-13.0-1.0-0.0","5449","2A","woman","","","W3 is marrying M1","marry4","rating_causation","{""Q0"":0}","[0]","M1 asked to marry W3","W3 asked to marry M1"
"6186.900000087917","","","survey-likert-extra-labels","27","226401","0.0-13.0-2.0","5449","2A","woman","","","W3 is marrying M1","marry4","rating_volition","{""Q0"":1}","[0]","M1 wanted to marry W3","W3 wanted to marry M1"
"null","Dave is playing with Mike","","html-keyboard-response","28","228418","0.0-14.0-0.0","5449","2A","woman","","null","M4 is playing with M2","play2","sentence","","","",""
"3312.999999965541","","","survey-likert-extra-labels","29","231748","0.0-14.0-1.0-0.0","5449","2A","woman","","","M4 is playing with M2","play2","rating_causation","{""Q0"":1}","[0]","M4 asked to play with M2","M2 asked to play with M4"
"6100.800000014715","","","survey-likert-extra-labels","30","237866","0.0-14.0-2.0","5449","2A","woman","","","M4 is playing with M2","play2","rating_volition","{""Q0"":1}","[0]","M4 wanted to play with M2","M2 wanted to play with M4"
"null","Ruth is kissing Kate","","html-keyboard-response","31","239882","0.0-15.0-0.0","5449","2A","woman","","null","W1 is kissing W3","kiss1","sentence","","","",""
"17707.19999994617","","","survey-likert-extra-labels","32","257602","0.0-15.0-2.0","5449","2A","woman","","","W1 is kissing W3","kiss1","rating_volition","{""Q0"":6}","[0]","W3 wanted to kiss W1","W1 wanted to kiss W3"
"7508.499999996275","","","survey-likert-extra-labels","33","265129","0.0-15.0-3.0-0.0","5449","2A","woman","","","W1 is kissing W3","kiss1","rating_causation","{""Q0"":5}","[0]","W3 asked to kiss W1","W1 asked to kiss W3"
"null","Jane is flirting with Beth","","html-keyboard-response","34","267142","0.0-16.0-0.0","5449","2A","woman","","null","W2 is flirting with W4","flirt1","sentence","","","",""
"4858.000000007451","","","survey-likert-extra-labels","35","272024","0.0-16.0-2.0","5449","2A","woman","","","W2 is flirting with W4","flirt1","rating_volition","{""Q0"":6}","[0]","W4 wanted to flirt with W2","W2 wanted to flirt with W4"
"4539.799999911338","","","survey-likert-extra-labels","36","276577","0.0-16.0-3.0-0.0","5449","2A","woman","","","W2 is flirting with W4","flirt1","rating_causation","{""Q0"":6}","[0]","W4 started flirting with W2 first","W2 started flirting with W4 first"
"null","Jane is marrying Beth","","html-keyboard-response","37","278589","0.0-17.0-0.0","5449","2A","woman","","null","W2 is marrying W4","marry1","sentence","","","",""
"20144.800000009127","","","survey-likert-extra-labels","38","298752","0.0-17.0-1.0-0.0","5449","2A","woman","","","W2 is marrying W4","marry1","rating_causation","{""Q0"":6}","[0]","W4 asked to marry W2","W2 asked to marry W4"
"6707.399999955669","","","survey-likert-extra-labels","39","305476","0.0-17.0-2.0","5449","2A","woman","","","W2 is marrying W4","marry1","rating_volition","{""Q0"":6}","[0]","W4 wanted to marry W2","W2 wanted to marry W4"
"null","Beth is fighting with Jane","","html-keyboard-response","40","307486","0.0-18.0-0.0","5449","2A","woman","","null","W4 is fighting with W2","fight1","sentence","","","",""
"6896.200000075623","","","survey-likert-extra-labels","41","314393","0.0-18.0-2.0","5449","2A","woman","","","W4 is fighting with W2","fight1","rating_volition","{""Q0"":1}","[0]","W4 wanted to fight W2","W2 wanted to fight W4"
"6068.700000061654","","","survey-likert-extra-labels","42","320478","0.0-18.0-3.0-0.0","5449","2A","woman","","","W4 is fighting with W2","fight1","rating_causation","{""Q0"":0}","[0]","W4 started the fight with W2","W2 started the fight with W4"
"null","Luke is playing with Kate","","html-keyboard-response","43","322490","0.0-19.0-0.0","5449","2A","woman","","null","M1 is playing with W3","play4","sentence","","","",""
"18607.30000003241","","","survey-likert-extra-labels","44","341116","0.0-19.0-2.0","5449","2A","woman","","","M1 is playing with W3","play4","rating_volition","{""Q0"":4}","[0]","M1 wanted to play with W3","W3 wanted to play with M1"
"4974.099999992177","","","survey-likert-extra-labels","45","346108","0.0-19.0-3.0-0.0","5449","2A","woman","","","M1 is playing with W3","play4","rating_causation","{""Q0"":0}","[0]","M1 asked to play with W3","W3 asked to play with M1"
"null","Kate is feeding Luke","","html-keyboard-response","46","348122","0.0-20.0-0.0","5449","2A","woman","","null","W3 is feeding M1","feed","sentence","","","",""
"6261.999999987893","","","survey-likert-extra-labels","47","354400","0.0-20.0-2.0","5449","2A","woman","","","W3 is feeding M1","feed","rating_volition","{""Q0"":0}","[0]","W3 is giving M1 food","M1 is giving W3 food"
"7919.499999959953","","","survey-likert-extra-labels","48","362331","0.0-20.0-3.0-0.0","5449","2A","woman","","","W3 is feeding M1","feed","rating_causation","{""Q0"":6}","[0]","W3 is eating M1's food","M1 is eating W3's food"
"null","Fred is flirting with Ruth","","html-keyboard-response","49","364347","0.0-21.0-0.0","5449","2A","woman","","null","M3 is flirting with W1","flirt4","sentence","","","",""
"28143.39999994263","","","survey-likert-extra-labels","50","392508","0.0-21.0-1.0-0.0","5449","2A","woman","","","M3 is flirting with W1","flirt4","rating_causation","{""Q0"":2}","[0]","W1 started flirting with M3 first","M3 started flirting with W1 first"
"9444.800000055693","","","survey-likert-extra-labels","51","401970","0.0-21.0-2.0","5449","2A","woman","","","M3 is flirting with W1","flirt4","rating_volition","{""Q0"":6}","[0]","W1 wanted to flirt with M3","M3 wanted to flirt with W1"
"null","Luke is driving Fred","","html-keyboard-response","52","403979","0.0-22.0-0.0","5449","2A","woman","","null","M1 is driving M3","drive","sentence","","","",""
"4030.7000000029802","","","survey-likert-extra-labels","53","408022","0.0-22.0-1.0-0.0","5449","2A","woman","","","M1 is driving M3","drive","rating_causation","{""Q0"":6}","[0]","M3 is taking M1 somewhere","M1 is taking M3 somewhere"
"7726.200000033714","","","survey-likert-extra-labels","54","415763","0.0-22.0-2.0","5449","2A","woman","","","M1 is driving M3","drive","rating_volition","{""Q0"":0}","[0]","M3 is M1's passenger","M1 is M3's passenger"
"null","Dave is shouting at Jane","","html-keyboard-response","55","417773","0.0-23.0-0.0","5449","2A","woman","","null","M4 is shouting at W2","shout4","sentence","","","",""
"5906.199999968521","","","survey-likert-extra-labels","56","423689","0.0-23.0-2.0","5449","2A","woman","","","M4 is shouting at W2","shout4","rating_volition","{""Q0"":0}","[0]","M4 wanted to shout at W2","W2 wanted to shout at M4"
"5575.599999981932","","","survey-likert-extra-labels","57","429281","0.0-23.0-3.0-0.0","5449","2A","woman","","","M4 is shouting at W2","shout4","rating_causation","{""Q0"":3}","[0]","M4 shouted at W2 first","W2 shouted at M4 first"
"null","Kate is flirting with Luke","","html-keyboard-response","58","431294","0.0-24.0-0.0","5449","2A","woman","","null","W3 is flirting with M1","flirt3","sentence","","","",""
"4015.2999999700114","","","survey-likert-extra-labels","59","435323","0.0-24.0-2.0","5449","2A","woman","","","W3 is flirting with M1","flirt3","rating_volition","{""Q0"":6}","[0]","M1 wanted to flirt with W3","W3 wanted to flirt with M1"
"4742.800000007264","","","survey-likert-extra-labels","60","440083","0.0-24.0-3.0-0.0","5449","2A","woman","","","W3 is flirting with M1","flirt3","rating_causation","{""Q0"":3}","[0]","M1 started flirting with W3 first","W3 started flirting with M1 first"
"null","Mike is talking to Beth","","html-keyboard-response","61","442096","0.0-25.0-0.0","5449","2A","woman","","null","M2 is talking to W4","talk4","sentence","","","",""
"3687.7999999560416","","","survey-likert-extra-labels","62","445801","0.0-25.0-1.0-0.0","5449","2A","woman","","","M2 is talking to W4","talk4","rating_causation","{""Q0"":6}","[0]","W4 started a conversation with M2","M2 started a conversation with W4"
"55046.29999992903","","","survey-likert-extra-labels","63","500860","0.0-25.0-2.0","5449","2A","woman","","","M2 is talking to W4","talk4","rating_volition","{""Q0"":6}","[0]","W4 wanted to talk to M2","M2 wanted to talk to W4"
"null","Jane is carrying Beth","","html-keyboard-response","64","502870","0.0-26.0-0.0","5449","2A","woman","","null","W2 is carrying W4","carry","sentence","","","",""
"7427.200000034645","","","survey-likert-extra-labels","65","510311","0.0-26.0-2.0","5449","2A","woman","","","W2 is carrying W4","carry","rating_volition","{""Q0"":0}","[0]","W2 is transporting W4","W4 is transporting W2"
"4499.10000001546","","","survey-likert-extra-labels","66","514829","0.0-26.0-3.0-0.0","5449","2A","woman","","","W2 is carrying W4","carry","rating_causation","{""Q0"":6}","[0]","W2 is being moved by W4","W4 is being moved by W2"
"null","Ruth is playing with Fred","","html-keyboard-response","67","516844","0.0-27.0-0.0","5449","2A","woman","","null","W1 is playing with M3","play3","sentence","","","",""
"5565.500000026077","","","survey-likert-extra-labels","68","522427","0.0-27.0-2.0","5449","2A","woman","","","W1 is playing with M3","play3","rating_volition","{""Q0"":0}","[0]","W1 wanted to play with M3","M3 wanted to play with W1"
"5801.699999952689","","","survey-likert-extra-labels","69","528340","0.0-27.0-3.0-0.0","5449","2A","woman","","","W1 is playing with M3","play3","rating_causation","{""Q0"":0}","[0]","W1 asked to play with M3","M3 asked to play with W1"
"null","Mike is touching Dave","","html-keyboard-response","70","530354","0.0-28.0-0.0","5449","2A","woman","","null","M2 is touching M4","touch2","sentence","","","",""
"3918.199999956414","","","survey-likert-extra-labels","71","534321","0.0-28.0-2.0","5449","2A","woman","","","M2 is touching M4","touch2","rating_volition","{""Q0"":6}","[0]","M4 wanted to touch M2","M2 wanted to touch M4"
"5041.500000050291","","","survey-likert-extra-labels","72","539383","0.0-28.0-3.0-0.0","5449","2A","woman","","","M2 is touching M4","touch2","rating_causation","{""Q0"":2}","[0]","M4 asked to touch M2","M2 asked to touch M4"
"null","Dave is fighting with Mike","","html-keyboard-response","73","541407","0.0-29.0-0.0","5449","2A","woman","","null","M4 is fighting with M2","fight2","sentence","","","",""
"6541.5999999968335","","","survey-likert-extra-labels","74","547973","0.0-29.0-2.0","5449","2A","woman","","","M4 is fighting with M2","fight2","rating_volition","{""Q0"":0}","[0]","M4 wanted to fight M2","M2 wanted to fight M4"
"7567.299999995157","","","survey-likert-extra-labels","75","555561","0.0-29.0-3.0-0.0","5449","2A","woman","","","M4 is fighting with M2","fight2","rating_causation","{""Q0"":1}","[0]","M4 started the fight with M2","M2 started the fight with M4"
"null","Kate is shouting at Ruth","","html-keyboard-response","76","557576","0.0-30.0-0.0","5449","2A","woman","","null","W3 is shouting at W1","shout1","sentence","","","",""
"9338.600000017323","","","survey-likert-extra-labels","77","566928","0.0-30.0-1.0-0.0","5449","2A","woman","","","W3 is shouting at W1","shout1","rating_causation","{""Q0"":1}","[0]","W3 shouted at W1 first","W1 shouted at W3 first"
"18344.09999998752","","","survey-likert-extra-labels","78","585296","0.0-30.0-2.0","5449","2A","woman","","","W3 is shouting at W1","shout1","rating_volition","{""Q0"":1}","[0]","W3 wanted to shout at W1","W1 wanted to shout at W3"
"null","Kate is touching Luke","","html-keyboard-response","79","587316","0.0-31.0-0.0","5449","2A","woman","","null","W3 is touching M1","touch3","sentence","","","",""
"8250.099999946542","","","survey-likert-extra-labels","80","595577","0.0-31.0-1.0-0.0","5449","2A","woman","","","W3 is touching M1","touch3","rating_causation","{""Q0"":3}","[0]","M1 asked to touch W3","W3 asked to touch M1"
"4561.8999999715015","","","survey-likert-extra-labels","81","600153","0.0-31.0-2.0","5449","2A","woman","","","W3 is touching M1","touch3","rating_volition","{""Q0"":6}","[0]","M1 wanted to touch W3","W3 wanted to touch M1"
"null","Ruth is dancing with Kate","","html-keyboard-response","82","602163","0.0-32.0-0.0","5449","2A","woman","","null","W1 is dancing with W3","dance1","sentence","","","",""
"6243.200000026263","","","survey-likert-extra-labels","83","608420","0.0-32.0-2.0","5449","2A","woman","","","W1 is dancing with W3","dance1","rating_volition","{""Q0"":5}","[0]","W3 wanted to dance with W1","W1 wanted to dance with W3"
"6604.999999981374","","","survey-likert-extra-labels","84","615037","0.0-32.0-3.0-0.0","5449","2A","woman","","","W1 is dancing with W3","dance1","rating_causation","{""Q0"":6}","[0]","W3 asked W1 to dance","W1 asked W3 to dance"
"null","Fred is marrying Ruth","","html-keyboard-response","85","617049","0.0-33.0-0.0","5449","2A","woman","","null","M3 is marrying W1","marry3","sentence","","","",""
"4142.299999948591","","","survey-likert-extra-labels","86","621208","0.0-33.0-2.0","5449","2A","woman","","","M3 is marrying W1","marry3","rating_volition","{""Q0"":6}","[0]","W1 wanted to marry M3","M3 wanted to marry W1"
"4325.300000025891","","","survey-likert-extra-labels","87","625552","0.0-33.0-3.0-0.0","5449","2A","woman","","","M3 is marrying W1","marry3","rating_causation","{""Q0"":6}","[0]","W1 asked to marry M3","M3 asked to marry W1"
"null","Luke is dancing with Fred","","html-keyboard-response","88","627564","0.0-34.0-0.0","5449","2A","woman","","null","M1 is dancing with M3","dance2","sentence","","","",""
"10986.700000008568","","","survey-likert-extra-labels","89","638567","0.0-34.0-2.0","5449","2A","woman","","","M1 is dancing with M3","dance2","rating_volition","{""Q0"":6}","[0]","M3 wanted to dance with M1","M1 wanted to dance with M3"
"3615.8000000286847","","","survey-likert-extra-labels","90","642200","0.0-34.0-3.0-0.0","5449","2A","woman","","","M1 is dancing with M3","dance2","rating_causation","{""Q0"":4}","[0]","M3 asked M1 to dance","M1 asked M3 to dance"
"null","Beth is arguing with Mike","","html-keyboard-response","91","644209","0.0-35.0-0.0","5449","2A","woman","","null","W4 is arguing with M2","argue4","sentence","","","",""
"3576.60000002943","","","survey-likert-extra-labels","92","647799","0.0-35.0-1.0-0.0","5449","2A","woman","","","W4 is arguing with M2","argue4","rating_causation","{""Q0"":1}","[0]","W4 started an argument with M2","M2 started an argument with W4"
"4106.000000028871","","","survey-likert-extra-labels","93","651916","0.0-35.0-2.0","5449","2A","woman","","","W4 is arguing with M2","argue4","rating_volition","{""Q0"":2}","[0]","W4 wanted to argue with M2","M2 wanted to argue with W4"
"null","Mike is dancing with Beth","","html-keyboard-response","94","653942","0.0-36.0-0.0","5449","2A","woman","","null","M2 is dancing with W4","dance4","sentence","","","",""
"7298.300000024028","","","survey-likert-extra-labels","95","661259","0.0-36.0-1.0-0.0","5449","2A","woman","","","M2 is dancing with W4","dance4","rating_causation","{""Q0"":5}","[0]","W4 asked M2 to dance","M2 asked W4 to dance"
"5078.099999926053","","","survey-likert-extra-labels","96","666353","0.0-36.0-2.0","5449","2A","woman","","","M2 is dancing with W4","dance4","rating_volition","{""Q0"":5}","[0]","W4 wanted to dance with M2","M2 wanted to dance with W4"
"null","Ruth is fighting with Fred","","html-keyboard-response","97","668366","0.0-37.0-0.0","5449","2A","woman","","null","W1 is fighting with M3","fight4","sentence","","","",""
"6958.4000000031665","","","survey-likert-extra-labels","98","675338","0.0-37.0-2.0","5449","2A","woman","","","W1 is fighting with M3","fight4","rating_volition","{""Q0"":1}","[0]","W1 wanted to fight M3","M3 wanted to fight W1"
"4799.600000027567","","","survey-likert-extra-labels","99","680156","0.0-37.0-3.0-0.0","5449","2A","woman","","","W1 is fighting with M3","fight4","rating_causation","{""Q0"":3}","[0]","W1 started the fight with M3","M3 started the fight with W1"
"null","Jane is talking to Dave","","html-keyboard-response","100","682178","0.0-38.0-0.0","5449","2A","woman","","null","W2 is talking to M4","talk3","sentence","","","",""
"5171.899999957532","","","survey-likert-extra-labels","101","687362","0.0-38.0-2.0","5449","2A","woman","","","W2 is talking to M4","talk3","rating_volition","{""Q0"":6}","[0]","M4 wanted to talk to W2","W2 wanted to talk to M4"
"5373.400000040419","","","survey-likert-extra-labels","102","692750","0.0-38.0-3.0-0.0","5449","2A","woman","","","W2 is talking to M4","talk3","rating_causation","{""Q0"":6}","[0]","M4 started a conversation with W2","W2 started a conversation with M4"
"null","Ruth is talking to Kate","","html-keyboard-response","103","694761","0.0-39.0-0.0","5449","2A","woman","","null","W1 is talking to W3","talk1","sentence","","","",""
"4509.399999980815","","","survey-likert-extra-labels","104","699282","0.0-39.0-2.0","5449","2A","woman","","","W1 is talking to W3","talk1","rating_volition","{""Q0"":6}","[0]","W3 wanted to talk to W1","W1 wanted to talk to W3"
"3525.30000009574","","","survey-likert-extra-labels","105","702822","0.0-39.0-3.0-0.0","5449","2A","woman","","","W1 is talking to W3","talk1","rating_causation","{""Q0"":6}","[0]","W3 started a conversation with W1","W1 started a conversation with W3"
"null","Kate is arguing with Ruth","","html-keyboard-response","106","704841","0.0-40.0-0.0","5449","2A","woman","","null","W3 is arguing with W1","argue1","sentence","","","",""
"5747.800000011921","","","survey-likert-extra-labels","107","710602","0.0-40.0-2.0","5449","2A","woman","","","W3 is arguing with W1","argue1","rating_volition","{""Q0"":1}","[0]","W3 wanted to argue with W1","W1 wanted to argue with W3"
"5574.799999943934","","","survey-likert-extra-labels","108","716200","0.0-40.0-3.0-0.0","5449","2A","woman","","","W3 is arguing with W1","argue1","rating_causation","{""Q0"":3}","[0]","W3 started an argument with W1","W1 started an argument with W3"
"null","Mike is kissing Beth","","html-keyboard-response","109","718211","0.0-41.0-0.0","5449","2A","woman","","null","M2 is kissing W4","kiss3","sentence","","","",""
"4745.600000023842","","","survey-likert-extra-labels","110","722970","0.0-41.0-1.0-0.0","5449","2A","woman","","","M2 is kissing W4","kiss3","rating_causation","{""Q0"":4}","[0]","W4 asked to kiss M2","M2 asked to kiss W4"
"6956.499999971129","","","survey-likert-extra-labels","111","729953","0.0-41.0-2.0","5449","2A","woman","","","M2 is kissing W4","kiss3","rating_volition","{""Q0"":6}","[0]","W4 wanted to kiss M2","M2 wanted to kiss W4"
"null","Fred is hiring Ruth","","html-keyboard-response","112","731969","0.0-42.0-0.0","5449","2A","woman","","null","M3 is hiring W1","hire","sentence","","","",""
"7086.999999941327","","","survey-likert-extra-labels","113","739071","0.0-42.0-1.0-0.0","5449","2A","woman","","","M3 is hiring W1","hire","rating_causation","{""Q0"":1}","[0]","M3 will work for W1","W1 will work for M3"
"9255.999999935739","","","survey-likert-extra-labels","114","748347","0.0-42.0-2.0","5449","2A","woman","","","M3 is hiring W1","hire","rating_volition","{""Q0"":1}","[0]","M3 is employing W1","W1 is employing M3"
"null","Beth is shouting at Mike","","html-keyboard-response","115","750362","0.0-43.0-0.0","5449","2A","woman","","null","W4 is shouting at M2","shout3","sentence","","","",""
"15491.000000038184","","","survey-likert-extra-labels","116","765866","0.0-43.0-2.0","5449","2A","woman","","","W4 is shouting at M2","shout3","rating_volition","{""Q0"":0}","[0]","W4 wanted to shout at M2","M2 wanted to shout at W4"
"5625","","","survey-likert-extra-labels","117","771510","0.0-43.0-3.0-0.0","5449","2A","woman","","","W4 is shouting at M2","shout3","rating_causation","{""Q0"":1}","[0]","W4 shouted at M2 first","M2 shouted at W4 first"
"null","Ruth is chasing Kate","","html-keyboard-response","118","773522","0.0-44.0-0.0","5449","2A","woman","","null","W1 is chasing W3","chase","sentence","","","",""
"7087.700000032783","","","survey-likert-extra-labels","119","780623","0.0-44.0-1.0-0.0","5449","2A","woman","","","W1 is chasing W3","chase","rating_causation","{""Q0"":6}","[0]","W1 is running away from W3","W3 is running away from W1"
"6936.299999943003","","","survey-likert-extra-labels","120","787573","0.0-44.0-2.0","5449","2A","woman","","","W1 is chasing W3","chase","rating_volition","{""Q0"":2}","[0]","W1 is behind W3","W3 is behind W1"
"null","Jane is teaching Dave","","html-keyboard-response","121","789584","0.0-45.0-0.0","5449","2A","woman","","null","W2 is teaching M4","teach","sentence","","","",""
"4553.700000047684","","","survey-likert-extra-labels","122","794149","0.0-45.0-2.0","5449","2A","woman","","","W2 is teaching M4","teach","rating_volition","{""Q0"":0}","[0]","W2 is educating M4","M4 is educating W2"
"4602.599999983795","","","survey-likert-extra-labels","123","798764","0.0-45.0-3.0-0.0","5449","2A","woman","","","W2 is teaching M4","teach","rating_causation","{""Q0"":6}","[0]","W2 is learning from M4","M4 is learning from W2"
"null","Mike is marrying Dave","","html-keyboard-response","124","800778","0.0-46.0-0.0","5449","2A","woman","","null","M2 is marrying M4","marry2","sentence","","","",""
"4387.999999918975","","","survey-likert-extra-labels","125","805179","0.0-46.0-1.0-0.0","5449","2A","woman","","","M2 is marrying M4","marry2","rating_causation","{""Q0"":6}","[0]","M4 asked to marry M2","M2 asked to marry M4"
"4315.19999995362","","","survey-likert-extra-labels","126","809507","0.0-46.0-2.0","5449","2A","woman","","","M2 is marrying M4","marry2","rating_volition","{""Q0"":5}","[0]","M4 wanted to marry M2","M2 wanted to marry M4"
"null","Mike is flirting with Dave","","html-keyboard-response","127","811522","0.0-47.0-0.0","5449","2A","woman","","null","M2 is flirting with M4","flirt2","sentence","","","",""
"3535.300000105053","","","survey-likert-extra-labels","128","815079","0.0-47.0-2.0","5449","2A","woman","","","M2 is flirting with M4","flirt2","rating_volition","{""Q0"":6}","[0]","M4 wanted to flirt with M2","M2 wanted to flirt with M4"
