"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"1419.8600000236183","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","1429","0.0-0.0","85576","1A","woman","","","","","","","","",""
"9044.845000025816","","","external-html","1","11584","0.0-1.0","85576","1A","woman","consent.html","","","","","","","",""
"1855.8300000149757","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","13446","0.0-2.0","85576","1A","woman","","","","","","","","",""
"3131.345000001602","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","17596","0.0-3.0","85576","1A","woman","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","20608","0.0-4.0","85576","1A","woman","","null","","","","","","",""
"12903.670000028796","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","33516","0.0-5.0","85576","1A","woman","","","","","","","","",""
"1416.4299999829382","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","35946","0.0-6.0","85576","1A","woman","","","","","","","","",""
"null","Fred is kissing Luke","","html-keyboard-response","7","38984","0.0-7.0-0.0","85576","1A","woman","","null","M3 is kissing M1","kiss2","sentence","","","",""
"4367.934999987483","","","survey-likert-extra-labels","8","43368","0.0-7.0-2.0","85576","1A","woman","","","M3 is kissing M1","kiss2","rating_volition","{""Q0"":6}","[0]","M1 wanted to kiss M3","M3 wanted to kiss M1"
"9650.645000045188","","","survey-likert-extra-labels","9","53028","0.0-7.0-3.0-0.0","85576","1A","woman","","","M3 is kissing M1","kiss2","rating_causation","{""Q0"":6}","[0]","M1 asked to kiss M3","M3 asked to kiss M1"
"null","Kate is touching Luke","","html-keyboard-response","10","55040","0.0-8.0-0.0","85576","1A","woman","","null","W3 is touching M1","touch3","sentence","","","",""
"7337.484999909066","","","survey-likert-extra-labels","11","62389","0.0-8.0-1.0-0.0","85576","1A","woman","","","W3 is touching M1","touch3","rating_causation","{""Q0"":1}","[0]","W3 asked to touch M1","M1 asked to touch W3"
"7016.169999958947","","","survey-likert-extra-labels","12","69412","0.0-8.0-2.0","85576","1A","woman","","","W3 is touching M1","touch3","rating_volition","{""Q0"":0}","[0]","W3 wanted to touch M1","M1 wanted to touch W3"
"null","Ruth is dancing with Kate","","html-keyboard-response","13","71651","0.0-9.0-0.0","85576","1A","woman","","null","W1 is dancing with W3","dance1","sentence","","","",""
"117753.11499997042","","","survey-likert-extra-labels","14","189409","0.0-9.0-2.0","85576","1A","woman","","","W1 is dancing with W3","dance1","rating_volition","{""Q0"":0}","[0]","W1 wanted to dance with W3","W3 wanted to dance with W1"
"5259.240000043064","","","survey-likert-extra-labels","15","194676","0.0-9.0-3.0-0.0","85576","1A","woman","","","W1 is dancing with W3","dance1","rating_causation","{""Q0"":1}","[0]","W1 asked W3 to dance","W3 asked W1 to dance"
"null","Jane is teaching Dave","","html-keyboard-response","16","196684","0.0-10.0-0.0","85576","1A","woman","","null","W2 is teaching M4","teach","sentence","","","",""
"3107.1500000543892","","","survey-likert-extra-labels","17","199795","0.0-10.0-1.0-0.0","85576","1A","woman","","","W2 is teaching M4","teach","rating_causation","{""Q0"":0}","[0]","W2 is learning from M4","M4 is learning from W2"
"4418.464999995194","","","survey-likert-extra-labels","18","204220","0.0-10.0-2.0","85576","1A","woman","","","W2 is teaching M4","teach","rating_volition","{""Q0"":0}","[0]","W2 is educating M4","M4 is educating W2"
