"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"4834","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","4842","0.0-0.0","7312","1A","woman","","","","","","","","",""
"19374","","","external-html","1","25445","0.0-1.0","7312","1A","woman","consent.html","","","","","","","",""
"7186","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","32638","0.0-2.0","7312","1A","woman","","","","","","","","",""
"2806","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","36460","0.0-3.0","7312","1A","woman","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","39488","0.0-4.0","7312","1A","woman","","null","","","","","","",""
"37589","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","77082","0.0-5.0","7312","1A","woman","","","","","","","","",""
"3726","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","81834","0.0-6.0","7312","1A","woman","","","","","","","","",""
"null","Dave is fighting with Mike","","html-keyboard-response","7","84866","0.0-7.0-0.0","7312","1A","woman","","null","M4 is fighting with M2","fight2","sentence","","","",""
"9727","","","survey-likert-extra-labels","8","94611","0.0-7.0-2.0","7312","1A","woman","","","M4 is fighting with M2","fight2","rating_volition","{""Q0"":5}","[0]","M2 wanted to fight M4","M4 wanted to fight M2"
"10630","","","survey-likert-extra-labels","9","105251","0.0-7.0-3.0-0.0","7312","1A","woman","","","M4 is fighting with M2","fight2","rating_causation","{""Q0"":5}","[0]","M2 started the fight with M4","M4 started the fight with M2"
"null","Ruth is dancing with Kate","","html-keyboard-response","10","107271","0.0-8.0-0.0","7312","1A","woman","","null","W1 is dancing with W3","dance1","sentence","","","",""
"7148","","","survey-likert-extra-labels","11","114430","0.0-8.0-2.0","7312","1A","woman","","","W1 is dancing with W3","dance1","rating_volition","{""Q0"":2}","[0]","W1 wanted to dance with W3","W3 wanted to dance with W1"
"7100","","","survey-likert-extra-labels","12","121537","0.0-8.0-3.0-0.0","7312","1A","woman","","","W1 is dancing with W3","dance1","rating_causation","{""Q0"":4}","[0]","W1 asked W3 to dance","W3 asked W1 to dance"
"null","Kate is flirting with Luke","","html-keyboard-response","13","123552","0.0-9.0-0.0","7312","1A","woman","","null","W3 is flirting with M1","flirt3","sentence","","","",""
"7466","","","survey-likert-extra-labels","14","131026","0.0-9.0-2.0","7312","1A","woman","","","W3 is flirting with M1","flirt3","rating_volition","{""Q0"":0}","[0]","W3 wanted to flirt with M1","M1 wanted to flirt with W3"
"6980","","","survey-likert-extra-labels","15","138015","0.0-9.0-3.0-0.0","7312","1A","woman","","","W3 is flirting with M1","flirt3","rating_causation","{""Q0"":1}","[0]","W3 started flirting with M1 first","M1 started flirting with W3 first"
"null","Luke is marrying Kate","","html-keyboard-response","16","140036","0.0-10.0-0.0","7312","1A","woman","","null","M1 is marrying W3","marry4","sentence","","","",""
"7543","","","survey-likert-extra-labels","17","147588","0.0-10.0-2.0","7312","1A","woman","","","M1 is marrying W3","marry4","rating_volition","{""Q0"":3}","[0]","W3 wanted to marry M1","M1 wanted to marry W3"
"9497","","","survey-likert-extra-labels","18","157092","0.0-10.0-3.0-0.0","7312","1A","woman","","","M1 is marrying W3","marry4","rating_causation","{""Q0"":4}","[0]","W3 asked to marry M1","M1 asked to marry W3"
"null","Jane is talking to Dave","","html-keyboard-response","19","159099","0.0-11.0-0.0","7312","1A","woman","","null","W2 is talking to M4","talk3","sentence","","","",""
