"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","url","key_press","sentence_type","verb","test_part","responses","question_order","left_part","right_part"
"1783.3000000000538","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","1789","0.0-0.0","18454","2A","man","","","","","","","","",""
"7667.410000000018","","","external-html","1","10508","0.0-1.0","18454","2A","man","consent.html","","","","","","","",""
"19614.829999999984","<p>Welcome.</p><p>In this experiment we will ask you to imagine some situations.</p><p>Each trial starts with a description of an event.</p><p>Then you will see alternative descriptions of that event, and you will rate on a scale how best they match the original description.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>To do this task, you will have to use your imagination to visualise these events.</p><br><p>Ready?</p>","0","html-button-response","2","30125","0.0-2.0","18454","2A","man","","","","","","","","",""
"3443.935000000238","<p>Before the experiment starts, you will watch an example trial. Press 'Continue'.</p>","0","html-button-response","3","34574","0.0-3.0","18454","2A","man","","","","","","","","",""
"null","The police officer is arresting the robber","","html-keyboard-response","4","37583","0.0-4.0","18454","2A","man","","null","","","","","","",""
"14851.929999999804","<img src='img/Example-trial.jpg' style='height:550px;''></img>","0","html-button-response","5","52439","0.0-5.0","18454","2A","man","","","","","","","","",""
"5492.600000000035","<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>","0","html-button-response","6","58935","0.0-6.0","18454","2A","man","","","","","","","","",""
"null","Ruth is kissing Kate","","html-keyboard-response","7","61942","0.0-7.0-0.0","18454","2A","man","","null","W1 is kissing W3","kiss1","sentence","","","",""
"13846.779999999853","","","survey-likert-extra-labels","8","75797","0.0-7.0-1.0-0.0","18454","2A","man","","","W1 is kissing W3","kiss1","rating_causation","{""Q0"":3}","[0]","W3 asked to kiss W1","W1 asked to kiss W3"
"6282.7699999998","","","survey-likert-extra-labels","9","82098","0.0-7.0-2.0","18454","2A","man","","","W1 is kissing W3","kiss1","rating_volition","{""Q0"":5}","[0]","W3 wanted to kiss W1","W1 wanted to kiss W3"
"null","Kate is marrying Luke","","html-keyboard-response","10","84114","0.0-8.0-0.0","18454","2A","man","","null","W3 is marrying M1","marry4","sentence","","","",""
"5361.335000000065","","","survey-likert-extra-labels","11","89478","0.0-8.0-2.0","18454","2A","man","","","W3 is marrying M1","marry4","rating_volition","{""Q0"":6}","[0]","M1 wanted to marry W3","W3 wanted to marry M1"
"9536.66499999963","","","survey-likert-extra-labels","12","99029","0.0-8.0-3.0-0.0","18454","2A","man","","","W3 is marrying M1","marry4","rating_causation","{""Q0"":0}","[0]","M1 asked to marry W3","W3 asked to marry M1"
"null","Dave is playing with Mike","","html-keyboard-response","13","101044","0.0-9.0-0.0","18454","2A","man","","null","M4 is playing with M2","play2","sentence","","","",""
"8325.280000000013","","","survey-likert-extra-labels","14","109373","0.0-9.0-1.0-0.0","18454","2A","man","","","M4 is playing with M2","play2","rating_causation","{""Q0"":2}","[0]","M4 asked to play with M2","M2 asked to play with M4"
"6459.974999999758","","","survey-likert-extra-labels","15","115848","0.0-9.0-2.0","18454","2A","man","","","M4 is playing with M2","play2","rating_volition","{""Q0"":0}","[0]","M4 wanted to play with M2","M2 wanted to play with M4"
"null","Kate is shouting at Ruth","","html-keyboard-response","16","117865","0.0-10.0-0.0","18454","2A","man","","null","W3 is shouting at W1","shout1","sentence","","","",""
"6556.230000000141","","","survey-likert-extra-labels","17","124424","0.0-10.0-2.0","18454","2A","man","","","W3 is shouting at W1","shout1","rating_volition","{""Q0"":2}","[0]","W3 wanted to shout at W1","W1 wanted to shout at W3"
"4868.080000000191","","","survey-likert-extra-labels","18","129302","0.0-10.0-3.0-0.0","18454","2A","man","","","W3 is shouting at W1","shout1","rating_causation","{""Q0"":0}","[0]","W3 shouted at W1 first","W1 shouted at W3 first"
"null","Kate is touching Luke","","html-keyboard-response","19","131312","0.0-11.0-0.0","18454","2A","man","","null","W3 is touching M1","touch3","sentence","","","",""
"7588.475000000035","","","survey-likert-extra-labels","20","138904","0.0-11.0-2.0","18454","2A","man","","","W3 is touching M1","touch3","rating_volition","{""Q0"":6}","[0]","M1 wanted to touch W3","W3 wanted to touch M1"
"7568.52500000014","","","survey-likert-extra-labels","21","146488","0.0-11.0-3.0-0.0","18454","2A","man","","","W3 is touching M1","touch3","rating_causation","{""Q0"":5}","[0]","M1 asked to touch W3","W3 asked to touch M1"
"null","Kate is flirting with Luke","","html-keyboard-response","22","148497","0.0-12.0-0.0","18454","2A","man","","null","W3 is flirting with M1","flirt3","sentence","","","",""
