subject,event,OverallLikeMe,TrialType,ppt_demog
489,contacting,1,Gender Trials,Asian Man
489,join,1,Gender Trials,Asian Man
489,approaching,0,Race Trials,Asian Man
489,promising,1,Gender Trials,Asian Man
489,praising,0,Race Trials,Asian Man
489,following,1,Gender Trials,Asian Man
489,join,0,Race Trials,Asian Man
489,contacting,0,Gender Trials,Asian Man
489,facing,1,Race Trials,Asian Man
489,convincing,1,Race Trials,Asian Man
489,touching,0,Gender Trials,Asian Man
489,mention,1,Race Trials,Asian Man
489,promising,0,Race Trials,Asian Man
489,facing,0,Gender Trials,Asian Man
489,accompanying,0,Race Trials,Asian Man
489,following,0,Race Trials,Asian Man
489,convincing,1,Gender Trials,Asian Man
489,introducing,1,Race Trials,Asian Man
489,looking at,1,Gender Trials,Asian Man
489,walking towards,0,Race Trials,Asian Man
489,listening to,1,Gender Trials,Asian Man
489,facing,0,Race Trials,Asian Man
489,touching,1,Race Trials,Asian Man
489,accompanying,0,Gender Trials,Asian Man
489,join,1,Race Trials,Asian Man
489,touching,0,Race Trials,Asian Man
489,approaching,0,Gender Trials,Asian Man
489,touching,1,Gender Trials,Asian Man
489,looking at,1,Gender Trials,Asian Man
489,mention,1,Race Trials,Asian Man
489,looking at,0,Gender Trials,Asian Man
489,walking towards,0,Race Trials,Asian Man
489,walking towards,1,Race Trials,Asian Man
489,accompanying,1,Gender Trials,Asian Man
489,introducing,0,Gender Trials,Asian Man
489,employing,1,Gender Trials,Asian Man
489,praising,0,Gender Trials,Asian Man
489,employing,0,Gender Trials,Asian Man
489,promising,0,Race Trials,Asian Man
489,walking towards,1,Gender Trials,Asian Man
489,following,0,Race Trials,Asian Man
489,praising,0,Gender Trials,Asian Man
489,praising,0,Race Trials,Asian Man
489,employing,0,Gender Trials,Asian Man
489,introducing,0,Race Trials,Asian Man
489,convincing,0,Gender Trials,Asian Man
600,contacting,1,Race Trials,Asian Man
600,join,0,Gender Trials,Asian Man
600,approaching,0,Gender Trials,Asian Man
600,walking towards,1,Gender Trials,Asian Man
600,mention,1,Race Trials,Asian Man
600,touching,1,Race Trials,Asian Man
600,praising,1,Race Trials,Asian Man
600,convincing,0,Race Trials,Asian Man
600,employing,0,Race Trials,Asian Man
600,approaching,1,Race Trials,Asian Man
600,join,1,Gender Trials,Asian Man
600,employing,0,Gender Trials,Asian Man
600,mention,1,Race Trials,Asian Man
600,listening to,0,Gender Trials,Asian Man
600,accompanying,1,Gender Trials,Asian Man
600,listening to,1,Race Trials,Asian Man
600,approaching,0,Race Trials,Asian Man
600,accompanying,1,Gender Trials,Asian Man
600,approaching,0,Race Trials,Asian Man
600,join,0,Gender Trials,Asian Man
600,following,0,Race Trials,Asian Man
600,introducing,0,Race Trials,Asian Man
600,listening to,1,Gender Trials,Asian Man
600,promising,1,Race Trials,Asian Man
600,promising,1,Race Trials,Asian Man
600,looking at,1,Race Trials,Asian Man
600,employing,1,Race Trials,Asian Man
600,looking at,1,Gender Trials,Asian Man
600,introducing,0,Gender Trials,Asian Man
600,convincing,1,Gender Trials,Asian Man
600,facing,1,Gender Trials,Asian Man
621,introducing,1,Race Trials,Asian Woman
621,accompanying,0,Gender Trials,Asian Woman
621,listening to,0,Gender Trials,Asian Woman
621,following,1,Gender Trials,Asian Woman
621,facing,0,Race Trials,Asian Woman
621,praising,1,Race Trials,Asian Woman
621,accompanying,1,Gender Trials,Asian Woman
621,facing,0,Gender Trials,Asian Woman
621,promising,0,Race Trials,Asian Woman
621,accompanying,0,Race Trials,Asian Woman
621,mention,0,Race Trials,Asian Woman
621,looking at,0,Race Trials,Asian Woman
621,mention,0,Gender Trials,Asian Woman
621,touching,1,Gender Trials,Asian Woman
621,promising,0,Gender Trials,Asian Woman
621,approaching,0,Gender Trials,Asian Woman
621,listening to,1,Race Trials,Asian Woman
621,convincing,0,Race Trials,Asian Woman
621,mention,0,Gender Trials,Asian Woman
621,walking towards,1,Gender Trials,Asian Woman
621,walking towards,0,Race Trials,Asian Woman
621,touching,1,Gender Trials,Asian Woman
621,following,0,Race Trials,Asian Woman
621,join,0,Gender Trials,Asian Woman
621,listening to,1,Race Trials,Asian Woman
621,following,1,Race Trials,Asian Woman
621,join,1,Gender Trials,Asian Woman
621,join,1,Gender Trials,Asian Woman
621,approaching,0,Race Trials,Asian Woman
621,contacting,1,Race Trials,Asian Woman
621,introducing,0,Race Trials,Asian Woman
621,convincing,0,Gender Trials,Asian Woman
621,praising,1,Gender Trials,Asian Woman
621,introducing,0,Race Trials,Asian Woman
621,looking at,1,Race Trials,Asian Woman
621,employing,1,Gender Trials,Asian Woman
621,praising,1,Race Trials,Asian Woman
621,introducing,0,Gender Trials,Asian Woman
621,facing,1,Race Trials,Asian Woman
621,join,0,Race Trials,Asian Woman
621,convincing,1,Gender Trials,Asian Woman
621,listening to,1,Gender Trials,Asian Woman
621,touching,1,Gender Trials,Asian Woman
621,walking towards,1,Race Trials,Asian Woman
621,walking towards,0,Gender Trials,Asian Woman
621,employing,0,Gender Trials,Asian Woman
621,contacting,1,Gender Trials,Asian Woman
621,praising,1,Gender Trials,Asian Woman
621,looking at,0,Gender Trials,Asian Woman
661,following,0,Race Trials,Asian Man
661,praising,1,Gender Trials,Asian Man
661,employing,0,Race Trials,Asian Man
661,walking towards,1,Gender Trials,Asian Man
661,listening to,1,Gender Trials,Asian Man
661,listening to,0,Race Trials,Asian Man
661,accompanying,1,Gender Trials,Asian Man
661,join,1,Race Trials,Asian Man
661,following,1,Gender Trials,Asian Man
661,introducing,0,Race Trials,Asian Man
661,listening to,1,Race Trials,Asian Man
661,employing,0,Race Trials,Asian Man
661,facing,0,Gender Trials,Asian Man
661,touching,1,Gender Trials,Asian Man
661,accompanying,1,Gender Trials,Asian Man
661,looking at,1,Gender Trials,Asian Man
661,following,0,Gender Trials,Asian Man
661,listening to,0,Race Trials,Asian Man
661,approaching,0,Gender Trials,Asian Man
661,accompanying,1,Race Trials,Asian Man
661,facing,1,Gender Trials,Asian Man
661,join,1,Race Trials,Asian Man
661,introducing,1,Gender Trials,Asian Man
661,promising,0,Race Trials,Asian Man
661,promising,1,Gender Trials,Asian Man
661,convincing,1,Race Trials,Asian Man
661,looking at,1,Gender Trials,Asian Man
661,join,1,Gender Trials,Asian Man
661,walking towards,1,Race Trials,Asian Man
661,touching,0,Race Trials,Asian Man
661,looking at,1,Race Trials,Asian Man
661,praising,1,Gender Trials,Asian Man
661,introducing,0,Gender Trials,Asian Man
661,touching,1,Race Trials,Asian Man
661,contacting,0,Race Trials,Asian Man
661,mention,0,Race Trials,Asian Man
661,approaching,1,Race Trials,Asian Man
661,facing,0,Race Trials,Asian Man
661,mention,1,Gender Trials,Asian Man
661,contacting,0,Race Trials,Asian Man
661,convincing,0,Race Trials,Asian Man
661,praising,0,Gender Trials,Asian Man
661,walking towards,0,Race Trials,Asian Man
3478,introducing,1,Gender Trials,Asian Woman
3478,join,1,Gender Trials,Asian Woman
3478,touching,1,Gender Trials,Asian Woman
3478,employing,0,Race Trials,Asian Woman
3478,promising,0,Race Trials,Asian Woman
3478,introducing,1,Gender Trials,Asian Woman
3478,listening to,0,Race Trials,Asian Woman
3478,mention,0,Race Trials,Asian Woman
3478,praising,0,Gender Trials,Asian Woman
3478,approaching,0,Gender Trials,Asian Woman
3478,mention,1,Race Trials,Asian Woman
3478,join,0,Race Trials,Asian Woman
3478,praising,1,Race Trials,Asian Woman
3478,mention,1,Gender Trials,Asian Woman
3478,looking at,1,Gender Trials,Asian Woman
3478,promising,0,Race Trials,Asian Woman
3478,looking at,0,Gender Trials,Asian Woman
3478,following,1,Race Trials,Asian Woman
3478,praising,1,Race Trials,Asian Woman
3478,listening to,1,Gender Trials,Asian Woman
3478,convincing,0,Race Trials,Asian Woman
3478,contacting,1,Gender Trials,Asian Woman
3478,facing,0,Gender Trials,Asian Woman
3478,following,0,Gender Trials,Asian Woman
3478,facing,1,Race Trials,Asian Woman
3478,accompanying,0,Race Trials,Asian Woman
3478,introducing,1,Race Trials,Asian Woman
3478,approaching,1,Gender Trials,Asian Woman
3478,employing,1,Race Trials,Asian Woman
3478,looking at,1,Gender Trials,Asian Woman
3478,accompanying,0,Gender Trials,Asian Woman
3478,approaching,0,Race Trials,Asian Woman
3478,following,1,Race Trials,Asian Woman
3478,accompanying,1,Gender Trials,Asian Woman
3478,walking towards,1,Race Trials,Asian Woman
3478,mention,1,Gender Trials,Asian Woman
3478,listening to,1,Gender Trials,Asian Woman
3478,convincing,1,Race Trials,Asian Woman
3478,walking towards,1,Race Trials,Asian Woman
3478,employing,0,Race Trials,Asian Woman
3478,praising,1,Gender Trials,Asian Woman
3478,accompanying,0,Race Trials,Asian Woman
3478,contacting,0,Race Trials,Asian Woman
3478,contacting,0,Gender Trials,Asian Woman
3478,convincing,0,Race Trials,Asian Woman
3478,introducing,0,Gender Trials,Asian Woman
3478,facing,1,Gender Trials,Asian Woman
3478,touching,1,Race Trials,Asian Woman
3478,promising,0,Race Trials,Asian Woman
4066,praising,1,Race Trials,Asian Man
4066,praising,1,Race Trials,Asian Man
4066,following,1,Gender Trials,Asian Man
4066,convincing,0,Race Trials,Asian Man
4066,looking at,0,Gender Trials,Asian Man
4066,mention,1,Race Trials,Asian Man
4066,facing,0,Gender Trials,Asian Man
4066,introducing,0,Gender Trials,Asian Man
4066,contacting,0,Gender Trials,Asian Man
4066,walking towards,1,Gender Trials,Asian Man
4066,listening to,1,Gender Trials,Asian Man
4066,facing,0,Gender Trials,Asian Man
4066,employing,1,Race Trials,Asian Man
4066,following,1,Gender Trials,Asian Man
4066,introducing,1,Race Trials,Asian Man
4066,join,1,Race Trials,Asian Man
4066,promising,0,Race Trials,Asian Man
4066,introducing,1,Race Trials,Asian Man
4066,promising,1,Gender Trials,Asian Man
4066,contacting,1,Gender Trials,Asian Man
4066,mention,1,Gender Trials,Asian Man
4066,introducing,1,Race Trials,Asian Man
4066,employing,0,Gender Trials,Asian Man
4066,contacting,0,Gender Trials,Asian Man
4066,join,1,Race Trials,Asian Man
4066,mention,0,Race Trials,Asian Man
4066,touching,0,Gender Trials,Asian Man
4066,promising,0,Race Trials,Asian Man
4066,following,1,Gender Trials,Asian Man
4066,employing,0,Race Trials,Asian Man
4066,walking towards,0,Race Trials,Asian Man
4066,listening to,0,Race Trials,Asian Man
4066,walking towards,1,Race Trials,Asian Man
4066,touching,1,Gender Trials,Asian Man
4066,following,1,Race Trials,Asian Man
4066,approaching,0,Race Trials,Asian Man
4066,praising,0,Race Trials,Asian Man
4066,praising,1,Gender Trials,Asian Man
4066,approaching,1,Gender Trials,Asian Man
4066,accompanying,1,Race Trials,Asian Man
4066,touching,0,Race Trials,Asian Man
4066,join,0,Race Trials,Asian Man
4066,looking at,0,Gender Trials,Asian Man
4066,convincing,0,Gender Trials,Asian Man
4066,mention,0,Race Trials,Asian Man
4066,convincing,1,Gender Trials,Asian Man
4066,listening to,0,Gender Trials,Asian Man
4066,approaching,1,Gender Trials,Asian Man
4066,touching,0,Gender Trials,Asian Man
4299,looking at,1,Race Trials,Asian Woman
4299,praising,1,Race Trials,Asian Woman
4299,touching,1,Race Trials,Asian Woman
4299,looking at,0,Race Trials,Asian Woman
4299,accompanying,1,Race Trials,Asian Woman
4299,approaching,1,Gender Trials,Asian Woman
4299,convincing,1,Race Trials,Asian Woman
4299,promising,1,Race Trials,Asian Woman
4299,contacting,1,Race Trials,Asian Woman
4299,contacting,0,Race Trials,Asian Woman
4299,convincing,1,Race Trials,Asian Woman
4299,employing,1,Gender Trials,Asian Woman
4299,facing,0,Race Trials,Asian Woman
4299,walking towards,1,Race Trials,Asian Woman
4299,facing,1,Gender Trials,Asian Woman
4299,employing,1,Gender Trials,Asian Woman
4299,facing,0,Gender Trials,Asian Woman
4299,accompanying,1,Race Trials,Asian Woman
4299,listening to,1,Gender Trials,Asian Woman
4299,following,0,Race Trials,Asian Woman
4299,walking towards,0,Gender Trials,Asian Woman
4299,touching,0,Race Trials,Asian Woman
4299,introducing,0,Gender Trials,Asian Woman
4299,facing,1,Gender Trials,Asian Woman
4299,praising,0,Race Trials,Asian Woman
4299,touching,1,Race Trials,Asian Woman
4299,convincing,0,Gender Trials,Asian Woman
4299,approaching,1,Gender Trials,Asian Woman
4299,mention,0,Race Trials,Asian Woman
4299,following,1,Race Trials,Asian Woman
4299,introducing,0,Gender Trials,Asian Woman
4299,mention,0,Race Trials,Asian Woman
4299,introducing,1,Gender Trials,Asian Woman
4299,approaching,1,Gender Trials,Asian Woman
4299,walking towards,0,Gender Trials,Asian Woman
4299,contacting,0,Gender Trials,Asian Woman
4299,praising,1,Race Trials,Asian Woman
4299,mention,1,Gender Trials,Asian Woman
4299,promising,1,Race Trials,Asian Woman
4299,listening to,1,Race Trials,Asian Woman
4299,contacting,0,Gender Trials,Asian Woman
4438,employing,0,Gender Trials,Asian Man
4438,looking at,0,Gender Trials,Asian Man
4438,join,0,Race Trials,Asian Man
4438,facing,1,Race Trials,Asian Man
4438,promising,1,Gender Trials,Asian Man
4438,praising,0,Race Trials,Asian Man
4438,introducing,0,Gender Trials,Asian Man
4438,promising,0,Race Trials,Asian Man
4438,approaching,1,Gender Trials,Asian Man
4438,approaching,0,Gender Trials,Asian Man
4438,approaching,1,Race Trials,Asian Man
4438,listening to,0,Race Trials,Asian Man
4438,mention,0,Gender Trials,Asian Man
4438,facing,1,Race Trials,Asian Man
4438,walking towards,1,Race Trials,Asian Man
4438,contacting,0,Gender Trials,Asian Man
4438,following,0,Gender Trials,Asian Man
4438,following,1,Gender Trials,Asian Man
4438,walking towards,1,Gender Trials,Asian Man
4438,walking towards,1,Gender Trials,Asian Man
4438,praising,1,Gender Trials,Asian Man
4438,walking towards,0,Gender Trials,Asian Man
4438,contacting,0,Race Trials,Asian Man
4438,touching,1,Race Trials,Asian Man
4438,mention,1,Gender Trials,Asian Man
4438,accompanying,0,Race Trials,Asian Man
4438,looking at,0,Race Trials,Asian Man
4438,praising,0,Race Trials,Asian Man
4438,touching,1,Race Trials,Asian Man
4438,join,1,Gender Trials,Asian Man
4438,contacting,0,Race Trials,Asian Man
4438,introducing,0,Race Trials,Asian Man
4438,looking at,0,Race Trials,Asian Man
4438,mention,1,Gender Trials,Asian Man
4438,touching,1,Gender Trials,Asian Man
4438,listening to,0,Race Trials,Asian Man
4438,employing,0,Race Trials,Asian Man
4438,employing,0,Gender Trials,Asian Man
4438,touching,0,Race Trials,Asian Man
4438,join,1,Gender Trials,Asian Man
4438,following,0,Race Trials,Asian Man
4438,employing,1,Gender Trials,Asian Man
4438,convincing,1,Race Trials,Asian Man
4438,facing,1,Gender Trials,Asian Man
4438,listening to,1,Gender Trials,Asian Man
4438,looking at,1,Gender Trials,Asian Man
4438,mention,1,Gender Trials,Asian Man
4438,contacting,0,Gender Trials,Asian Man
4555,looking at,0,Gender Trials,Asian Woman
4555,contacting,1,Race Trials,Asian Woman
4555,join,1,Race Trials,Asian Woman
4555,approaching,0,Gender Trials,Asian Woman
4555,introducing,0,Gender Trials,Asian Woman
4555,accompanying,1,Race Trials,Asian Woman
4555,accompanying,1,Race Trials,Asian Woman
4555,join,0,Race Trials,Asian Woman
4555,introducing,0,Gender Trials,Asian Woman
4555,looking at,1,Gender Trials,Asian Woman
4555,contacting,0,Race Trials,Asian Woman
4555,convincing,1,Race Trials,Asian Woman
4555,employing,1,Race Trials,Asian Woman
4555,following,1,Gender Trials,Asian Woman
4555,listening to,1,Gender Trials,Asian Woman
4555,approaching,1,Gender Trials,Asian Woman
4555,following,0,Race Trials,Asian Woman
4555,promising,1,Race Trials,Asian Woman
4555,looking at,0,Race Trials,Asian Woman
4555,walking towards,0,Gender Trials,Asian Woman
4555,praising,1,Race Trials,Asian Woman
4555,promising,0,Gender Trials,Asian Woman
4555,listening to,0,Gender Trials,Asian Woman
4555,mention,0,Race Trials,Asian Woman
4555,praising,1,Race Trials,Asian Woman
4555,walking towards,0,Gender Trials,Asian Woman
4555,facing,1,Gender Trials,Asian Woman
4555,employing,1,Race Trials,Asian Woman
4555,introducing,1,Race Trials,Asian Woman
4555,facing,1,Gender Trials,Asian Woman
4555,touching,0,Gender Trials,Asian Woman
4555,convincing,1,Gender Trials,Asian Woman
4555,touching,1,Race Trials,Asian Woman
4555,looking at,1,Race Trials,Asian Woman
4555,facing,1,Race Trials,Asian Woman
4555,approaching,1,Race Trials,Asian Woman
4555,join,1,Race Trials,Asian Woman
5532,looking at,1,Race Trials,Asian Man
5532,approaching,1,Race Trials,Asian Man
5532,praising,0,Gender Trials,Asian Man
5532,approaching,1,Gender Trials,Asian Man
5532,introducing,1,Gender Trials,Asian Man
5532,join,0,Race Trials,Asian Man
5532,facing,1,Gender Trials,Asian Man
5532,promising,0,Race Trials,Asian Man
5532,join,0,Race Trials,Asian Man
5532,following,1,Gender Trials,Asian Man
5532,convincing,1,Race Trials,Asian Man
5532,touching,1,Gender Trials,Asian Man
5532,facing,1,Race Trials,Asian Man
5532,praising,1,Gender Trials,Asian Man
5532,accompanying,1,Gender Trials,Asian Man
5532,accompanying,1,Gender Trials,Asian Man
5532,contacting,1,Gender Trials,Asian Man
5532,promising,1,Race Trials,Asian Man
5532,employing,0,Race Trials,Asian Man
5532,contacting,0,Race Trials,Asian Man
5532,looking at,0,Race Trials,Asian Man
5532,mention,0,Race Trials,Asian Man
5532,introducing,0,Race Trials,Asian Man
5532,mention,0,Race Trials,Asian Man
5532,convincing,0,Race Trials,Asian Man
5532,walking towards,1,Gender Trials,Asian Man
5532,mention,0,Race Trials,Asian Man
5532,touching,1,Gender Trials,Asian Man
5532,listening to,1,Gender Trials,Asian Man
5532,accompanying,1,Race Trials,Asian Man
5532,touching,1,Race Trials,Asian Man
5532,join,1,Gender Trials,Asian Man
5532,mention,0,Race Trials,Asian Man
5532,following,1,Race Trials,Asian Man
5532,listening to,1,Race Trials,Asian Man
5532,touching,0,Race Trials,Asian Man
5532,employing,0,Gender Trials,Asian Man
5532,following,0,Race Trials,Asian Man
5532,approaching,1,Gender Trials,Asian Man
5532,employing,0,Race Trials,Asian Man
5532,following,1,Gender Trials,Asian Man
5532,facing,1,Gender Trials,Asian Man
5532,contacting,0,Gender Trials,Asian Man
5532,listening to,0,Race Trials,Asian Man
5532,convincing,1,Gender Trials,Asian Man
5532,listening to,0,Gender Trials,Asian Man
5532,introducing,1,Race Trials,Asian Man
5900,employing,1,Race Trials,Asian Man
5900,looking at,1,Gender Trials,Asian Man
5900,facing,1,Gender Trials,Asian Man
5900,walking towards,0,Gender Trials,Asian Man
5900,join,0,Gender Trials,Asian Man
5900,employing,1,Gender Trials,Asian Man
5900,touching,0,Race Trials,Asian Man
5900,mention,0,Gender Trials,Asian Man
5900,introducing,0,Gender Trials,Asian Man
5900,convincing,1,Gender Trials,Asian Man
5900,praising,0,Gender Trials,Asian Man
5900,listening to,1,Race Trials,Asian Man
5900,accompanying,1,Race Trials,Asian Man
5900,accompanying,1,Race Trials,Asian Man
5900,listening to,0,Race Trials,Asian Man
5900,walking towards,1,Race Trials,Asian Man
5900,mention,1,Race Trials,Asian Man
5900,looking at,1,Gender Trials,Asian Man
5900,walking towards,1,Gender Trials,Asian Man
5900,introducing,1,Gender Trials,Asian Man
5900,praising,0,Race Trials,Asian Man
5900,looking at,0,Race Trials,Asian Man
5900,praising,0,Gender Trials,Asian Man
5900,introducing,1,Race Trials,Asian Man
5900,looking at,1,Race Trials,Asian Man
5900,listening to,0,Race Trials,Asian Man
5900,facing,0,Gender Trials,Asian Man
7526,convincing,1,Race Trials,Asian Man
7526,join,1,Gender Trials,Asian Man
7526,following,0,Gender Trials,Asian Man
7526,accompanying,1,Gender Trials,Asian Man
7526,employing,1,Race Trials,Asian Man
7526,praising,0,Race Trials,Asian Man
7526,listening to,1,Gender Trials,Asian Man
7526,approaching,1,Race Trials,Asian Man
7526,facing,1,Gender Trials,Asian Man
7526,looking at,1,Gender Trials,Asian Man
7526,approaching,0,Race Trials,Asian Man
7526,join,1,Race Trials,Asian Man
7526,contacting,1,Gender Trials,Asian Man
7526,facing,0,Gender Trials,Asian Man
7526,employing,1,Race Trials,Asian Man
7526,contacting,1,Race Trials,Asian Man
7526,promising,0,Race Trials,Asian Man
7526,promising,0,Gender Trials,Asian Man
7526,looking at,0,Race Trials,Asian Man
7526,touching,1,Race Trials,Asian Man
7526,approaching,1,Race Trials,Asian Man
7526,employing,1,Gender Trials,Asian Man
7526,praising,1,Race Trials,Asian Man
7526,touching,0,Gender Trials,Asian Man
7526,mention,0,Race Trials,Asian Man
7526,listening to,0,Gender Trials,Asian Man
7526,listening to,1,Gender Trials,Asian Man
7526,approaching,1,Gender Trials,Asian Man
7526,mention,0,Race Trials,Asian Man
7526,touching,1,Gender Trials,Asian Man
7526,promising,1,Gender Trials,Asian Man
7526,looking at,1,Race Trials,Asian Man
7526,listening to,0,Gender Trials,Asian Man
7526,accompanying,0,Gender Trials,Asian Man
7526,accompanying,1,Race Trials,Asian Man
7526,convincing,1,Race Trials,Asian Man
7526,facing,0,Race Trials,Asian Man
7526,praising,0,Gender Trials,Asian Man
7526,introducing,0,Race Trials,Asian Man
7526,walking towards,0,Race Trials,Asian Man
7526,introducing,1,Gender Trials,Asian Man
7526,introducing,1,Gender Trials,Asian Man
7526,accompanying,1,Race Trials,Asian Man
7526,touching,1,Gender Trials,Asian Man
7526,convincing,0,Race Trials,Asian Man
7526,mention,1,Race Trials,Asian Man
8181,mention,0,Gender Trials,Asian Woman
8181,mention,1,Race Trials,Asian Woman
8181,walking towards,1,Gender Trials,Asian Woman
8181,introducing,0,Race Trials,Asian Woman
8181,join,1,Gender Trials,Asian Woman
8181,touching,1,Gender Trials,Asian Woman
8181,accompanying,0,Gender Trials,Asian Woman
8181,walking towards,1,Race Trials,Asian Woman
8181,listening to,1,Gender Trials,Asian Woman
8181,employing,1,Gender Trials,Asian Woman
8181,touching,1,Race Trials,Asian Woman
8181,approaching,0,Gender Trials,Asian Woman
8181,praising,0,Race Trials,Asian Woman
8181,listening to,1,Race Trials,Asian Woman
8181,employing,0,Race Trials,Asian Woman
8181,employing,1,Gender Trials,Asian Woman
8181,listening to,0,Gender Trials,Asian Woman
8181,join,0,Gender Trials,Asian Woman
8181,approaching,1,Gender Trials,Asian Woman
8181,mention,1,Gender Trials,Asian Woman
8181,listening to,1,Race Trials,Asian Woman
8181,promising,1,Gender Trials,Asian Woman
8181,convincing,1,Gender Trials,Asian Woman
8181,following,1,Race Trials,Asian Woman
8181,looking at,1,Gender Trials,Asian Woman
8181,looking at,1,Gender Trials,Asian Woman
8181,convincing,1,Gender Trials,Asian Woman
8181,accompanying,1,Race Trials,Asian Woman
8181,mention,0,Race Trials,Asian Woman
8181,contacting,1,Race Trials,Asian Woman
8181,touching,1,Gender Trials,Asian Woman
8181,promising,1,Gender Trials,Asian Woman
8181,accompanying,0,Race Trials,Asian Woman
8181,walking towards,1,Gender Trials,Asian Woman
8181,promising,0,Race Trials,Asian Woman
8181,facing,1,Race Trials,Asian Woman
8181,promising,1,Gender Trials,Asian Woman
8181,praising,1,Race Trials,Asian Woman
8181,join,0,Race Trials,Asian Woman
8181,contacting,0,Race Trials,Asian Woman
8181,approaching,1,Race Trials,Asian Woman
8181,approaching,1,Gender Trials,Asian Woman
8181,following,1,Gender Trials,Asian Woman
8181,walking towards,1,Gender Trials,Asian Woman
8181,following,1,Gender Trials,Asian Woman
8181,facing,1,Race Trials,Asian Woman
8181,following,1,Race Trials,Asian Woman
8181,looking at,1,Gender Trials,Asian Woman
8181,contacting,1,Gender Trials,Asian Woman
8181,contacting,1,Race Trials,Asian Woman
8181,convincing,0,Race Trials,Asian Woman
8318,promising,1,Race Trials,Asian Woman
8318,listening to,0,Race Trials,Asian Woman
8318,praising,1,Gender Trials,Asian Woman
8318,contacting,1,Gender Trials,Asian Woman
8318,employing,0,Race Trials,Asian Woman
8318,introducing,0,Gender Trials,Asian Woman
8318,accompanying,1,Race Trials,Asian Woman
8318,facing,0,Gender Trials,Asian Woman
8318,approaching,1,Gender Trials,Asian Woman
8318,mention,0,Gender Trials,Asian Woman
8318,employing,0,Gender Trials,Asian Woman
8318,touching,1,Race Trials,Asian Woman
8318,accompanying,1,Gender Trials,Asian Woman
8318,following,0,Gender Trials,Asian Woman
8318,following,1,Gender Trials,Asian Woman
8318,looking at,1,Race Trials,Asian Woman
8318,mention,1,Gender Trials,Asian Woman
8318,listening to,1,Gender Trials,Asian Woman
8318,approaching,0,Race Trials,Asian Woman
8318,looking at,1,Gender Trials,Asian Woman
8318,walking towards,1,Race Trials,Asian Woman
8318,facing,0,Gender Trials,Asian Woman
8318,join,0,Race Trials,Asian Woman
8318,accompanying,1,Race Trials,Asian Woman
8318,praising,1,Gender Trials,Asian Woman
8318,listening to,1,Race Trials,Asian Woman
8318,contacting,0,Race Trials,Asian Woman
8318,promising,0,Race Trials,Asian Woman
8318,convincing,1,Race Trials,Asian Woman
8318,touching,0,Gender Trials,Asian Woman
8318,contacting,0,Gender Trials,Asian Woman
8318,convincing,1,Race Trials,Asian Woman
8318,join,0,Race Trials,Asian Woman
8318,listening to,0,Race Trials,Asian Woman
8318,introducing,0,Gender Trials,Asian Woman
8318,convincing,1,Gender Trials,Asian Woman
8318,employing,0,Gender Trials,Asian Woman
8318,praising,0,Race Trials,Asian Woman
8318,contacting,1,Race Trials,Asian Woman
8318,walking towards,1,Race Trials,Asian Woman
8318,following,0,Race Trials,Asian Woman
8318,promising,0,Race Trials,Asian Woman
8318,join,1,Gender Trials,Asian Woman
8318,walking towards,0,Gender Trials,Asian Woman
8318,touching,1,Race Trials,Asian Woman
8318,looking at,0,Gender Trials,Asian Woman
9411,listening to,0,Gender Trials,Asian Man
9411,contacting,0,Race Trials,Asian Man
9411,employing,1,Gender Trials,Asian Man
9411,promising,0,Gender Trials,Asian Man
9411,walking towards,0,Gender Trials,Asian Man
9411,mention,0,Race Trials,Asian Man
9411,mention,1,Race Trials,Asian Man
9411,praising,1,Gender Trials,Asian Man
9411,approaching,0,Gender Trials,Asian Man
9411,convincing,1,Race Trials,Asian Man
9411,join,1,Race Trials,Asian Man
9411,looking at,1,Gender Trials,Asian Man
9411,contacting,0,Gender Trials,Asian Man
9411,touching,0,Race Trials,Asian Man
9411,promising,1,Race Trials,Asian Man
9411,walking towards,1,Race Trials,Asian Man
9411,following,0,Gender Trials,Asian Man
9411,introducing,0,Race Trials,Asian Man
9411,facing,0,Gender Trials,Asian Man
9411,employing,1,Race Trials,Asian Man
9411,praising,0,Race Trials,Asian Man
9411,looking at,0,Race Trials,Asian Man
9411,introducing,0,Gender Trials,Asian Man
9411,accompanying,0,Gender Trials,Asian Man
9411,looking at,1,Race Trials,Asian Man
9411,praising,0,Gender Trials,Asian Man
9411,following,1,Race Trials,Asian Man
9411,join,1,Gender Trials,Asian Man
9411,join,1,Gender Trials,Asian Man
9411,approaching,0,Race Trials,Asian Man
9411,join,1,Race Trials,Asian Man
9411,mention,1,Gender Trials,Asian Man
9411,praising,1,Race Trials,Asian Man
9411,walking towards,1,Race Trials,Asian Man
9411,approaching,1,Gender Trials,Asian Man
9411,facing,0,Race Trials,Asian Man
9411,facing,1,Gender Trials,Asian Man
9411,employing,0,Race Trials,Asian Man
9411,accompanying,0,Gender Trials,Asian Man
9411,introducing,0,Race Trials,Asian Man
9411,convincing,1,Race Trials,Asian Man
9411,listening to,1,Gender Trials,Asian Man
9411,employing,1,Race Trials,Asian Man
9411,convincing,1,Gender Trials,Asian Man
9411,listening to,0,Gender Trials,Asian Man
9411,touching,0,Race Trials,Asian Man
9411,listening to,0,Gender Trials,Asian Man
9411,contacting,1,Gender Trials,Asian Man
9411,mention,1,Gender Trials,Asian Man
9655,join,0,Race Trials,Asian Man
