subject,event,OverallLikeMe,TrialType,ppt_demog
46348,contacting,1,Race Trials,Asian Man
46348,listening to,0,Race Trials,Asian Man
46348,facing,1,Gender Trials,Asian Man
46348,approaching,0,Gender Trials,Asian Man
46348,promising,1,Gender Trials,Asian Man
46348,promising,0,Race Trials,Asian Man
46348,touching,1,Race Trials,Asian Man
46348,mention,1,Race Trials,Asian Man
46348,listening to,0,Race Trials,Asian Man
46348,facing,1,Race Trials,Asian Man
46348,walking towards,0,Race Trials,Asian Man
46348,join,1,Gender Trials,Asian Man
46348,touching,0,Race Trials,Asian Man
46348,looking at,0,Race Trials,Asian Man
46348,employing,1,Race Trials,Asian Man
46348,convincing,1,Race Trials,Asian Man
46348,employing,0,Gender Trials,Asian Man
46348,praising,1,Gender Trials,Asian Man
46348,convincing,1,Gender Trials,Asian Man
46348,join,0,Race Trials,Asian Man
46348,approaching,1,Race Trials,Asian Man
46348,following,0,Gender Trials,Asian Man
46348,looking at,1,Race Trials,Asian Man
46348,accompanying,0,Race Trials,Asian Man
46409,join,1,Gender Trials,Asian Man
46409,convincing,1,Race Trials,Asian Man
46409,introducing,0,Race Trials,Asian Man
46409,looking at,0,Gender Trials,Asian Man
46409,listening to,1,Race Trials,Asian Man
46409,praising,1,Race Trials,Asian Man
46409,mention,0,Gender Trials,Asian Man
46409,following,1,Race Trials,Asian Man
46409,listening to,1,Gender Trials,Asian Man
46409,following,1,Race Trials,Asian Man
46409,approaching,0,Gender Trials,Asian Man
46409,walking towards,0,Gender Trials,Asian Man
46409,facing,0,Gender Trials,Asian Man
46409,accompanying,1,Race Trials,Asian Man
46409,walking towards,1,Gender Trials,Asian Man
46409,promising,0,Gender Trials,Asian Man
46409,contacting,0,Gender Trials,Asian Man
46409,convincing,1,Gender Trials,Asian Man
46409,contacting,1,Race Trials,Asian Man
46409,approaching,1,Gender Trials,Asian Man
46409,walking towards,1,Gender Trials,Asian Man
46409,approaching,1,Race Trials,Asian Man
46409,join,1,Race Trials,Asian Man
46409,join,1,Gender Trials,Asian Man
46409,accompanying,0,Gender Trials,Asian Man
46409,mention,0,Gender Trials,Asian Man
46409,facing,0,Gender Trials,Asian Man
46409,employing,0,Race Trials,Asian Man
46409,accompanying,0,Gender Trials,Asian Man
46409,mention,0,Race Trials,Asian Man
46409,looking at,0,Race Trials,Asian Man
46409,employing,1,Gender Trials,Asian Man
46409,looking at,0,Gender Trials,Asian Man
46409,listening to,1,Race Trials,Asian Man
46409,employing,0,Gender Trials,Asian Man
46409,accompanying,1,Race Trials,Asian Man
46409,join,1,Race Trials,Asian Man
46409,following,1,Gender Trials,Asian Man
46409,praising,0,Gender Trials,Asian Man
46409,approaching,1,Gender Trials,Asian Man
46409,introducing,1,Race Trials,Asian Man
46409,introducing,1,Race Trials,Asian Man
46409,promising,1,Race Trials,Asian Man
46409,touching,0,Gender Trials,Asian Man
46409,touching,0,Race Trials,Asian Man
46409,facing,1,Gender Trials,Asian Man
46416,accompanying,1,Gender Trials,Asian Woman
46416,join,1,Race Trials,Asian Woman
46416,introducing,0,Race Trials,Asian Woman
46416,praising,1,Gender Trials,Asian Woman
46416,following,1,Race Trials,Asian Woman
46416,employing,1,Race Trials,Asian Woman
46416,approaching,1,Gender Trials,Asian Woman
46416,facing,1,Gender Trials,Asian Woman
46416,praising,0,Race Trials,Asian Woman
46416,mention,1,Race Trials,Asian Woman
46416,promising,1,Race Trials,Asian Woman
46416,following,1,Gender Trials,Asian Woman
46416,promising,0,Gender Trials,Asian Woman
46416,convincing,1,Gender Trials,Asian Woman
46416,contacting,1,Gender Trials,Asian Woman
46416,join,1,Gender Trials,Asian Woman
46416,approaching,1,Race Trials,Asian Woman
46416,walking towards,1,Race Trials,Asian Woman
46416,accompanying,0,Race Trials,Asian Woman
46416,praising,1,Race Trials,Asian Woman
46416,looking at,0,Gender Trials,Asian Woman
46416,approaching,1,Race Trials,Asian Woman
46416,touching,1,Gender Trials,Asian Woman
46416,looking at,1,Race Trials,Asian Woman
46416,employing,0,Race Trials,Asian Woman
46416,facing,1,Gender Trials,Asian Woman
46416,listening to,0,Gender Trials,Asian Woman
46416,convincing,1,Gender Trials,Asian Woman
46416,mention,0,Race Trials,Asian Woman
46416,touching,1,Gender Trials,Asian Woman
46416,accompanying,1,Race Trials,Asian Woman
46416,promising,1,Gender Trials,Asian Woman
46416,contacting,1,Gender Trials,Asian Woman
46416,introducing,1,Gender Trials,Asian Woman
46416,listening to,1,Gender Trials,Asian Woman
46416,listening to,1,Gender Trials,Asian Woman
46416,introducing,1,Race Trials,Asian Woman
46416,following,1,Gender Trials,Asian Woman
46416,approaching,1,Race Trials,Asian Woman
46416,walking towards,1,Race Trials,Asian Woman
46416,mention,1,Race Trials,Asian Woman
46416,touching,1,Gender Trials,Asian Woman
46416,mention,0,Gender Trials,Asian Woman
46416,accompanying,0,Race Trials,Asian Woman
46416,walking towards,1,Gender Trials,Asian Woman
46416,employing,0,Gender Trials,Asian Woman
46416,facing,0,Race Trials,Asian Woman
46416,looking at,1,Race Trials,Asian Woman
46416,looking at,0,Gender Trials,Asian Woman
47740,accompanying,0,Gender Trials,Asian Woman
47740,following,0,Gender Trials,Asian Woman
47740,facing,0,Race Trials,Asian Woman
47740,contacting,1,Gender Trials,Asian Woman
47740,following,1,Gender Trials,Asian Woman
47740,facing,1,Race Trials,Asian Woman
47740,facing,1,Race Trials,Asian Woman
47740,looking at,1,Race Trials,Asian Woman
47740,accompanying,0,Gender Trials,Asian Woman
47740,looking at,1,Race Trials,Asian Woman
47740,join,1,Race Trials,Asian Woman
47740,employing,0,Gender Trials,Asian Woman
47740,promising,1,Race Trials,Asian Woman
47740,touching,1,Gender Trials,Asian Woman
47740,touching,1,Race Trials,Asian Woman
47740,following,1,Race Trials,Asian Woman
47740,contacting,0,Gender Trials,Asian Woman
47740,promising,1,Race Trials,Asian Woman
47740,introducing,0,Race Trials,Asian Woman
47740,join,0,Race Trials,Asian Woman
47740,approaching,1,Race Trials,Asian Woman
47740,listening to,1,Race Trials,Asian Woman
47740,accompanying,1,Race Trials,Asian Woman
47740,convincing,1,Gender Trials,Asian Woman
47740,convincing,1,Race Trials,Asian Woman
47740,listening to,1,Race Trials,Asian Woman
47740,touching,1,Gender Trials,Asian Woman
47740,praising,0,Race Trials,Asian Woman
47740,approaching,1,Race Trials,Asian Woman
47740,mention,1,Race Trials,Asian Woman
47740,walking towards,1,Gender Trials,Asian Woman
47740,promising,1,Gender Trials,Asian Woman
47740,employing,0,Gender Trials,Asian Woman
47740,join,1,Race Trials,Asian Woman
47740,looking at,1,Race Trials,Asian Woman
47740,mention,0,Gender Trials,Asian Woman
47740,employing,0,Gender Trials,Asian Woman
47740,praising,1,Gender Trials,Asian Woman
47740,looking at,1,Gender Trials,Asian Woman
47740,facing,1,Gender Trials,Asian Woman
47740,convincing,1,Race Trials,Asian Woman
47740,employing,0,Gender Trials,Asian Woman
47740,following,1,Gender Trials,Asian Woman
47740,contacting,1,Gender Trials,Asian Woman
47740,praising,1,Gender Trials,Asian Woman
47740,listening to,0,Gender Trials,Asian Woman
47740,touching,1,Gender Trials,Asian Woman
47740,walking towards,1,Gender Trials,Asian Woman
47740,accompanying,0,Race Trials,Asian Woman
47740,mention,0,Race Trials,Asian Woman
51361,introducing,0,Gender Trials,Asian Woman
51361,praising,1,Gender Trials,Asian Woman
51361,convincing,0,Gender Trials,Asian Woman
51361,mention,1,Race Trials,Asian Woman
51361,looking at,1,Race Trials,Asian Woman
51361,listening to,0,Race Trials,Asian Woman
51361,touching,0,Gender Trials,Asian Woman
51361,promising,0,Race Trials,Asian Woman
51361,join,0,Gender Trials,Asian Woman
51361,introducing,0,Gender Trials,Asian Woman
51361,looking at,0,Gender Trials,Asian Woman
51361,employing,1,Race Trials,Asian Woman
51361,convincing,1,Race Trials,Asian Woman
51361,listening to,0,Race Trials,Asian Woman
51361,convincing,1,Race Trials,Asian Woman
51361,employing,0,Gender Trials,Asian Woman
51361,following,1,Gender Trials,Asian Woman
51361,listening to,1,Gender Trials,Asian Woman
51361,join,0,Gender Trials,Asian Woman
51361,following,1,Race Trials,Asian Woman
51361,promising,1,Gender Trials,Asian Woman
51361,employing,0,Gender Trials,Asian Woman
51361,praising,1,Gender Trials,Asian Woman
51361,following,1,Gender Trials,Asian Woman
51361,praising,1,Gender Trials,Asian Woman
51361,facing,1,Gender Trials,Asian Woman
51361,approaching,0,Gender Trials,Asian Woman
51361,introducing,1,Race Trials,Asian Woman
51361,approaching,1,Race Trials,Asian Woman
51361,praising,1,Race Trials,Asian Woman
51361,contacting,0,Gender Trials,Asian Woman
51361,touching,1,Race Trials,Asian Woman
51361,promising,0,Gender Trials,Asian Woman
51361,facing,1,Race Trials,Asian Woman
51361,facing,1,Race Trials,Asian Woman
51361,facing,1,Gender Trials,Asian Woman
51361,mention,0,Gender Trials,Asian Woman
51361,join,1,Race Trials,Asian Woman
51361,approaching,1,Race Trials,Asian Woman
51361,touching,0,Gender Trials,Asian Woman
51361,walking towards,0,Race Trials,Asian Woman
51361,looking at,0,Race Trials,Asian Woman
51361,listening to,1,Gender Trials,Asian Woman
51361,following,1,Race Trials,Asian Woman
51361,walking towards,0,Gender Trials,Asian Woman
51361,convincing,1,Race Trials,Asian Woman
51361,contacting,1,Gender Trials,Asian Woman
51361,accompanying,0,Gender Trials,Asian Woman
51361,contacting,0,Race Trials,Asian Woman
51361,accompanying,1,Gender Trials,Asian Woman
51361,walking towards,0,Race Trials,Asian Woman
51637,following,1,Gender Trials,Asian Woman
51637,introducing,1,Race Trials,Asian Woman
51637,accompanying,0,Race Trials,Asian Woman
51637,employing,1,Race Trials,Asian Woman
51637,contacting,0,Gender Trials,Asian Woman
51637,facing,0,Gender Trials,Asian Woman
51637,facing,1,Gender Trials,Asian Woman
51637,listening to,0,Race Trials,Asian Woman
51637,approaching,0,Gender Trials,Asian Woman
51637,listening to,0,Race Trials,Asian Woman
51637,join,1,Gender Trials,Asian Woman
51637,looking at,1,Gender Trials,Asian Woman
51637,approaching,0,Gender Trials,Asian Woman
51637,accompanying,1,Gender Trials,Asian Woman
51637,walking towards,1,Race Trials,Asian Woman
51637,promising,1,Gender Trials,Asian Woman
51637,looking at,0,Race Trials,Asian Woman
51637,touching,0,Race Trials,Asian Woman
51637,mention,0,Gender Trials,Asian Woman
51637,employing,0,Gender Trials,Asian Woman
51637,looking at,1,Gender Trials,Asian Woman
51637,praising,1,Race Trials,Asian Woman
51637,promising,1,Race Trials,Asian Woman
51637,contacting,1,Gender Trials,Asian Woman
51637,facing,0,Race Trials,Asian Woman
51637,praising,0,Gender Trials,Asian Woman
51637,following,0,Gender Trials,Asian Woman
51637,walking towards,1,Gender Trials,Asian Woman
51637,praising,1,Race Trials,Asian Woman
51637,following,1,Gender Trials,Asian Woman
51637,convincing,1,Gender Trials,Asian Woman
51637,listening to,1,Race Trials,Asian Woman
51637,convincing,0,Gender Trials,Asian Woman
51637,join,1,Race Trials,Asian Woman
51637,introducing,0,Race Trials,Asian Woman
51637,approaching,0,Gender Trials,Asian Woman
51637,promising,0,Gender Trials,Asian Woman
51637,promising,1,Race Trials,Asian Woman
51637,contacting,0,Race Trials,Asian Woman
51637,contacting,0,Gender Trials,Asian Woman
51637,mention,0,Race Trials,Asian Woman
51637,looking at,1,Race Trials,Asian Woman
51637,praising,1,Race Trials,Asian Woman
51637,touching,0,Race Trials,Asian Woman
51637,employing,1,Race Trials,Asian Woman
51637,mention,0,Race Trials,Asian Woman
51637,convincing,1,Race Trials,Asian Woman
51637,join,1,Race Trials,Asian Woman
51637,join,0,Race Trials,Asian Woman
51637,employing,1,Gender Trials,Asian Woman
51637,accompanying,0,Gender Trials,Asian Woman
51637,approaching,0,Gender Trials,Asian Woman
51637,accompanying,0,Gender Trials,Asian Woman
52558,following,1,Gender Trials,Asian Woman
52558,walking towards,0,Gender Trials,Asian Woman
52558,facing,1,Race Trials,Asian Woman
52558,approaching,0,Race Trials,Asian Woman
52558,promising,1,Race Trials,Asian Woman
52558,facing,0,Gender Trials,Asian Woman
52558,walking towards,0,Gender Trials,Asian Woman
52558,approaching,1,Gender Trials,Asian Woman
52558,facing,0,Race Trials,Asian Woman
52558,looking at,1,Race Trials,Asian Woman
52558,facing,1,Race Trials,Asian Woman
52558,praising,1,Gender Trials,Asian Woman
52558,join,1,Gender Trials,Asian Woman
52558,mention,1,Gender Trials,Asian Woman
52558,convincing,0,Gender Trials,Asian Woman
52558,looking at,0,Race Trials,Asian Woman
52558,promising,0,Race Trials,Asian Woman
52558,contacting,0,Race Trials,Asian Woman
52558,listening to,1,Race Trials,Asian Woman
52558,introducing,0,Gender Trials,Asian Woman
52558,contacting,0,Gender Trials,Asian Woman
52558,introducing,1,Race Trials,Asian Woman
52558,mention,0,Race Trials,Asian Woman
52558,following,1,Gender Trials,Asian Woman
52558,contacting,0,Gender Trials,Asian Woman
52558,following,1,Race Trials,Asian Woman
52558,touching,1,Race Trials,Asian Woman
52558,convincing,1,Race Trials,Asian Woman
52558,touching,0,Race Trials,Asian Woman
52558,praising,1,Gender Trials,Asian Woman
52558,contacting,1,Race Trials,Asian Woman
52558,looking at,0,Race Trials,Asian Woman
52558,join,1,Gender Trials,Asian Woman
52558,accompanying,1,Race Trials,Asian Woman
52558,accompanying,0,Race Trials,Asian Woman
52558,touching,0,Gender Trials,Asian Woman
52558,listening to,1,Gender Trials,Asian Woman
52558,accompanying,0,Gender Trials,Asian Woman
52558,employing,1,Race Trials,Asian Woman
52558,promising,1,Gender Trials,Asian Woman
52558,listening to,1,Race Trials,Asian Woman
52558,employing,0,Gender Trials,Asian Woman
52558,convincing,0,Race Trials,Asian Woman
52558,walking towards,1,Gender Trials,Asian Woman
52558,listening to,0,Gender Trials,Asian Woman
52558,accompanying,1,Gender Trials,Asian Woman
52558,introducing,0,Gender Trials,Asian Woman
52558,praising,1,Gender Trials,Asian Woman
52558,mention,0,Race Trials,Asian Woman
52558,mention,0,Gender Trials,Asian Woman
52558,looking at,0,Gender Trials,Asian Woman
53661,join,1,Race Trials,Asian Woman
53661,praising,1,Race Trials,Asian Woman
53661,mention,1,Race Trials,Asian Woman
53661,convincing,1,Race Trials,Asian Woman
53661,following,0,Gender Trials,Asian Woman
53661,facing,1,Gender Trials,Asian Woman
53661,touching,0,Race Trials,Asian Woman
53661,introducing,1,Gender Trials,Asian Woman
53661,praising,0,Race Trials,Asian Woman
53661,introducing,0,Race Trials,Asian Woman
53661,walking towards,1,Gender Trials,Asian Woman
53661,walking towards,0,Gender Trials,Asian Woman
53661,touching,0,Gender Trials,Asian Woman
53661,accompanying,1,Gender Trials,Asian Woman
53661,touching,0,Race Trials,Asian Woman
53661,employing,1,Gender Trials,Asian Woman
53661,looking at,1,Race Trials,Asian Woman
53661,listening to,0,Gender Trials,Asian Woman
53661,accompanying,1,Race Trials,Asian Woman
53661,mention,1,Gender Trials,Asian Woman
53661,join,0,Race Trials,Asian Woman
53661,promising,1,Gender Trials,Asian Woman
53661,walking towards,1,Gender Trials,Asian Woman
53661,facing,0,Gender Trials,Asian Woman
53661,promising,1,Race Trials,Asian Woman
53661,convincing,0,Race Trials,Asian Woman
53661,promising,0,Gender Trials,Asian Woman
53661,looking at,1,Race Trials,Asian Woman
53661,join,1,Race Trials,Asian Woman
53661,introducing,1,Gender Trials,Asian Woman
53661,contacting,1,Race Trials,Asian Woman
53661,looking at,1,Gender Trials,Asian Woman
53661,listening to,0,Race Trials,Asian Woman
53661,looking at,1,Race Trials,Asian Woman
53661,listening to,1,Gender Trials,Asian Woman
53661,listening to,0,Gender Trials,Asian Woman
53661,praising,1,Race Trials,Asian Woman
53661,employing,1,Gender Trials,Asian Woman
54917,join,0,Race Trials,Asian Woman
54917,following,1,Race Trials,Asian Woman
54917,facing,1,Race Trials,Asian Woman
54917,convincing,0,Gender Trials,Asian Woman
54917,looking at,1,Gender Trials,Asian Woman
54917,contacting,1,Gender Trials,Asian Woman
54917,mention,1,Gender Trials,Asian Woman
54917,contacting,0,Race Trials,Asian Woman
54917,looking at,1,Race Trials,Asian Woman
54917,walking towards,1,Gender Trials,Asian Woman
54917,promising,1,Race Trials,Asian Woman
54917,introducing,0,Gender Trials,Asian Woman
54917,promising,0,Gender Trials,Asian Woman
54917,following,1,Race Trials,Asian Woman
54917,touching,1,Race Trials,Asian Woman
54917,join,1,Race Trials,Asian Woman
54917,listening to,1,Gender Trials,Asian Woman
54917,join,1,Race Trials,Asian Woman
54917,employing,1,Race Trials,Asian Woman
54917,accompanying,1,Race Trials,Asian Woman
54917,praising,1,Gender Trials,Asian Woman
54917,convincing,0,Race Trials,Asian Woman
54917,touching,1,Gender Trials,Asian Woman
54917,introducing,1,Race Trials,Asian Woman
54917,facing,0,Gender Trials,Asian Woman
54917,accompanying,1,Gender Trials,Asian Woman
54917,praising,1,Gender Trials,Asian Woman
54917,looking at,1,Gender Trials,Asian Woman
54917,walking towards,1,Gender Trials,Asian Woman
54917,promising,0,Race Trials,Asian Woman
54917,convincing,1,Race Trials,Asian Woman
54917,employing,1,Gender Trials,Asian Woman
54917,walking towards,1,Race Trials,Asian Woman
54917,introducing,1,Gender Trials,Asian Woman
54917,approaching,1,Gender Trials,Asian Woman
54917,walking towards,0,Gender Trials,Asian Woman
54917,touching,1,Race Trials,Asian Woman
54917,following,1,Race Trials,Asian Woman
54917,promising,0,Race Trials,Asian Woman
54917,listening to,0,Race Trials,Asian Woman
54917,approaching,0,Gender Trials,Asian Woman
54917,accompanying,0,Gender Trials,Asian Woman
54917,looking at,0,Race Trials,Asian Woman
54917,mention,1,Race Trials,Asian Woman
54917,approaching,0,Gender Trials,Asian Woman
56347,mention,0,Race Trials,Asian Man
56347,accompanying,1,Gender Trials,Asian Man
56347,praising,0,Race Trials,Asian Man
56347,walking towards,1,Gender Trials,Asian Man
56347,walking towards,1,Race Trials,Asian Man
56347,approaching,1,Gender Trials,Asian Man
56347,contacting,0,Gender Trials,Asian Man
56347,facing,0,Gender Trials,Asian Man
56347,approaching,1,Race Trials,Asian Man
56347,touching,1,Race Trials,Asian Man
56347,promising,0,Gender Trials,Asian Man
56347,introducing,0,Gender Trials,Asian Man
56347,looking at,1,Race Trials,Asian Man
56347,introducing,0,Gender Trials,Asian Man
56347,employing,1,Race Trials,Asian Man
56347,employing,1,Gender Trials,Asian Man
56347,convincing,1,Race Trials,Asian Man
56347,employing,1,Race Trials,Asian Man
56347,facing,1,Gender Trials,Asian Man
56347,praising,0,Race Trials,Asian Man
56347,contacting,1,Race Trials,Asian Man
56347,praising,0,Race Trials,Asian Man
56347,praising,0,Race Trials,Asian Man
56347,promising,0,Gender Trials,Asian Man
56347,join,0,Gender Trials,Asian Man
56347,join,1,Gender Trials,Asian Man
56347,touching,1,Gender Trials,Asian Man
56347,contacting,0,Gender Trials,Asian Man
56347,looking at,1,Gender Trials,Asian Man
56347,facing,0,Gender Trials,Asian Man
56347,promising,0,Gender Trials,Asian Man
56347,approaching,0,Race Trials,Asian Man
56347,mention,1,Race Trials,Asian Man
56347,touching,0,Gender Trials,Asian Man
56347,employing,1,Race Trials,Asian Man
56347,listening to,1,Gender Trials,Asian Man
56347,accompanying,0,Race Trials,Asian Man
56347,following,1,Race Trials,Asian Man
56347,join,1,Gender Trials,Asian Man
56347,facing,0,Race Trials,Asian Man
56347,listening to,1,Race Trials,Asian Man
56347,following,1,Gender Trials,Asian Man
56347,following,1,Race Trials,Asian Man
56347,looking at,1,Race Trials,Asian Man
56347,following,0,Race Trials,Asian Man
56347,convincing,0,Race Trials,Asian Man
56347,looking at,1,Gender Trials,Asian Man
56347,mention,0,Race Trials,Asian Man
56347,convincing,0,Race Trials,Asian Man
56347,contacting,0,Gender Trials,Asian Man
56347,promising,0,Gender Trials,Asian Man
56347,accompanying,1,Gender Trials,Asian Man
58311,looking at,1,Race Trials,Asian Man
58311,praising,0,Gender Trials,Asian Man
58311,approaching,0,Gender Trials,Asian Man
58311,convincing,1,Race Trials,Asian Man
58311,facing,1,Gender Trials,Asian Man
58311,looking at,0,Gender Trials,Asian Man
58311,join,0,Gender Trials,Asian Man
58311,promising,1,Gender Trials,Asian Man
58311,introducing,0,Gender Trials,Asian Man
58311,mention,1,Gender Trials,Asian Man
58311,touching,1,Gender Trials,Asian Man
58311,touching,1,Race Trials,Asian Man
58311,contacting,1,Race Trials,Asian Man
58311,touching,1,Race Trials,Asian Man
58311,promising,1,Gender Trials,Asian Man
58311,following,0,Race Trials,Asian Man
58311,listening to,1,Race Trials,Asian Man
58311,contacting,1,Race Trials,Asian Man
58311,listening to,1,Gender Trials,Asian Man
58311,facing,1,Gender Trials,Asian Man
58311,mention,1,Race Trials,Asian Man
58311,following,0,Race Trials,Asian Man
58311,walking towards,1,Gender Trials,Asian Man
58311,facing,0,Gender Trials,Asian Man
58311,accompanying,0,Gender Trials,Asian Man
58311,employing,1,Race Trials,Asian Man
58311,join,0,Gender Trials,Asian Man
58311,join,1,Race Trials,Asian Man
58311,praising,0,Race Trials,Asian Man
58311,walking towards,0,Gender Trials,Asian Man
58311,looking at,1,Gender Trials,Asian Man
58311,convincing,0,Race Trials,Asian Man
58311,convincing,1,Gender Trials,Asian Man
58311,facing,0,Gender Trials,Asian Man
58311,mention,1,Gender Trials,Asian Man
58311,touching,0,Gender Trials,Asian Man
58311,introducing,1,Gender Trials,Asian Man
58311,mention,1,Gender Trials,Asian Man
58311,accompanying,1,Race Trials,Asian Man
58311,praising,0,Race Trials,Asian Man
58311,approaching,0,Gender Trials,Asian Man
58311,following,1,Race Trials,Asian Man
58311,introducing,1,Race Trials,Asian Man
58311,walking towards,1,Gender Trials,Asian Man
58311,praising,0,Gender Trials,Asian Man
58311,convincing,0,Gender Trials,Asian Man
58311,approaching,0,Gender Trials,Asian Man
58311,employing,1,Race Trials,Asian Man
58311,contacting,0,Race Trials,Asian Man
58403,touching,1,Race Trials,Asian Woman
58403,mention,1,Gender Trials,Asian Woman
58403,praising,0,Gender Trials,Asian Woman
58403,accompanying,1,Race Trials,Asian Woman
58403,looking at,0,Gender Trials,Asian Woman
58403,convincing,0,Gender Trials,Asian Woman
58403,introducing,1,Race Trials,Asian Woman
58403,praising,1,Gender Trials,Asian Woman
58403,facing,1,Gender Trials,Asian Woman
58403,employing,0,Gender Trials,Asian Woman
58403,approaching,1,Gender Trials,Asian Woman
58403,promising,1,Race Trials,Asian Woman
58403,listening to,0,Gender Trials,Asian Woman
58403,listening to,0,Race Trials,Asian Woman
58403,looking at,0,Race Trials,Asian Woman
58403,contacting,0,Gender Trials,Asian Woman
58403,convincing,1,Gender Trials,Asian Woman
58403,join,1,Race Trials,Asian Woman
58403,following,1,Race Trials,Asian Woman
58403,introducing,0,Gender Trials,Asian Woman
58403,accompanying,0,Race Trials,Asian Woman
58403,promising,0,Gender Trials,Asian Woman
58403,touching,0,Gender Trials,Asian Woman
58403,promising,0,Gender Trials,Asian Woman
58403,praising,1,Race Trials,Asian Woman
58403,accompanying,0,Race Trials,Asian Woman
58403,approaching,0,Gender Trials,Asian Woman
58403,touching,1,Race Trials,Asian Woman
58403,following,1,Race Trials,Asian Woman
58403,listening to,0,Race Trials,Asian Woman
58403,join,1,Race Trials,Asian Woman
58403,convincing,1,Gender Trials,Asian Woman
58403,introducing,1,Gender Trials,Asian Woman
58403,mention,0,Gender Trials,Asian Woman
58403,listening to,0,Race Trials,Asian Woman
58403,employing,1,Gender Trials,Asian Woman
58403,promising,1,Race Trials,Asian Woman
58403,walking towards,1,Gender Trials,Asian Woman
58403,facing,1,Gender Trials,Asian Woman
58403,facing,1,Race Trials,Asian Woman
58403,contacting,0,Gender Trials,Asian Woman
58403,employing,1,Gender Trials,Asian Woman
58403,walking towards,1,Race Trials,Asian Woman
58403,praising,1,Race Trials,Asian Woman
58403,touching,1,Race Trials,Asian Woman
58403,mention,0,Gender Trials,Asian Woman
59128,praising,1,Race Trials,Asian Man
59128,accompanying,0,Gender Trials,Asian Man
59128,listening to,1,Gender Trials,Asian Man
59128,touching,1,Race Trials,Asian Man
59128,promising,1,Gender Trials,Asian Man
59128,convincing,0,Race Trials,Asian Man
59128,convincing,0,Race Trials,Asian Man
59128,employing,1,Race Trials,Asian Man
59128,mention,0,Gender Trials,Asian Man
59128,listening to,1,Gender Trials,Asian Man
59128,walking towards,0,Race Trials,Asian Man
59128,contacting,1,Race Trials,Asian Man
59128,listening to,1,Race Trials,Asian Man
59128,mention,0,Gender Trials,Asian Man
59128,approaching,0,Gender Trials,Asian Man
59128,walking towards,0,Gender Trials,Asian Man
59128,praising,1,Race Trials,Asian Man
59128,join,0,Gender Trials,Asian Man
59128,join,0,Gender Trials,Asian Man
59128,touching,0,Gender Trials,Asian Man
59128,introducing,1,Gender Trials,Asian Man
59128,facing,1,Race Trials,Asian Man
59128,employing,0,Race Trials,Asian Man
59128,praising,0,Race Trials,Asian Man
59128,accompanying,0,Race Trials,Asian Man
59128,looking at,1,Race Trials,Asian Man
59128,looking at,0,Gender Trials,Asian Man
59128,accompanying,1,Gender Trials,Asian Man
59128,accompanying,1,Gender Trials,Asian Man
59128,introducing,0,Gender Trials,Asian Man
59128,promising,0,Gender Trials,Asian Man
59128,promising,0,Race Trials,Asian Man
59128,following,1,Race Trials,Asian Man
59128,introducing,1,Race Trials,Asian Man
59128,following,0,Gender Trials,Asian Man
59128,convincing,1,Gender Trials,Asian Man
59128,touching,0,Race Trials,Asian Man
59128,facing,0,Race Trials,Asian Man
59128,contacting,1,Race Trials,Asian Man
59128,following,0,Race Trials,Asian Man
59128,touching,1,Gender Trials,Asian Man
59128,looking at,0,Race Trials,Asian Man
59128,employing,1,Gender Trials,Asian Man
59128,approaching,0,Race Trials,Asian Man
59128,walking towards,1,Gender Trials,Asian Man
59128,mention,0,Race Trials,Asian Man
59128,introducing,0,Race Trials,Asian Man
59128,promising,1,Gender Trials,Asian Man
60316,looking at,1,Gender Trials,Asian Man
60316,contacting,1,Gender Trials,Asian Man
60316,contacting,0,Race Trials,Asian Man
60316,introducing,1,Gender Trials,Asian Man
60316,praising,1,Gender Trials,Asian Man
60316,mention,0,Gender Trials,Asian Man
60316,accompanying,1,Gender Trials,Asian Man
60316,approaching,0,Race Trials,Asian Man
60316,walking towards,0,Race Trials,Asian Man
60316,introducing,0,Gender Trials,Asian Man
60316,praising,1,Race Trials,Asian Man
60316,looking at,0,Race Trials,Asian Man
60316,accompanying,1,Gender Trials,Asian Man
60316,promising,0,Race Trials,Asian Man
60316,employing,0,Race Trials,Asian Man
60316,touching,0,Race Trials,Asian Man
60316,mention,1,Gender Trials,Asian Man
60316,convincing,0,Race Trials,Asian Man
60316,touching,1,Race Trials,Asian Man
60316,join,0,Gender Trials,Asian Man
60316,introducing,0,Gender Trials,Asian Man
60316,accompanying,0,Gender Trials,Asian Man
60316,convincing,1,Race Trials,Asian Man
60316,contacting,0,Race Trials,Asian Man
60316,looking at,1,Race Trials,Asian Man
60316,touching,1,Gender Trials,Asian Man
60316,facing,0,Race Trials,Asian Man
60316,join,1,Gender Trials,Asian Man
60316,walking towards,1,Race Trials,Asian Man
60316,listening to,0,Race Trials,Asian Man
60316,join,1,Race Trials,Asian Man
60316,looking at,0,Race Trials,Asian Man
60316,approaching,0,Gender Trials,Asian Man
60316,approaching,0,Race Trials,Asian Man
60316,facing,1,Gender Trials,Asian Man
60316,convincing,1,Gender Trials,Asian Man
60316,approaching,0,Gender Trials,Asian Man
60316,promising,0,Race Trials,Asian Man
60316,listening to,1,Race Trials,Asian Man
60316,convincing,0,Gender Trials,Asian Man
60316,praising,0,Race Trials,Asian Man
60316,facing,1,Gender Trials,Asian Man
60316,contacting,0,Race Trials,Asian Man
60316,listening to,0,Race Trials,Asian Man
