rt,stimulus,button_pressed,trial_type,trial_index,time_elapsed,internal_node_id,subject,list,ppt_race,ppt_gender,url,first_guess,correct,key_press,responses,image_type,phrase_type,test_part
2250,Welcome to the experiment. Press Continue to begin.,0,html-button-response,0,2256,0.0-0.0,791,List1B,white,woman,,,,,,,,
16244,,,external-html,1,19819,0.0-1.0,791,List1B,white,woman,consent.html,,,,,,,
9326,"<p>On the next page, you will see portraits of 8 people and their names.</p><p>Your first task is to take a few minutes to memorise the names of these people.</p><p>You will have to recall their names during the rest of the experiment, so it is</p><p>essential that you try to memorise these people and their names as best as you can.</p><br><p><strong>You will then be tested on your memory of these names and portraits.</strong></p><br><p>The experiment will start after you have completed this memory test.</p><br><p>Ready?</p>",0,html-button-response,2,29147,0.0-2.0,791,List1B,white,woman,,,,,,,,
73795,"<img src='img/portrait_matrix_list1.JPG' style='width:900px;height:500px;''></img><p>If you have memorised all the portraits and names and are ready to start, press Continue.</p><p><strong>Please note: Your memory of these faces will be tested 4 times during this experiment.</strong></p>",0,html-button-response,3,103953,0.0-3.0-0.0,791,List1B,white,woman,,,,,,,,
2538,"<img src=""portrait/WM2.jpg""style=""width:400px;height:400px;""></img>",7,html-button-response,4,107503,0.0-3.0-1.0,791,List1B,white,woman,,TRUE,7,,,,,
null,CORRECT,,html-keyboard-response,5,109036,0.0-3.0-2.0-0.0,791,List1B,white,woman,,,,null,,,,
5670,"<img src=""portrait/BM1.jpg""style=""width:400px;height:400px;""></img>",5,html-button-response,6,114709,0.0-3.0-4.0,791,List1B,white,woman,,TRUE,4,,,,,
2770,"<img src=""portrait/BM1.jpg""style=""width:400px;height:400px;""></img>",4,html-button-response,7,118485,0.0-3.0-6.0-0.0,791,List1B,white,woman,,FALSE,4,,,,,
null,CORRECT,,html-keyboard-response,8,120013,0.0-3.0-6.0-1.0-0.0,791,List1B,white,woman,,,,null,,,,
2546,"<img src=""portrait/BW2.jpg""style=""width:400px;height:400px;""></img>",2,html-button-response,9,122561,0.0-3.0-7.0,791,List1B,white,woman,,TRUE,2,,,,,
null,CORRECT,,html-keyboard-response,10,124074,0.0-3.0-8.0-0.0,791,List1B,white,woman,,,,null,,,,
6954,"<img src=""portrait/BW1.jpg""style=""width:400px;height:400px;""></img>",3,html-button-response,11,131030,0.0-3.0-10.0,791,List1B,white,woman,,TRUE,0,,,,,
2093,"<img src=""portrait/BW1.jpg""style=""width:400px;height:400px;""></img>",0,html-button-response,12,134128,0.0-3.0-12.0-0.0,791,List1B,white,woman,,FALSE,0,,,,,
null,CORRECT,,html-keyboard-response,13,135645,0.0-3.0-12.0-1.0-0.0,791,List1B,white,woman,,,,null,,,,
3519,"<img src=""portrait/WM1.jpg""style=""width:400px;height:400px;""></img>",6,html-button-response,14,139166,0.0-3.0-13.0,791,List1B,white,woman,,TRUE,6,,,,,
null,CORRECT,,html-keyboard-response,15,140669,0.0-3.0-14.0-0.0,791,List1B,white,woman,,,,null,,,,
2221,"<img src=""portrait/WW2.jpg""style=""width:400px;height:400px;""></img>",3,html-button-response,16,142890,0.0-3.0-16.0,791,List1B,white,woman,,TRUE,3,,,,,
null,CORRECT,,html-keyboard-response,17,144394,0.0-3.0-17.0-0.0,791,List1B,white,woman,,,,null,,,,
3082,"<img src=""portrait/BM2.jpg""style=""width:400px;height:400px;""></img>",5,html-button-response,18,147477,0.0-3.0-19.0,791,List1B,white,woman,,TRUE,5,,,,,
null,CORRECT,,html-keyboard-response,19,148995,0.0-3.0-20.0-0.0,791,List1B,white,woman,,,,null,,,,
4371,"<img src=""portrait/WW1.jpg""style=""width:400px;height:400px;""></img>",1,html-button-response,20,153368,0.0-3.0-22.0,791,List1B,white,woman,,TRUE,1,,,,,
null,CORRECT,,html-keyboard-response,21,154875,0.0-3.0-23.0-0.0,791,List1B,white,woman,,,,null,,,,
1665,<p>You got 6 out of 8 right first time. Press Continue.</p>,0,html-button-response,22,156543,0.0-3.0-25.0,791,List1B,white,woman,,,,,,,,
2130,"As you did not score 100%, the memory game will repeat. Press Continue.",0,html-button-response,23,159689,0.0-3.0-26.0-0.0,791,List1B,white,woman,,,,,,,,
27250,"<img src='img/portrait_matrix_list1.JPG' style='width:900px;height:500px;''></img><p>If you have memorised all the portraits and names and are ready to start, press Continue.</p><p><strong>Please note: Your memory of these faces will be tested 4 times during this experiment.</strong></p>",0,html-button-response,24,187953,0.0-3.1-0.1,791,List1B,white,woman,,,,,,,,
1408,"<img src=""portrait/WM2.jpg""style=""width:400px;height:400px;""></img>",7,html-button-response,25,190373,0.0-3.1-1.1,791,List1B,white,woman,,TRUE,7,,,,,
null,CORRECT,,html-keyboard-response,26,191887,0.0-3.1-2.1-0.1,791,List1B,white,woman,,,,null,,,,
1864,"<img src=""portrait/BM1.jpg""style=""width:400px;height:400px;""></img>",4,html-button-response,27,193754,0.0-3.1-4.1,791,List1B,white,woman,,TRUE,4,,,,,
null,CORRECT,,html-keyboard-response,28,195272,0.0-3.1-5.1-0.1,791,List1B,white,woman,,,,null,,,,
