"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","ppt_language","url","first_guess","correct","key_press","responses","image","verb","phrase","condition","test_part"
"13149","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","13155","0.0-0.0","69578","ListA","woman","english","","","","","","","","","",""
"23180.200000047684","","","external-html","1","37355","0.0-1.0","69578","ListA","woman","english","consent.html","","","","","","","","",""
"1318.7000000476837","<p>On the next page, you will see portraits of 8 people and their names.</p><p>Your first task is to take a few minutes to memorise the names of these people.</p><p>You will have to recall their names during the rest of the experiment, so it is</p><p>essential that you try to memorise these people and their names as best as you can.</p><p><strong>You will then be tested on your memory of these names and portraits.</strong></p><p>The experiment will start after you have completed this memory test.</p><p>Ready?</p>","0","html-button-response","2","38675","0.0-2.0","69578","ListA","woman","english","","","","","","","","","",""
"11974.799999952316","<img src='img/portrait_matrix_listA.jpg' style='width:900px;height:500px;''></img><p>If you have memorised all the portraits and names and are ready to start, press Continue.</p><p><strong>Please note: Your memory of these faces will be tested 5 times during this experiment.</strong></p>","0","html-button-response","3","51655","0.0-3.0-0.0","69578","ListA","woman","english","","","","","","","","","",""
"3537.7000000476837","<img src=""portrait/WM1.jpg""style=""height:400px;""></img>","6","html-button-response","4","56208","0.0-3.0-1.0","69578","ListA","woman","english","","true","6","","","","","","",""
"null","CORRECT","","html-keyboard-response","5","57733","0.0-3.0-2.0-0.0","69578","ListA","woman","english","","","","null","","","","","",""
"6499.900000095367","<img src=""portrait/BW1.jpg""style=""height:400px;""></img>","0","html-button-response","6","64236","0.0-3.0-4.0","69578","ListA","woman","english","","true","0","","","","","","",""
"null","CORRECT","","html-keyboard-response","7","65755","0.0-3.0-5.0-0.0","69578","ListA","woman","english","","","","null","","","","","",""
"2265.7999999523163","<img src=""portrait/WM2.jpg""style=""height:400px;""></img>","7","html-button-response","8","68026","0.0-3.0-7.0","69578","ListA","woman","english","","true","7","","","","","","",""
"null","CORRECT","","html-keyboard-response","9","69531","0.0-3.0-8.0-0.0","69578","ListA","woman","english","","","","null","","","","","",""
"2744","<img src=""portrait/BM1.jpg""style=""height:400px;""></img>","4","html-button-response","10","72280","0.0-3.0-10.0","69578","ListA","woman","english","","true","4","","","","","","",""
"null","CORRECT","","html-keyboard-response","11","73799","0.0-3.0-11.0-0.0","69578","ListA","woman","english","","","","null","","","","","",""
"4530.299999952316","<img src=""portrait/BM2.jpg""style=""height:400px;""></img>","5","html-button-response","12","78332","0.0-3.0-13.0","69578","ListA","woman","english","","true","5","","","","","","",""
"null","CORRECT","","html-keyboard-response","13","79853","0.0-3.0-14.0-0.0","69578","ListA","woman","english","","","","null","","","","","",""
"1751.8000001907349","<img src=""portrait/WW2.jpg""style=""height:400px;""></img>","3","html-button-response","14","81608","0.0-3.0-16.0","69578","ListA","woman","english","","true","3","","","","","","",""
"null","CORRECT","","html-keyboard-response","15","83125","0.0-3.0-17.0-0.0","69578","ListA","woman","english","","","","null","","","","","",""
"2630.9000000953674","<img src=""portrait/WW1.jpg""style=""height:400px;""></img>","1","html-button-response","16","85760","0.0-3.0-19.0","69578","ListA","woman","english","","true","1","","","","","","",""
"null","CORRECT","","html-keyboard-response","17","87280","0.0-3.0-20.0-0.0","69578","ListA","woman","english","","","","null","","","","","",""
"3149.5999999046326","<img src=""portrait/BW2.jpg""style=""height:400px;""></img>","2","html-button-response","18","90433","0.0-3.0-22.0","69578","ListA","woman","english","","true","2","","","","","","",""
"null","CORRECT","","html-keyboard-response","19","91948","0.0-3.0-23.0-0.0","69578","ListA","woman","english","","","","null","","","","","",""
"1192.2000000476837","<p>You got 8 out of 8 right first time. Press Continue.</p>","0","html-button-response","20","93142","0.0-3.0-25.0","69578","ListA","woman","english","","","","","","","","","",""
"2074","<p>In this experiment, you will view photographs of the people from the memory game.</p><p>By using the <strong>exact</strong> phrase given <i>after</i> the photograph appears and recalling the correct names of the people in the photographs, form a sentence describing an interaction. You do not need to capitalise names.</p><p>Type your answer in the space provided. Please complete every sentence before moving onto the next trial.</p><p>You will only have a few seconds to memorise each given photograph and phrase before you can respond, so try your best to focus.</p><p>An example is given below. Press 'Continue' when you are ready.</p><img src='img/speaking_example.jpg' style='width:800px;height:460px;''></img>","0","html-button-response","21","96239","0.0-4.0","69578","ListA","woman","english","","","","","","","","","",""
"1631","<p>Before the experiment starts, you will watch two example trials. Press 'Continue'.</p>","0","html-button-response","22","98875","0.0-5.0","69578","ListA","woman","english","","","","","","","","","",""
"null","<img src='img/meet.gif' style='height:400px;''></img>","","html-keyboard-response","23","101888","0.0-6.0","69578","ListA","woman","english","","","","null","","","","","",""
"null","<p>is meeting</p>","","html-keyboard-response","24","103894","0.0-7.0","69578","ListA","woman","english","","","","null","","","","","",""
"3416.5","<p><b>Answer:</b> kate is meeting beth</p>","0","html-button-response","25","107312","0.0-8.0","69578","ListA","woman","english","","","","","","","","","",""
"null","<img src='img/spy.gif' style='height:400px;''></img>","","html-keyboard-response","26","110332","0.0-9.0","69578","ListA","woman","english","","","","null","","","","","",""
"null","<p>is being spied on by</p>","","html-keyboard-response","27","112348","0.0-10.0","69578","ListA","woman","english","","","","null","","","","","",""
"5693.5","<p><b>Answer:</b> luke is being spied on by dave</p>","0","html-button-response","28","118043","0.0-11.0","69578","ListA","woman","english","","","","","","","","","",""
"24474.5","<p>Ready to start the experiment?</p><br><p><strong>Remember to describe the picture using a full sentence,</strong></p><p><strong>that combines the names of the people with the <i>exact</i> phrase given.</strong></p><p><strong>To receive full payment you must do this correctly.</strong></p><p><strong> You do not need to capitalise names or use punctuation.</strong></p><br><p>Press 'Continue' to begin.</p>","0","html-button-response","29","143522","0.0-12.0","69578","ListA","woman","english","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","30","145041","0.0-13.0-0.0","69578","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/BlackGender3a.gif' style='height:400px;''></img>","","html-keyboard-response","31","147057","0.0-13.0-1.0","69578","ListA","woman","english","","","","null","","","","","",""
"null","is praising","","html-keyboard-response","32","150080","0.0-13.0-2.0","69578","ListA","woman","english","","","","null","","","","","",""
"31089.200000047684","","","survey-text","33","181173","0.0-13.0-3.0","69578","ListA","woman","english","","","","","{""Q0"":""Luke is praising Jane""}","<img src='gifs/BlackGender3a.gif' style='height:400px;''></img>","praising","is praising","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","34","181678","0.0-13.0-0.1","69578","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/MaleRace4a.gif' style='height:400px;''></img>","","html-keyboard-response","35","183695","0.0-13.0-1.1","69578","ListA","woman","english","","","","null","","","","","",""
"null","is approaching","","html-keyboard-response","36","186699","0.0-13.0-2.1","69578","ListA","woman","english","","","","null","","","","","",""
"13028.699999809265","","","survey-text","37","199738","0.0-13.0-3.1","69578","ListA","woman","english","","","","","{""Q0"":""Mike is approaching Dave""}","<img src='gifs/MaleRace4a.gif' style='height:400px;''></img>","approaching","is approaching","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","38","200252","0.0-13.0-0.2","69578","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/MaleRace4b.gif' style='height:400px;''></img>","","html-keyboard-response","39","202277","0.0-13.0-1.2","69578","ListA","woman","english","","","","null","","","","","",""
"null","is employing","","html-keyboard-response","40","205292","0.0-13.0-2.2","69578","ListA","woman","english","","","","null","","","","","",""
"21516","","","survey-text","41","226813","0.0-13.0-3.2","69578","ListA","woman","english","","","","","{""Q0"":""Dave is employing Mike""}","<img src='gifs/MaleRace4b.gif' style='height:400px;''></img>","employing","is employing","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","42","227328","0.0-13.0-0.3","69578","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/FemaleRace4b.gif' style='height:400px;''></img>","","html-keyboard-response","43","229339","0.0-13.0-1.3","69578","ListA","woman","english","","","","null","","","","","",""
"null","is contacting","","html-keyboard-response","44","232345","0.0-13.0-2.3","69578","ListA","woman","english","","","","null","","","","","",""
"38741.90000009537","","","survey-text","45","271098","0.0-13.0-3.3","69578","ListA","woman","english","","","","","{""Q0"":""Beth is contacting Jane""}","<img src='gifs/FemaleRace4b.gif' style='height:400px;''></img>","contacting","is contacting","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","46","271608","0.0-13.0-0.4","69578","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/MaleRace2b.gif' style='height:400px;''></img>","","html-keyboard-response","47","273616","0.0-13.0-1.4","69578","ListA","woman","english","","","","null","","","","","",""
"null","is mentioning","","html-keyboard-response","48","276621","0.0-13.0-2.4","69578","ListA","woman","english","","","","null","","","","","",""
"18262.400000095367","","","survey-text","49","294891","0.0-13.0-3.4","69578","ListA","woman","english","","","","","{""Q0"":""Fred is mentioning Dave""}","<img src='gifs/MaleRace2b.gif' style='height:400px;''></img>","mention","is mentioning","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","50","295399","0.0-13.0-0.5","69578","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/ChineseGender2a.gif' style='height:400px;''></img>","","html-keyboard-response","51","297408","0.0-13.0-1.5","69578","ListA","woman","english","","","","null","","","","","",""
"null","is looking at","","html-keyboard-response","52","300424","0.0-13.0-2.5","69578","ListA","woman","english","","","","null","","","","","",""
"18083.599999904633","","","survey-text","53","318519","0.0-13.0-3.5","69578","ListA","woman","english","","","","","{""Q0"":""Fred is looking at Beth""}","<img src='gifs/ChineseGender2a.gif' style='height:400px;''></img>","looking at","is looking at","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","54","319033","0.0-13.0-0.6","69578","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/ChineseGender4a.gif' style='height:400px;''></img>","","html-keyboard-response","55","321039","0.0-13.0-1.6","69578","ListA","woman","english","","","","null","","","","","",""
"null","is contacting","","html-keyboard-response","56","324042","0.0-13.0-2.6","69578","ListA","woman","english","","","","null","","","","","",""
"52722","","","survey-text","57","376772","0.0-13.0-3.6","69578","ListA","woman","english","","","","","{""Q0"":""Mike is contacting Kate""}","<img src='gifs/ChineseGender4a.gif' style='height:400px;''></img>","contacting","is contacting","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","58","377274","0.0-13.0-0.7","69578","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/ChineseGender3a.gif' style='height:400px;''></img>","","html-keyboard-response","59","379290","0.0-13.0-1.7","69578","ListA","woman","english","","","","null","","","","","",""
"null","is touching","","html-keyboard-response","60","382294","0.0-13.0-2.7","69578","ListA","woman","english","","","","null","","","","","",""
"27236.099999904633","","","survey-text","61","409544","0.0-13.0-3.7","69578","ListA","woman","english","","","","","{""Q0"":""Mike is touching Beth""}","<img src='gifs/ChineseGender3a.gif' style='height:400px;''></img>","touching","is touching","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","62","410058","0.0-13.0-0.8","69578","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/FemaleRace1a.gif' style='height:400px;''></img>","","html-keyboard-response","63","412063","0.0-13.0-1.8","69578","ListA","woman","english","","","","null","","","","","",""
"null","is praising","","html-keyboard-response","64","415088","0.0-13.0-2.8","69578","ListA","woman","english","","","","null","","","","","",""
"37616.59999990463","","","survey-text","65","452714","0.0-13.0-3.8","69578","ListA","woman","english","","","","","{""Q0"":""Ruth is praising Kate""}","<img src='gifs/FemaleRace1a.gif' style='height:400px;''></img>","praising","is praising","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","66","453225","0.0-13.0-0.9","69578","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/FemaleRace4a.gif' style='height:400px;''></img>","","html-keyboard-response","67","455237","0.0-13.0-1.9","69578","ListA","woman","english","","","","null","","","","","",""
"null","is listening to","","html-keyboard-response","68","458242","0.0-13.0-2.9","69578","ListA","woman","english","","","","null","","","","","",""
"33202.300000190735","","","survey-text","69","491451","0.0-13.0-3.9","69578","ListA","woman","english","","","","","{""Q0"":""Beth is listening to Jane""}","<img src='gifs/FemaleRace4a.gif' style='height:400px;''></img>","listening to","is listening to","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","70","491961","0.0-13.0-0.10","69578","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/ChineseGender1a.gif' style='height:400px;''></img>","","html-keyboard-response","71","493974","0.0-13.0-1.10","69578","ListA","woman","english","","","","null","","","","","",""
"null","is listening to","","html-keyboard-response","72","496992","0.0-13.0-2.10","69578","ListA","woman","english","","","","null","","","","","",""
"20655.099999904633","","","survey-text","73","517657","0.0-13.0-3.10","69578","ListA","woman","english","","","","","{""Q0"":""Kate is listening to Fred""}","<img src='gifs/ChineseGender1a.gif' style='height:400px;''></img>","listening to","is listening to","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","74","518171","0.0-13.0-0.11","69578","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/MaleRace3b.gif' style='height:400px;''></img>","","html-keyboard-response","75","520187","0.0-13.0-1.11","69578","ListA","woman","english","","","","null","","","","","",""
"null","is listening to","","html-keyboard-response","76","523201","0.0-13.0-2.11","69578","ListA","woman","english","","","","null","","","","","",""
"49486.700000047684","","","survey-text","77","572696","0.0-13.0-3.11","69578","ListA","woman","english","","","","","{""Q0"":""Mike is listening to Luke""}","<img src='gifs/MaleRace3b.gif' style='height:400px;''></img>","listening to","is listening to","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","78","573210","0.0-13.0-0.12","69578","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/ChineseGender1b.gif' style='height:400px;''></img>","","html-keyboard-response","79","575213","0.0-13.0-1.12","69578","ListA","woman","english","","","","null","","","","","",""
"null","is following","","html-keyboard-response","80","578222","0.0-13.0-2.12","69578","ListA","woman","english","","","","null","","","","","",""
