"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","ppt_language","url","first_guess","correct","key_press","responses","image","verb","phrase","condition","test_part"
"2475","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","2478","0.0-0.0","4555","ListB","woman","english","","","","","","","","","",""
"2218881","","","external-html","1","2222376","0.0-1.0","4555","ListB","woman","english","consent.html","","","","","","","","",""
"23417","<p>On the next page, you will see portraits of 8 people and their names.</p><p>Your first task is to take a few minutes to memorise the names of these people.</p><p>You will have to recall their names during the rest of the experiment, so it is</p><p>essential that you try to memorise these people and their names as best as you can.</p><p><strong>You will then be tested on your memory of these names and portraits.</strong></p><p>The experiment will start after you have completed this memory test.</p><p>Ready?</p>","0","html-button-response","2","2245793","0.0-2.0","4555","ListB","woman","english","","","","","","","","","",""
"117380.99999999953","<img src='img/portrait_matrix_listB.jpg' style='width:900px;height:500px;''></img><p>If you have memorised all the portraits and names and are ready to start, press Continue.</p><p><strong>Please note: Your memory of these faces will be tested 5 times during this experiment.</strong></p>","0","html-button-response","3","2364175","0.0-3.0-0.0","4555","ListB","woman","english","","","","","","","","","",""
"6029","<img src=""portrait/BW1.jpg""style=""height:400px;""></img>","0","html-button-response","4","2371209","0.0-3.0-1.0","4555","ListB","woman","english","","true","0","","","","","","",""
"null","CORRECT","","html-keyboard-response","5","2372715","0.0-3.0-2.0-0.0","4555","ListB","woman","english","","","","null","","","","","",""
"3943","<img src=""portrait/BW2.jpg""style=""height:400px;""></img>","2","html-button-response","6","2376662","0.0-3.0-4.0","4555","ListB","woman","english","","true","2","","","","","","",""
"null","CORRECT","","html-keyboard-response","7","2378166","0.0-3.0-5.0-0.0","4555","ListB","woman","english","","","","null","","","","","",""
"2422.9999999995343","<img src=""portrait/BM1.jpg""style=""height:400px;""></img>","4","html-button-response","8","2380592","0.0-3.0-7.0","4555","ListB","woman","english","","true","4","","","","","","",""
"null","CORRECT","","html-keyboard-response","9","2382096","0.0-3.0-8.0-0.0","4555","ListB","woman","english","","","","null","","","","","",""
"1660","<img src=""portrait/WW2.jpg""style=""height:400px;""></img>","3","html-button-response","10","2383759","0.0-3.0-10.0","4555","ListB","woman","english","","true","3","","","","","","",""
"null","CORRECT","","html-keyboard-response","11","2385262","0.0-3.0-11.0-0.0","4555","ListB","woman","english","","","","null","","","","","",""
"4377.999999999534","<img src=""portrait/BM2.jpg""style=""height:400px;""></img>","5","html-button-response","12","2389642","0.0-3.0-13.0","4555","ListB","woman","english","","true","5","","","","","","",""
"null","CORRECT","","html-keyboard-response","13","2391146","0.0-3.0-14.0-0.0","4555","ListB","woman","english","","","","null","","","","","",""
