"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","ppt_language","ptptID","url","first_guess","correct","key_press","responses","image","verb","phrase","condition","test_part"
"19341","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","19348","0.0-0.0","44820","ListA","man","english","EMA3","","","","","","","","","",""
"9492.000000000007","","","external-html","1","30213","0.0-1.0","44820","ListA","man","english","EMA3","consent.html","","","","","","","","",""
"21956.999999999993","<p>On the next page, you will see portraits of 8 people and their names.</p><p>Your first task is to take a few minutes to memorise the names of these people.</p><p>You will have to recall their names during the rest of the experiment, so it is</p><p>essential that you try to memorise these people and their names as best as you can.</p><p><strong>You will then be tested on your memory of these names and portraits.</strong></p><p>The experiment will start after you have completed this memory test.</p><p>Ready?</p>","0","html-button-response","2","52174","0.0-2.0","44820","ListA","man","english","EMA3","","","","","","","","","",""
"74499","<img src='img/portrait_matrix_listA.jpg' style='width:900px;height:500px;''></img><p>If you have memorised all the portraits and names and are ready to start, press Continue.</p><p><strong>Please note: Your memory of these faces will be tested 5 times during this experiment.</strong></p>","0","html-button-response","3","127685","0.0-3.0-0.0","44820","ListA","man","english","EMA3","","","","","","","","","",""
"368513","<img src=""portrait/WW1.jpg""style=""height:400px;""></img>","1","html-button-response","4","726349","0.0-3.0-1.0","44820","ListA","man","english","EMA3","","true","1","","","","","","",""
"null","CORRECT","","html-keyboard-response","5","727877","0.0-3.0-2.0-0.0","44820","ListA","man","english","EMA3","","","","null","","","","","",""
"4736","<img src=""portrait/BM2.jpg""style=""height:400px;""></img>","6","html-button-response","6","732639","0.0-3.0-4.0","44820","ListA","man","english","EMA3","","true","5","","","","","","",""
"5836","<img src=""portrait/BM2.jpg""style=""height:400px;""></img>","4","html-button-response","7","739481","0.0-3.0-6.0-0.0","44820","ListA","man","english","EMA3","","false","5","","","","","","",""
"null","INCORRECT","","html-keyboard-response","8","740985","0.0-3.0-6.0-2.0-0.0","44820","ListA","man","english","EMA3","","","","null","","","","","",""
"5519.999999999942","<img src=""portrait/BM1.jpg""style=""height:400px;""></img>","4","html-button-response","9","746510","0.0-3.0-7.0","44820","ListA","man","english","EMA3","","true","4","","","","","","",""
