"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","ppt_language","url","first_guess","correct","key_press","responses","image","verb","phrase","condition","test_part"
"3029.0000000000005","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","3033","0.0-0.0","32542","ListA","woman","english","","","","","","","","","",""
"7306","","","external-html","1","11343","0.0-1.0","32542","ListA","woman","english","consent.html","","","","","","","","",""
"1734","<p>On the next page, you will see portraits of 8 people and their names.</p><p>Your first task is to take a few minutes to memorise the names of these people.</p><p>You will have to recall their names during the rest of the experiment, so it is</p><p>essential that you try to memorise these people and their names as best as you can.</p><p><strong>You will then be tested on your memory of these names and portraits.</strong></p><p>The experiment will start after you have completed this memory test.</p><p>Ready?</p>","0","html-button-response","2","13079","0.0-2.0","32542","ListA","woman","english","","","","","","","","","",""
"1957","<img src='img/portrait_matrix_listA.jpg' style='width:900px;height:500px;''></img><p>If you have memorised all the portraits and names and are ready to start, press Continue.</p><p><strong>Please note: Your memory of these faces will be tested 5 times during this experiment.</strong></p>","0","html-button-response","3","16039","0.0-3.0-0.0","32542","ListA","woman","english","","","","","","","","","",""
"3453.9999999999964","<img src=""portrait/BM1.jpg""style=""height:400px;""></img>","4","html-button-response","4","20497","0.0-3.0-1.0","32542","ListA","woman","english","","true","4","","","","","","",""
"null","CORRECT","","html-keyboard-response","5","22001","0.0-3.0-2.0-0.0","32542","ListA","woman","english","","","","null","","","","","",""
"2462","<img src=""portrait/WW1.jpg""style=""height:400px;""></img>","1","html-button-response","6","24465","0.0-3.0-4.0","32542","ListA","woman","english","","true","1","","","","","","",""
"null","CORRECT","","html-keyboard-response","7","25968","0.0-3.0-5.0-0.0","32542","ListA","woman","english","","","","null","","","","","",""
"2781","<img src=""portrait/WM2.jpg""style=""height:400px;""></img>","7","html-button-response","8","28751","0.0-3.0-7.0","32542","ListA","woman","english","","true","7","","","","","","",""
"null","CORRECT","","html-keyboard-response","9","30255","0.0-3.0-8.0-0.0","32542","ListA","woman","english","","","","null","","","","","",""
"2622.0000000000073","<img src=""portrait/WM1.jpg""style=""height:400px;""></img>","6","html-button-response","10","32879","0.0-3.0-10.0","32542","ListA","woman","english","","true","6","","","","","","",""
"null","CORRECT","","html-keyboard-response","11","34382","0.0-3.0-11.0-0.0","32542","ListA","woman","english","","","","null","","","","","",""
"1484","<img src=""portrait/WW2.jpg""style=""height:400px;""></img>","3","html-button-response","12","35868","0.0-3.0-13.0","32542","ListA","woman","english","","true","3","","","","","","",""
"null","CORRECT","","html-keyboard-response","13","37371","0.0-3.0-14.0-0.0","32542","ListA","woman","english","","","","null","","","","","",""
"4028.9999999999927","<img src=""portrait/BW2.jpg""style=""height:400px;""></img>","2","html-button-response","14","41402","0.0-3.0-16.0","32542","ListA","woman","english","","true","2","","","","","","",""
"null","CORRECT","","html-keyboard-response","15","42906","0.0-3.0-17.0-0.0","32542","ListA","woman","english","","","","null","","","","","",""
"4675","<img src=""portrait/BM2.jpg""style=""height:400px;""></img>","5","html-button-response","16","47583","0.0-3.0-19.0","32542","ListA","woman","english","","true","5","","","","","","",""
"null","CORRECT","","html-keyboard-response","17","49087","0.0-3.0-20.0-0.0","32542","ListA","woman","english","","","","null","","","","","",""
"5125","<img src=""portrait/BW1.jpg""style=""height:400px;""></img>","0","html-button-response","18","54215","0.0-3.0-22.0","32542","ListA","woman","english","","true","0","","","","","","",""
"null","CORRECT","","html-keyboard-response","19","55717","0.0-3.0-23.0-0.0","32542","ListA","woman","english","","","","null","","","","","",""
"962","<p>You got 8 out of 8 right first time. Press Continue.</p>","0","html-button-response","20","56681","0.0-3.0-25.0","32542","ListA","woman","english","","","","","","","","","",""
"173457.00000000003","<p>In this experiment, you will view photographs of the people from the memory game.</p><p>By using the <strong>exact</strong> phrase given <i>after</i> the photograph appears and recalling the correct names of the people in the photographs, form a sentence describing an interaction. You do not need to capitalise names.</p><p>Type your answer in the space provided. Please complete every sentence before moving onto the next trial.</p><p>You will only have a few seconds to memorise each given photograph and phrase before you can respond, so try your best to focus.</p><p>An example is given below. Press 'Continue' when you are ready.</p><img src='img/speaking_example.jpg' style='width:800px;height:460px;''></img>","0","html-button-response","21","231137","0.0-4.0","32542","ListA","woman","english","","","","","","","","","",""
"1626","<p>Before the experiment starts, you will watch two example trials. Press 'Continue'.</p>","0","html-button-response","22","233765","0.0-5.0","32542","ListA","woman","english","","","","","","","","","",""
"null","<img src='img/meet.gif' style='height:400px;''></img>","","html-keyboard-response","23","236768","0.0-6.0","32542","ListA","woman","english","","","","null","","","","","",""
"null","<p>is meeting</p>","","html-keyboard-response","24","238771","0.0-7.0","32542","ListA","woman","english","","","","null","","","","","",""
"18515.99999999994","<p><b>Answer:</b> kate is meeting beth</p>","0","html-button-response","25","257287","0.0-8.0","32542","ListA","woman","english","","","","","","","","","",""
"null","<img src='img/spy.gif' style='height:400px;''></img>","","html-keyboard-response","26","260291","0.0-9.0","32542","ListA","woman","english","","","","null","","","","","",""
"null","<p>is being spied on by</p>","","html-keyboard-response","27","262293","0.0-10.0","32542","ListA","woman","english","","","","null","","","","","",""
"6695","<p><b>Answer:</b> luke is being spied on by dave</p>","0","html-button-response","28","268990","0.0-11.0","32542","ListA","woman","english","","","","","","","","","",""
"1605","<p>Ready to start the experiment?</p><br><p><strong>Remember to describe the picture using a full sentence,</strong></p><p><strong>that combines the names of the people with the <i>exact</i> phrase given.</strong></p><p><strong>To receive full payment you must do this correctly.</strong></p><p><strong> You do not need to capitalise names or use punctuation.</strong></p><br><p>Press 'Continue' to begin.</p>","0","html-button-response","29","271597","0.0-12.0","32542","ListA","woman","english","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","30","273100","0.0-13.0-0.0","32542","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/FemaleRace4b.gif' style='height:400px;''></img>","","html-keyboard-response","31","275104","0.0-13.0-1.0","32542","ListA","woman","english","","","","null","","","","","",""
"null","is praising","","html-keyboard-response","32","278105","0.0-13.0-2.0","32542","ListA","woman","english","","","","null","","","","","",""
"25725","","","survey-text","33","303848","0.0-13.0-3.0","32542","ListA","woman","english","","","","","{""Q0"":""Jane Beth""}","<img src='gifs/FemaleRace4b.gif' style='height:400px;''></img>","praising","is praising","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","34","304349","0.0-13.0-0.1","32542","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/BlackGender1b.gif' style='height:400px;''></img>","","html-keyboard-response","35","306351","0.0-13.0-1.1","32542","ListA","woman","english","","","","null","","","","","",""
"null","is convincing","","html-keyboard-response","36","309354","0.0-13.0-2.1","32542","ListA","woman","english","","","","null","","","","","",""
"20810","","","survey-text","37","330178","0.0-13.0-3.1","32542","ListA","woman","english","","","","","{""Q0"":""Ruth is convicting Luke""}","<img src='gifs/BlackGender1b.gif' style='height:400px;''></img>","convincing","is convincing","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","38","330680","0.0-13.0-0.2","32542","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/MaleRace2b.gif' style='height:400px;''></img>","","html-keyboard-response","39","332683","0.0-13.0-1.2","32542","ListA","woman","english","","","","null","","","","","",""
"null","is listening to","","html-keyboard-response","40","335684","0.0-13.0-2.2","32542","ListA","woman","english","","","","null","","","","","",""
"6160","","","survey-text","41","341852","0.0-13.0-3.2","32542","ListA","woman","english","","","","","{""Q0"":""Fred is listening to Dave""}","<img src='gifs/MaleRace2b.gif' style='height:400px;''></img>","listening to","is listening to","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","42","342354","0.0-13.0-0.3","32542","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/ChineseGender4a.gif' style='height:400px;''></img>","","html-keyboard-response","43","344356","0.0-13.0-1.3","32542","ListA","woman","english","","","","null","","","","","",""
"null","is contacting","","html-keyboard-response","44","347357","0.0-13.0-2.3","32542","ListA","woman","english","","","","null","","","","","",""
"9047","","","survey-text","45","356411","0.0-13.0-3.3","32542","ListA","woman","english","","","","","{""Q0"":""Kate is contacting to Mike""}","<img src='gifs/ChineseGender4a.gif' style='height:400px;''></img>","contacting","is contacting","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","46","356913","0.0-13.0-0.4","32542","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/BlackGender3a.gif' style='height:400px;''></img>","","html-keyboard-response","47","358916","0.0-13.0-1.4","32542","ListA","woman","english","","","","null","","","","","",""
"null","is mentioning","","html-keyboard-response","48","361918","0.0-13.0-2.4","32542","ListA","woman","english","","","","null","","","","","",""
"8322","","","survey-text","49","370246","0.0-13.0-3.4","32542","ListA","woman","english","","","","","{""Q0"":""Luke ins mentioning Jane""}","<img src='gifs/BlackGender3a.gif' style='height:400px;''></img>","mention","is mentioning","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","50","370748","0.0-13.0-0.5","32542","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/ChineseGender4b.gif' style='height:400px;''></img>","","html-keyboard-response","51","372750","0.0-13.0-1.5","32542","ListA","woman","english","","","","null","","","","","",""
"null","is walking towards","","html-keyboard-response","52","375752","0.0-13.0-2.5","32542","ListA","woman","english","","","","null","","","","","",""
"14681","","","survey-text","53","390440","0.0-13.0-3.5","32542","ListA","woman","english","","","","","{""Q0"":""Mike is walking toward Jane""}","<img src='gifs/ChineseGender4b.gif' style='height:400px;''></img>","walking towards","is walking towards","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","54","390941","0.0-13.0-0.6","32542","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/BlackGender2a.gif' style='height:400px;''></img>","","html-keyboard-response","55","392944","0.0-13.0-1.6","32542","ListA","woman","english","","","","null","","","","","",""
"null","is looking at","","html-keyboard-response","56","395946","0.0-13.0-2.6","32542","ListA","woman","english","","","","null","","","","","",""
"6709","","","survey-text","57","402661","0.0-13.0-3.6","32542","ListA","woman","english","","","","","{""Q0"":""Dave is looking at Ruth""}","<img src='gifs/BlackGender2a.gif' style='height:400px;''></img>","looking at","is looking at","english",""
