"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","ppt_language","ptptID","url","first_guess","correct","key_press","responses","image","verb","phrase","condition","test_part"
"2056","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","2059","0.0-0.0","90256","ListA","man","english","EMA1","","","","","","","","","",""
"66363","","","external-html","1","69456","0.0-1.0","90256","ListA","man","english","EMA1","consent.html","","","","","","","","",""
"16080","<p>On the next page, you will see portraits of 8 people and their names.</p><p>Your first task is to take a few minutes to memorise the names of these people.</p><p>You will have to recall their names during the rest of the experiment, so it is</p><p>essential that you try to memorise these people and their names as best as you can.</p><p><strong>You will then be tested on your memory of these names and portraits.</strong></p><p>The experiment will start after you have completed this memory test.</p><p>Ready?</p>","0","html-button-response","2","85537","0.0-2.0","90256","ListA","man","english","EMA1","","","","","","","","","",""
"86815","<img src='img/portrait_matrix_listA.jpg' style='width:900px;height:500px;''></img><p>If you have memorised all the portraits and names and are ready to start, press Continue.</p><p><strong>Please note: Your memory of these faces will be tested 5 times during this experiment.</strong></p>","0","html-button-response","3","173354","0.0-3.0-0.0","90256","ListA","man","english","EMA1","","","","","","","","","",""
"2219.000000000029","<img src=""portrait/WM1.jpg""style=""height:400px;""></img>","6","html-button-response","4","176577","0.0-3.0-1.0","90256","ListA","man","english","EMA1","","true","6","","","","","","",""
"null","CORRECT","","html-keyboard-response","5","178085","0.0-3.0-2.0-0.0","90256","ListA","man","english","EMA1","","","","null","","","","","",""
"6239","<img src=""portrait/WW2.jpg""style=""height:400px;""></img>","3","html-button-response","6","184326","0.0-3.0-4.0","90256","ListA","man","english","EMA1","","true","3","","","","","","",""
"null","CORRECT","","html-keyboard-response","7","185830","0.0-3.0-5.0-0.0","90256","ListA","man","english","EMA1","","","","null","","","","","",""
"15333","<img src=""portrait/WM2.jpg""style=""height:400px;""></img>","7","html-button-response","8","201165","0.0-3.0-7.0","90256","ListA","man","english","EMA1","","true","7","","","","","","",""
"null","CORRECT","","html-keyboard-response","9","202669","0.0-3.0-8.0-0.0","90256","ListA","man","english","EMA1","","","","null","","","","","",""
"4465","<img src=""portrait/WW1.jpg""style=""height:400px;""></img>","1","html-button-response","10","207136","0.0-3.0-10.0","90256","ListA","man","english","EMA1","","true","1","","","","","","",""
"null","CORRECT","","html-keyboard-response","11","208639","0.0-3.0-11.0-0.0","90256","ListA","man","english","EMA1","","","","null","","","","","",""
"2046","<img src=""portrait/BM2.jpg""style=""height:400px;""></img>","5","html-button-response","12","210687","0.0-3.0-13.0","90256","ListA","man","english","EMA1","","true","5","","","","","","",""
"null","CORRECT","","html-keyboard-response","13","212192","0.0-3.0-14.0-0.0","90256","ListA","man","english","EMA1","","","","null","","","","","",""
"5158","<img src=""portrait/BW1.jpg""style=""height:400px;""></img>","2","html-button-response","14","217352","0.0-3.0-16.0","90256","ListA","man","english","EMA1","","true","0","","","","","","",""
"5891.999999999971","<img src=""portrait/BW1.jpg""style=""height:400px;""></img>","0","html-button-response","15","224249","0.0-3.0-18.0-0.0","90256","ListA","man","english","EMA1","","false","0","","","","","","",""
"null","CORRECT","","html-keyboard-response","16","225753","0.0-3.0-18.0-1.0-0.0","90256","ListA","man","english","EMA1","","","","null","","","","","",""
