"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject","list","ppt_gender","ppt_language","url","first_guess","correct","key_press","responses","image","verb","phrase","condition","test_part"
"15782","Welcome to the experiment. Press Continue to begin.","0","html-button-response","0","15786","0.0-0.0","3478","ListA","woman","english","","","","","","","","","",""
"22862.999999999996","","","external-html","1","39823","0.0-1.0","3478","ListA","woman","english","consent.html","","","","","","","","",""
"2348.9999999999927","<p>On the next page, you will see portraits of 8 people and their names.</p><p>Your first task is to take a few minutes to memorise the names of these people.</p><p>You will have to recall their names during the rest of the experiment, so it is</p><p>essential that you try to memorise these people and their names as best as you can.</p><p><strong>You will then be tested on your memory of these names and portraits.</strong></p><p>The experiment will start after you have completed this memory test.</p><p>Ready?</p>","0","html-button-response","2","42174","0.0-2.0","3478","ListA","woman","english","","","","","","","","","",""
"58843","<img src='img/portrait_matrix_listA.jpg' style='width:900px;height:500px;''></img><p>If you have memorised all the portraits and names and are ready to start, press Continue.</p><p><strong>Please note: Your memory of these faces will be tested 5 times during this experiment.</strong></p>","0","html-button-response","3","102018","0.0-3.0-0.0","3478","ListA","woman","english","","","","","","","","","",""
"74363.00000000003","<img src=""portrait/BW2.jpg""style=""height:400px;""></img>","2","html-button-response","4","177383","0.0-3.0-1.0","3478","ListA","woman","english","","true","2","","","","","","",""
"null","CORRECT","","html-keyboard-response","5","178887","0.0-3.0-2.0-0.0","3478","ListA","woman","english","","","","null","","","","","",""
"6720","<img src=""portrait/WW2.jpg""style=""height:400px;""></img>","3","html-button-response","6","185609","0.0-3.0-4.0","3478","ListA","woman","english","","true","3","","","","","","",""
"null","CORRECT","","html-keyboard-response","7","187112","0.0-3.0-5.0-0.0","3478","ListA","woman","english","","","","null","","","","","",""
"6481","<img src=""portrait/BM2.jpg""style=""height:400px;""></img>","5","html-button-response","8","193594","0.0-3.0-7.0","3478","ListA","woman","english","","true","5","","","","","","",""
"null","CORRECT","","html-keyboard-response","9","195095","0.0-3.0-8.0-0.0","3478","ListA","woman","english","","","","null","","","","","",""
"2941","<img src=""portrait/WM2.jpg""style=""height:400px;""></img>","7","html-button-response","10","198039","0.0-3.0-10.0","3478","ListA","woman","english","","true","7","","","","","","",""
"null","CORRECT","","html-keyboard-response","11","199541","0.0-3.0-11.0-0.0","3478","ListA","woman","english","","","","null","","","","","",""
"5622","<img src=""portrait/BW1.jpg""style=""height:400px;""></img>","0","html-button-response","12","205164","0.0-3.0-13.0","3478","ListA","woman","english","","true","0","","","","","","",""
"null","CORRECT","","html-keyboard-response","13","206665","0.0-3.0-14.0-0.0","3478","ListA","woman","english","","","","null","","","","","",""
"8470","<img src=""portrait/WM1.jpg""style=""height:400px;""></img>","6","html-button-response","14","215136","0.0-3.0-16.0","3478","ListA","woman","english","","true","6","","","","","","",""
"null","CORRECT","","html-keyboard-response","15","216638","0.0-3.0-17.0-0.0","3478","ListA","woman","english","","","","null","","","","","",""
"6274","<img src=""portrait/BM1.jpg""style=""height:400px;""></img>","4","html-button-response","16","222914","0.0-3.0-19.0","3478","ListA","woman","english","","true","4","","","","","","",""
"null","CORRECT","","html-keyboard-response","17","224417","0.0-3.0-20.0-0.0","3478","ListA","woman","english","","","","null","","","","","",""
"5051.999999999971","<img src=""portrait/WW1.jpg""style=""height:400px;""></img>","1","html-button-response","18","229470","0.0-3.0-22.0","3478","ListA","woman","english","","true","1","","","","","","",""
"null","CORRECT","","html-keyboard-response","19","230972","0.0-3.0-23.0-0.0","3478","ListA","woman","english","","","","null","","","","","",""
"2897","<p>You got 8 out of 8 right first time. Press Continue.</p>","0","html-button-response","20","233871","0.0-3.0-25.0","3478","ListA","woman","english","","","","","","","","","",""
"23801","<p>In this experiment, you will view photographs of the people from the memory game.</p><p>By using the <strong>exact</strong> phrase given <i>after</i> the photograph appears and recalling the correct names of the people in the photographs, form a sentence describing an interaction. You do not need to capitalise names.</p><p>Type your answer in the space provided. Please complete every sentence before moving onto the next trial.</p><p>You will only have a few seconds to memorise each given photograph and phrase before you can respond, so try your best to focus.</p><p>An example is given below. Press 'Continue' when you are ready.</p><img src='img/speaking_example.jpg' style='width:800px;height:460px;''></img>","0","html-button-response","21","258675","0.0-4.0","3478","ListA","woman","english","","","","","","","","","",""
"4172.999999999971","<p>Before the experiment starts, you will watch two example trials. Press 'Continue'.</p>","0","html-button-response","22","263849","0.0-5.0","3478","ListA","woman","english","","","","","","","","","",""
"null","<img src='img/meet.gif' style='height:400px;''></img>","","html-keyboard-response","23","266851","0.0-6.0","3478","ListA","woman","english","","","","null","","","","","",""
"null","<p>is meeting</p>","","html-keyboard-response","24","268853","0.0-7.0","3478","ListA","woman","english","","","","null","","","","","",""
"11817","<p><b>Answer:</b> kate is meeting beth</p>","0","html-button-response","25","280671","0.0-8.0","3478","ListA","woman","english","","","","","","","","","",""
"null","<img src='img/spy.gif' style='height:400px;''></img>","","html-keyboard-response","26","283674","0.0-9.0","3478","ListA","woman","english","","","","null","","","","","",""
"null","<p>is being spied on by</p>","","html-keyboard-response","27","285675","0.0-10.0","3478","ListA","woman","english","","","","null","","","","","",""
"3570","<p><b>Answer:</b> luke is being spied on by dave</p>","0","html-button-response","28","289247","0.0-11.0","3478","ListA","woman","english","","","","","","","","","",""
"2829","<p>Ready to start the experiment?</p><br><p><strong>Remember to describe the picture using a full sentence,</strong></p><p><strong>that combines the names of the people with the <i>exact</i> phrase given.</strong></p><p><strong>To receive full payment you must do this correctly.</strong></p><p><strong> You do not need to capitalise names or use punctuation.</strong></p><br><p>Press 'Continue' to begin.</p>","0","html-button-response","29","293077","0.0-12.0","3478","ListA","woman","english","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","30","294579","0.0-13.0-0.0","3478","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/MaleRace4b.gif' style='height:400px;''></img>","","html-keyboard-response","31","296581","0.0-13.0-1.0","3478","ListA","woman","english","","","","null","","","","","",""
"null","is touching","","html-keyboard-response","32","299583","0.0-13.0-2.0","3478","ListA","woman","english","","","","null","","","","","",""
"32689","","","survey-text","33","332300","0.0-13.0-3.0","3478","ListA","woman","english","","","","","{""Q0"":""Fred is touching Mike""}","<img src='gifs/MaleRace4b.gif' style='height:400px;''></img>","touching","is touching","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","34","332803","0.0-13.0-0.1","3478","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/ChineseGender3a.gif' style='height:400px;''></img>","","html-keyboard-response","35","334805","0.0-13.0-1.1","3478","ListA","woman","english","","","","null","","","","","",""
"null","is introducing","","html-keyboard-response","36","337807","0.0-13.0-2.1","3478","ListA","woman","english","","","","null","","","","","",""
"14184","","","survey-text","37","351997","0.0-13.0-3.1","3478","ListA","woman","english","","","","","{""Q0"":""Beth is introducing Mike""}","<img src='gifs/ChineseGender3a.gif' style='height:400px;''></img>","introducing","is introducing","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","38","352499","0.0-13.0-0.2","3478","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/ChineseGender2b.gif' style='height:400px;''></img>","","html-keyboard-response","39","354500","0.0-13.0-1.2","3478","ListA","woman","english","","","","null","","","","","",""
"null","is contacting","","html-keyboard-response","40","357502","0.0-13.0-2.2","3478","ListA","woman","english","","","","null","","","","","",""
"103351","","","survey-text","41","460859","0.0-13.0-3.2","3478","ListA","woman","english","","","","","{""Q0"":""Beth is introducing Fred""}","<img src='gifs/ChineseGender2b.gif' style='height:400px;''></img>","contacting","is contacting","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","42","461361","0.0-13.0-0.3","3478","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/FemaleRace3b.gif' style='height:400px;''></img>","","html-keyboard-response","43","463364","0.0-13.0-1.3","3478","ListA","woman","english","","","","null","","","","","",""
"null","is walking towards","","html-keyboard-response","44","466366","0.0-13.0-2.3","3478","ListA","woman","english","","","","null","","","","","",""
"32479","","","survey-text","45","498851","0.0-13.0-3.3","3478","ListA","woman","english","","","","","{""Q0"":""Beth is walking towards Ruth""}","<img src='gifs/FemaleRace3b.gif' style='height:400px;''></img>","walking towards","is walking towards","english",""
"null","<div style=""font-size:60px;"">+</div>","","html-keyboard-response","46","499352","0.0-13.0-0.4","3478","ListA","woman","english","","","","null","","","","","",""
"null","<img src='gifs/ChineseGender3a.gif' style='height:400px;''></img>","","html-keyboard-response","47","501354","0.0-13.0-1.4","3478","ListA","woman","english","","","","null","","","","","",""
