rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part,name_order
15579,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,15586,0.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12992,NA,NA,NA,NA,external-html,1,29672,0.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,consent.html,NA,NA,NA,NA,NA,NA,NA,NA,NA
91192,"<p>Welcome.</p><p>In this experiment we will ask you to imagine people's motivations for saying sentences.</p><p>Each trial will begin with a sentence that somebody might say to describe an event involving two different people.</p><p>For instance, someone might say <em>Harry is being recruited by Molly</em></p><p>We want you to think about which of those two people (Molly and Harry) the speaker identifies more with. For instance, why did the speaker say <em>Harry is being recruited by Molly</em> rather than <em> Molly is recruiting Harry</em>? Might that mean that the speaker is socially closer to one of the two characters?</p><p>After you have read the sentence, you will rate on a scale which of the two characters the speaker identifies more with.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>Sometimes there will also be catch questions designed to make sure that you are paying attention, which ask about a different topic.</p><p>To do this task, you will have to use your imagination to think about and visualise the events, and how the speaker might relate to the characters.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,120865,0.0-2.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3121,"<p>Before the experiment starts, we will show you an example of how you will answer the questions. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,124991,0.0-3.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says <br><em>Samuel is dining with Frank</em>,NA,NA,NA,html-keyboard-response,4,127998,0.0-4.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,null,NA,NA,NA,NA,NA,NA,NA,NA
20398,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,148397,0.0-5.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3233,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,152639,0.0-6.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says<br><em>Jane and Kate are fighting with each other</em>,NA,NA,NA,html-keyboard-response,7,155768,0.0-7.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,null,NAME1 and NAME2 are fighting with each other,fight_conjoined,sentence,NA,NA,NA,NA,NA
19487,NA,NA,NA,NA,survey-likert-extra-labels,8,175256,0.0-7.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,NA,Somebody says<br><em>Jane and Kate are fighting with each other</em>,fight_conjoined,rating_volition,"{""Q0"":1}",[0],The speaker identifies more with <br>Jane than Kate,The speaker identifies more with<br>Kate than Jane,left_to_right
null,Somebody says<br><em>Mike is fighting with Kate</em>,NA,NA,NA,html-keyboard-response,9,177261,0.0-8.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,null,NAME1 is fighting with NAME2,fight_active,sentence,NA,NA,NA,NA,NA
15319,NA,NA,NA,NA,survey-likert-extra-labels,10,192580,0.0-8.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,NA,Somebody says<br><em>Mike is fighting with Kate</em>,fight_active,rating_volition,"{""Q0"":5}",[0],The speaker identifies more with <br>Kate than Mike,The speaker identifies more with<br>Mike than Kate,right_to_left
null,Somebody says<br><em>Beth and Kate are dancing with each other</em>,NA,NA,NA,html-keyboard-response,11,194590,0.0-9.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,null,NAME1 and NAME2 are dancing with each other,dance_conjoined,sentence,NA,NA,NA,NA,NA
16873,NA,NA,NA,NA,survey-likert-extra-labels,12,211463,0.0-9.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,NA,Somebody says<br><em>Beth and Kate are dancing with each other</em>,dance_conjoined,rating_volition,"{""Q0"":5}",[0],The speaker identifies more with <br>Kate than Beth,The speaker identifies more with<br>Beth than Kate,right_to_left
null,Somebody says<br><em>Fred is meeting Mike</em>,NA,NA,NA,html-keyboard-response,13,213465,0.0-10.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,null,NAME1 is meeting NAME2,meet_active,sentence,NA,NA,NA,NA,NA
6520,NA,NA,NA,NA,survey-likert-extra-labels,14,219986,0.0-10.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,NA,Somebody says<br><em>Fred is meeting Mike</em>,meet_active,rating_volition,"{""Q0"":0}",[0],The speaker identifies more with <br>Fred than Mike,The speaker identifies more with<br>Mike than Fred,left_to_right
null,Somebody says<br><em>Dave is being hugged by Fred</em>,NA,NA,NA,html-keyboard-response,15,221994,0.0-11.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,null,NAME1 is being hugged by NAME2,hug_passive,sentence,NA,NA,NA,NA,NA
12701,NA,NA,NA,NA,survey-likert-extra-labels,16,234697,0.0-11.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,NA,Somebody says<br><em>Dave is being hugged by Fred</em>,hug_passive,rating_volition,"{""Q0"":4}",[0],The speaker identifies more with <br>Fred than Dave,The speaker identifies more with<br>Dave than Fred,right_to_left
null,Somebody says<br><em>Dave and Mike are playing with each other</em>,NA,NA,NA,html-keyboard-response,17,236711,0.0-12.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,null,NAME1 and NAME2 are playing with each other,play_conjoined,sentence,NA,NA,NA,NA,NA
13459,NA,NA,NA,NA,survey-likert-extra-labels,18,250172,0.0-12.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,NA,Somebody says<br><em>Dave and Mike are playing with each other</em>,play_conjoined,rating_volition,"{""Q0"":2}",[0],The speaker identifies more with <br>Dave than Mike,The speaker identifies more with<br>Mike than Dave,left_to_right
null,Somebody says<br><em>Jane is being seduced by Beth</em>,NA,NA,NA,html-keyboard-response,19,252179,0.0-13.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cb3660053faf0cc4b5,6422,1A,man,NA,null,NAME1 is being seduced by NAME2,seduce_passive,sentence,NA,NA,NA,NA,NA
