rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part,name_order
5578,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,5586,0.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c87791ab4d27a27ae76b,28143,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33932,NA,NA,NA,NA,external-html,1,40757,0.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c87791ab4d27a27ae76b,28143,1A,man,consent.html,NA,NA,NA,NA,NA,NA,NA,NA,NA
58279,"<p>Welcome.</p><p>In this experiment we will ask you to imagine people's motivations for saying sentences.</p><p>Each trial will begin with a sentence that somebody might say to describe an event involving two different people.</p><p>For instance, someone might say <em>Harry is being recruited by Molly</em></p><p>We want you to think about which of those two people (Molly and Harry) the speaker identifies more with. For instance, why did the speaker say <em>Harry is being recruited by Molly</em> rather than <em> Molly is recruiting Harry</em>? Might that mean that the speaker is socially closer to one of the two characters?</p><p>After you have read the sentence, you will rate on a scale which of the two characters the speaker identifies more with.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>Sometimes there will also be catch questions designed to make sure that you are paying attention, which ask about a different topic.</p><p>To do this task, you will have to use your imagination to think about and visualise the events, and how the speaker might relate to the characters.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,99036,0.0-2.0,anomymised,6560c4cfd080ba12b16d8282,6564c87791ab4d27a27ae76b,28143,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4300,"<p>Before the experiment starts, we will show you an example of how you will answer the questions. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,104339,0.0-3.0,anomymised,6560c4cfd080ba12b16d8282,6564c87791ab4d27a27ae76b,28143,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says <br><em>Samuel is dining with Frank</em>,NA,NA,NA,html-keyboard-response,4,107345,0.0-4.0,anomymised,6560c4cfd080ba12b16d8282,6564c87791ab4d27a27ae76b,28143,1A,man,NA,null,NA,NA,NA,NA,NA,NA,NA,NA
32140,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,139486,0.0-5.0,anomymised,6560c4cfd080ba12b16d8282,6564c87791ab4d27a27ae76b,28143,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5149,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,145636,0.0-6.0,anomymised,6560c4cfd080ba12b16d8282,6564c87791ab4d27a27ae76b,28143,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says<br><em>Dave and Luke are meeting each other</em>,NA,NA,NA,html-keyboard-response,7,148643,0.0-7.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c87791ab4d27a27ae76b,28143,1A,man,NA,null,NAME1 and NAME2 are meeting each other,meet_conjoined,sentence,NA,NA,NA,NA,NA
41747,NA,NA,NA,NA,survey-likert-extra-labels,8,190397,0.0-7.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c87791ab4d27a27ae76b,28143,1A,man,NA,NA,Somebody says<br><em>Dave and Luke are meeting each other</em>,meet_conjoined,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Dave than Luke,The speaker identifies more with<br>Luke than Dave,left_to_right
null,Somebody says<br><em>Kate is copying Luke</em>,NA,NA,NA,html-keyboard-response,9,192400,0.0-8.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c87791ab4d27a27ae76b,28143,1A,man,NA,null,NAME1 is copying NAME2,copy_active,sentence,NA,NA,NA,NA,NA
44631,NA,NA,NA,NA,survey-likert-extra-labels,10,237031,0.0-8.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c87791ab4d27a27ae76b,28143,1A,man,NA,NA,Somebody says<br><em>Kate is copying Luke</em>,copy_active,rating_volition,"{""Q0"":2}",[0],The speaker identifies more with <br>Luke than Kate,The speaker identifies more with<br>Kate than Luke,right_to_left
null,Somebody says<br><em>Kate and Luke are kissing each other</em>,NA,NA,NA,html-keyboard-response,11,239034,0.0-9.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c87791ab4d27a27ae76b,28143,1A,man,NA,null,NAME1 and NAME2 are kissing each other,kiss_conjoined,sentence,NA,NA,NA,NA,NA
