rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part,name_order
28114,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,28118,0.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48640,NA,NA,NA,NA,external-html,1,78273,0.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,consent.html,NA,NA,NA,NA,NA,NA,NA,NA,NA
18161,"<p>Welcome.</p><p>In this experiment we will ask you to imagine people's motivations for saying sentences.</p><p>Each trial will begin with a sentence that somebody might say to describe an event involving two different people.</p><p>For instance, someone might say <em>Harry is being recruited by Molly</em></p><p>We want you to think about which of those two people (Molly and Harry) the speaker identifies more with. For instance, why did the speaker say <em>Harry is being recruited by Molly</em> rather than <em> Molly is recruiting Harry</em>? Might that mean that the speaker is socially closer to one of the two characters?</p><p>After you have read the sentence, you will rate on a scale which of the two characters the speaker identifies more with.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>Sometimes there will also be catch questions designed to make sure that you are paying attention, which ask about a different topic.</p><p>To do this task, you will have to use your imagination to think about and visualise the events, and how the speaker might relate to the characters.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,96436,0.0-2.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2138,"<p>Before the experiment starts, we will show you an example of how you will answer the questions. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,99583,0.0-3.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says <br><em>Samuel is dining with Frank</em>,NA,NA,NA,html-keyboard-response,4,102596,0.0-4.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,null,NA,NA,NA,NA,NA,NA,NA,NA
10016,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,112613,0.0-5.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12147,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,125769,0.0-6.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says<br><em>Ruth is being copied by Dave</em>,NA,NA,NA,html-keyboard-response,7,128782,0.0-7.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,null,NAME1 is being copied by NAME2,copy_passive,sentence,NA,NA,NA,NA,NA
4970,NA,NA,NA,NA,survey-likert-extra-labels,8,133753,0.0-7.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,NA,Somebody says<br><em>Ruth is being copied by Dave</em>,copy_passive,rating_volition,"{""Q0"":6}",[0],The speaker identifies more with <br>Dave than Ruth,The speaker identifies more with<br>Ruth than Dave,right_to_left
null,Somebody says<br><em>Fred is being opposed by Beth</em>,NA,NA,NA,html-keyboard-response,9,135756,0.0-8.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,null,NAME1 is being opposed by NAME2,oppose_passive,sentence,NA,NA,NA,NA,NA
4226,NA,NA,NA,NA,survey-likert-extra-labels,10,139984,0.0-8.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,NA,Somebody says<br><em>Fred is being opposed by Beth</em>,oppose_passive,rating_volition,"{""Q0"":6}",[0],The speaker identifies more with <br>Beth than Fred,The speaker identifies more with<br>Fred than Beth,right_to_left
null,Somebody says<br><em>Mike and Jane are playing with each other</em>,NA,NA,NA,html-keyboard-response,11,141999,0.0-9.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,null,NAME1 and NAME2 are playing with each other,play_conjoined,sentence,NA,NA,NA,NA,NA
4745,NA,NA,NA,NA,survey-likert-extra-labels,12,146744,0.0-9.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,NA,Somebody says<br><em>Mike and Jane are playing with each other</em>,play_conjoined,rating_volition,"{""Q0"":0}",[0],The speaker identifies more with <br>Mike than Jane,The speaker identifies more with<br>Jane than Mike,left_to_right
null,Somebody says<br><em>Fred is copying Jane</em>,NA,NA,NA,html-keyboard-response,13,148937,0.0-10.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,null,NAME1 is copying NAME2,copy_active,sentence,NA,NA,NA,NA,NA
7316,NA,NA,NA,NA,survey-likert-extra-labels,14,156256,0.0-10.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,NA,Somebody says<br><em>Fred is copying Jane</em>,copy_active,rating_volition,"{""Q0"":6}",[0],The speaker identifies more with <br>Fred than Jane,The speaker identifies more with<br>Jane than Fred,left_to_right
null,Somebody says<br><em>Mike is being greeted by Luke</em>,NA,NA,NA,html-keyboard-response,15,158269,0.0-11.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,null,NAME1 is being greeted by NAME2,greet_passive,sentence,NA,NA,NA,NA,NA
3475,NA,NA,NA,NA,survey-likert-extra-labels,16,161744,0.0-11.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,NA,Somebody says<br><em>Mike is being greeted by Luke</em>,greet_passive,rating_volition,"{""Q0"":6}",[0],The speaker identifies more with <br>Luke than Mike,The speaker identifies more with<br>Mike than Luke,right_to_left
null,Somebody says<br><em>Ruth is dancing with Fred</em>,NA,NA,NA,html-keyboard-response,17,164003,0.0-12.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,null,NAME1 is dancing with NAME2,dance_active,sentence,NA,NA,NA,NA,NA
2454,NA,NA,NA,NA,survey-likert-extra-labels,18,166459,0.0-12.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,NA,Somebody says<br><em>Ruth is dancing with Fred</em>,dance_active,rating_volition,"{""Q0"":0}",[0],The speaker identifies more with <br>Ruth than Fred,The speaker identifies more with<br>Fred than Ruth,left_to_right
null,Somebody says<br><em>Jane is teaching Dave,NA,NA,NA,html-keyboard-response,19,168465,0.0-13.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8ac96e6e314977721ed,47593,1A,man,NA,null,W2 is teaching M4,teach,sentence,NA,NA,NA,NA,NA
