rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part,name_order
32433,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,32439,0.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52260.5,NA,NA,NA,NA,external-html,1,85821,0.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,consent.html,NA,NA,NA,NA,NA,NA,NA,NA,NA
59621.80000001192,"<p>Welcome.</p><p>In this experiment we will ask you to imagine people's motivations for saying sentences.</p><p>Each trial will begin with a sentence that somebody might say to describe an event involving two different people.</p><p>For instance, someone might say <em>Harry is being recruited by Molly</em></p><p>We want you to think about which of those two people (Molly and Harry) the speaker identifies more with. For instance, why did the speaker say <em>Harry is being recruited by Molly</em> rather than <em> Molly is recruiting Harry</em>? Might that mean that the speaker is socially closer to one of the two characters?</p><p>After you have read the sentence, you will rate on a scale which of the two characters the speaker identifies more with.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>Sometimes there will also be catch questions designed to make sure that you are paying attention, which ask about a different topic.</p><p>To do this task, you will have to use your imagination to think about and visualise the events, and how the speaker might relate to the characters.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,145445,0.0-2.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36663.59999999404,"<p>Before the experiment starts, we will show you an example of how you will answer the questions. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,183112,0.0-3.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says <br><em>Samuel is dining with Frank</em>,NA,NA,NA,html-keyboard-response,4,186116,0.0-4.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,null,NA,NA,NA,NA,NA,NA,NA,NA
11708.90000000596,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,197828,0.0-5.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1704.699999988079,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,200534,0.0-6.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says<br><em>Dave is arguing with Ruth</em>,NA,NA,NA,html-keyboard-response,7,203545,0.0-7.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,null,NAME1 is arguing with NAME2,argue_active,sentence,NA,NA,NA,NA,NA
9596.59999999404,NA,NA,NA,NA,survey-likert-extra-labels,8,213159,0.0-7.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,NA,Somebody says<br><em>Dave is arguing with Ruth</em>,argue_active,rating_volition,"{""Q0"":0}",[0],The speaker identifies more with <br>Dave than Ruth,The speaker identifies more with<br>Ruth than Dave,left_to_right
null,Somebody says<br><em>Mike is dancing with Luke</em>,NA,NA,NA,html-keyboard-response,9,215163,0.0-8.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,null,NAME1 is dancing with NAME2,dance_active,sentence,NA,NA,NA,NA,NA
65022.09999999404,NA,NA,NA,NA,survey-likert-extra-labels,10,280195,0.0-8.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,NA,Somebody says<br><em>Mike is dancing with Luke</em>,dance_active,rating_volition,"{""Q0"":2}",[0],The speaker identifies more with <br>Mike than Luke,The speaker identifies more with<br>Luke than Mike,left_to_right
null,Somebody says<br><em>Luke is meeting Beth</em>,NA,NA,NA,html-keyboard-response,11,282198,0.0-9.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,null,NAME1 is meeting NAME2,meet_active,sentence,NA,NA,NA,NA,NA
11883.300000011921,NA,NA,NA,NA,survey-likert-extra-labels,12,294085,0.0-9.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,NA,Somebody says<br><em>Luke is meeting Beth</em>,meet_active,rating_volition,"{""Q0"":6}",[0],The speaker identifies more with <br>Beth than Luke,The speaker identifies more with<br>Luke than Beth,right_to_left
null,Somebody says<br><em>Luke is driving Fred,NA,NA,NA,html-keyboard-response,13,296090,0.0-10.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,null,M1 is driving M3,drive,sentence,NA,NA,NA,NA,NA
44601.40000000596,NA,NA,NA,NA,survey-likert-extra-labels,14,340693,0.0-10.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,NA,Somebody says<br><em>Luke is driving Fred,drive,rating_volition,"{""Q0"":6}",[0],Luke is Fred's passenger,Fred is Luke's passenger,NA
null,Somebody says<br><em>Mike is posing for Dave,NA,NA,NA,html-keyboard-response,15,342695,0.0-11.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,null,M2 is posing for M4,pose,sentence,NA,NA,NA,NA,NA
8147.9000000059605,NA,NA,NA,NA,survey-likert-extra-labels,16,350845,0.0-11.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,NA,Somebody says<br><em>Mike is posing for Dave,pose,rating_volition,"{""Q0"":0}",[0],Mike is modelling for Dave,Dave is modelling for Mike,NA
null,Somebody says<br><em>Mike is reminding Beth,NA,NA,NA,html-keyboard-response,17,352847,0.0-12.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,null,M2 is reminding W4,remind,sentence,NA,NA,NA,NA,NA
28652.79999998212,NA,NA,NA,NA,survey-likert-extra-labels,18,381501,0.0-12.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,NA,Somebody says<br><em>Mike is reminding Beth,remind,rating_volition,"{""Q0"":0}",[0],Mike is telling Beth again,Beth is telling Mike again,NA
null,Somebody says<br><em>Jane is marrying Dave</em>,NA,NA,NA,html-keyboard-response,19,383503,0.0-13.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8fc8f794bf1617e2b6f,39958,1A,man,NA,null,NAME1 is marrying NAME2,marry_active,sentence,NA,NA,NA,NA,NA
