rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part,name_order
3305.0000000000005,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,3307,0.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21178.000000000004,NA,NA,NA,NA,external-html,1,25555,0.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,consent.html,NA,NA,NA,NA,NA,NA,NA,NA,NA
21998,"<p>Welcome.</p><p>In this experiment we will ask you to imagine people's motivations for saying sentences.</p><p>Each trial will begin with a sentence that somebody might say to describe an event involving two different people.</p><p>For instance, someone might say <em>Harry is being recruited by Molly</em></p><p>We want you to think about which of those two people (Molly and Harry) the speaker identifies more with. For instance, why did the speaker say <em>Harry is being recruited by Molly</em> rather than <em> Molly is recruiting Harry</em>? Might that mean that the speaker is socially closer to one of the two characters?</p><p>After you have read the sentence, you will rate on a scale which of the two characters the speaker identifies more with.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>Sometimes there will also be catch questions designed to make sure that you are paying attention, which ask about a different topic.</p><p>To do this task, you will have to use your imagination to think about and visualise the events, and how the speaker might relate to the characters.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,47555,0.0-2.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3048,"<p>Before the experiment starts, we will show you an example of how you will answer the questions. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,51605,0.0-3.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says <br><em>Samuel is dining with Frank</em>,NA,NA,NA,html-keyboard-response,4,54609,0.0-4.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,null,NA,NA,NA,NA,NA,NA,NA,NA
25991,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,80608,0.0-5.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111177,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,192786,0.0-6.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says<br><em>Luke and Fred are marrying each other</em>,NA,NA,NA,html-keyboard-response,7,195790,0.0-7.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,null,NAME1 and NAME2 are marrying each other,marry_conjoined,sentence,NA,NA,NA,NA,NA
6983,NA,NA,NA,NA,survey-likert-extra-labels,8,202776,0.0-7.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,NA,Somebody says<br><em>Luke and Fred are marrying each other</em>,marry_conjoined,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Luke than Fred,The speaker identifies more with<br>Fred than Luke,left_to_right
null,Somebody says<br><em>Luke is driving Fred,NA,NA,NA,html-keyboard-response,9,204789,0.0-8.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,null,M1 is driving M3,drive,sentence,NA,NA,NA,NA,NA
14031.00000000003,NA,NA,NA,NA,survey-likert-extra-labels,10,218822,0.0-8.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,NA,Somebody says<br><em>Luke is driving Fred,drive,rating_volition,"{""Q0"":6}",[0],Luke is Fred's passenger,Fred is Luke's passenger,NA
null,Somebody says<br><em>Jane and Dave are touching each other</em>,NA,NA,NA,html-keyboard-response,11,220833,0.0-9.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,null,NAME1 and NAME2 are touching each other,touch_conjoined,sentence,NA,NA,NA,NA,NA
11705,NA,NA,NA,NA,survey-likert-extra-labels,12,232540,0.0-9.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,NA,Somebody says<br><em>Jane and Dave are touching each other</em>,touch_conjoined,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Dave than Jane,The speaker identifies more with<br>Jane than Dave,right_to_left
null,Somebody says<br><em>Dave is being touched by Kate</em>,NA,NA,NA,html-keyboard-response,13,234554,0.0-10.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,null,NAME1 is being touched by NAME2,touch_passive,sentence,NA,NA,NA,NA,NA
11585,NA,NA,NA,NA,survey-likert-extra-labels,14,246141,0.0-10.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,NA,Somebody says<br><em>Dave is being touched by Kate</em>,touch_passive,rating_volition,"{""Q0"":4}",[0],The speaker identifies more with <br>Dave than Kate,The speaker identifies more with<br>Kate than Dave,left_to_right
null,Somebody says<br><em>Luke is fighting with Beth</em>,NA,NA,NA,html-keyboard-response,15,248158,0.0-11.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,null,NAME1 is fighting with NAME2,fight_active,sentence,NA,NA,NA,NA,NA
6478.000000000029,NA,NA,NA,NA,survey-likert-extra-labels,16,254637,0.0-11.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,NA,Somebody says<br><em>Luke is fighting with Beth</em>,fight_active,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Luke than Beth,The speaker identifies more with<br>Beth than Luke,left_to_right
null,Somebody says<br><em>Jane is being opposed by Ruth</em>,NA,NA,NA,html-keyboard-response,17,256647,0.0-12.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,null,NAME1 is being opposed by NAME2,oppose_passive,sentence,NA,NA,NA,NA,NA
11123.000000000087,NA,NA,NA,NA,survey-likert-extra-labels,18,267772,0.0-12.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,NA,Somebody says<br><em>Jane is being opposed by Ruth</em>,oppose_passive,rating_volition,"{""Q0"":4}",[0],The speaker identifies more with <br>Ruth than Jane,The speaker identifies more with<br>Jane than Ruth,right_to_left
null,Somebody says<br><em>Mike and Dave are meeting each other</em>,NA,NA,NA,html-keyboard-response,19,269782,0.0-13.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,null,NAME1 and NAME2 are meeting each other,meet_conjoined,sentence,NA,NA,NA,NA,NA
2758,NA,NA,NA,NA,survey-likert-extra-labels,20,272542,0.0-13.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,NA,Somebody says<br><em>Mike and Dave are meeting each other</em>,meet_conjoined,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Dave than Mike,The speaker identifies more with<br>Mike than Dave,right_to_left
null,Somebody says<br><em>Jane is hugging Kate</em>,NA,NA,NA,html-keyboard-response,21,274558,0.0-14.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,null,NAME1 is hugging NAME2,hug_active,sentence,NA,NA,NA,NA,NA
5830,NA,NA,NA,NA,survey-likert-extra-labels,22,280391,0.0-14.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,NA,Somebody says<br><em>Jane is hugging Kate</em>,hug_active,rating_volition,"{""Q0"":4}",[0],The speaker identifies more with <br>Kate than Jane,The speaker identifies more with<br>Jane than Kate,right_to_left
null,Somebody says<br><em>Ruth is chasing Kate,NA,NA,NA,html-keyboard-response,23,282406,0.0-15.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,null,W1 is chasing W3,chase,sentence,NA,NA,NA,NA,NA
14396.999999999942,NA,NA,NA,NA,survey-likert-extra-labels,24,296806,0.0-15.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,NA,Somebody says<br><em>Ruth is chasing Kate,chase,rating_volition,"{""Q0"":0}",[0],Ruth is behind Kate,Kate is behind Ruth,NA
null,Somebody says<br><em>Fred is challenging Luke</em>,NA,NA,NA,html-keyboard-response,25,298819,0.0-16.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,null,NAME1 is challenging NAME2,challenge_active,sentence,NA,NA,NA,NA,NA
6534,NA,NA,NA,NA,survey-likert-extra-labels,26,305355,0.0-16.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,NA,Somebody says<br><em>Fred is challenging Luke</em>,challenge_active,rating_volition,"{""Q0"":2}",[0],The speaker identifies more with <br>Fred than Luke,The speaker identifies more with<br>Luke than Fred,left_to_right
null,Somebody says<br><em>Luke and Mike are playing with each other</em>,NA,NA,NA,html-keyboard-response,27,307367,0.0-17.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cc9edc8715cbc46ca1,58676,1A,man,NA,null,NAME1 and NAME2 are playing with each other,play_conjoined,sentence,NA,NA,NA,NA,NA
