rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part,name_order
6713.799999998882,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,6716,0.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cbe92f88c7d78e4dd5,80124,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4557.5,NA,NA,NA,NA,external-html,1,12557,0.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cbe92f88c7d78e4dd5,80124,1A,man,consent.html,NA,NA,NA,NA,NA,NA,NA,NA,NA
117979.09999999963,"<p>Welcome.</p><p>In this experiment we will ask you to imagine people's motivations for saying sentences.</p><p>Each trial will begin with a sentence that somebody might say to describe an event involving two different people.</p><p>For instance, someone might say <em>Harry is being recruited by Molly</em></p><p>We want you to think about which of those two people (Molly and Harry) the speaker identifies more with. For instance, why did the speaker say <em>Harry is being recruited by Molly</em> rather than <em> Molly is recruiting Harry</em>? Might that mean that the speaker is socially closer to one of the two characters?</p><p>After you have read the sentence, you will rate on a scale which of the two characters the speaker identifies more with.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>Sometimes there will also be catch questions designed to make sure that you are paying attention, which ask about a different topic.</p><p>To do this task, you will have to use your imagination to think about and visualise the events, and how the speaker might relate to the characters.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,130536,0.0-2.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cbe92f88c7d78e4dd5,80124,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982.800000000745,"<p>Before the experiment starts, we will show you an example of how you will answer the questions. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,133523,0.0-3.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cbe92f88c7d78e4dd5,80124,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says <br><em>Samuel is dining with Frank</em>,NA,NA,NA,html-keyboard-response,4,136536,0.0-4.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cbe92f88c7d78e4dd5,80124,1A,man,NA,null,NA,NA,NA,NA,NA,NA,NA,NA
13909.89999999851,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,150446,0.0-5.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cbe92f88c7d78e4dd5,80124,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1431.7000000011176,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,152892,0.0-6.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cbe92f88c7d78e4dd5,80124,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says<br><em>Ruth and Mike are marrying each other</em>,NA,NA,NA,html-keyboard-response,7,155900,0.0-7.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cbe92f88c7d78e4dd5,80124,1A,man,NA,null,NAME1 and NAME2 are marrying each other,marry_conjoined,sentence,NA,NA,NA,NA,NA
6083.60000000149,NA,NA,NA,NA,survey-likert-extra-labels,8,161985,0.0-7.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cbe92f88c7d78e4dd5,80124,1A,man,NA,NA,Somebody says<br><em>Ruth and Mike are marrying each other</em>,marry_conjoined,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Mike than Ruth,The speaker identifies more with<br>Ruth than Mike,right_to_left
null,Somebody says<br><em>Luke is being hugged by Ruth</em>,NA,NA,NA,html-keyboard-response,9,163999,0.0-8.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cbe92f88c7d78e4dd5,80124,1A,man,NA,null,NAME1 is being hugged by NAME2,hug_passive,sentence,NA,NA,NA,NA,NA
5313.5,NA,NA,NA,NA,survey-likert-extra-labels,10,169313,0.0-8.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cbe92f88c7d78e4dd5,80124,1A,man,NA,NA,Somebody says<br><em>Luke is being hugged by Ruth</em>,hug_passive,rating_volition,"{""Q0"":2}",[0],The speaker identifies more with <br>Luke than Ruth,The speaker identifies more with<br>Ruth than Luke,left_to_right
null,Somebody says<br><em>Beth and Fred are fighting with each other</em>,NA,NA,NA,html-keyboard-response,11,171315,0.0-9.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cbe92f88c7d78e4dd5,80124,1A,man,NA,null,NAME1 and NAME2 are fighting with each other,fight_conjoined,sentence,NA,NA,NA,NA,NA
5332.0999999996275,NA,NA,NA,NA,survey-likert-extra-labels,12,176647,0.0-9.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cbe92f88c7d78e4dd5,80124,1A,man,NA,NA,Somebody says<br><em>Beth and Fred are fighting with each other</em>,fight_conjoined,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Fred than Beth,The speaker identifies more with<br>Beth than Fred,right_to_left
null,Somebody says<br><em>Kate is being shouted at by Jane</em>,NA,NA,NA,html-keyboard-response,13,178662,0.0-10.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cbe92f88c7d78e4dd5,80124,1A,man,NA,null,NAME1 is being shouted at by NAME2,shout_passive,sentence,NA,NA,NA,NA,NA
5786.300000000745,NA,NA,NA,NA,survey-likert-extra-labels,14,184449,0.0-10.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cbe92f88c7d78e4dd5,80124,1A,man,NA,NA,Somebody says<br><em>Kate is being shouted at by Jane</em>,shout_passive,rating_volition,"{""Q0"":5}",[0],The speaker identifies more with <br>Jane than Kate,The speaker identifies more with<br>Kate than Jane,right_to_left
null,Somebody says<br><em>Dave and Jane are arguing with each other</em>,NA,NA,NA,html-keyboard-response,15,186461,0.0-11.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cbe92f88c7d78e4dd5,80124,1A,man,NA,null,NAME1 and NAME2 are arguing with each other,argue_conjoined,sentence,NA,NA,NA,NA,NA
1868.199999999255,NA,NA,NA,NA,survey-likert-extra-labels,16,188330,0.0-11.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8cbe92f88c7d78e4dd5,80124,1A,man,NA,NA,Somebody says<br><em>Dave and Jane are arguing with each other</em>,argue_conjoined,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Dave than Jane,The speaker identifies more with<br>Jane than Dave,left_to_right
