rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part,name_order
1185.300000000745,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,1187,0.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c0ea22daa3f9eb9bb476,79488,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17747.599999997765,NA,NA,NA,NA,external-html,1,20023,0.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c0ea22daa3f9eb9bb476,79488,1A,man,consent.html,NA,NA,NA,NA,NA,NA,NA,NA,NA
204787.80000000075,"<p>Welcome.</p><p>In this experiment we will ask you to imagine people's motivations for saying sentences.</p><p>Each trial will begin with a sentence that somebody might say to describe an event involving two different people.</p><p>For instance, someone might say <em>Harry is being recruited by Molly</em></p><p>We want you to think about which of those two people (Molly and Harry) the speaker identifies more with. For instance, why did the speaker say <em>Harry is being recruited by Molly</em> rather than <em> Molly is recruiting Harry</em>? Might that mean that the speaker is socially closer to one of the two characters?</p><p>After you have read the sentence, you will rate on a scale which of the two characters the speaker identifies more with.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>Sometimes there will also be catch questions designed to make sure that you are paying attention, which ask about a different topic.</p><p>To do this task, you will have to use your imagination to think about and visualise the events, and how the speaker might relate to the characters.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,224812,0.0-2.0,anomymised,6560c4cfd080ba12b16d8282,6564c0ea22daa3f9eb9bb476,79488,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1636.5,"<p>Before the experiment starts, we will show you an example of how you will answer the questions. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,227451,0.0-3.0,anomymised,6560c4cfd080ba12b16d8282,6564c0ea22daa3f9eb9bb476,79488,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says <br><em>Samuel is dining with Frank</em>,NA,NA,NA,html-keyboard-response,4,230461,0.0-4.0,anomymised,6560c4cfd080ba12b16d8282,6564c0ea22daa3f9eb9bb476,79488,1A,man,NA,null,NA,NA,NA,NA,NA,NA,NA,NA
70741.09999999776,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,301203,0.0-5.0,anomymised,6560c4cfd080ba12b16d8282,6564c0ea22daa3f9eb9bb476,79488,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1839.6000000014901,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,304059,0.0-6.0,anomymised,6560c4cfd080ba12b16d8282,6564c0ea22daa3f9eb9bb476,79488,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says<br><em>Ruth is being hugged by Kate</em>,NA,NA,NA,html-keyboard-response,7,307068,0.0-7.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c0ea22daa3f9eb9bb476,79488,1A,man,NA,null,NAME1 is being hugged by NAME2,hug_passive,sentence,NA,NA,NA,NA,NA
18433.60000000149,NA,NA,NA,NA,survey-likert-extra-labels,8,325503,0.0-7.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c0ea22daa3f9eb9bb476,79488,1A,man,NA,NA,Somebody says<br><em>Ruth is being hugged by Kate</em>,hug_passive,rating_volition,"{""Q0"":5}",[0],The speaker identifies more with <br>Kate than Ruth,The speaker identifies more with<br>Ruth than Kate,right_to_left
null,Somebody says<br><em>Dave is dancing with Ruth</em>,NA,NA,NA,html-keyboard-response,9,327520,0.0-8.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c0ea22daa3f9eb9bb476,79488,1A,man,NA,null,NAME1 is dancing with NAME2,dance_active,sentence,NA,NA,NA,NA,NA
11265.800000000745,NA,NA,NA,NA,survey-likert-extra-labels,10,338787,0.0-8.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c0ea22daa3f9eb9bb476,79488,1A,man,NA,NA,Somebody says<br><em>Dave is dancing with Ruth</em>,dance_active,rating_volition,"{""Q0"":5}",[0],The speaker identifies more with <br>Ruth than Dave,The speaker identifies more with<br>Dave than Ruth,right_to_left
null,Somebody says<br><em>Jane and Fred are hugging each other</em>,NA,NA,NA,html-keyboard-response,11,340789,0.0-9.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c0ea22daa3f9eb9bb476,79488,1A,man,NA,null,NAME1 and NAME2 are hugging each other,hug_conjoined,sentence,NA,NA,NA,NA,NA
7640.699999999255,NA,NA,NA,NA,survey-likert-extra-labels,12,348431,0.0-9.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c0ea22daa3f9eb9bb476,79488,1A,man,NA,NA,Somebody says<br><em>Jane and Fred are hugging each other</em>,hug_conjoined,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Jane than Fred,The speaker identifies more with<br>Fred than Jane,left_to_right
null,Somebody says<br><em>Kate is being challenged by Dave</em>,NA,NA,NA,html-keyboard-response,13,350440,0.0-10.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c0ea22daa3f9eb9bb476,79488,1A,man,NA,null,NAME1 is being challenged by NAME2,challenge_passive,sentence,NA,NA,NA,NA,NA
