rt,stimulus,button_pressed,choices,ChosenStimulus,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,subject,list,ppt_gender,url,key_press,sentence_type,verb,test_part,responses,question_order,left_part,right_part,name_order
1265,Welcome to the experiment. Press Continue to begin.,0,Continue,Continue,html-button-response,0,1272,0.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61901.699999928474,NA,NA,NA,NA,external-html,1,64216,0.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,consent.html,NA,NA,NA,NA,NA,NA,NA,NA,NA
582275.2000000477,"<p>Welcome.</p><p>In this experiment we will ask you to imagine people's motivations for saying sentences.</p><p>Each trial will begin with a sentence that somebody might say to describe an event involving two different people.</p><p>For instance, someone might say <em>Harry is being recruited by Molly</em></p><p>We want you to think about which of those two people (Molly and Harry) the speaker identifies more with. For instance, why did the speaker say <em>Harry is being recruited by Molly</em> rather than <em> Molly is recruiting Harry</em>? Might that mean that the speaker is socially closer to one of the two characters?</p><p>After you have read the sentence, you will rate on a scale which of the two characters the speaker identifies more with.</p><p>You will give your answer by clicking a button on a rating scale.</p><p>Sometimes there will also be catch questions designed to make sure that you are paying attention, which ask about a different topic.</p><p>To do this task, you will have to use your imagination to think about and visualise the events, and how the speaker might relate to the characters.</p><br><p>Ready?</p>",0,Continue,Continue,html-button-response,2,646493,0.0-2.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1709.1999999284744,"<p>Before the experiment starts, we will show you an example of how you will answer the questions. Press 'Continue'.</p>",0,Continue,Continue,html-button-response,3,649203,0.0-3.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says <br><em>Samuel is dining with Frank</em>,NA,NA,NA,html-keyboard-response,4,652219,0.0-4.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,NA,NA,NA,NA,NA,NA,NA,NA
21522.400000095367,<img src='img/Example-trial.jpg' style='height:550px;''></img>,0,Continue,Continue,html-button-response,5,673742,0.0-5.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3981,<p>Ready to start the experiment?</p><br><p><strong>Remember to give an answer by clicking a button on the rating scale.</strong></p><p>Press 'Continue' to begin.</p>,0,Continue,Continue,html-button-response,6,678724,0.0-6.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
null,Somebody says<br><em>Luke is being touched by Dave</em>,NA,NA,NA,html-keyboard-response,7,681739,0.0-7.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,NAME1 is being touched by NAME2,touch_passive,sentence,NA,NA,NA,NA,NA
11749.5,NA,NA,NA,NA,survey-likert-extra-labels,8,693490,0.0-7.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,Somebody says<br><em>Luke is being touched by Dave</em>,touch_passive,rating_volition,"{""Q0"":2}",[0],The speaker identifies more with <br>Dave than Luke,The speaker identifies more with<br>Luke than Dave,right_to_left
null,Somebody says<br><em>Dave is dancing with Ruth</em>,NA,NA,NA,html-keyboard-response,9,695493,0.0-8.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,NAME1 is dancing with NAME2,dance_active,sentence,NA,NA,NA,NA,NA
18175.600000023842,NA,NA,NA,NA,survey-likert-extra-labels,10,713669,0.0-8.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,Somebody says<br><em>Dave is dancing with Ruth</em>,dance_active,rating_volition,"{""Q0"":4}",[0],The speaker identifies more with <br>Dave than Ruth,The speaker identifies more with<br>Ruth than Dave,left_to_right
null,Somebody says<br><em>Luke and Fred are talking with each other</em>,NA,NA,NA,html-keyboard-response,11,715671,0.0-9.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,NAME1 and NAME2 are talking with each other,talk_conjoined,sentence,NA,NA,NA,NA,NA
3652.600000023842,NA,NA,NA,NA,survey-likert-extra-labels,12,719324,0.0-9.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,Somebody says<br><em>Luke and Fred are talking with each other</em>,talk_conjoined,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Fred than Luke,The speaker identifies more with<br>Luke than Fred,right_to_left
null,Somebody says<br><em>Kate is feeding Luke,NA,NA,NA,html-keyboard-response,13,721328,0.0-10.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,W3 is feeding M1,feed,sentence,NA,NA,NA,NA,NA
4157.800000071526,NA,NA,NA,NA,survey-likert-extra-labels,14,725487,0.0-10.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,Somebody says<br><em>Kate is feeding Luke,feed,rating_volition,"{""Q0"":2}",[0],Kate cooked for Luke,Luke cooked for Kate,NA
null,Somebody says<br><em>Jane is carrying Beth,NA,NA,NA,html-keyboard-response,15,727492,0.0-11.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,W2 is carrying W4,carry,sentence,NA,NA,NA,NA,NA
12201.599999904633,NA,NA,NA,NA,survey-likert-extra-labels,16,739694,0.0-11.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,Somebody says<br><em>Jane is carrying Beth,carry,rating_volition,"{""Q0"":0}",[0],Jane is transporting Beth,Beth is transporting Jane,NA
null,Somebody says<br><em>Ruth is chasing Kate,NA,NA,NA,html-keyboard-response,17,741700,0.0-12.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,W1 is chasing W3,chase,sentence,NA,NA,NA,NA,NA
7223.399999976158,NA,NA,NA,NA,survey-likert-extra-labels,18,748924,0.0-12.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,Somebody says<br><em>Ruth is chasing Kate,chase,rating_volition,"{""Q0"":0}",[0],Ruth is behind Kate,Kate is behind Ruth,NA
null,Somebody says<br><em>Jane is flirting with Beth</em>,NA,NA,NA,html-keyboard-response,19,750939,0.0-13.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,NAME1 is flirting with NAME2,flirt_active,sentence,NA,NA,NA,NA,NA
14745.400000095367,NA,NA,NA,NA,survey-likert-extra-labels,20,765686,0.0-13.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,Somebody says<br><em>Jane is flirting with Beth</em>,flirt_active,rating_volition,"{""Q0"":2}",[0],The speaker identifies more with <br>Jane than Beth,The speaker identifies more with<br>Beth than Jane,left_to_right
null,Somebody says<br><em>Fred is opposing Beth</em>,NA,NA,NA,html-keyboard-response,21,767698,0.0-14.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,NAME1 is opposing NAME2,oppose_active,sentence,NA,NA,NA,NA,NA
5916.400000095367,NA,NA,NA,NA,survey-likert-extra-labels,22,773615,0.0-14.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,Somebody says<br><em>Fred is opposing Beth</em>,oppose_active,rating_volition,"{""Q0"":4}",[0],The speaker identifies more with <br>Beth than Fred,The speaker identifies more with<br>Fred than Beth,right_to_left
null,Somebody says<br><em>Luke is marrying Fred</em>,NA,NA,NA,html-keyboard-response,23,775629,0.0-15.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,NAME1 is marrying NAME2,marry_active,sentence,NA,NA,NA,NA,NA
3824.600000023842,NA,NA,NA,NA,survey-likert-extra-labels,24,779454,0.0-15.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,Somebody says<br><em>Luke is marrying Fred</em>,marry_active,rating_volition,"{""Q0"":4}",[0],The speaker identifies more with <br>Fred than Luke,The speaker identifies more with<br>Luke than Fred,right_to_left
null,Somebody says<br><em>Mike is reminding Beth,NA,NA,NA,html-keyboard-response,25,781462,0.0-16.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,M2 is reminding W4,remind,sentence,NA,NA,NA,NA,NA
6669.100000023842,NA,NA,NA,NA,survey-likert-extra-labels,26,788132,0.0-16.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,Somebody says<br><em>Mike is reminding Beth,remind,rating_volition,"{""Q0"":0}",[0],Mike is telling Beth again,Beth is telling Mike again,NA
null,Somebody says<br><em>Ruth and Beth are meeting each other</em>,NA,NA,NA,html-keyboard-response,27,790146,0.0-17.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,NAME1 and NAME2 are meeting each other,meet_conjoined,sentence,NA,NA,NA,NA,NA
3642.899999976158,NA,NA,NA,NA,survey-likert-extra-labels,28,793790,0.0-17.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,Somebody says<br><em>Ruth and Beth are meeting each other</em>,meet_conjoined,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Ruth than Beth,The speaker identifies more with<br>Beth than Ruth,left_to_right
null,Somebody says<br><em>Luke is copying Ruth</em>,NA,NA,NA,html-keyboard-response,29,795801,0.0-18.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,NAME1 is copying NAME2,copy_active,sentence,NA,NA,NA,NA,NA
4366.800000071526,NA,NA,NA,NA,survey-likert-extra-labels,30,800169,0.0-18.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,Somebody says<br><em>Luke is copying Ruth</em>,copy_active,rating_volition,"{""Q0"":2}",[0],The speaker identifies more with <br>Luke than Ruth,The speaker identifies more with<br>Ruth than Luke,left_to_right
null,Somebody says<br><em>Ruth is being kissed by Dave</em>,NA,NA,NA,html-keyboard-response,31,802185,0.0-19.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,NAME1 is being kissed by NAME2,kiss_passive,sentence,NA,NA,NA,NA,NA
3187.899999976158,NA,NA,NA,NA,survey-likert-extra-labels,32,805374,0.0-19.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,Somebody says<br><em>Ruth is being kissed by Dave</em>,kiss_passive,rating_volition,"{""Q0"":4}",[0],The speaker identifies more with <br>Dave than Ruth,The speaker identifies more with<br>Ruth than Dave,right_to_left
null,Somebody says<br><em>Jane is shouting at Kate</em>,NA,NA,NA,html-keyboard-response,33,807388,0.0-20.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,NAME1 is shouting at NAME2,shout_active,sentence,NA,NA,NA,NA,NA
6300.100000023842,NA,NA,NA,NA,survey-likert-extra-labels,34,813689,0.0-20.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,Somebody says<br><em>Jane is shouting at Kate</em>,shout_active,rating_volition,"{""Q0"":4}",[0],The speaker identifies more with <br>Kate than Jane,The speaker identifies more with<br>Jane than Kate,right_to_left
null,Somebody says<br><em>Fred is hiring Ruth,NA,NA,NA,html-keyboard-response,35,815698,0.0-21.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,M3 is hiring W1,hire,sentence,NA,NA,NA,NA,NA
14387,NA,NA,NA,NA,survey-likert-extra-labels,36,830085,0.0-21.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,Somebody says<br><em>Fred is hiring Ruth,hire,rating_volition,"{""Q0"":0}",[0],Fred is employing Ruth,Ruth is employing Fred,NA
null,Somebody says<br><em>Dave and Luke are shouting at each other</em>,NA,NA,NA,html-keyboard-response,37,832092,0.0-22.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,NAME1 and NAME2 are shouting at each other,shout_conjoined,sentence,NA,NA,NA,NA,NA
2933.1999999284744,NA,NA,NA,NA,survey-likert-extra-labels,38,835026,0.0-22.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,Somebody says<br><em>Dave and Luke are shouting at each other</em>,shout_conjoined,rating_volition,"{""Q0"":3}",[0],The speaker identifies more with <br>Luke than Dave,The speaker identifies more with<br>Dave than Luke,right_to_left
null,Somebody says<br><em>Luke is touching Fred</em>,NA,NA,NA,html-keyboard-response,39,837028,0.0-23.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,NAME1 is touching NAME2,touch_active,sentence,NA,NA,NA,NA,NA
3738.7000000476837,NA,NA,NA,NA,survey-likert-extra-labels,40,840768,0.0-23.0-1.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,NA,Somebody says<br><em>Luke is touching Fred</em>,touch_active,rating_volition,"{""Q0"":4}",[0],The speaker identifies more with <br>Fred than Luke,The speaker identifies more with<br>Luke than Fred,right_to_left
null,Somebody says<br><em>Ruth is kissing Dave</em>,NA,NA,NA,html-keyboard-response,41,842778,0.0-24.0-0.0,anomymised,6560c4cfd080ba12b16d8282,6564c8be68fd8b54257ae7c5,16341,1A,man,NA,null,NAME1 is kissing NAME2,kiss_active,sentence,NA,NA,NA,NA,NA
